country,variant,gender,year,population
28,estimates,female,1950,23.452
28,estimates,male,1950,22.846
28,estimates,female,1951,24.274
28,estimates,male,1951,24.094
28,estimates,female,1952,24.986
28,estimates,male,1952,25.014
28,estimates,female,1953,25.621
28,estimates,male,1953,25.638
28,estimates,female,1954,26.204
28,estimates,male,1954,26.005
28,estimates,female,1955,26.746
28,estimates,male,1955,26.159
28,estimates,female,1956,27.27
28,estimates,male,1956,26.143
28,estimates,female,1957,27.781
28,estimates,male,1957,26.053
28,estimates,female,1958,28.282
28,estimates,male,1958,25.953
28,estimates,female,1959,28.78
28,estimates,male,1959,25.936
28,estimates,female,1960,29.275
28,estimates,male,1960,26.067
28,estimates,female,1961,29.769
28,estimates,male,1961,26.368
28,estimates,female,1962,30.265
28,estimates,male,1962,26.879
28,estimates,female,1963,30.773
28,estimates,male,1963,27.513
28,estimates,female,1964,31.323
28,estimates,male,1964,28.208
28,estimates,female,1965,31.893
28,estimates,male,1965,28.895
28,estimates,female,1966,32.504
28,estimates,male,1966,29.553
28,estimates,female,1967,33.144
28,estimates,male,1967,30.218
28,estimates,female,1968,33.795
28,estimates,male,1968,30.859
28,estimates,female,1969,34.429
28,estimates,male,1969,31.477
28,estimates,female,1970,35.042
28,estimates,male,1970,32.057
28,estimates,female,1971,35.605
28,estimates,male,1971,32.589
28,estimates,female,1972,36.121
28,estimates,male,1972,33.057
28,estimates,female,1973,36.586
28,estimates,male,1973,33.48
28,estimates,female,1974,36.974
28,estimates,male,1974,33.899
28,estimates,female,1975,37.292
28,estimates,male,1975,34.321
28,estimates,female,1976,37.533
28,estimates,male,1976,34.754
28,estimates,female,1977,37.69
28,estimates,male,1977,35.185
28,estimates,female,1978,37.758
28,estimates,male,1978,35.556
28,estimates,female,1979,37.735
28,estimates,male,1979,35.794
28,estimates,female,1980,37.605
28,estimates,male,1980,35.835
28,estimates,female,1981,37.387
28,estimates,male,1981,35.684
28,estimates,female,1982,37.094
28,estimates,male,1982,35.365
28,estimates,female,1983,36.726
28,estimates,male,1983,34.911
28,estimates,female,1984,36.319
28,estimates,male,1984,34.399
28,estimates,female,1985,35.886
28,estimates,male,1985,33.883
28,estimates,female,1986,35.442
28,estimates,male,1986,33.367
28,estimates,female,1987,35.002
28,estimates,male,1987,32.852
28,estimates,female,1988,34.624
28,estimates,male,1988,32.426
28,estimates,female,1989,34.422
28,estimates,male,1989,32.202
28,estimates,female,1990,34.447
28,estimates,male,1990,32.251
28,estimates,female,1991,34.705
28,estimates,male,1991,32.598
28,estimates,female,1992,35.194
28,estimates,male,1992,33.233
28,estimates,female,1993,35.894
28,estimates,male,1993,34.051
28,estimates,female,1994,36.782
28,estimates,male,1994,34.929
28,estimates,female,1995,37.834
28,estimates,male,1995,35.778
28,estimates,female,1996,39.068
28,estimates,male,1996,36.559
28,estimates,female,1997,40.45
28,estimates,male,1997,37.29
28,estimates,female,1998,41.858
28,estimates,male,1998,37.992
28,estimates,female,1999,43.149
28,estimates,male,1999,38.689
28,estimates,female,2000,44.196
28,estimates,male,2000,39.39
28,estimates,female,2001,44.955
28,estimates,male,2001,40.103
28,estimates,female,2002,45.452
28,estimates,male,2002,40.81
28,estimates,female,2003,45.787
28,estimates,male,2003,41.503
28,estimates,female,2004,46.093
28,estimates,male,2004,42.157
28,estimates,female,2005,46.473
28,estimates,male,2005,42.783
28,estimates,female,2006,46.96
28,estimates,male,2006,43.345
28,estimates,female,2007,47.507
28,estimates,male,2007,43.878
28,estimates,female,2008,48.101
28,estimates,male,2008,44.378
28,estimates,female,2009,48.703
28,estimates,male,2009,44.868
28,estimates,female,2010,49.287
28,estimates,male,2010,45.367
28,estimates,female,2011,49.842
28,estimates,male,2011,45.871
28,estimates,female,2012,50.382
28,estimates,male,2012,46.386
28,estimates,female,2013,50.914
28,estimates,male,2013,46.912
28,estimates,female,2014,51.449
28,estimates,male,2014,47.424
28,constant_fertility,female,2015,51.986
28,constant_fertility,male,2015,47.94
28,constant_mortality,female,2015,51.986
28,constant_mortality,male,2015,47.94
28,estimates,female,2015,51.986
28,estimates,male,2015,47.94
28,high_variant,female,2015,51.986
28,high_variant,male,2015,47.94
28,instant_replacement,female,2015,51.986
28,instant_replacement,male,2015,47.94
28,low_variant,female,2015,51.986
28,low_variant,male,2015,47.94
28,medium_variant,female,2015,51.986
28,medium_variant,male,2015,47.94
28,momentum,female,2015,51.986
28,momentum,male,2015,47.94
28,no_change,female,2015,51.986
28,no_change,male,2015,47.94
28,zero_migration,female,2015,51.986
28,zero_migration,male,2015,47.94
28,constant_fertility,female,2016,52.523
28,constant_fertility,male,2016,48.467
28,constant_mortality,female,2016,52.506
28,constant_mortality,male,2016,48.437
28,high_variant,female,2016,52.569
28,high_variant,male,2016,48.515
28,instant_replacement,female,2016,52.514
28,instant_replacement,male,2016,48.458
28,low_variant,female,2016,52.448
28,low_variant,male,2016,48.391
28,medium_variant,female,2016,52.51
28,medium_variant,male,2016,48.455
28,momentum,female,2016,52.508
28,momentum,male,2016,48.465
28,no_change,female,2016,52.52
28,no_change,male,2016,48.453
28,zero_migration,female,2016,52.499
28,zero_migration,male,2016,48.476
28,constant_fertility,female,2017,53.077
28,constant_fertility,male,2017,49
28,constant_mortality,female,2017,53.016
28,constant_mortality,male,2017,48.939
28,high_variant,female,2017,53.18
