country,variant,gender,year,population
52,estimates,female,1950,113.991
52,estimates,male,1950,96.999
52,estimates,female,1951,116.328
52,estimates,male,1951,99.371
52,estimates,female,1952,118.4
52,estimates,male,1952,101.238
52,estimates,female,1953,120.237
52,estimates,male,1953,102.564
52,estimates,female,1954,121.865
52,estimates,male,1954,103.398
52,estimates,female,1955,123.299
52,estimates,male,1955,103.781
52,estimates,female,1956,124.545
52,estimates,male,1956,103.809
52,estimates,female,1957,125.594
52,estimates,male,1957,103.627
52,estimates,female,1958,126.434
52,estimates,male,1958,103.394
52,estimates,female,1959,127.067
52,estimates,male,1959,103.284
52,estimates,female,1960,127.475
52,estimates,male,1960,103.459
52,estimates,female,1961,127.666
52,estimates,male,1961,104.009
52,estimates,female,1962,127.671
52,estimates,male,1962,104.917
52,estimates,female,1963,127.54
52,estimates,male,1963,106.049
52,estimates,female,1964,127.34
52,estimates,male,1964,107.208
52,estimates,female,1965,127.126
52,estimates,male,1965,108.244
52,estimates,female,1966,126.928
52,estimates,male,1966,109.117
52,estimates,female,1967,126.746
52,estimates,male,1967,109.873
52,estimates,female,1968,126.615
52,estimates,male,1968,110.588
52,estimates,female,1969,126.553
52,estimates,male,1969,111.35
52,estimates,female,1970,126.593
52,estimates,male,1970,112.247
52,estimates,female,1971,126.727
52,estimates,male,1971,113.307
52,estimates,female,1972,126.96
52,estimates,male,1972,114.486
52,estimates,female,1973,127.31
52,estimates,male,1973,115.672
52,estimates,female,1974,127.794
52,estimates,male,1974,116.747
52,estimates,female,1975,128.415
52,estimates,male,1975,117.624
52,estimates,female,1976,129.189
52,estimates,male,1976,118.257
52,estimates,female,1977,130.091
52,estimates,male,1977,118.695
52,estimates,female,1978,131.028
52,estimates,male,1978,119.006
52,estimates,female,1979,131.877
52,estimates,male,1979,119.299
52,estimates,female,1980,132.544
52,estimates,male,1980,119.648
52,estimates,female,1981,133.005
52,estimates,male,1981,120.075
52,estimates,female,1982,133.266
52,estimates,male,1982,120.567
52,estimates,female,1983,133.407
52,estimates,male,1983,121.103
52,estimates,female,1984,133.52
52,estimates,male,1984,121.678
52,estimates,female,1985,133.668
52,estimates,male,1985,122.266
52,estimates,female,1986,133.865
52,estimates,male,1986,122.873
52,estimates,female,1987,134.103
52,estimates,male,1987,123.508
52,estimates,female,1988,134.384
52,estimates,male,1988,124.143
52,estimates,female,1989,134.698
52,estimates,male,1989,124.755
52,estimates,female,1990,135.052
52,estimates,male,1990,125.317
52,estimates,female,1991,135.47
52,estimates,male,1991,125.824
52,estimates,female,1992,135.924
52,estimates,male,1992,126.266
52,estimates,female,1993,136.415
52,estimates,male,1993,126.679
52,estimates,female,1994,136.933
52,estimates,male,1994,127.08
52,estimates,female,1995,137.469
52,estimates,male,1995,127.494
52,estimates,female,1996,138.02
52,estimates,male,1996,127.921
52,estimates,female,1997,138.581
52,estimates,male,1997,128.36
52,estimates,female,1998,139.146
52,estimates,male,1998,128.811
52,estimates,female,1999,139.685
52,estimates,male,1999,129.23
52,estimates,female,2000,140.204
52,estimates,male,2000,129.632
52,estimates,female,2001,140.669
52,estimates,male,2001,130.016
52,estimates,female,2002,141.107
52,estimates,male,2002,130.369
52,estimates,female,2003,141.535
52,estimates,male,2003,130.723
52,estimates,female,2004,141.989
52,estimates,male,2004,131.102
52,estimates,female,2005,142.479
52,estimates,male,2005,131.533
52,estimates,female,2006,143.023
52,estimates,male,2006,132.016
52,estimates,female,2007,143.608
52,estimates,male,2007,132.546
52,estimates,female,2008,144.223
52,estimates,male,2008,133.099
52,estimates,female,2009,144.829
52,estimates,male,2009,133.64
52,estimates,female,2010,145.421
52,estimates,male,2010,134.147
52,estimates,female,2011,145.983
52,estimates,male,2011,134.615
52,estimates,female,2012,146.539
52,estimates,male,2012,135.049
52,estimates,female,2013,147.056
52,estimates,male,2013,135.457
52,estimates,female,2014,147.552
52,estimates,male,2014,135.819
52,constant_fertility,female,2015,148.035
52,constant_fertility,male,2015,136.173
52,constant_mortality,female,2015,148.035
52,constant_mortality,male,2015,136.173
52,estimates,female,2015,148.035
52,estimates,male,2015,136.173
52,high_variant,female,2015,148.035
52,high_variant,male,2015,136.173
52,instant_replacement,female,2015,148.035
52,instant_replacement,male,2015,136.173
52,low_variant,female,2015,148.035
52,low_variant,male,2015,136.173
52,medium_variant,female,2015,148.035
52,medium_variant,male,2015,136.173
52,momentum,female,2015,148.035
52,momentum,male,2015,136.173
52,no_change,female,2015,148.035
52,no_change,male,2015,136.173
52,zero_migration,female,2015,148.035
52,zero_migration,male,2015,136.173
52,constant_fertility,female,2016,148.477
52,constant_fertility,male,2016,136.487
52,constant_mortality,female,2016,148.439
52,constant_mortality,male,2016,136.447
52,high_variant,female,2016,148.639
52,high_variant,male,2016,136.654
52,instant_replacement,female,2016,148.659
52,instant_replacement,male,2016,136.668
52,low_variant,female,2016,148.339
52,low_variant,male,2016,136.335
52,medium_variant,female,2016,148.496
52,medium_variant,male,2016,136.497
52,momentum,female,2016,148.409
52,momentum,male,2016,136.541
52,no_change,female,2016,148.43
52,no_change,male,2016,136.437
52,zero_migration,female,2016,148.149
52,zero_migration,male,2016,136.333
52,constant_fertility,female,2017,148.9
52,constant_fertility,male,2017,136.761
52,constant_mortality,female,2017,148.8
52,constant_mortality,male,2017,136.679
52,high_variant,female,2017,149.267
52,high_variant,male,2017,137.141
52,instant_replacement,female,2017,149.327
52,instant_replacement,male,2017,137.202
52,low_variant,female,2017,148.574
52,low_variant,male,2017,136.427
52,medium_variant,female,2017,148.925
52,medium_variant,male,2017,136.794
52,momentum,female,2017,148.716
52,momentum,male,2017,136.901
52,no_change,female,2017,148.78
52,no_change,male,2017,136.656
52,zero_migration,female,2017,148.255
52,zero_migration,male,2017,136.503
52,constant_fertility,female,2018,149.289
52,constant_fertility,male,2018,137.015
52,constant_mortality,female,2018,149.126
52,constant_mortality,male,2018,136.862
52,high_variant,female,2018,149.912
52,high_variant,male,2018,137.656
52,instant_replacement,female,2018,150
52,instant_replacement,male,2018,137.747
52,low_variant,female,2018,148.749
52,low_variant,male,2018,136.451
52,medium_variant,female,2018,149.328
52,medium_variant,male,2018,137.052
