country,variant,gender,year,population
480,estimates,female,1950,247.631
480,estimates,male,1950,245.627
480,estimates,female,1951,254.122
480,estimates,male,1951,252.306
480,estimates,female,1952,261.514
480,estimates,male,1952,259.677
480,estimates,female,1953,269.501
480,estimates,male,1953,267.549
480,estimates,female,1954,277.873
480,estimates,male,1954,275.749
480,estimates,female,1955,286.456
480,estimates,male,1955,284.194
480,estimates,female,1956,295.143
480,estimates,male,1956,292.809
480,estimates,female,1957,303.906
480,estimates,male,1957,301.581
480,estimates,female,1958,312.749
480,estimates,male,1958,310.525
480,estimates,female,1959,321.743
480,estimates,male,1959,319.68
480,estimates,female,1960,330.921
480,estimates,male,1960,329.104
480,estimates,female,1961,340.286
480,estimates,male,1961,338.764
480,estimates,female,1962,349.755
480,estimates,male,1962,348.555
480,estimates,female,1963,359.113
480,estimates,male,1963,358.294
480,estimates,female,1964,368.125
480,estimates,male,1964,367.735
480,estimates,female,1965,376.605
480,estimates,male,1965,376.678
480,estimates,female,1966,384.465
480,estimates,male,1966,385.095
480,estimates,female,1967,391.765
480,estimates,male,1967,393.009
480,estimates,female,1968,398.757
480,estimates,male,1968,400.386
480,estimates,female,1969,405.736
480,estimates,male,1969,407.205
480,estimates,female,1970,412.965
480,estimates,male,1970,413.486
480,estimates,female,1971,420.465
480,estimates,male,1971,419.129
480,estimates,female,1972,428.162
480,estimates,male,1972,424.232
480,estimates,female,1973,436.026
480,estimates,male,1973,429.144
480,estimates,female,1974,443.992
480,estimates,male,1974,434.364
480,estimates,female,1975,451.993
480,estimates,male,1975,440.226
480,estimates,female,1976,460.038
480,estimates,male,1976,446.88
480,estimates,female,1977,468.123
480,estimates,male,1977,454.206
480,estimates,female,1978,475.966
480,estimates,male,1978,461.852
480,estimates,female,1979,483.234
480,estimates,male,1979,469.347
480,estimates,female,1980,489.702
480,estimates,male,1980,476.337
480,estimates,female,1981,495.312
480,estimates,male,1981,482.759
480,estimates,female,1982,500.167
480,estimates,male,1982,488.722
480,estimates,female,1983,504.376
480,estimates,male,1983,494.244
480,estimates,female,1984,508.135
480,estimates,male,1984,499.367
480,estimates,female,1985,511.601
480,estimates,male,1985,504.163
480,estimates,female,1986,514.75
480,estimates,male,1986,508.528
480,estimates,female,1987,517.641
480,estimates,male,1987,512.535
480,estimates,female,1988,520.702
