country,variant,gender,year,population
24,estimates,female,1950,2341.379
24,estimates,male,1950,2206.642
24,estimates,female,1951,2398.305
24,estimates,male,1951,2261.024
24,estimates,female,1952,2457.214
24,estimates,male,1952,2317.341
24,estimates,female,1953,2516.447
24,estimates,male,1953,2374.015
24,estimates,female,1954,2574.851
24,estimates,male,1954,2429.923
24,estimates,female,1955,2631.702
24,estimates,male,1955,2484.376
24,estimates,female,1956,2686.808
24,estimates,male,1956,2537.191
24,estimates,female,1957,2740.456
24,estimates,male,1957,2588.65
24,estimates,female,1958,2793.312
24,estimates,male,1958,2639.403
24,estimates,female,1959,2846.376
24,estimates,male,1959,2690.41
24,estimates,female,1960,2900.6
24,estimates,male,1960,2742.587
24,estimates,female,1961,2956.545
24,estimates,male,1961,2796.483
24,estimates,female,1962,3014.085
24,estimates,male,1962,2851.982
24,estimates,female,1963,3072.259
24,estimates,male,1963,2908.156
24,estimates,female,1964,3129.656
24,estimates,male,1964,2963.664
24,estimates,female,1965,3185.516
24,estimates,male,1965,3017.78
24,estimates,female,1966,3239.548
24,estimates,male,1966,3070.225
24,estimates,female,1967,3292.899
24,estimates,male,1967,3122.101
24,estimates,female,1968,3348.025
24,estimates,male,1968,3175.775
24,estimates,female,1969,3408.2
24,estimates,male,1969,3234.432
24,estimates,female,1970,3475.919
24,estimates,male,1970,3300.465
24,estimates,female,1971,3552.325
24,estimates,male,1971,3374.939
24,estimates,female,1972,3637.186
24,estimates,male,1972,3457.646
24,estimates,female,1973,3729.917
24,estimates,male,1973,3548.041
24,estimates,female,1974,3829.314
24,estimates,male,1974,3645.025
24,estimates,female,1975,3934.589
24,estimates,male,1975,3747.884
24,estimates,female,1976,4045.039
24,estimates,male,1976,3855.958
24,estimates,female,1977,4161.242
24,estimates,male,1977,3969.749
24,estimates,female,1978,4285.196
24,estimates,male,1978,4090.95
24,estimates,female,1979,4419.637
24,estimates,male,1979,4221.884
24,estimates,female,1980,4566.092
24,estimates,male,1980,4363.813
24,estimates,female,1981,4726.259
24,estimates,male,1981,4518.244
24,estimates,female,1982,4898.491
24,estimates,male,1982,4683.658
24,estimates,female,1983,5076.925
24,estimates,male,1983,4854.644
24,estimates,female,1984,5253.507
24,estimates,male,1984,5023.807
24,estimates,female,1985,5422.854
24,estimates,male,1985,5186.191
24,estimates,female,1986,5581.983
24,estimates,male,1986,5339.058
24,estimates,female,1987,5733.486
24,estimates,male,1987,5484.781
24,estimates,female,1988,5884.259
24,estimates,male,1988,5629.705
24,estimates,female,1989,6044.242
24,estimates,male,1989,5782.986
24,estimates,female,1990,6220.386
24,estimates,male,1990,5951.051
24,estimates,female,1991,6416.266
24,estimates,male,1991,6137.18
24,estimates,female,1992,6629.272
24,estimates,male,1992,6339.071
24,estimates,female,1993,6852.907
24,estimates,male,1993,6550.823
24,estimates,female,1994,7077.583
24,estimates,male,1994,6763.716
24,estimates,female,1995,7296.96
24,estimates,male,1995,6972.03
24,estimates,female,1996,7508.647
24,estimates,male,1996,7173.636
24,estimates,female,1997,7716.675
24,estimates,male,1997,7372.301
24,estimates,female,1998,7928.907
24,estimates,male,1998,7575.413
24,estimates,female,1999,8156.455
24,estimates,male,1999,7793.314
24,estimates,female,2000,8407.377
24,estimates,male,2000,8033.544
24,estimates,female,2001,8684.469
24,estimates,male,2001,8298.798
24,estimates,female,2002,8985.543
24,estimates,male,2002,8587.105
24,estimates,female,2003,9307.609
24,estimates,male,2003,8895.76
24,estimates,female,2004,9645.611
24,estimates,male,2004,9220.112
24,estimates,female,2005,9995.794
24,estimates,male,2005,9556.744
24,estimates,female,2006,10357.454
24,estimates,male,2006,9904.947
24,estimates,female,2007,10731.773
24,estimates,male,2007,10265.906
24,estimates,female,2008,11119.16
24,estimates,male,2008,10640.264
24,estimates,female,2009,11520.424
24,estimates,male,2009,11029.117
24,estimates,female,2010,11936.012
24,estimates,male,2010,11433.112
24,estimates,female,2011,12366.07
24,estimates,male,2011,11852.501
24,estimates,female,2012,12809.783
24,estimates,male,2012,12286.368
24,estimates,female,2013,13265.578
24,estimates,male,2013,12732.764
24,estimates,female,2014,13731.368
24,estimates,male,2014,13189.107
24,constant_fertility,female,2015,14205.74
24,constant_fertility,male,2015,13653.563
24,constant_mortality,female,2015,14205.74
24,constant_mortality,male,2015,13653.563
24,estimates,female,2015,14205.74
24,estimates,male,2015,13653.563
24,high_variant,female,2015,14205.74
24,high_variant,male,2015,13653.563
24,instant_replacement,female,2015,14205.74
24,instant_replacement,male,2015,13653.563
24,low_variant,female,2015,14205.74
24,low_variant,male,2015,13653.563
24,medium_variant,female,2015,14205.74
24,medium_variant,male,2015,13653.563
24,momentum,female,2015,14205.74
24,momentum,male,2015,13653.563
24,no_change,female,2015,14205.74
24,no_change,male,2015,13653.563
24,zero_migration,female,2015,14205.74
24,zero_migration,male,2015,13653.563
24,constant_fertility,female,2016,14703.885
24,constant_fertility,male,2016,14141.252
24,constant_mortality,female,2016,14677.204
24,constant_mortality,male,2016,14114.018
24,high_variant,female,2016,14698.653
24,high_variant,male,2016,14135.96
24,instant_replacement,female,2016,14469.273
24,instant_replacement,male,2016,13904.75
24,low_variant,female,2016,14669.314
24,low_variant,male,2016,14106.277
24,medium_variant,female,2016,14688.064
24,medium_variant,male,2016,14125.411
24,momentum,female,2016,14466.586
24,momentum,male,2016,13901.971
24,no_change,female,2016,14697.241
24,no_change,male,2016,14134.293
24,zero_migration,female,2016,14684.162
24,zero_migration,male,2016,14121.299
24,constant_fertility,female,2017,15223.195
24,constant_fertility,male,2017,14649.757
24,constant_mortality,female,2017,15157.908
24,constant_mortality,male,2017,14583.257
24,high_variant,female,2017,15209.786
24,high_variant,male,2017,14636.228
24,instant_replacement,female,2017,14649.658
24,instant_replacement,male,2017,14071.521
24,low_variant,female,2017,15138.367
24,low_variant,male,2017,14564.1
24,medium_variant,female,2017,15178.925
24,medium_variant,male,2017,14605.26
24,momentum,female,2017,14643.085
24,momentum,male,2017,14064.726
24,no_change,female,2017,15207.037
24,no_change,male,2017,14632.866
