country,variant,gender,year,population
795,estimates,female,1950,617.387
795,estimates,male,1950,593.611
795,estimates,female,1951,628.773
795,estimates,male,1951,603.051
795,estimates,female,1952,643.003
795,estimates,male,1952,615.376
795,estimates,female,1953,659.647
795,estimates,male,1953,630.183
795,estimates,female,1954,678.324
795,estimates,male,1954,647.105
795,estimates,female,1955,698.761
795,estimates,male,1955,665.876
795,estimates,female,1956,720.716
795,estimates,male,1956,686.271
795,estimates,female,1957,744.043
795,estimates,male,1957,708.135
795,estimates,female,1958,768.645
795,estimates,male,1958,731.367
795,estimates,female,1959,794.483
795,estimates,male,1959,755.933
795,estimates,female,1960,821.5
795,estimates,male,1960,781.754
795,estimates,female,1961,849.622
795,estimates,male,1961,808.742
795,estimates,female,1962,878.673
795,estimates,male,1962,836.735
795,estimates,female,1963,908.381
795,estimates,male,1963,865.472
795,estimates,female,1964,938.43
795,estimates,male,1964,894.634
795,estimates,female,1965,968.592
795,estimates,male,1965,924.003
795,estimates,female,1966,998.722
795,estimates,male,1966,953.42
795,estimates,female,1967,1028.852
795,estimates,male,1967,982.91
795,estimates,female,1968,1059.163
795,estimates,male,1968,1012.628
795,estimates,female,1969,1089.969
795,estimates,male,1969,1042.829
795,estimates,female,1970,1121.46
795,estimates,male,1970,1073.705
795,estimates,female,1971,1153.682
795,estimates,male,1971,1105.281
795,estimates,female,1972,1186.547
795,estimates,male,1972,1137.471
795,estimates,female,1973,1220.033
795,estimates,male,1973,1170.178
795,estimates,female,1974,1254.085
795,estimates,male,1974,1203.293
795,estimates,female,1975,1288.656
795,estimates,male,1975,1236.717
795,estimates,female,1976,1323.811
795,estimates,male,1976,1270.501
795,estimates,female,1977,1359.559
795,estimates,male,1977,1304.702
795,estimates,female,1978,1395.708
795,estimates,male,1978,1339.192
795,estimates,female,1979,1432.022
795,estimates,male,1979,1373.794
795,estimates,female,1980,1468.347
795,estimates,male,1980,1408.462
795,estimates,female,1981,1504.653
795,estimates,male,1981,1443.129
795,estimates,female,1982,1541.095
795,estimates,male,1982,1477.969
795,estimates,female,1983,1578.013
795,estimates,male,1983,1513.496
795,estimates,female,1984,1615.865
795,estimates,male,1984,1550.35
795,estimates,female,1985,1655.018
795,estimates,male,1985,1589.005
795,estimates,female,1986,1695.189
795,estimates,male,1986,1629.272
795,estimates,female,1987,1736.314
795,estimates,male,1987,1670.995
795,estimates,female,1988,1779.164
795,estimates,male,1988,1714.727
795,estimates,female,1989,1824.733
795,estimates,male,1989,1761.133
795,estimates,female,1990,1873.504
795,estimates,male,1990,1810.473
795,estimates,female,1991,1925.998
795,estimates,male,1991,1863.188
795,estimates,female,1992,1981.361
795,estimates,male,1992,1918.482
795,estimates,female,1993,2037.014
795,estimates,male,1993,1973.775
795,estimates,female,1994,2089.453
795,estimates,male,1994,2025.651
795,estimates,female,1995,2136.194
795,estimates,male,1995,2071.646
795,estimates,female,1996,2176.399
795,estimates,male,1996,2110.937
795,estimates,female,1997,2210.847
795,estimates,male,1997,2144.275
795,estimates,female,1998,2240.647
795,estimates,male,1998,2172.827
795,estimates,female,1999,2267.633
795,estimates,male,1999,2198.5
795,estimates,female,2000,2293.294
795,estimates,male,2000,2222.831
795,estimates,female,2001,2317.933
795,estimates,male,2001,2246.152
795,estimates,female,2002,2341.552
795,estimates,male,2002,2268.463
795,estimates,female,2003,2365.061
795,estimates,male,2003,2290.687
795,estimates,female,2004,2389.52
795,estimates,male,2004,2313.875
795,estimates,female,2005,2415.761
795,estimates,male,2005,2338.887
795,estimates,female,2006,2444.098
795,estimates,male,2006,2366.014
795,estimates,female,2007,2474.707
795,estimates,male,2007,2395.432
795,estimates,female,2008,2508.071
795,estimates,male,2008,2427.688
795,estimates,female,2009,2544.659
795,estimates,male,2009,2463.291
795,estimates,female,2010,2584.695
795,estimates,male,2010,2502.513
795,estimates,female,2011,2628.439
795,estimates,male,2011,2545.62
795,estimates,female,2012,2675.572
795,estimates,male,2012,2592.264
795,estimates,female,2013,2725.024
795,estimates,male,2013,2641.245
795,estimates,female,2014,2775.288
795,estimates,male,2014,2690.948
795,constant_fertility,female,2015,2825.21
795,constant_fertility,male,2015,2740.069
795,constant_mortality,female,2015,2825.21
795,constant_mortality,male,2015,2740.069
795,estimates,female,2015,2825.21
795,estimates,male,2015,2740.069
795,high_variant,female,2015,2825.21
795,high_variant,male,2015,2740.069
795,instant_replacement,female,2015,2825.21
795,instant_replacement,male,2015,2740.069
795,low_variant,female,2015,2825.21
795,low_variant,male,2015,2740.069
795,medium_variant,female,2015,2825.21
795,medium_variant,male,2015,2740.069
795,momentum,female,2015,2825.21
795,momentum,male,2015,2740.069
795,no_change,female,2015,2825.21
795,no_change,male,2015,2740.069
795,zero_migration,female,2015,2825.21
795,zero_migration,male,2015,2740.069
795,constant_fertility,female,2016,2878.605
795,constant_fertility,male,2016,2792.43
795,constant_mortality,female,2016,2874.676
795,constant_mortality,male,2016,2788.425
795,high_variant,female,2016,2878.974
795,high_variant,male,2016,2792.811
795,instant_replacement,female,2016,2864.462
795,instant_replacement,male,2016,2777.963
795,low_variant,female,2016,2871.367
795,low_variant,male,2016,2784.959
795,medium_variant,female,2016,2874.368
795,medium_variant,male,2016,2788.174
795,momentum,female,2016,2865.945
795,momentum,male,2016,2779.422
795,no_change,female,2016,2878.097
795,no_change,male,2016,2791.958
795,zero_migration,female,2016,2877.794
795,zero_migration,male,2016,2791.427
795,constant_fertility,female,2017,2931.496
795,constant_fertility,male,2017,2844.128
795,constant_mortality,female,2017,2922.608
795,constant_mortality,male,2017,2835.072
795,high_variant,female,2017,2932.596
795,high_variant,male,2017,2845.245
795,instant_replacement,female,2017,2898.927
795,instant_replacement,male,2017,2810.684
795,low_variant,female,2017,2914.93
795,low_variant,male,2017,2827.04
795,medium_variant,female,2017,2922.786
795,medium_variant,male,2017,2835.285
795,momentum,female,2017,2902.503
795,momentum,male,2017,2814.203
795,no_change,female,2017,2930.323
795,no_change,male,2017,2843.016
795,zero_migration,female,2017,2929.034
795,zero_migration,male,2017,2841.259
795,constant_fertility,female,2018,2983.911
795,constant_fertility,male,2018,2895.203
795,constant_mortality,female,2018,2969.076
795,constant_mortality,male,2018,2880.082
795,high_variant,female,2018,2985.916
795,high_variant,male,2018,2897.263
795,instant_replacement,female,2018,2929.965
795,instant_replacement,male,2018,2839.698
795,low_variant,female,2018,2956.175
795,low_variant,male,2018,2866.608
795,medium_variant,female,2018,2970.25
795,medium_variant,male,2018,2881.212
795,momentum,female,2018,2936.03
795,momentum,male,2018,2845.661
795,no_change,female,2018,2981.906
795,no_change,male,2018,2893.309
795,zero_migration,female,2018,2979.003
795,zero_migration,male,2018,2889.65
795,constant_fertility,female,2019,3035.879
795,constant_fertility,male,2019,2945.698
795,constant_mortality,female,2019,3014.138
795,constant_mortality,male,2019,2923.537
795,high_variant,female,2019,3038.819
795,high_variant,male,2019,2948.72
795,instant_replacement,female,2019,2959.757
795,instant_replacement,male,2019,2867.285
795,low_variant,female,2019,2995.322
795,low_variant,male,2019,2903.902
795,medium_variant,female,2019,3016.64
795,medium_variant,male,2019,2925.911
795,momentum,female,2019,2968.387
795,momentum,male,2019,2875.792
795,no_change,female,2019,3032.882
795,no_change,male,2019,2942.852
795,zero_migration,female,2019,3027.759
795,zero_migration,male,2019,2936.67
795,constant_fertility,female,2020,3087.391
795,constant_fertility,male,2020,2995.603
795,constant_mortality,female,2020,3057.829
795,constant_mortality,male,2020,2965.475
795,high_variant,female,2020,3091.204
795,high_variant,male,2020,2999.532
795,instant_replacement,female,2020,2989.89
795,instant_replacement,male,2020,2895.131
795,low_variant,female,2020,3032.549
795,low_variant,male,2020,2939.086
795,medium_variant,female,2020,3061.874
795,medium_variant,male,2020,2969.31
795,momentum,female,2020,3000.948
795,momentum,male,2020,2906.048
795,no_change,female,2020,3083.242
795,no_change,male,2020,2991.655
795,zero_migration,female,2020,3075.332
795,zero_migration,male,2020,2982.355
795,constant_fertility,female,2021,3138.433
795,constant_fertility,male,2021,3044.905
795,constant_mortality,female,2021,3100.14
795,constant_mortality,male,2021,3005.899
795,high_variant,female,2021,3142.996
795,high_variant,male,2021,3049.609
795,instant_replacement,female,2021,3020.723
795,instant_replacement,male,2021,2923.614
795,low_variant,female,2021,3067.944
795,low_variant,male,2021,2972.28
795,medium_variant,female,2021,3105.772
795,medium_variant,male,2021,3011.24
795,momentum,female,2021,3033.968
795,momentum,male,2021,2936.742
795,no_change,female,2021,3132.949
795,no_change,male,2021,3039.694
795,zero_migration,female,2021,3121.729
795,zero_migration,male,2021,3026.703
795,constant_fertility,female,2022,3188.94
795,constant_fertility,male,2022,3093.559
795,constant_mortality,female,2022,3141.068
795,constant_mortality,male,2022,3044.804
795,high_variant,female,2022,3194.107
795,high_variant,male,2022,3098.881
795,instant_replacement,female,2022,3051.736
795,instant_replacement,male,2022,2952.184
795,low_variant,female,2022,3101.551
795,low_variant,male,2022,3003.506
795,medium_variant,female,2022,3148.188
795,medium_variant,male,2022,3051.544
795,momentum,female,2022,3066.992
795,momentum,male,2022,2967.365
795,no_change,female,2022,3181.962
795,no_change,male,2022,3086.924
795,zero_migration,female,2022,3166.941
795,zero_migration,male,2022,3069.715
795,constant_fertility,female,2023,3238.87
795,constant_fertility,male,2023,3141.486
795,constant_mortality,female,2023,3180.57
795,constant_mortality,male,2023,3082.161
795,high_variant,female,2023,3244.509
795,high_variant,male,2023,3147.295
795,instant_replacement,female,2023,3082.7
795,instant_replacement,male,2023,2980.597
795,low_variant,female,2023,3133.355
795,low_variant,male,2023,3032.769
795,medium_variant,female,2023,3189.161
795,medium_variant,male,2023,3090.252
795,momentum,female,2023,3099.807
795,momentum,male,2023,2997.69
795,no_change,female,2023,3230.207
795,no_change,male,2023,3133.275
795,zero_migration,female,2023,3210.933
795,zero_migration,male,2023,3111.353
795,constant_fertility,female,2024,3288.138
795,constant_fertility,male,2024,3188.617
795,constant_mortality,female,2024,3218.609
795,constant_mortality,male,2024,3117.935
795,high_variant,female,2024,3294.143
795,high_variant,male,2024,3194.802
795,instant_replacement,female,2024,3113.109
795,instant_replacement,male,2024,3008.333
795,low_variant,female,2024,3163.331
795,low_variant,male,2024,3060.023
795,medium_variant,female,2024,3228.8
795,medium_variant,male,2024,3127.477
795,momentum,female,2024,3131.982
795,momentum,male,2024,3027.286
795,no_change,female,2024,3277.615
795,no_change,male,2024,3178.678
795,zero_migration,female,2024,3253.662
795,zero_migration,male,2024,3151.569
795,constant_fertility,female,2025,3336.713
795,constant_fertility,male,2025,3234.912
795,constant_mortality,female,2025,3255.157
795,constant_mortality,male,2025,3152.08
795,high_variant,female,2025,3343.015
795,high_variant,male,2025,3241.4
795,instant_replacement,female,2025,3142.655
