country,variant,gender,year,population
352,estimates,female,1950,71.321
352,estimates,male,1950,71.336
352,estimates,female,1951,72.33
352,estimates,male,1951,72.612
352,estimates,female,1952,73.603
352,estimates,male,1952,74.11
352,estimates,female,1953,75.042
352,estimates,male,1953,75.771
352,estimates,female,1954,76.614
352,estimates,male,1954,77.549
352,estimates,female,1955,78.259
352,estimates,male,1955,79.382
352,estimates,female,1956,79.948
352,estimates,male,1956,81.25
352,estimates,female,1957,81.66
352,estimates,male,1957,83.126
352,estimates,female,1958,83.393
352,estimates,male,1958,85.003
352,estimates,female,1959,85.126
352,estimates,male,1959,86.866
352,estimates,female,1960,86.867
352,estimates,male,1960,88.717
352,estimates,female,1961,88.63
352,estimates,male,1961,90.553
352,estimates,female,1962,90.365
352,estimates,male,1962,92.346
352,estimates,female,1963,92.049
352,estimates,male,1963,94.081
352,estimates,female,1964,93.639
352,estimates,male,1964,95.706
352,estimates,female,1965,95.109
352,estimates,male,1965,97.206
352,estimates,female,1966,96.423
352,estimates,male,1966,98.568
352,estimates,female,1967,97.616
352,estimates,male,1967,99.789
352,estimates,female,1968,98.723
352,estimates,male,1968,100.946
352,estimates,female,1969,99.857
352,estimates,male,1969,102.114
352,estimates,female,1970,101.068
352,estimates,male,1970,103.355
352,estimates,female,1971,102.396
352,estimates,male,1971,104.699
352,estimates,female,1972,103.8
352,estimates,male,1972,106.128
352,estimates,female,1973,105.234
352,estimates,male,1973,107.569
352,estimates,female,1974,106.627
352,estimates,male,1974,108.941
352,estimates,female,1975,107.895
352,estimates,male,1975,110.184
352,estimates,female,1976,109.026
352,estimates,male,1976,111.25
352,estimates,female,1977,110.055
352,estimates,male,1977,112.212
352,estimates,female,1978,111.043
352,estimates,male,1978,113.103
352,estimates,female,1979,112.069
352,estimates,male,1979,114.035
352,estimates,female,1980,113.193
352,estimates,male,1980,115.063
352,estimates,female,1981,114.455
352,estimates,male,1981,116.21
352,estimates,female,1982,115.807
352,estimates,male,1982,117.466
352,estimates,female,1983,117.231
352,estimates,male,1983,118.79
352,estimates,female,1984,118.675
352,estimates,male,1984,120.143
352,estimates,female,1985,120.1
352,estimates,male,1985,121.487
352,estimates,female,1986,121.516
352,estimates,male,1986,122.819
352,estimates,female,1987,122.91
352,estimates,male,1987,124.147
352,estimates,female,1988,124.289
352,estimates,male,1988,125.466
352,estimates,female,1989,125.647
352,estimates,male,1989,126.777
352,estimates,female,1990,126.987
352,estimates,male,1990,128.057
352,estimates,female,1991,128.292
352,estimates,male,1991,129.324
352,estimates,female,1992,129.577
352,estimates,male,1992,130.578
352,estimates,female,1993,130.846
352,estimates,male,1993,131.804
352,estimates,female,1994,132.115
352,estimates,male,1994,133.025
352,estimates,female,1995,133.4
352,estimates,male,1995,134.227
352,estimates,female,1996,134.723
352,estimates,male,1996,135.421
352,estimates,female,1997,136.074
352,estimates,male,1997,136.635
352,estimates,female,1998,137.444
352,estimates,male,1998,137.85
352,estimates,female,1999,138.791
352,estimates,male,1999,139.077
352,estimates,female,2000,140.1
352,estimates,male,2000,140.339
352,estimates,female,2001,141.34
352,estimates,male,2001,141.57
352,estimates,female,2002,142.52
352,estimates,male,2002,142.809
352,estimates,female,2003,143.781
352,estimates,male,2003,144.174
352,estimates,female,2004,145.259
352,estimates,male,2004,145.843
352,estimates,female,2005,147.07
352,estimates,male,2005,147.906
352,estimates,female,2006,149.275
352,estimates,male,2006,150.457
352,estimates,female,2007,151.801
352,estimates,male,2007,153.394
352,estimates,female,2008,154.438
352,estimates,male,2008,156.441
352,estimates,female,2009,156.889
352,estimates,male,2009,159.193
352,estimates,female,2010,158.96
352,estimates,male,2010,161.382
352,estimates,female,2011,160.548
352,estimates,male,2011,162.874
352,estimates,female,2012,161.737
352,estimates,male,2012,163.789
352,estimates,female,2013,162.676
352,estimates,male,2013,164.353
352,estimates,female,2014,163.559
352,estimates,male,2014,164.897
352,constant_fertility,female,2015,164.552
352,constant_fertility,male,2015,165.685
352,constant_mortality,female,2015,164.552
352,constant_mortality,male,2015,165.685
352,estimates,female,2015,164.552
352,estimates,male,2015,165.685
352,high_variant,female,2015,164.552
352,high_variant,male,2015,165.685
352,instant_replacement,female,2015,164.552
352,instant_replacement,male,2015,165.685
352,low_variant,female,2015,164.552
352,low_variant,male,2015,165.685
352,medium_variant,female,2015,164.552
352,medium_variant,male,2015,165.685
352,momentum,female,2015,164.552
352,momentum,male,2015,165.685
352,no_change,female,2015,164.552
352,no_change,male,2015,165.685
352,zero_migration,female,2015,164.552
352,zero_migration,male,2015,165.685
352,constant_fertility,female,2016,165.869
352,constant_fertility,male,2016,167.126
352,constant_mortality,female,2016,165.775
352,constant_mortality,male,2016,167.002
352,high_variant,female,2016,165.998
352,high_variant,male,2016,167.257
352,instant_replacement,female,2016,165.789
352,instant_replacement,male,2016,166.89
352,low_variant,female,2016,165.641
352,low_variant,male,2016,166.887
352,medium_variant,female,2016,165.689
352,medium_variant,male,2016,166.783
352,momentum,female,2016,165.629
352,momentum,male,2016,166.702
352,no_change,female,2016,165.827
352,no_change,male,2016,167.053
352,zero_migration,female,2016,165.63
352,zero_migration,male,2016,166.869
352,constant_fertility,female,2017,167.189
352,constant_fertility,male,2017,168.562
352,constant_mortality,female,2017,166.984
352,constant_mortality,male,2017,168.298
352,high_variant,female,2017,167.495
352,high_variant,male,2017,168.879
352,instant_replacement,female,2017,167.16
352,instant_replacement,male,2017,168.343
352,low_variant,female,2017,166.66
352,low_variant,male,2017,168.001
352,medium_variant,female,2017,166.927
352,medium_variant,male,2017,168.097
352,momentum,female,2017,166.768
352,momentum,male,2017,167.899
352,no_change,female,2017,167.1
352,no_change,male,2017,168.417
352,zero_migration,female,2017,166.695
352,zero_migration,male,2017,168.048
352,constant_fertility,female,2018,168.517
352,constant_fertility,male,2018,169.992
352,constant_mortality,female,2018,168.165
352,constant_mortality,male,2018,169.562
352,high_variant,female,2018,169.03
352,high_variant,male,2018,170.54
352,instant_replacement,female,2018,168.633
352,instant_replacement,male,2018,169.996
352,low_variant,female,2018,167.627
352,low_variant,male,2018,169.059
352,medium_variant,female,2018,168.219
352,medium_variant,male,2018,169.563
352,momentum,female,2018,167.957
352,momentum,male,2018,169.221
352,no_change,female,2018,168.35
352,no_change,male,2018,169.76
352,zero_migration,female,2018,167.745
352,zero_migration,male,2018,169.197
352,constant_fertility,female,2019,169.824
352,constant_fertility,male,2019,171.418
352,constant_mortality,female,2019,169.326
352,constant_mortality,male,2019,170.802
352,high_variant,female,2019,170.582
352,high_variant,male,2019,172.227
352,instant_replacement,female,2019,170.119
352,instant_replacement,male,2019,171.688
352,low_variant,female,2019,168.52
352,low_variant,male,2019,170.057
352,medium_variant,female,2019,169.519
352,medium_variant,male,2019,171.056
352,momentum,female,2019,169.133
352,momentum,male,2019,170.554
352,no_change,female,2019,169.59
352,no_change,male,2019,171.082
352,zero_migration,female,2019,168.769
352,zero_migration,male,2019,170.316
352,constant_fertility,female,2020,171.129
352,constant_fertility,male,2020,172.846
352,constant_mortality,female,2020,170.459
352,constant_mortality,male,2020,171.998
352,high_variant,female,2020,172.167
352,high_variant,male,2020,173.939
352,instant_replacement,female,2020,171.569
352,instant_replacement,male,2020,173.31
352,low_variant,female,2020,169.373
352,low_variant,male,2020,170.997
352,medium_variant,female,2020,170.769
352,medium_variant,male,2020,172.466
352,momentum,female,2020,170.267
352,momentum,male,2020,171.809
352,no_change,female,2020,170.817
352,no_change,male,2020,172.375
352,zero_migration,female,2020,169.77
352,zero_migration,male,2020,171.424
352,constant_fertility,female,2021,172.419
352,constant_fertility,male,2021,174.248
352,constant_mortality,female,2021,171.559
352,constant_mortality,male,2021,173.167
352,high_variant,female,2021,173.754
352,high_variant,male,2021,175.653
352,instant_replacement,female,2021,172.971
352,instant_replacement,male,2021,174.84
352,low_variant,female,2021,170.169
352,low_variant,male,2021,171.878
352,medium_variant,female,2021,171.974
352,medium_variant,male,2021,173.788
352,momentum,female,2021,171.353
352,momentum,male,2021,172.976
352,no_change,female,2021,172.021
352,no_change,male,2021,173.655
352,zero_migration,female,2021,170.756
352,zero_migration,male,2021,172.503
352,constant_fertility,female,2022,173.701
352,constant_fertility,male,2022,175.633
352,constant_mortality,female,2022,172.628
352,constant_mortality,male,2022,174.291
352,high_variant,female,2022,175.348
352,high_variant,male,2022,177.372
352,instant_replacement,female,2022,174.347
352,instant_replacement,male,2022,176.342
352,low_variant,female,2022,170.915
352,low_variant,male,2022,172.694
352,medium_variant,female,2022,173.147
352,medium_variant,male,2022,175.071
352,momentum,female,2022,172.405
352,momentum,male,2022,174.083
352,no_change,female,2022,173.198
352,no_change,male,2022,174.892
352,zero_migration,female,2022,171.704
352,zero_migration,male,2022,173.548
352,constant_fertility,female,2023,174.968
352,constant_fertility,male,2023,177.005
352,constant_mortality,female,2023,173.669
352,constant_mortality,male,2023,175.369
352,high_variant,female,2023,176.954
352,high_variant,male,2023,179.092
352,instant_replacement,female,2023,175.705
352,instant_replacement,male,2023,177.795
352,low_variant,female,2023,171.613
352,low_variant,male,2023,173.469
352,medium_variant,female,2023,174.29
352,medium_variant,male,2023,176.303
352,momentum,female,2023,173.43
352,momentum,male,2023,175.138
352,no_change,female,2023,174.354
352,no_change,male,2023,176.089
352,zero_migration,female,2023,172.628
352,zero_migration,male,2023,174.558
352,constant_fertility,female,2024,176.22
352,constant_fertility,male,2024,178.357
352,constant_mortality,female,2024,174.67
352,constant_mortality,male,2024,176.41
352,high_variant,female,2024,178.555
352,high_variant,male,2024,180.815
352,instant_replacement,female,2024,177.041
352,instant_replacement,male,2024,179.225
352,low_variant,female,2024,172.255
352,low_variant,male,2024,174.185
352,medium_variant,female,2024,175.41
352,medium_variant,male,2024,177.511
352,momentum,female,2024,174.417
352,momentum,male,2024,176.156
352,no_change,female,2024,175.482
352,no_change,male,2024,177.263
352,zero_migration,female,2024,173.517
352,zero_migration,male,2024,175.538
352,constant_fertility,female,2025,177.439
352,constant_fertility,male,2025,179.678
352,constant_mortality,female,2025,175.636
352,constant_mortality,male,2025,177.394
352,high_variant,female,2025,180.152
352,high_variant,male,2025,182.537
352,instant_replacement,female,2025,178.352
352,instant_replacement,male,2025,180.64
352,low_variant,female,2025,172.837
352,low_variant,male,2025,174.836
352,medium_variant,female,2025,176.496
352,medium_variant,male,2025,178.685
352,momentum,female,2025,175.376
352,momentum,male,2025,177.132
352,no_change,female,2025,176.579
352,no_change,male,2025,178.384
352,zero_migration,female,2025,174.379
352,zero_migration,male,2025,176.484
352,constant_fertility,female,2026,178.646
352,constant_fertility,male,2026,180.979
352,constant_mortality,female,2026,176.569
352,constant_mortality,male,2026,178.331
352,high_variant,female,2026,181.757
352,high_variant,male,2026,184.257
352,instant_replacement,female,2026,179.66
352,instant_replacement,male,2026,182.04
352,low_variant,female,2026,173.375
352,low_variant,male,2026,175.425
352,medium_variant,female,2026,177.567
352,medium_variant,male,2026,179.845
