country,variant,gender,year,population
748,estimates,female,1950,140.27
748,estimates,male,1950,132.727
748,estimates,female,1951,143.563
748,estimates,male,1951,135.388
748,estimates,female,1952,147.033
748,estimates,male,1952,138.299
748,estimates,female,1953,150.67
748,estimates,male,1953,141.509
748,estimates,female,1954,154.476
748,estimates,male,1954,145.011
748,estimates,female,1955,158.439
748,estimates,male,1955,148.794
748,estimates,female,1956,162.545
748,estimates,male,1956,152.783
748,estimates,female,1957,166.797
748,estimates,male,1957,156.916
748,estimates,female,1958,171.15
748,estimates,male,1958,161.068
748,estimates,female,1959,175.604
748,estimates,male,1959,165.144
748,estimates,female,1960,180.14
748,estimates,male,1960,169.022
748,estimates,female,1961,184.772
748,estimates,male,1961,172.686
748,estimates,female,1962,189.484
748,estimates,male,1962,176.148
748,estimates,female,1963,194.331
748,estimates,male,1963,179.565
748,estimates,female,1964,199.325
748,estimates,male,1964,183.135
748,estimates,female,1965,204.536
748,estimates,male,1965,187
748,estimates,female,1966,209.96
748,estimates,male,1966,191.219
748,estimates,female,1967,215.605
748,estimates,male,1967,195.752
748,estimates,female,1968,221.499
748,estimates,male,1968,200.641
748,estimates,female,1969,227.669
748,estimates,male,1969,205.912
748,estimates,female,1970,234.155
748,estimates,male,1970,211.57
748,estimates,female,1971,240.963
748,estimates,male,1971,217.648
748,estimates,female,1972,248.1
748,estimates,male,1972,224.127
748,estimates,female,1973,255.571
748,estimates,male,1973,230.991
748,estimates,female,1974,263.347
748,estimates,male,1974,238.162
748,estimates,female,1975,271.428
748,estimates,male,1975,245.598
748,estimates,female,1976,279.869
748,estimates,male,1976,253.354
748,estimates,female,1977,288.69
748,estimates,male,1977,261.423
748,estimates,female,1978,297.832
748,estimates,male,1978,269.721
748,estimates,female,1979,307.241
748,estimates,male,1979,278.108
748,estimates,female,1980,316.87
748,estimates,male,1980,286.5
748,estimates,female,1981,326.527
748,estimates,male,1981,294.748
748,estimates,female,1982,336.284
748,estimates,male,1982,302.954
748,estimates,female,1983,346.699
748,estimates,male,1983,311.619
