country,variant,gender,year,population
440,estimates,female,1950,1409.412
440,estimates,male,1950,1157.995
440,estimates,female,1951,1407.67
440,estimates,male,1951,1161.948
440,estimates,female,1952,1409.357
440,estimates,male,1952,1168.694
440,estimates,female,1953,1413.805
440,estimates,male,1953,1177.565
440,estimates,female,1954,1420.45
440,estimates,male,1954,1188.07
440,estimates,female,1955,1428.892
440,estimates,male,1955,1199.854
440,estimates,female,1956,1438.871
440,estimates,male,1956,1212.756
440,estimates,female,1957,1450.245
440,estimates,male,1957,1226.753
440,estimates,female,1958,1463.001
440,estimates,male,1958,1241.978
440,estimates,female,1959,1477.224
440,estimates,male,1959,1258.639
440,estimates,female,1960,1492.967
440,estimates,male,1960,1276.905
440,estimates,female,1961,1510.141
440,estimates,male,1961,1296.775
440,estimates,female,1962,1528.457
440,estimates,male,1962,1317.93
440,estimates,female,1963,1547.359
440,estimates,male,1963,1339.709
440,estimates,female,1964,1566.141
440,estimates,male,1964,1361.242
440,estimates,female,1965,1584.276
440,estimates,male,1965,1381.885
440,estimates,female,1966,1601.471
440,estimates,male,1966,1401.317
440,estimates,female,1967,1617.808
440,estimates,male,1967,1419.646
440,estimates,female,1968,1633.571
440,estimates,male,1968,1437.123
440,estimates,female,1969,1649.283
440,estimates,male,1969,1454.222
440,estimates,female,1970,1665.301
440,estimates,male,1970,1471.278
440,estimates,female,1971,1681.719
440,estimates,male,1971,1488.355
440,estimates,female,1972,1698.344
440,estimates,male,1972,1505.283
440,estimates,female,1973,1714.883
440,estimates,male,1973,1521.85
440,estimates,female,1974,1730.936
440,estimates,male,1974,1537.71
440,estimates,female,1975,1746.222
440,estimates,male,1975,1552.655
440,estimates,female,1976,1760.639
440,estimates,male,1976,1566.619
440,estimates,female,1977,1774.317
440,estimates,male,1977,1579.747
440,estimates,female,1978,1787.49
440,estimates,male,1978,1592.3
440,estimates,female,1979,1800.49
440,estimates,male,1979,1604.679
440,estimates,female,1980,1813.588
440,estimates,male,1980,1617.171
440,estimates,female,1981,1826.554
440,estimates,male,1981,1629.586
440,estimates,female,1982,1839.317
440,estimates,male,1982,1641.812
440,estimates,female,1983,1852.251
440,estimates,male,1983,1654.298
440,estimates,female,1984,1865.856
440,estimates,male,1984,1667.63
440,estimates,female,1985,1880.352
440,estimates,male,1985,1682.046
440,estimates,female,1986,1896.091
440,estimates,male,1986,1697.971
440,estimates,female,1987,1912.547
440,estimates,male,1987,1714.779
440,estimates,female,1988,1927.98
440,estimates,male,1988,1730.516
440,estimates,female,1989,1940.032
440,estimates,male,1989,1742.525
440,estimates,female,1990,1947.083
440,estimates,male,1990,1748.949
440,estimates,female,1991,1948.425
440,estimates,male,1991,1749.023
440,estimates,female,1992,1944.676
440,estimates,male,1992,1743.419
440,estimates,female,1993,1937.11
440,estimates,male,1993,1733.533
440,estimates,female,1994,1927.662
440,estimates,male,1994,1721.472
440,estimates,female,1995,1917.775
440,estimates,male,1995,1708.824
440,estimates,female,1996,1907.778
440,estimates,male,1996,1695.968
440,estimates,female,1997,1897.354
440,estimates,male,1997,1682.55
440,estimates,female,1998,1886.497
440,estimates,male,1998,1668.636
440,estimates,female,1999,1875.044
440,estimates,male,1999,1654.141
440,estimates,female,2000,1862.857
440,estimates,male,2000,1638.982
440,estimates,female,2001,1850.145
440,estimates,male,2001,1623.47
440,estimates,female,2002,1837.023
440,estimates,male,2002,1607.745
440,estimates,female,2003,1823.068
440,estimates,male,2003,1591.288
440,estimates,female,2004,1807.739
440,estimates,male,2004,1573.381
440,estimates,female,2005,1790.673
440,estimates,male,2005,1553.57
440,estimates,female,2006,1771.896
440,estimates,male,2006,1531.769
440,estimates,female,2007,1751.688
440,estimates,male,2007,1508.403
440,estimates,female,2008,1730.341
440,estimates,male,2008,1484.288
440,estimates,female,2009,1708.262
440,estimates,male,2009,1460.513
440,estimates,female,2010,1685.859
440,estimates,male,2010,1437.952
440,estimates,female,2011,1663.084
440,estimates,male,2011,1416.799
440,estimates,female,2012,1640.2
440,estimates,male,2012,1397.05
440,estimates,female,2013,1618.21
440,estimates,male,2013,1379.118
440,estimates,female,2014,1598.437
440,estimates,male,2014,1363.409
440,constant_fertility,female,2015,1581.755
440,constant_fertility,male,2015,1350.16
440,constant_mortality,female,2015,1581.755
440,constant_mortality,male,2015,1350.16
440,estimates,female,2015,1581.755
440,estimates,male,2015,1350.16
440,high_variant,female,2015,1581.755
440,high_variant,male,2015,1350.16
440,instant_replacement,female,2015,1581.755
440,instant_replacement,male,2015,1350.16
440,low_variant,female,2015,1581.755
440,low_variant,male,2015,1350.16
440,medium_variant,female,2015,1581.755
440,medium_variant,male,2015,1350.16
440,momentum,female,2015,1581.755
440,momentum,male,2015,1350.16
440,no_change,female,2015,1581.755
440,no_change,male,2015,1350.16
440,zero_migration,female,2015,1581.755
440,zero_migration,male,2015,1350.16
440,constant_fertility,female,2016,1571.57
440,constant_fertility,male,2016,1341.519
440,constant_mortality,female,2016,1571.169
440,constant_mortality,male,2016,1341.243
440,high_variant,female,2016,1573.179
440,high_variant,male,2016,1343.207
440,instant_replacement,female,2016,1571.133
440,instant_replacement,male,2016,1342.27
440,low_variant,female,2016,1570.354
440,low_variant,male,2016,1340.234
440,medium_variant,female,2016,1568.615
440,medium_variant,male,2016,1339.619
440,momentum,female,2016,1572.532
440,momentum,male,2016,1343.735
440,no_change,female,2016,1570.969
440,no_change,male,2016,1341.031
440,zero_migration,female,2016,1575.31
440,zero_migration,male,2016,1345.294
440,constant_fertility,female,2017,1561.791
440,constant_fertility,male,2017,1333.433
440,constant_mortality,female,2017,1561.068
440,constant_mortality,male,2017,1332.931
440,high_variant,female,2017,1565.77
440,high_variant,male,2017,1337.622
440,instant_replacement,female,2017,1564.746
440,instant_replacement,male,2017,1337.985
