country,variant,gender,year,population
32,estimates,female,1950,8323.384
32,estimates,male,1950,8826.956
32,estimates,female,1951,8513.037
32,estimates,male,1951,8994.099
32,estimates,female,1952,8702.787
32,estimates,male,1952,9163.313
32,estimates,female,1953,8891.237
32,estimates,male,1953,9332.918
32,estimates,female,1954,9077.407
32,estimates,male,1954,9501.631
32,estimates,female,1955,9260.804
32,estimates,male,1955,9668.543
32,estimates,female,1956,9441.361
32,estimates,male,1956,9833.17
32,estimates,female,1957,9619.474
32,estimates,male,1957,9995.374
32,estimates,female,1958,9795.931
32,estimates,male,1958,10155.4
32,estimates,female,1959,9971.779
32,estimates,male,1959,10313.755
32,estimates,female,1960,10148.067
32,estimates,male,1960,10471.01
32,estimates,female,1961,10325.498
32,estimates,male,1961,10627.587
32,estimates,female,1962,10504.135
32,estimates,male,1962,10783.549
32,estimates,female,1963,10683.297
32,estimates,male,1963,10938.551
32,estimates,female,1964,10861.894
32,estimates,male,1964,11092.033
32,estimates,female,1965,11039.447
32,estimates,male,1965,11243.94
32,estimates,female,1966,11215.455
32,estimates,male,1966,11393.294
32,estimates,female,1967,11391.089
32,estimates,male,1967,11541.116
32,estimates,female,1968,11569.573
32,estimates,male,1968,11691.702
32,estimates,female,1969,11755.22
32,estimates,male,1969,11850.777
32,estimates,female,1970,11951.013
32,estimates,male,1970,12022.056
32,estimates,female,1971,12158.167
32,estimates,male,1971,12208.277
32,estimates,female,1972,12375.602
32,estimates,male,1972,12407.347
32,estimates,female,1973,12601.072
32,estimates,male,1973,12612.316
32,estimates,female,1974,12831.139
32,estimates,male,1974,12813.359
32,estimates,female,1975,13063.209
32,estimates,male,1975,13003.766
32,estimates,female,1976,13296.655
32,estimates,male,1976,13180.498
32,estimates,female,1977,13531.867
32,estimates,male,1977,13346.694
32,estimates,female,1978,13768.477
32,estimates,male,1978,13509.265
32,estimates,female,1979,14006.278
32,estimates,male,1979,13678.247
32,estimates,female,1980,14245.107
32,estimates,male,1980,13860.78
32,estimates,female,1981,14484.326
32,estimates,male,1981,14059.044
32,estimates,female,1982,14723.642
32,estimates,male,1982,14270.343
32,estimates,female,1983,14963.678
32,estimates,male,1983,14491.062
32,estimates,female,1984,15205.411
32,estimates,male,1984,14715.501
32,estimates,female,1985,15449.38
32,estimates,male,1985,14939.407
32,estimates,female,1986,15695.669
32,estimates,male,1986,15161.574
32,estimates,female,1987,15943.542
32,estimates,male,1987,15382.936
32,estimates,female,1988,16191.721
32,estimates,male,1988,15603.798
32,estimates,female,1989,16438.493
32,estimates,male,1989,15825.066
32,estimates,female,1990,16682.536
32,estimates,male,1990,16047.205
32,estimates,female,1991,16923.554
32,estimates,male,1991,16270.356
32,estimates,female,1992,17161.593
32,estimates,male,1992,16493.561
32,estimates,female,1993,17396.009
32,estimates,male,1993,16714.908
32,estimates,female,1994,17626.21
32,estimates,male,1994,16931.906
32,estimates,female,1995,17851.863
32,estimates,male,1995,17142.955
32,estimates,female,1996,18072.579
32,estimates,male,1996,17347.098
32,estimates,female,1997,18288.731
32,estimates,male,1997,17545.249
32,estimates,female,1998,18501.768
32,estimates,male,1998,17739.822
32,estimates,female,1999,18713.728
32,estimates,male,1999,17934.337
32,estimates,female,2000,18926.128
32,estimates,male,2000,18131.323
32,estimates,female,2001,19139.68
32,estimates,male,2001,18331.824
32,estimates,female,2002,19354.165
32,estimates,male,2002,18535.213
32,estimates,female,2003,19569.048
32,estimates,male,2003,18740.331
32,estimates,female,2004,19783.377
32,estimates,male,2004,18945.311
32,estimates,female,2005,19996.583
32,estimates,male,2005,19148.91
32,estimates,female,2006,20208.296
32,estimates,male,2006,19350.587
32,estimates,female,2007,20419.083
32,estimates,male,2007,19551.137
32,estimates,female,2008,20630.236
32,estimates,male,2008,19752.163
32,estimates,female,2009,20843.52
32,estimates,male,2009,19955.889
32,estimates,female,2010,21060.099
32,estimates,male,2010,20163.796
32,estimates,female,2011,21280.455
32,estimates,male,2011,20376.428
32,estimates,female,2012,21503.822
32,estimates,male,2012,20592.908
32,estimates,female,2013,21728.479
32,estimates,male,2013,20811.44
32,estimates,female,2014,21951.993
32,estimates,male,2014,21029.517
32,constant_fertility,female,2015,22172.55
32,constant_fertility,male,2015,21245.214
32,constant_mortality,female,2015,22172.55
32,constant_mortality,male,2015,21245.214
32,estimates,female,2015,22172.55
32,estimates,male,2015,21245.214
32,high_variant,female,2015,22172.55
32,high_variant,male,2015,21245.214
32,instant_replacement,female,2015,22172.55
32,instant_replacement,male,2015,21245.214
32,low_variant,female,2015,22172.55
32,low_variant,male,2015,21245.214
32,medium_variant,female,2015,22172.55
32,medium_variant,male,2015,21245.214
32,momentum,female,2015,22172.55
32,momentum,male,2015,21245.214
32,no_change,female,2015,22172.55
32,no_change,male,2015,21245.214
32,zero_migration,female,2015,22172.55
32,zero_migration,male,2015,21245.214
32,constant_fertility,female,2016,22396.131
32,constant_fertility,male,2016,21464.861
32,constant_mortality,female,2016,22383.952
32,constant_mortality,male,2016,21451.058
32,high_variant,female,2016,22414.245
32,high_variant,male,2016,21483.641
32,instant_replacement,female,2016,22368.726
32,instant_replacement,male,2016,21436.349
32,low_variant,female,2016,22362.997
32,low_variant,male,2016,21430.52
