country,variant,gender,year,population
410,estimates,female,1950,9643.076
410,estimates,male,1950,9568.311
410,estimates,female,1951,9779.502
410,estimates,male,1951,9679.917
410,estimates,female,1952,9967.519
410,estimates,male,1952,9861.878
410,estimates,female,1953,10201.613
410,estimates,male,1953,10106.287
410,estimates,female,1954,10475.88
410,estimates,male,1954,10404.556
410,estimates,female,1955,10784.0
410,estimates,male,1955,10747.327
410,estimates,female,1956,11119.217
410,estimates,male,1956,11124.418
410,estimates,female,1957,11474.353
410,estimates,male,1957,11524.884
410,estimates,female,1958,11842.01
410,estimates,male,1958,11937.358
410,estimates,female,1959,12214.838
410,estimates,male,1959,12350.514
410,estimates,female,1960,12586.4
410,estimates,male,1960,12754.516
410,estimates,female,1961,12952.11
410,estimates,male,1961,13142.636
410,estimates,female,1962,13309.995
410,estimates,male,1962,13512.589
410,estimates,female,1963,13661.07
410,estimates,male,1963,13867.152
410,estimates,female,1964,14008.325
410,estimates,male,1964,14212.453
410,estimates,female,1965,14353.945
410,estimates,male,1965,14553.123
410,estimates,female,1966,14696.592
410,estimates,male,1966,14888.035
410,estimates,female,1967,15034.463
410,estimates,male,1967,15214.992
410,estimates,female,1968,15368.841
410,estimates,male,1968,15536.526
410,estimates,female,1969,15701.596
410,estimates,male,1969,15855.98
410,estimates,female,1970,16033.772
410,estimates,male,1970,16175.547
410,estimates,female,1971,16366.609
410,estimates,male,1971,16497.096
410,estimates,female,1972,16698.864
410,estimates,male,1972,16819.521
410,estimates,female,1973,17026.149
410,estimates,male,1973,17138.392
410,estimates,female,1974,17342.473
410,estimates,male,1974,17447.466
410,estimates,female,1975,17643.912
410,estimates,male,1975,17742.602
410,estimates,female,1976,17927.67
410,estimates,male,1976,18021.259
410,estimates,female,1977,18195.851
410,estimates,male,1977,18285.721
410,estimates,female,1978,18455.365
410,estimates,male,1978,18542.431
410,estimates,female,1979,18715.995
410,estimates,male,1979,18800.485
410,estimates,female,1980,18984.343
410,estimates,male,1980,19066.078
410,estimates,female,1981,19264.134
410,estimates,male,1981,19342.68
410,estimates,female,1982,19552.166
410,estimates,male,1982,19627.39
410,estimates,female,1983,19839.765
410,estimates,male,1983,19912.256
410,estimates,female,1984,20114.507
410,estimates,male,1984,20185.901
410,estimates,female,1985,20367.964
410,estimates,male,1985,20440.612
410,estimates,female,1986,20596.505
410,estimates,male,1986,20672.811
410,estimates,female,1987,20804.391
410,estimates,male,1987,20886.444
410,estimates,female,1988,21000.64
410,estimates,male,1988,21090.387
410,estimates,female,1989,21198.292
410,estimates,male,1989,21297.426
410,estimates,female,1990,21406.632
410,estimates,male,1990,21516.498
410,estimates,female,1991,21627.994
410,estimates,male,1991,21750.11
