country,variant,gender,year,population
148,estimates,female,1950,1267.298
148,estimates,male,1950,1235.023
148,estimates,female,1951,1290.59
148,estimates,male,1951,1253.301
148,estimates,female,1952,1315.486
148,estimates,male,1952,1273.41
148,estimates,female,1953,1341.413
148,estimates,male,1953,1294.847
148,estimates,female,1954,1367.953
148,estimates,male,1954,1317.249
148,estimates,female,1955,1394.838
148,estimates,male,1955,1340.365
148,estimates,female,1956,1421.949
148,estimates,male,1956,1364.098
148,estimates,female,1957,1449.312
148,estimates,male,1957,1388.453
148,estimates,female,1958,1477.073
148,estimates,male,1958,1413.556
148,estimates,female,1959,1505.485
148,estimates,male,1959,1439.61
148,estimates,female,1960,1534.792
148,estimates,male,1960,1466.811
148,estimates,female,1961,1565.099
148,estimates,male,1961,1495.257
148,estimates,female,1962,1596.334
148,estimates,male,1962,1524.88
148,estimates,female,1963,1628.166
148,estimates,male,1963,1555.39
148,estimates,female,1964,1660.125
148,estimates,male,1964,1586.377
148,estimates,female,1965,1691.935
148,estimates,male,1965,1617.631
148,estimates,female,1966,1723.311
148,estimates,male,1966,1648.862
148,estimates,female,1967,1754.506
148,estimates,male,1967,1680.298
148,estimates,female,1968,1786.53
148,estimates,male,1968,1712.823
148,estimates,female,1969,1820.735
148,estimates,male,1969,1747.636
148,estimates,female,1970,1858.019
148,estimates,male,1970,1785.527
148,estimates,female,1971,1899.031
148,estimates,male,1971,1827.056
148,estimates,female,1972,1943.294
148,estimates,male,1972,1871.805
148,estimates,female,1973,1989.278
148,estimates,male,1973,1918.359
148,estimates,female,1974,2034.801
148,estimates,male,1974,1964.715
148,estimates,female,1975,2078.395
148,estimates,male,1975,2009.544
148,estimates,female,1976,2119.698
148,estimates,male,1976,2052.53
148,estimates,female,1977,2159.553
148,estimates,male,1977,2094.434
148,estimates,female,1978,2199.254
148,estimates,male,1978,2136.386
148,estimates,female,1979,2240.668
148,estimates,male,1979,2180.042
148,estimates,female,1980,2285.316
148,estimates,male,1980,2226.73
148,estimates,female,1981,2333.476
148,estimates,male,1981,2276.686
148,estimates,female,1982,2385.204
148,estimates,male,1982,2330
148,estimates,female,1983,2441.423
148,estimates,male,1983,2387.678
148,estimates,female,1984,2503.163
148,estimates,male,1984,2450.879
148,estimates,female,1985,2571.135
148,estimates,male,1985,2520.408
148,estimates,female,1986,2646.022
148,estimates,male,1986,2596.975
148,estimates,female,1987,2727.696
148,estimates,male,1987,2680.389
148,estimates,female,1988,2814.945
148,estimates,male,1988,2769.387
148,estimates,female,1989,2906.008
148,estimates,male,1989,2862.078
148,estimates,female,1990,2999.672
148,estimates,male,1990,2957.188
148,estimates,female,1991,3095.658
148,estimates,male,1991,3054.427
148,estimates,female,1992,3194.608
148,estimates,male,1992,3154.483
148,estimates,female,1993,3297.373
148,estimates,male,1993,3258.229
148,estimates,female,1994,3405.187
148,estimates,male,1994,3366.953
148,estimates,female,1995,3519.033
148,estimates,male,1995,3481.688
148,estimates,female,1996,3638.81
148,estimates,male,1996,3602.319
148,estimates,female,1997,3764.439
148,estimates,male,1997,3728.808
