country,variant,gender,year,population
474,estimates,female,1950,116.004
474,estimates,male,1950,105.999
474,estimates,female,1951,117.22
474,estimates,male,1951,107.192
474,estimates,female,1952,119.289
474,estimates,male,1952,108.98
474,estimates,female,1953,121.883
474,estimates,male,1953,111.378
474,estimates,female,1954,124.761
474,estimates,male,1954,114.392
474,estimates,female,1955,127.739
474,estimates,male,1955,117.945
474,estimates,female,1956,130.744
474,estimates,male,1956,121.909
474,estimates,female,1957,133.763
474,estimates,male,1957,126.118
474,estimates,female,1958,136.848
474,estimates,male,1958,130.361
474,estimates,female,1959,140.091
474,estimates,male,1959,134.402
474,estimates,female,1960,143.598
474,estimates,male,1960,138.028
474,estimates,female,1961,147.365
474,estimates,male,1961,141.113
474,estimates,female,1962,151.297
474,estimates,male,1962,143.66
474,estimates,female,1963,155.118
474,estimates,male,1963,145.833
474,estimates,female,1964,158.476
474,estimates,male,1964,147.885
474,estimates,female,1965,161.147
474,estimates,male,1965,149.975
474,estimates,female,1966,162.997
474,estimates,male,1966,152.175
474,estimates,female,1967,164.114
474,estimates,male,1967,154.387
474,estimates,female,1968,164.728
474,estimates,male,1968,156.446
474,estimates,female,1969,165.184
474,estimates,male,1969,158.133
474,estimates,female,1970,165.73
474,estimates,male,1970,159.284
474,estimates,female,1971,166.47
474,estimates,male,1971,159.858
474,estimates,female,1972,167.338
474,estimates,male,1972,159.963
474,estimates,female,1973,168.18
474,estimates,male,1973,159.703
474,estimates,female,1974,168.796
474,estimates,male,1974,159.277
474,estimates,female,1975,169.031
474,estimates,male,1975,158.806
474,estimates,female,1976,168.838
474,estimates,male,1976,158.338
474,estimates,female,1977,168.331
474,estimates,male,1977,157.869
474,estimates,female,1978,167.763
474,estimates,male,1978,157.533
474,estimates,female,1979,167.459
474,estimates,male,1979,157.47
474,estimates,female,1980,167.667
474,estimates,male,1980,157.781
474,estimates,female,1981,168.474
474,estimates,male,1981,158.513
474,estimates,female,1982,169.809
474,estimates,male,1982,159.642
474,estimates,female,1983,171.524
474,estimates,male,1983,161.077
474,estimates,female,1984,173.461
474,estimates,male,1984,162.705
474,estimates,female,1985,175.446
474,estimates,male,1985,164.435
474,estimates,female,1986,177.481
474,estimates,male,1986,166.263
474,estimates,female,1987,179.583
474,estimates,male,1987,168.171
474,estimates,female,1988,181.67
474,estimates,male,1988,170.038
474,estimates,female,1989,183.64
474,estimates,male,1989,171.7
474,estimates,female,1990,185.425
474,estimates,male,1990,173.032
474,estimates,female,1991,186.925
474,estimates,male,1991,173.967
474,estimates,female,1992,188.209
474,estimates,male,1992,174.545
474,estimates,female,1993,189.433
474,estimates,male,1993,174.94
474,estimates,female,1994,190.857
474,estimates,male,1994,175.394
474,estimates,female,1995,192.665
474,estimates,male,1995,176.063
474,estimates,female,1996,194.914
474,estimates,male,1996,177.002
474,estimates,female,1997,197.506
474,estimates,male,1997,178.148
