variant,continent,year,populationgrowthrate
estimates,904,1950,2.675
estimates,904,1951,2.684
estimates,904,1952,2.696
estimates,904,1953,2.695
estimates,904,1954,2.689
estimates,904,1955,2.681
estimates,904,1956,2.677
estimates,904,1957,2.679
estimates,904,1958,2.69
estimates,904,1959,2.709
estimates,904,1960,2.73
estimates,904,1961,2.748
estimates,904,1962,2.752
estimates,904,1963,2.736
estimates,904,1964,2.702
estimates,904,1965,2.66
estimates,904,1966,2.617
estimates,904,1967,2.578
estimates,904,1968,2.546
estimates,904,1969,2.521
estimates,904,1970,2.498
estimates,904,1971,2.473
estimates,904,1972,2.446
estimates,904,1973,2.415
estimates,904,1974,2.382
estimates,904,1975,2.346
estimates,904,1976,2.311
estimates,904,1977,2.278
estimates,904,1978,2.248
estimates,904,1979,2.223
estimates,904,1980,2.199
estimates,904,1981,2.174
estimates,904,1982,2.144
estimates,904,1983,2.109
estimates,904,1984,2.067
estimates,904,1985,2.022
estimates,904,1986,1.977
estimates,904,1987,1.936
estimates,904,1988,1.9
estimates,904,1989,1.87
estimates,904,1990,1.842
estimates,904,1991,1.813
estimates,904,1992,1.78
estimates,904,1993,1.742
estimates,904,1994,1.698
estimates,904,1995,1.653
estimates,904,1996,1.609
estimates,904,1997,1.565
estimates,904,1998,1.517
estimates,904,1999,1.466
estimates,904,2000,1.415
estimates,904,2001,1.366
estimates,904,2002,1.324
estimates,904,2003,1.296
estimates,904,2004,1.28
estimates,904,2005,1.271
estimates,904,2006,1.262
estimates,904,2007,1.25
estimates,904,2008,1.235
estimates,904,2009,1.214
estimates,904,2010,1.192
estimates,904,2011,1.17
estimates,904,2012,1.147
estimates,904,2013,1.122
estimates,904,2014,1.094
estimates,904,2015,1.064
medium_variant,904,2015,1.064
medium_variant,904,2016,1.034
medium_variant,904,2017,1.004
medium_variant,904,2018,0.975
medium_variant,904,2019,0.947
medium_variant,904,2020,0.919
medium_variant,904,2021,0.89
medium_variant,904,2022,0.862
medium_variant,904,2023,0.835
medium_variant,904,2024,0.808
medium_variant,904,2025,0.781
medium_variant,904,2026,0.754
medium_variant,904,2027,0.728
medium_variant,904,2028,0.701
medium_variant,904,2029,0.674
medium_variant,904,2030,0.647
medium_variant,904,2031,0.621
medium_variant,904,2032,0.595
medium_variant,904,2033,0.57
medium_variant,904,2034,0.545
medium_variant,904,2035,0.521
medium_variant,904,2036,0.497
medium_variant,904,2037,0.474
medium_variant,904,2038,0.45
medium_variant,904,2039,0.427
medium_variant,904,2040,0.405
medium_variant,904,2041,0.382
medium_variant,904,2042,0.36
medium_variant,904,2043,0.338
medium_variant,904,2044,0.317
medium_variant,904,2045,0.296
medium_variant,904,2046,0.275
medium_variant,904,2047,0.254
medium_variant,904,2048,0.234
medium_variant,904,2049,0.214
medium_variant,904,2050,0.194
medium_variant,904,2051,0.174
medium_variant,904,2052,0.155
medium_variant,904,2053,0.135
medium_variant,904,2054,0.116
medium_variant,904,2055,0.097
medium_variant,904,2056,0.077
medium_variant,904,2057,0.058
medium_variant,904,2058,0.04
medium_variant,904,2059,0.021
medium_variant,904,2060,0.003
medium_variant,904,2061,-0.015
medium_variant,904,2062,-0.033
medium_variant,904,2063,-0.05
medium_variant,904,2064,-0.067
medium_variant,904,2065,-0.084
medium_variant,904,2066,-0.1
medium_variant,904,2067,-0.116
medium_variant,904,2068,-0.132
medium_variant,904,2069,-0.147
medium_variant,904,2070,-0.162
medium_variant,904,2071,-0.176
medium_variant,904,2072,-0.19
medium_variant,904,2073,-0.203
medium_variant,904,2074,-0.216
medium_variant,904,2075,-0.228
medium_variant,904,2076,-0.24
medium_variant,904,2077,-0.251
medium_variant,904,2078,-0.262
medium_variant,904,2079,-0.272
medium_variant,904,2080,-0.283
medium_variant,904,2081,-0.292
medium_variant,904,2082,-0.302
medium_variant,904,2083,-0.31
medium_variant,904,2084,-0.319
medium_variant,904,2085,-0.326
medium_variant,904,2086,-0.333
medium_variant,904,2087,-0.34
medium_variant,904,2088,-0.346
medium_variant,904,2089,-0.352
medium_variant,904,2090,-0.356
medium_variant,904,2091,-0.361
medium_variant,904,2092,-0.365
medium_variant,904,2093,-0.369
medium_variant,904,2094,-0.373
medium_variant,904,2095,-0.376
medium_variant,904,2096,-0.379
medium_variant,904,2097,-0.381
medium_variant,904,2098,-0.383
medium_variant,904,2099,-0.385
