variant,continent,year,populationgrowthrate
estimates,908,1950,0.923
estimates,908,1951,0.951
estimates,908,1952,0.994
estimates,908,1953,1.01
estimates,908,1954,1.008
estimates,908,1955,0.995
estimates,908,1956,0.98
estimates,908,1957,0.969
estimates,908,1958,0.966
estimates,908,1959,0.973
estimates,908,1960,0.985
estimates,908,1961,0.993
estimates,908,1962,0.984
estimates,908,1963,0.949
estimates,908,1964,0.889
estimates,908,1965,0.816
estimates,908,1966,0.742
estimates,908,1967,0.682
estimates,908,1968,0.646
estimates,908,1969,0.633
estimates,908,1970,0.632
estimates,908,1971,0.631
estimates,908,1972,0.623
estimates,908,1973,0.605
estimates,908,1974,0.578
estimates,908,1975,0.548
estimates,908,1976,0.519
estimates,908,1977,0.493
estimates,908,1978,0.471
estimates,908,1979,0.451
estimates,908,1980,0.432
estimates,908,1981,0.412
estimates,908,1982,0.396
estimates,908,1983,0.39
estimates,908,1984,0.392
estimates,908,1985,0.399
estimates,908,1986,0.405
estimates,908,1987,0.4
estimates,908,1988,0.379
estimates,908,1989,0.34
estimates,908,1990,0.294
estimates,908,1991,0.249
estimates,908,1992,0.203
estimates,908,1993,0.154
estimates,908,1994,0.102
estimates,908,1995,0.048
estimates,908,1996,-0.004
estimates,908,1997,-0.04
estimates,908,1998,-0.049
estimates,908,1999,-0.031
estimates,908,2000,0.003
estimates,908,2001,0.038
estimates,908,2002,0.072
estimates,908,2003,0.103
estimates,908,2004,0.13
estimates,908,2005,0.156
estimates,908,2006,0.183
estimates,908,2007,0.201
estimates,908,2008,0.201
estimates,908,2009,0.183
estimates,908,2010,0.154
estimates,908,2011,0.123
estimates,908,2012,0.098
estimates,908,2013,0.083
estimates,908,2014,0.081
estimates,908,2015,0.083
medium_variant,908,2015,0.083
medium_variant,908,2016,0.085
medium_variant,908,2017,0.081
medium_variant,908,2018,0.069
medium_variant,908,2019,0.05
medium_variant,908,2020,0.026
medium_variant,908,2021,0.003
medium_variant,908,2022,-0.017
medium_variant,908,2023,-0.034
medium_variant,908,2024,-0.047
medium_variant,908,2025,-0.057
medium_variant,908,2026,-0.067
medium_variant,908,2027,-0.078
medium_variant,908,2028,-0.089
medium_variant,908,2029,-0.1
medium_variant,908,2030,-0.111
medium_variant,908,2031,-0.121
medium_variant,908,2032,-0.13
medium_variant,908,2033,-0.138
medium_variant,908,2034,-0.143
medium_variant,908,2035,-0.148
medium_variant,908,2036,-0.152
medium_variant,908,2037,-0.156
medium_variant,908,2038,-0.159
medium_variant,908,2039,-0.161
medium_variant,908,2040,-0.164
medium_variant,908,2041,-0.166
medium_variant,908,2042,-0.168
medium_variant,908,2043,-0.171
medium_variant,908,2044,-0.175
medium_variant,908,2045,-0.179
medium_variant,908,2046,-0.184
medium_variant,908,2047,-0.189
medium_variant,908,2048,-0.195
medium_variant,908,2049,-0.202
medium_variant,908,2050,-0.209
medium_variant,908,2051,-0.217
medium_variant,908,2052,-0.224
medium_variant,908,2053,-0.231
medium_variant,908,2054,-0.238
medium_variant,908,2055,-0.245
medium_variant,908,2056,-0.251
medium_variant,908,2057,-0.256
medium_variant,908,2058,-0.261
medium_variant,908,2059,-0.264
medium_variant,908,2060,-0.266
medium_variant,908,2061,-0.267
medium_variant,908,2062,-0.267
medium_variant,908,2063,-0.266
medium_variant,908,2064,-0.263
medium_variant,908,2065,-0.259
medium_variant,908,2066,-0.254
medium_variant,908,2067,-0.249
medium_variant,908,2068,-0.242
medium_variant,908,2069,-0.235
medium_variant,908,2070,-0.228
medium_variant,908,2071,-0.22
medium_variant,908,2072,-0.212
medium_variant,908,2073,-0.204
medium_variant,908,2074,-0.196
medium_variant,908,2075,-0.187
medium_variant,908,2076,-0.179
medium_variant,908,2077,-0.171
medium_variant,908,2078,-0.163
medium_variant,908,2079,-0.155
medium_variant,908,2080,-0.148
medium_variant,908,2081,-0.141
medium_variant,908,2082,-0.134
medium_variant,908,2083,-0.128
medium_variant,908,2084,-0.123
medium_variant,908,2085,-0.118
medium_variant,908,2086,-0.114
medium_variant,908,2087,-0.11
medium_variant,908,2088,-0.107
medium_variant,908,2089,-0.105
medium_variant,908,2090,-0.104
medium_variant,908,2091,-0.103
medium_variant,908,2092,-0.103
medium_variant,908,2093,-0.103
medium_variant,908,2094,-0.104
medium_variant,908,2095,-0.105
medium_variant,908,2096,-0.107
medium_variant,908,2097,-0.11
medium_variant,908,2098,-0.113
medium_variant,908,2099,-0.117
