region,year,variant,freq,age1yearinterval,survivorage
931,1950,estimates,5yearly,"Region, subregion, country or area *",South America
931,1950,estimates,5yearly,0,100000
931,1950,estimates,5yearly,1,87307.3122366923
931,1950,estimates,5yearly,5,81662.5214961751
931,1950,estimates,5yearly,10,80237.6295603398
931,1950,estimates,5yearly,15,79506.7458763703
931,1950,estimates,5yearly,20,78354.1723678525
931,1950,estimates,5yearly,25,76773.353467197
931,1950,estimates,5yearly,30,74892.8346897355
931,1950,estimates,5yearly,35,72764.7387174309
931,1950,estimates,5yearly,40,70332.1658654762
931,1950,estimates,5yearly,45,67463.9867594881
931,1950,estimates,5yearly,50,63933.9739893903
931,1950,estimates,5yearly,55,59440.5155991401
931,1950,estimates,5yearly,60,53647.4579054299
931,1950,estimates,5yearly,65,46241.4398993242
931,1950,estimates,5yearly,70,37136.5527665914
931,1950,estimates,5yearly,75,26489.1809864869
931,1950,estimates,5yearly,80,15684.2757236177
931,1950,estimates,5yearly,85,7081.52986129879
931,1950,estimates,5yearly,90,2199.12236928582
931,1950,estimates,5yearly,95,422.280588531157
931,1950,estimates,5yearly,100plus,46.1550007572771
931,1955,estimates,5yearly,"Region, subregion, country or area *",South America
931,1955,estimates,5yearly,0,100000
931,1955,estimates,5yearly,1,88465.7676771749
931,1955,estimates,5yearly,5,83494.8452116266
931,1955,estimates,5yearly,10,82227.1062523803
931,1955,estimates,5yearly,15,81593.9035756412
931,1955,estimates,5yearly,20,80582.4316675636
931,1955,estimates,5yearly,25,79172.2642758731
931,1955,estimates,5yearly,30,77465.4796022245
931,1955,estimates,5yearly,35,75516.7437237154
931,1955,estimates,5yearly,40,73275.5585047836
931,1955,estimates,5yearly,45,70603.8075903832
931,1955,estimates,5yearly,50,67261.635496432
931,1955,estimates,5yearly,55,62938.928067554
931,1955,estimates,5yearly,60,57268.6053016167
931,1955,estimates,5yearly,65,49890.5744192453
931,1955,estimates,5yearly,70,40673.6960299089
931,1955,estimates,5yearly,75,29698.8354276433
931,1955,estimates,5yearly,80,18258.5603253732
931,1955,estimates,5yearly,85,8732.95137148486
931,1955,estimates,5yearly,90,2946.17694601011
931,1955,estimates,5yearly,95,631.206720763482
931,1955,estimates,5yearly,100plus,78.6341589844911
931,1960,estimates,5yearly,"Region, subregion, country or area *",South America
931,1960,estimates,5yearly,0,100000
931,1960,estimates,5yearly,1,89559.7240265371
931,1960,estimates,5yearly,5,85212.3548626364
931,1960,estimates,5yearly,10,84118.1572992238
931,1960,estimates,5yearly,15,83579.4742580143
931,1960,estimates,5yearly,20,82708.8864138409
931,1960,estimates,5yearly,25,81475.5860319596
931,1960,estimates,5yearly,30,79965.149160779
931,1960,estimates,5yearly,35,78214.651976339
931,1960,estimates,5yearly,40,76183.2860539793
931,1960,estimates,5yearly,45,73748.3460804938
931,1960,estimates,5yearly,50,70636.3575033034
931,1960,estimates,5yearly,55,66486.5466757444
931,1960,estimates,5yearly,60,60919.1429603225
931,1960,estimates,5yearly,65,53545.248332596
931,1960,estimates,5yearly,70,44176.0837466708
931,1960,estimates,5yearly,75,32777.6107960502
931,1960,estimates,5yearly,80,20509.0855897999
931,1960,estimates,5yearly,85,9968.15072993544
931,1960,estimates,5yearly,90,3394.14605380733
931,1960,estimates,5yearly,95,724.234728145826
931,1960,estimates,5yearly,100plus,88.2316359228301
931,1965,estimates,5yearly,"Region, subregion, country or area *",South America
931,1965,estimates,5yearly,0,100000
931,1965,estimates,5yearly,1,90561.463008755
931,1965,estimates,5yearly,5,86823.7511251694
931,1965,estimates,5yearly,10,85900.0629837695
931,1965,estimates,5yearly,15,85448.6634763329
931,1965,estimates,5yearly,20,84703.1555159879
931,1965,estimates,5yearly,25,83638.0380339772
931,1965,estimates,5yearly,30,82313.2691328234
931,1965,estimates,5yearly,35,80748.4944520549
931,1965,estimates,5yearly,40,78885.0328809165
931,1965,estimates,5yearly,45,76600.9433602646
931,1965,estimates,5yearly,50,73635.821235069
931,1965,estimates,5yearly,55,69602.0078450265
931,1965,estimates,5yearly,60,64084.0121298838
931,1965,estimates,5yearly,65,56665.5179231782
931,1965,estimates,5yearly,70,47111.6191491971
931,1965,estimates,5yearly,75,35312.9339082663
931,1965,estimates,5yearly,80,22408.287854602
931,1965,estimates,5yearly,85,11094.3944085126
931,1965,estimates,5yearly,90,3864.10661660143
