region,year,variant,freq,age1yearinterval,survivorage
906,1950,estimates,5yearly,0,100000
906,1950,estimates,5yearly,1,87762.0061842443
906,1950,estimates,5yearly,5,80619.2570289017
906,1950,estimates,5yearly,10,77724.2091363874
906,1950,estimates,5yearly,15,75916.729007879
906,1950,estimates,5yearly,20,74101.9634269109
906,1950,estimates,5yearly,25,72012.263801203
906,1950,estimates,5yearly,30,69684.983715868
906,1950,estimates,5yearly,35,67167.765512026
906,1950,estimates,5yearly,40,64149.3238413388
906,1950,estimates,5yearly,45,60100.7001302081
906,1950,estimates,5yearly,50,55210.1534560245
906,1950,estimates,5yearly,55,49755.4104156849
906,1950,estimates,5yearly,60,42609.9156123041
906,1950,estimates,5yearly,65,33185.6565537881
906,1950,estimates,5yearly,70,22991.6029274468
906,1950,estimates,5yearly,75,13448.7360317042
906,1950,estimates,5yearly,80,6199.94715752295
906,1950,estimates,5yearly,85,2080.1675292147
906,1950,estimates,5yearly,90,467.006019148353
906,1950,estimates,5yearly,95,65.2115152075116
906,1950,estimates,5yearly,100plus,5.42161126719351
906,1955,estimates,5yearly,0,100000
906,1955,estimates,5yearly,1,87777.2338151207
906,1955,estimates,5yearly,5,81111.7248119401
906,1955,estimates,5yearly,10,78484.3871985182
906,1955,estimates,5yearly,15,76976.186120952
906,1955,estimates,5yearly,20,75364.5457023334
906,1955,estimates,5yearly,25,73483.730725591
906,1955,estimates,5yearly,30,71357.8241185493
906,1955,estimates,5yearly,35,68952.2554179484
906,1955,estimates,5yearly,40,66052.124403514
906,1955,estimates,5yearly,45,62427.2976058978
906,1955,estimates,5yearly,50,57950.162377658
906,1955,estimates,5yearly,55,52166.7087191714
906,1955,estimates,5yearly,60,44357.8360472667
906,1955,estimates,5yearly,65,34527.2022871945
906,1955,estimates,5yearly,70,23773.4124297017
906,1955,estimates,5yearly,75,13466.5396391301
906,1955,estimates,5yearly,80,5749.455661445
906,1955,estimates,5yearly,85,1672.22787125604
906,1955,estimates,5yearly,90,299.525135773029
906,1955,estimates,5yearly,95,30.6607625044601
906,1955,estimates,5yearly,100plus,1.75269985750213
906,1960,estimates,5yearly,0,100000
906,1960,estimates,5yearly,1,87463.3696088051
906,1960,estimates,5yearly,5,80607.322192516
906,1960,estimates,5yearly,10,78041.2801976148
906,1960,estimates,5yearly,15,76510.5965626305
906,1960,estimates,5yearly,20,74974.4225766259
906,1960,estimates,5yearly,25,73252.4275869501
906,1960,estimates,5yearly,30,71317.7374850677
906,1960,estimates,5yearly,35,69065.828292141
906,1960,estimates,5yearly,40,66315.5848870534
906,1960,estimates,5yearly,45,62835.4621373901
906,1960,estimates,5yearly,50,58464.072338427
906,1960,estimates,5yearly,55,52763.0565740053
906,1960,estimates,5yearly,60,45099.414847098
906,1960,estimates,5yearly,65,35581.2313552973
906,1960,estimates,5yearly,70,25001.8585078738
906,1960,estimates,5yearly,75,14929.3104139906
906,1960,estimates,5yearly,80,7106.72308627803
906,1960,estimates,5yearly,85,2498.93899379018
906,1960,estimates,5yearly,90,598.07672316493
906,1960,estimates,5yearly,95,90.5001789775863
906,1960,estimates,5yearly,100plus,8.25087350017456
906,1965,estimates,5yearly,0,100000
906,1965,estimates,5yearly,1,91244.2643156363
906,1965,estimates,5yearly,5,86686.5845824912
906,1965,estimates,5yearly,10,85523.5080750955
906,1965,estimates,5yearly,15,84932.3813016636
906,1965,estimates,5yearly,20,84100.4180528718
906,1965,estimates,5yearly,25,83027.0904614874
906,1965,estimates,5yearly,30,81729.8976976366
906,1965,estimates,5yearly,35,80161.8456619993
906,1965,estimates,5yearly,40,78210.9530064095
906,1965,estimates,5yearly,45,75679.8048530986
906,1965,estimates,5yearly,50,72329.4226161244
906,1965,estimates,5yearly,55,67833.2995790102
906,1965,estimates,5yearly,60,61542.8274096026
906,1965,estimates,5yearly,65,52848.8280230764
906,1965,estimates,5yearly,70,42128.1447226354
906,1965,estimates,5yearly,75,29739.3399307044
906,1965,estimates,5yearly,80,17388.2583697069
906,1965,estimates,5yearly,85,7742.55811234439
906,1965,estimates,5yearly,90,2372.91835207794
906,1965,estimates,5yearly,95,451.331052466847
906,1965,estimates,5yearly,100plus,49.1817797104848
906,1970,estimates,5yearly,0,100000
906,1970,estimates,5yearly,1,93415.2256322007
906,1970,estimates,5yearly,5,90874.8793955008
906,1970,estimates,5yearly,10,89883.9602174647
906,1970,estimates,5yearly,15,89402.2924421631
906,1970,estimates,5yearly,20,88917.4532817242
906,1970,estimates,5yearly,25,88308.5340716333
906,1970,estimates,5yearly,30,87568.8116603634
906,1970,estimates,5yearly,35,86645.2630939882
906,1970,estimates,5yearly,40,85423.13337359
906,1970,estimates,5yearly,45,83712.7175492885
906,1970,estimates,5yearly,50,81170.43906918
906,1970,estimates,5yearly,55,77272.0175683978
906,1970,estimates,5yearly,60,71308.2591503258
906,1970,estimates,5yearly,65,62737.2086562865
906,1970,estimates,5yearly,70,51520.1222731567
906,1970,estimates,5yearly,75,37686.2900924955
906,1970,estimates,5yearly,80,22969.9438365083
906,1970,estimates,5yearly,85,10674.890559248
906,1970,estimates,5yearly,90,3388.04180037535
906,1970,estimates,5yearly,95,654.397894011993
906,1970,estimates,5yearly,100plus,70.3289440719194
906,1975,estimates,5yearly,0,100000
906,1975,estimates,5yearly,1,94998.7072732878
906,1975,estimates,5yearly,5,93325.9138597079
906,1975,estimates,5yearly,10,92579.5493993779
906,1975,estimates,5yearly,15,92183.555181145
906,1975,estimates,5yearly,20,91775.3886057671
906,1975,estimates,5yearly,25,91257.2922607897
906,1975,estimates,5yearly,30,90628.3138196677
906,1975,estimates,5yearly,35,89856.7068853123
906,1975,estimates,5yearly,40,88859.7387898997
906,1975,estimates,5yearly,45,87498.7985887803
906,1975,estimates,5yearly,50,85459.5858618437
906,1975,estimates,5yearly,55,82282.8835096752
906,1975,estimates,5yearly,60,77333.8395657466
906,1975,estimates,5yearly,65,69781.5081495629
906,1975,estimates,5yearly,70,58860.0826321253
906,1975,estimates,5yearly,75,44387.5732752844
906,1975,estimates,5yearly,80,27990.8683339565
906,1975,estimates,5yearly,85,13416.6491632866
906,1975,estimates,5yearly,90,4326.82571901098
906,1975,estimates,5yearly,95,824.535602033208
906,1975,estimates,5yearly,100plus,84.0450994743208
906,1980,estimates,5yearly,0,100000
906,1980,estimates,5yearly,1,95895.6133065007
906,1980,estimates,5yearly,5,94742.4434915385
906,1980,estimates,5yearly,10,94198.0474050038
906,1980,estimates,5yearly,15,93865.6651555216
906,1980,estimates,5yearly,20,93491.7645818066
906,1980,estimates,5yearly,25,93011.7888844498
906,1980,estimates,5yearly,30,92446.0807719541
906,1980,estimates,5yearly,35,91765.3439662509
906,1980,estimates,5yearly,40,90874.7236974852
906,1980,estimates,5yearly,45,89629.3374479985
906,1980,estimates,5yearly,50,87748.6369293061
906,1980,estimates,5yearly,55,84825.9621575655
906,1980,estimates,5yearly,60,80256.7400012282
906,1980,estimates,5yearly,65,73237.4086076458
906,1980,estimates,5yearly,70,62850.3868585001
906,1980,estimates,5yearly,75,48569.2809248438
906,1980,estimates,5yearly,80,31746.3331879976
906,1980,estimates,5yearly,85,15995.8699358404
906,1980,estimates,5yearly,90,5501.66636098515
906,1980,estimates,5yearly,95,1129.76506433815
906,1980,estimates,5yearly,100plus,124.251452590202
906,1985,estimates,5yearly,0,100000
906,1985,estimates,5yearly,1,96046.9228576152
906,1985,estimates,5yearly,5,94985.4882623027
906,1985,estimates,5yearly,10,94547.4586394677
906,1985,estimates,5yearly,15,94265.2780865488
906,1985,estimates,5yearly,20,93916.4774953455
906,1985,estimates,5yearly,25,93462.2106135043
906,1985,estimates,5yearly,30,92925.4443525895
906,1985,estimates,5yearly,35,92286.6592291316
906,1985,estimates,5yearly,40,91470.2468998657
