region,year,variant,freq,age1yearinterval,survivorage
1503,1950,estimates,5yearly,0,100000
1503,1950,estimates,5yearly,1,94659.7895078487
1503,1950,estimates,5yearly,5,93074.5925137644
1503,1950,estimates,5yearly,10,92487.5550422768
1503,1950,estimates,5yearly,15,92110.1624219576
1503,1950,estimates,5yearly,20,91491.7405697944
1503,1950,estimates,5yearly,25,90620.4977160595
1503,1950,estimates,5yearly,30,89657.9917423853
1503,1950,estimates,5yearly,35,88585.6168706447
1503,1950,estimates,5yearly,40,87252.4829315471
1503,1950,estimates,5yearly,45,85446.5925530457
1503,1950,estimates,5yearly,50,82836.5443668511
1503,1950,estimates,5yearly,55,79031.896110763
1503,1950,estimates,5yearly,60,73649.1729444503
1503,1950,estimates,5yearly,65,66132.1730363108
1503,1950,estimates,5yearly,70,55913.5222495645
1503,1950,estimates,5yearly,75,42609.8526669684
1503,1950,estimates,5yearly,80,27508.6010701576
1503,1950,estimates,5yearly,85,13802.0104305356
1503,1950,estimates,5yearly,90,4815.22285430732
1503,1950,estimates,5yearly,95,1033.56553108336
1503,1950,estimates,5yearly,100plus,123.18999142276
1503,1955,estimates,5yearly,0,100000
1503,1955,estimates,5yearly,1,95530.8675838554
1503,1955,estimates,5yearly,5,94363.3394735595
1503,1955,estimates,5yearly,10,93943.6066817904
1503,1955,estimates,5yearly,15,93642.012838906
1503,1955,estimates,5yearly,20,93130.158934095
1503,1955,estimates,5yearly,25,92416.4486334945
1503,1955,estimates,5yearly,30,91632.6931835983
1503,1955,estimates,5yearly,35,90750.5545539321
1503,1955,estimates,5yearly,40,89605.9310160564
1503,1955,estimates,5yearly,45,88002.4580067823
1503,1955,estimates,5yearly,50,85629.1413151796
1503,1955,estimates,5yearly,55,82042.3674503388
1503,1955,estimates,5yearly,60,76785.1453262263
1503,1955,estimates,5yearly,65,69312.8141050871
1503,1955,estimates,5yearly,70,59094.8618734013
1503,1955,estimates,5yearly,75,45664.1971462136
1503,1955,estimates,5yearly,80,30075.5036218092
1503,1955,estimates,5yearly,85,15508.8360506255
1503,1955,estimates,5yearly,90,5603.46340816743
1503,1955,estimates,5yearly,95,1252.77062410057
1503,1955,estimates,5yearly,100plus,155.748827573797
1503,1960,estimates,5yearly,0,100000
1503,1960,estimates,5yearly,1,96283.908082212
1503,1960,estimates,5yearly,5,95379.5038903706
1503,1960,estimates,5yearly,10,95003.9297566202
1503,1960,estimates,5yearly,15,94741.0053849266
1503,1960,estimates,5yearly,20,94292.8222750825
1503,1960,estimates,5yearly,25,93666.9920614365
1503,1960,estimates,5yearly,30,92975.091882947
1503,1960,estimates,5yearly,35,92166.9974043306
1503,1960,estimates,5yearly,40,91106.0187534239
1503,1960,estimates,5yearly,45,89570.6724812109
1503,1960,estimates,5yearly,50,87273.676068771
1503,1960,estimates,5yearly,55,83847.5680784718
1503,1960,estimates,5yearly,60,78715.2266029237
1503,1960,estimates,5yearly,65,71265.6366801865
1503,1960,estimates,5yearly,70,61152.7234192763
1503,1960,estimates,5yearly,75,47777.1155784078
1503,1960,estimates,5yearly,80,31989.0845469221
1503,1960,estimates,5yearly,85,16888.680301672
1503,1960,estimates,5yearly,90,6298.02988568165
1503,1960,estimates,5yearly,95,1463.82634452501
1503,1960,estimates,5yearly,100plus,189.909534587222
1503,1965,estimates,5yearly,0,100000
1503,1965,estimates,5yearly,1,97003.9434827556
1503,1965,estimates,5yearly,5,96299.1648693238
1503,1965,estimates,5yearly,10,95988.0618390694
1503,1965,estimates,5yearly,15,95729.1222407357
1503,1965,estimates,5yearly,20,95287.133269668
1503,1965,estimates,5yearly,25,94689.7592581248
