region,year,variant,freq,age1yearinterval,survivorage
957,1950,estimates,5yearly,"Region, subregion, country or area *",Polynesia
957,1950,estimates,5yearly,0,100000
957,1950,estimates,5yearly,1,90160.2719025894
957,1950,estimates,5yearly,5,86827.7317317268
957,1950,estimates,5yearly,10,85548.1882613621
957,1950,estimates,5yearly,15,84548.1935974421
957,1950,estimates,5yearly,20,82772.5202718244
957,1950,estimates,5yearly,25,80239.2435230821
957,1950,estimates,5yearly,30,77279.179598328
957,1950,estimates,5yearly,35,74002.376677865
957,1950,estimates,5yearly,40,70258.3313575509
957,1950,estimates,5yearly,45,65833.6064958719
957,1950,estimates,5yearly,50,60471.261143229
957,1950,estimates,5yearly,55,53940.774308747
957,1950,estimates,5yearly,60,46054.8773324362
957,1950,estimates,5yearly,65,36769.6501474873
957,1950,estimates,5yearly,70,26681.9647975005
957,1950,estimates,5yearly,75,16958.7295910639
957,1950,estimates,5yearly,80,8949.86290154375
957,1950,estimates,5yearly,85,3688.62019814579
957,1950,estimates,5yearly,90,1107.96247322063
957,1950,estimates,5yearly,95,226.350291843371
957,1950,estimates,5yearly,100plus,29.699725581537
957,1955,estimates,5yearly,"Region, subregion, country or area *",Polynesia
957,1955,estimates,5yearly,0,100000
957,1955,estimates,5yearly,1,91649.2614578145
957,1955,estimates,5yearly,5,88937.1842705607
957,1955,estimates,5yearly,10,87839.8474697348
957,1955,estimates,5yearly,15,87035.1339409374
957,1955,estimates,5yearly,20,85581.4394094199
957,1955,estimates,5yearly,25,83531.4384181218
957,1955,estimates,5yearly,30,81144.1791242812
957,1955,estimates,5yearly,35,78428.9127937093
957,1955,estimates,5yearly,40,75189.432405084
957,1955,estimates,5yearly,45,71236.2497179188
957,1955,estimates,5yearly,50,66259.0893229626
957,1955,estimates,5yearly,55,59935.5725112802
957,1955,estimates,5yearly,60,52082.9725081508
957,1955,estimates,5yearly,65,42620.747134575
957,1955,estimates,5yearly,70,31937.5221425825
957,1955,estimates,5yearly,75,21130.6808661448
957,1955,estimates,5yearly,80,11724.094698526
957,1955,estimates,5yearly,85,5130.2593253942
957,1955,estimates,5yearly,90,1649.30907068616
957,1955,estimates,5yearly,95,362.120801368476
957,1955,estimates,5yearly,100plus,50.986566072691
957,1960,estimates,5yearly,"Region, subregion, country or area *",Polynesia
957,1960,estimates,5yearly,0,100000
957,1960,estimates,5yearly,1,92525.4904277454
957,1960,estimates,5yearly,5,90209.3339118851
957,1960,estimates,5yearly,10,89284.3743090494
957,1960,estimates,5yearly,15,88586.0727981726
957,1960,estimates,5yearly,20,87340.532516247
957,1960,estimates,5yearly,25,85537.6532408536
957,1960,estimates,5yearly,30,83411.8232794955
957,1960,estimates,5yearly,35,81003.2325717685
957,1960,estimates,5yearly,40,78099.0331611034
957,1960,estimates,5yearly,45,74455.9800499609
957,1960,estimates,5yearly,50,69737.3957843361
957,1960,estimates,5yearly,55,63635.5729506859
957,1960,estimates,5yearly,60,55882.6898922332
957,1960,estimates,5yearly,65,46228.6079153238
957,1960,estimates,5yearly,70,35208.0686386068
957,1960,estimates,5yearly,75,23857.1032828033
957,1960,estimates,5yearly,80,13680.2503083364
957,1960,estimates,5yearly,85,6256.09079267876
957,1960,estimates,5yearly,90,2128.36012792289
957,1960,estimates,5yearly,95,500.64284795199
957,1960,estimates,5yearly,100plus,76.2693941304397
957,1965,estimates,5yearly,"Region, subregion, country or area *",Polynesia
957,1965,estimates,5yearly,0,100000
957,1965,estimates,5yearly,1,93320.1672957976
957,1965,estimates,5yearly,5,91412.4169056498
957,1965,estimates,5yearly,10,90649.2566220933
957,1965,estimates,5yearly,15,90046.9496766652
957,1965,estimates,5yearly,20,88982.7810229667
957,1965,estimates,5yearly,25,87466.9051016571
957,1965,estimates,5yearly,30,85656.0573691975
957,1965,estimates,5yearly,35,83554.6628816504
957,1965,estimates,5yearly,40,81000.1919339791
957,1965,estimates,5yearly,45,77738.5990767515
957,1965,estimates,5yearly,50,73350.7190371896
957,1965,estimates,5yearly,55,67478.8664325733
957,1965,estimates,5yearly,60,59832.7698241416
957,1965,estimates,5yearly,65,50181.4291250461
957,1965,estimates,5yearly,70,38766.8674267046
957,1965,estimates,5yearly,75,26761.1509200169
957,1965,estimates,5yearly,80,15715.7374931596
957,1965,estimates,5yearly,85,7402.06913732338
957,1965,estimates,5yearly,90,2607.37954082545
957,1965,estimates,5yearly,95,637.477103344418
957,1965,estimates,5yearly,100plus,101.065284983034
957,1970,estimates,5yearly,"Region, subregion, country or area *",Polynesia
957,1970,estimates,5yearly,0,100000
957,1970,estimates,5yearly,1,93966.1139131101
957,1970,estimates,5yearly,5,92424.3246572064
957,1970,estimates,5yearly,10,91800.1453325219
957,1970,estimates,5yearly,15,91300.1074809325
957,1970,estimates,5yearly,20,90381.9958225344
957,1970,estimates,5yearly,25,89082.3596784651
957,1970,estimates,5yearly,30,87539.3902781589
957,1970,estimates,5yearly,35,85711.855350712
957,1970,estimates,5yearly,40,83448.05318024
957,1970,estimates,5yearly,45,80510.3334599702
957,1970,estimates,5yearly,50,76460.9606465484
957,1970,estimates,5yearly,55,70861.0391161115
957,1970,estimates,5yearly,60,63391.8217936877
957,1970,estimates,5yearly,65,53724.2695201863
957,1970,estimates,5yearly,70,42095.9300924171
957,1970,estimates,5yearly,75,29563.9711058091
957,1970,estimates,5yearly,80,17720.5063759059
957,1970,estimates,5yearly,85,8539.43084854246
957,1970,estimates,5yearly,90,3079.55709489458
957,1970,estimates,5yearly,95,769.172502221721
957,1970,estimates,5yearly,100plus,123.903038359966
957,1975,estimates,5yearly,"Region, subregion, country or area *",Polynesia
957,1975,estimates,5yearly,0,100000
957,1975,estimates,5yearly,1,94799.9022298088
957,1975,estimates,5yearly,5,93569.8818473227
957,1975,estimates,5yearly,10,93029.825528004
957,1975,estimates,5yearly,15,92599.3647235145
957,1975,estimates,5yearly,20,91821.1085106167
957,1975,estimates,5yearly,25,90677.8357748663
957,1975,estimates,5yearly,30,89338.5439566923
957,1975,estimates,5yearly,35,87769.6957738402
957,1975,estimates,5yearly,40,85761.6546446069
957,1975,estimates,5yearly,45,83082.2828289026
957,1975,estimates,5yearly,50,79369.5799744787
957,1975,estimates,5yearly,55,74085.1247326212
957,1975,estimates,5yearly,60,66828.240391674
957,1975,estimates,5yearly,65,57231.92035872
957,1975,estimates,5yearly,70,45454.0589950185
957,1975,estimates,5yearly,75,32485.5846578375
957,1975,estimates,5yearly,80,19896.9235702922
957,1975,estimates,5yearly,85,9834.89330855004
957,1975,estimates,5yearly,90,3647.22810192166
957,1975,estimates,5yearly,95,936.920374382348
957,1975,estimates,5yearly,100plus,154.752532931341
957,1980,estimates,5yearly,"Region, subregion, country or area *",Polynesia
957,1980,estimates,5yearly,0,100000
957,1980,estimates,5yearly,1,95982.5250088007
957,1980,estimates,5yearly,5,95034.8814187342
957,1980,estimates,5yearly,10,94626.1777437094
957,1980,estimates,5yearly,15,94273.3050611035
957,1980,estimates,5yearly,20,93634.6681484984
957,1980,estimates,5yearly,25,92694.0822408717
957,1980,estimates,5yearly,30,91549.6759821623
957,1980,estimates,5yearly,35,90230.8866327063
957,1980,estimates,5yearly,40,88543.6236360988
957,1980,estimates,5yearly,45,86200.0915263547
957,1980,estimates,5yearly,50,82863.9882201054
957,1980,estimates,5yearly,55,78052.1490961182
957,1980,estimates,5yearly,60,71182.6789172908
957,1980,estimates,5yearly,65,61794.3109090985
957,1980,estimates,5yearly,70,50004.0202275904
957,1980,estimates,5yearly,75,36588.8807900484
957,1980,estimates,5yearly,80,23077.6539411325
957,1980,estimates,5yearly,85,11811.2853404875
957,1980,estimates,5yearly,90,4552.59440844333
957,1980,estimates,5yearly,95,1216.09812141892
957,1980,estimates,5yearly,100plus,208.000419893003
957,1985,estimates,5yearly,"Region, subregion, country or area *",Polynesia
957,1985,estimates,5yearly,0,100000
957,1985,estimates,5yearly,1,96906.5726489361
957,1985,estimates,5yearly,5,96195.7771654844
957,1985,estimates,5yearly,10,95867.7359430627
957,1985,estimates,5yearly,15,95567.1306542632
957,1985,estimates,5yearly,20,95021.6011606168
957,1985,estimates,5yearly,25,94215.0023260349
957,1985,estimates,5yearly,30,93218.3038922019
957,1985,estimates,5yearly,35,92022.6417664078
957,1985,estimates,5yearly,40,90514.5614490652
957,1985,estimates,5yearly,45,88402.9719060548
957,1985,estimates,5yearly,50,85305.8454755666
957,1985,estimates,5yearly,55,80754.9922171239
957,1985,estimates,5yearly,60,74259.4874762843
957,1985,estimates,5yearly,65,65195.1597137668
957,1985,estimates,5yearly,70,53407.8667348141
957,1985,estimates,5yearly,75,39733.820064858
957,1985,estimates,5yearly,80,25617.3166070073
957,1985,estimates,5yearly,85,13482.7838842002
957,1985,estimates,5yearly,90,5375.9630012919
957,1985,estimates,5yearly,95,1492.38259441287
957,1985,estimates,5yearly,100plus,265.753358913018
957,1990,estimates,5yearly,"Region, subregion, country or area *",Polynesia
957,1990,estimates,5yearly,0,100000
957,1990,estimates,5yearly,1,97299.1978504511
957,1990,estimates,5yearly,5,96736.802548127
957,1990,estimates,5yearly,10,96498.3481570101
957,1990,estimates,5yearly,15,96254.6968660834
957,1990,estimates,5yearly,20,95810.4528840381
957,1990,estimates,5yearly,25,95155.861706221
957,1990,estimates,5yearly,30,94348.3026399908
957,1990,estimates,5yearly,35,93367.0130001368
957,1990,estimates,5yearly,40,92073.161748845
957,1990,estimates,5yearly,45,90258.4310077631
957,1990,estimates,5yearly,50,87541.8728221057
957,1990,estimates,5yearly,55,83423.0410281156
957,1990,estimates,5yearly,60,77361.760220647
957,1990,estimates,5yearly,65,68774.9930435052
957,1990,estimates,5yearly,70,57323.0916711734
957,1990,estimates,5yearly,75,43533.5937461505
957,1990,estimates,5yearly,80,28756.6559838867
957,1990,estimates,5yearly,85,15538.4889376184
957,1990,estimates,5yearly,90,6351.82192367661
957,1990,estimates,5yearly,95,1795.66883206804
957,1990,estimates,5yearly,100plus,321.496196375683
957,1995,estimates,5yearly,"Region, subregion, country or area *",Polynesia
957,1995,estimates,5yearly,0,100000
957,1995,estimates,5yearly,1,97774.7205220127
957,1995,estimates,5yearly,5,97314.8593984484
957,1995,estimates,5yearly,10,97113.7906250723
957,1995,estimates,5yearly,15,96915.9387241127
957,1995,estimates,5yearly,20,96547.1184659998
957,1995,estimates,5yearly,25,95996.6213698997
957,1995,estimates,5yearly,30,95318.3698471196
957,1995,estimates,5yearly,35,94491.7928274928
957,1995,estimates,5yearly,40,93393.4184631617
957,1995,estimates,5yearly,45,91802.093559799
957,1995,estimates,5yearly,50,89384.8596159151
957,1995,estimates,5yearly,55,85650.1576944559
957,1995,estimates,5yearly,60,79999.5942233103
957,1995,estimates,5yearly,65,71850.6263578613
957,1995,estimates,5yearly,70,60806.5078997493
957,1995,estimates,5yearly,75,47130.28391245
957,1995,estimates,5yearly,80,31947.7275130379
957,1995,estimates,5yearly,85,17806.2349012747
957,1995,estimates,5yearly,90,7533.24187580391
957,1995,estimates,5yearly,95,2203.3478240271
957,1995,estimates,5yearly,100plus,405.881467020071
957,2000,estimates,5yearly,"Region, subregion, country or area *",Polynesia
957,2000,estimates,5yearly,0,100000
957,2000,estimates,5yearly,1,98006.8843479617
957,2000,estimates,5yearly,5,97628.0647048179
957,2000,estimates,5yearly,10,97458.3425917845
957,2000,estimates,5yearly,15,97294.9233953597
957,2000,estimates,5yearly,20,96993.8742873516
957,2000,estimates,5yearly,25,96543.1103466507
957,2000,estimates,5yearly,30,95984.2360668532
957,2000,estimates,5yearly,35,95301.534673993
957,2000,estimates,5yearly,40,94378.2737998556
957,2000,estimates,5yearly,45,93014.4683405455
957,2000,estimates,5yearly,50,90883.1113715804
957,2000,estimates,5yearly,55,87540.4575343024
957,2000,estimates,5yearly,60,82371.8659074284
957,2000,estimates,5yearly,65,74674.441358376
957,2000,estimates,5yearly,70,64048.248817813
957,2000,estimates,5yearly,75,50601.5999165986
957,2000,estimates,5yearly,80,35220.0046939796
957,2000,estimates,5yearly,85,20335.3766605567
957,2000,estimates,5yearly,90,8998.03885603882
957,2000,estimates,5yearly,95,2776.08778010226
957,2000,estimates,5yearly,100plus,542.109506623796
957,2005,estimates,5yearly,"Region, subregion, country or area *",Polynesia
957,2005,estimates,5yearly,0,100000
