region,year,variant,freq,age1yearinterval,survivorage
920,1950,estimates,5yearly,0,100000
920,1950,estimates,5yearly,1,84374.279390225
920,1950,estimates,5yearly,5,76340.5005756923
920,1950,estimates,5yearly,10,73983.5817294585
920,1950,estimates,5yearly,15,72861.4530498237
920,1950,estimates,5yearly,20,71460.6404605447
920,1950,estimates,5yearly,25,69741.3282804924
920,1950,estimates,5yearly,30,67800.8874186835
920,1950,estimates,5yearly,35,65605.4478954035
920,1950,estimates,5yearly,40,63056.3552028111
920,1950,estimates,5yearly,45,60146.1029449466
920,1950,estimates,5yearly,50,56692.1648709372
920,1950,estimates,5yearly,55,52505.0998096047
920,1950,estimates,5yearly,60,47122.3916656281
920,1950,estimates,5yearly,65,39883.5076254948
920,1950,estimates,5yearly,70,30799.1887065538
920,1950,estimates,5yearly,75,20730.5098010341
920,1950,estimates,5yearly,80,11404.19933373
920,1950,estimates,5yearly,85,4719.57996787785
920,1950,estimates,5yearly,90,1334.39896356592
920,1950,estimates,5yearly,95,234.479599797915
920,1950,estimates,5yearly,100plus,23.8922746978141
920,1955,estimates,5yearly,0,100000
920,1955,estimates,5yearly,1,86699.0384709165
920,1955,estimates,5yearly,5,80029.6554054612
920,1955,estimates,5yearly,10,78008.3571146708
920,1955,estimates,5yearly,15,76918.7868500559
920,1955,estimates,5yearly,20,75587.6960852499
920,1955,estimates,5yearly,25,73983.4406492436
920,1955,estimates,5yearly,30,72183.421365765
920,1955,estimates,5yearly,35,70136.0288067202
920,1955,estimates,5yearly,40,67719.1991762568
920,1955,estimates,5yearly,45,64905.4194492544
920,1955,estimates,5yearly,50,61548.8825145764
920,1955,estimates,5yearly,55,57398.5212142362
920,1955,estimates,5yearly,60,51965.2096937089
920,1955,estimates,5yearly,65,44547.1960989645
920,1955,estimates,5yearly,70,34942.0584905382
920,1955,estimates,5yearly,75,24015.2869163031
920,1955,estimates,5yearly,80,13572.1497752327
920,1955,estimates,5yearly,85,5804.00414471107
920,1955,estimates,5yearly,90,1702.53268301322
