region,year,variant,freq,age1yearinterval,survivorage
921,1950,estimates,5yearly,"Region, subregion, country or area *",South-Central Asia
921,1950,estimates,5yearly,0,100000
921,1950,estimates,5yearly,1,80562.3810650301
921,1950,estimates,5yearly,5,71350.5033180226
921,1950,estimates,5yearly,10,68036.3921199337
921,1950,estimates,5yearly,15,66020.1413293152
921,1950,estimates,5yearly,20,63536.9344761319
921,1950,estimates,5yearly,25,60576.549731196
921,1950,estimates,5yearly,30,57382.4859696905
921,1950,estimates,5yearly,35,53944.1357446733
921,1950,estimates,5yearly,40,50216.9731714513
921,1950,estimates,5yearly,45,46150.4217141806
921,1950,estimates,5yearly,50,41648.8637553962
921,1950,estimates,5yearly,55,36592.8449697204
921,1950,estimates,5yearly,60,30842.3585794875
921,1950,estimates,5yearly,65,24390.0795110437
921,1950,estimates,5yearly,70,17607.9296294859
921,1950,estimates,5yearly,75,11084.3114506055
921,1950,estimates,5yearly,80,5749.04363828437
921,1950,estimates,5yearly,85,2303.1961367054
921,1950,estimates,5yearly,90,663.043648030523
921,1950,estimates,5yearly,95,127.761480882846
921,1950,estimates,5yearly,100plus,15.5716263726038
921,1955,estimates,5yearly,"Region, subregion, country or area *",South-Central Asia
921,1955,estimates,5yearly,0,100000
921,1955,estimates,5yearly,1,82515.8951681452
921,1955,estimates,5yearly,5,74195.878832441
921,1955,estimates,5yearly,10,71247.2001369334
921,1955,estimates,5yearly,15,69451.9940935716
921,1955,estimates,5yearly,20,67277.4821898856
921,1955,estimates,5yearly,25,64667.8136600119
921,1955,estimates,5yearly,30,61801.9910129913
921,1955,estimates,5yearly,35,58663.9277383386
921,1955,estimates,5yearly,40,55135.468764168
921,1955,estimates,5yearly,45,51170.2539446611
921,1955,estimates,5yearly,50,46664.7513029487
921,1955,estimates,5yearly,55,41558.678364335
921,1955,estimates,5yearly,60,35646.1043323739
921,1955,estimates,5yearly,65,28767.2223167846
921,1955,estimates,5yearly,70,21244.2235266591
921,1955,estimates,5yearly,75,13775.2422253644
921,1955,estimates,5yearly,80,7428.29850123517
921,1955,estimates,5yearly,85,3126.47282553252
921,1955,estimates,5yearly,90,955.397691323038
921,1955,estimates,5yearly,95,197.062133929206
921,1955,estimates,5yearly,100plus,25.8227209513235
921,1960,estimates,5yearly,"Region, subregion, country or area *",South-Central Asia
921,1960,estimates,5yearly,0,100000
921,1960,estimates,5yearly,1,84093.1400736305
921,1960,estimates,5yearly,5,76532.6066740657
921,1960,estimates,5yearly,10,73862.1591510766
921,1960,estimates,5yearly,15,72293.7531889726
921,1960,estimates,5yearly,20,70491.4953675421
921,1960,estimates,5yearly,25,68356.1556862374
921,1960,estimates,5yearly,30,65927.6320059381
921,1960,estimates,5yearly,35,63154.0685439238
921,1960,estimates,5yearly,40,59953.9726874391
921,1960,estimates,5yearly,45,56199.8153715592
921,1960,estimates,5yearly,50,51787.0303604049
921,1960,estimates,5yearly,55,46661.1020679066
921,1960,estimates,5yearly,60,40595.5301035904
921,1960,estimates,5yearly,65,33286.2172556857
921,1960,estimates,5yearly,70,25001.5373856054
921,1960,estimates,5yearly,75,16596.5841377575
921,1960,estimates,5yearly,80,9248.37072785256
921,1960,estimates,5yearly,85,4069.09112685424
921,1960,estimates,5yearly,90,1316.79621054438
921,1960,estimates,5yearly,95,291.287746439724
921,1960,estimates,5yearly,100plus,41.3408806225361
921,1965,estimates,5yearly,"Region, subregion, country or area *",South-Central Asia
921,1965,estimates,5yearly,0,100000
921,1965,estimates,5yearly,1,85319.3984005953
921,1965,estimates,5yearly,5,78370.9986688626
921,1965,estimates,5yearly,10,76060.4991779794
921,1965,estimates,5yearly,15,74799.6200223764
921,1965,estimates,5yearly,20,73349.8222308587
921,1965,estimates,5yearly,25,71602.4232833231
921,1965,estimates,5yearly,30,69604.0666285019
921,1965,estimates,5yearly,35,67290.4338976234
921,1965,estimates,5yearly,40,64572.9025067779
921,1965,estimates,5yearly,45,61307.5431955441
921,1965,estimates,5yearly,50,57250.6122998228
921,1965,estimates,5yearly,55,52295.1646302576
921,1965,estimates,5yearly,60,46123.5941706878
921,1965,estimates,5yearly,65,38389.5424977251
921,1965,estimates,5yearly,70,29378.7848274295
921,1965,estimates,5yearly,75,19967.4766228887
921,1965,estimates,5yearly,80,11461.6412346406
921,1965,estimates,5yearly,85,5226.61527787524
921,1965,estimates,5yearly,90,1762.03493379182
921,1965,estimates,5yearly,95,407.193532736635
921,1965,estimates,5yearly,100plus,60.3268745354032
921,1970,estimates,5yearly,"Region, subregion, country or area *",South-Central Asia
921,1970,estimates,5yearly,0,100000
921,1970,estimates,5yearly,1,86107.6853705074
921,1970,estimates,5yearly,5,79746.8273420266
921,1970,estimates,5yearly,10,77569.2721027558
921,1970,estimates,5yearly,15,76540.2600297908
921,1970,estimates,5yearly,20,75349.9566901984
921,1970,estimates,5yearly,25,73852.522714978
921,1970,estimates,5yearly,30,72180.314433399
921,1970,estimates,5yearly,35,70304.1701082338
921,1970,estimates,5yearly,40,68096.0454213847
921,1970,estimates,5yearly,45,65370.7538776254
921,1970,estimates,5yearly,50,61842.5025466373
921,1970,estimates,5yearly,55,57225.461936185
921,1970,estimates,5yearly,60,51134.2255642668
921,1970,estimates,5yearly,65,43207.002097025
921,1970,estimates,5yearly,70,33705.6703698607
921,1970,estimates,5yearly,75,23438.5654409909
921,1970,estimates,5yearly,80,13810.5459824598
921,1970,estimates,5yearly,85,6473.57954058441
921,1970,estimates,5yearly,90,2238.97702708805
921,1970,estimates,5yearly,95,527.366380819297
921,1970,estimates,5yearly,100plus,78.7447223626959
921,1975,estimates,5yearly,"Region, subregion, country or area *",South-Central Asia
921,1975,estimates,5yearly,0,100000
921,1975,estimates,5yearly,1,87887.6750918998
921,1975,estimates,5yearly,5,82393.2801768532
921,1975,estimates,5yearly,10,80698.7237923828
921,1975,estimates,5yearly,15,79884.3755901582
921,1975,estimates,5yearly,20,78821.8380876771
921,1975,estimates,5yearly,25,77463.4120053344
921,1975,estimates,5yearly,30,75979.8818110944
921,1975,estimates,5yearly,35,74352.5784030943
921,1975,estimates,5yearly,40,72432.6320349134
921,1975,estimates,5yearly,45,70011.5278604101
921,1975,estimates,5yearly,50,66784.379225525
921,1975,estimates,5yearly,55,62399.5021928163
921,1975,estimates,5yearly,60,56309.3071536504
921,1975,estimates,5yearly,65,48126.3249139587
921,1975,estimates,5yearly,70,38080.0774835362
921,1975,estimates,5yearly,75,26915.9007405205
921,1975,estimates,5yearly,80,16155.5216802739
921,1975,estimates,5yearly,85,7718.72215778912
921,1975,estimates,5yearly,90,2715.09659977384
921,1975,estimates,5yearly,95,646.528941309165
921,1975,estimates,5yearly,100plus,96.6506995347319
921,1980,estimates,5yearly,"Region, subregion, country or area *",South-Central Asia
921,1980,estimates,5yearly,0,100000
921,1980,estimates,5yearly,1,89358.9460121834
921,1980,estimates,5yearly,5,84767.1354712235
921,1980,estimates,5yearly,10,83262.630227764
921,1980,estimates,5yearly,15,82490.1533858544
921,1980,estimates,5yearly,20,81382.5397136579
921,1980,estimates,5yearly,25,79933.1946784837
921,1980,estimates,5yearly,30,78400.5658566141
921,1980,estimates,5yearly,35,76810.9566226925
921,1980,estimates,5yearly,40,75012.9224333381
921,1980,estimates,5yearly,45,72753.0054615408
921,1980,estimates,5yearly,50,69671.3502643472
921,1980,estimates,5yearly,55,65356.7609586598
921,1980,estimates,5yearly,60,59243.4301184215
921,1980,estimates,5yearly,65,50844.3468227612
921,1980,estimates,5yearly,70,40418.0089261471
921,1980,estimates,5yearly,75,28762.2008388448
921,1980,estimates,5yearly,80,17423.5655459194
921,1980,estimates,5yearly,85,8426.22501571318
921,1980,estimates,5yearly,90,3009.52627970608
921,1980,estimates,5yearly,95,729.688113334201
921,1980,estimates,5yearly,100plus,111.265123220617
921,1985,estimates,5yearly,"Region, subregion, country or area *",South-Central Asia
921,1985,estimates,5yearly,0,100000
921,1985,estimates,5yearly,1,90647.3205300459
921,1985,estimates,5yearly,5,86776.618177112
921,1985,estimates,5yearly,10,85473.5689033977
921,1985,estimates,5yearly,15,84769.5249285875
921,1985,estimates,5yearly,20,83774.1674761494
921,1985,estimates,5yearly,25,82473.8252022606
921,1985,estimates,5yearly,30,81102.2953002289
921,1985,estimates,5yearly,35,79648.4151467065
921,1985,estimates,5yearly,40,77962.1013759653
921,1985,estimates,5yearly,45,75802.8079587584
921,1985,estimates,5yearly,50,72806.1433142284
921,1985,estimates,5yearly,55,68537.213569937
921,1985,estimates,5yearly,60,62394.583930778
921,1985,estimates,5yearly,65,53836.181035859
921,1985,estimates,5yearly,70,43006.751474672
921,1985,estimates,5yearly,75,30800.9785047092
921,1985,estimates,5yearly,80,18823.7468953195
921,1985,estimates,5yearly,85,9210.72938516629
921,1985,estimates,5yearly,90,3339.12004354913
921,1985,estimates,5yearly,95,824.184057486034
921,1985,estimates,5yearly,100plus,128.196510872223
921,1990,estimates,5yearly,"Region, subregion, country or area *",South-Central Asia
921,1990,estimates,5yearly,0,100000
921,1990,estimates,5yearly,1,91750.4300772363
921,1990,estimates,5yearly,5,88520.1926452184
921,1990,estimates,5yearly,10,87461.9110168753
921,1990,estimates,5yearly,15,86860.9564800705
921,1990,estimates,5yearly,20,86030.6909827106
