region,year,variant,freq,age1yearinterval,survivorage
902,1950,estimates,5yearly,"Region, subregion, country or area *",Less developed regions
902,1950,estimates,5yearly,0,100000
902,1950,estimates,5yearly,1,83868.3598355906
902,1950,estimates,5yearly,5,75223.9618493879
902,1950,estimates,5yearly,10,72044.3373836752
902,1950,estimates,5yearly,15,70309.7389585928
902,1950,estimates,5yearly,20,68290.1615462205
902,1950,estimates,5yearly,25,65867.8030941081
902,1950,estimates,5yearly,30,63207.630206894
902,1950,estimates,5yearly,35,60349.2802448319
902,1950,estimates,5yearly,40,57139.8098777552
902,1950,estimates,5yearly,45,53340.888490969
902,1950,estimates,5yearly,50,48949.3724172321
902,1950,estimates,5yearly,55,43959.0051860739
902,1950,estimates,5yearly,60,37780.6862273173
902,1950,estimates,5yearly,65,30080.1278967024
902,1950,estimates,5yearly,70,21575.7211018865
902,1950,estimates,5yearly,75,13278.8431376045
902,1950,estimates,5yearly,80,6578.68432149169
902,1950,estimates,5yearly,85,2433.03875634444
902,1950,estimates,5yearly,90,618.429304277829
902,1950,estimates,5yearly,95,100.046184042852
902,1950,estimates,5yearly,100plus,9.76616718279636
902,1955,estimates,5yearly,"Region, subregion, country or area *",Less developed regions
902,1955,estimates,5yearly,0,100000
902,1955,estimates,5yearly,1,85052.2246496989
902,1955,estimates,5yearly,5,77197.2573705903
902,1955,estimates,5yearly,10,74473.5383030538
902,1955,estimates,5yearly,15,72934.0374012022
902,1955,estimates,5yearly,20,71114.656558155
902,1955,estimates,5yearly,25,68918.565281288
902,1955,estimates,5yearly,30,66479.5745000673
902,1955,estimates,5yearly,35,63791.817177703
902,1955,estimates,5yearly,40,60715.4761694004
902,1955,estimates,5yearly,45,57135.6787066328
902,1955,estimates,5yearly,50,52920.7517350897
902,1955,estimates,5yearly,55,47789.0724886063
902,1955,estimates,5yearly,60,41283.4793063856
902,1955,estimates,5yearly,65,33187.2127064724
902,1955,estimates,5yearly,70,24052.103929359
902,1955,estimates,5yearly,75,14894.1057817352
902,1955,estimates,5yearly,80,7370.31561621192
902,1955,estimates,5yearly,85,2686.96350563372
902,1955,estimates,5yearly,90,660.183717048291
902,1955,estimates,5yearly,95,100.780472956039
902,1955,estimates,5yearly,100plus,9.06453844559749
902,1960,estimates,5yearly,"Region, subregion, country or area *",Less developed regions
902,1960,estimates,5yearly,0,100000
902,1960,estimates,5yearly,1,86077.5325685469
902,1960,estimates,5yearly,5,78785.6945441761
902,1960,estimates,5yearly,10,76237.0361355284
902,1960,estimates,5yearly,15,74808.385265729
902,1960,estimates,5yearly,20,73166.2853384028
902,1960,estimates,5yearly,25,71209.921421013
902,1960,estimates,5yearly,30,69023.1701320957
902,1960,estimates,5yearly,35,66555.6991326374
902,1960,estimates,5yearly,40,63679.5845534542
902,1960,estimates,5yearly,45,60243.0722879635
902,1960,estimates,5yearly,50,56102.1351672585
902,1960,estimates,5yearly,55,50984.0167713434
902,1960,estimates,5yearly,60,44423.04867286
902,1960,estimates,5yearly,65,36252.9094219389
902,1960,estimates,5yearly,70,26805.1304703864
902,1960,estimates,5yearly,75,17243.3877781308
902,1960,estimates,5yearly,80,9116.75199572172
902,1960,estimates,5yearly,85,3694.56922555868
902,1960,estimates,5yearly,90,1060.43149458809
902,1960,estimates,5yearly,95,199.448499595897
902,1960,estimates,5yearly,100plus,23.1331035883115
902,1965,estimates,5yearly,"Region, subregion, country or area *",Less developed regions
902,1965,estimates,5yearly,0,100000
902,1965,estimates,5yearly,1,88205.6403393311
902,1965,estimates,5yearly,5,82173.7550770839
902,1965,estimates,5yearly,10,80293.012828563
902,1965,estimates,5yearly,15,79325.1356656586
902,1965,estimates,5yearly,20,78101.1146928682
902,1965,estimates,5yearly,25,76523.1775689171
902,1965,estimates,5yearly,30,74712.5337258826
902,1965,estimates,5yearly,35,72669.8610818099
902,1965,estimates,5yearly,40,70274.1860286496
902,1965,estimates,5yearly,45,67374.2279565264
902,1965,estimates,5yearly,50,63763.4244738563
902,1965,estimates,5yearly,55,59198.8589725343
902,1965,estimates,5yearly,60,53199.4875350329
902,1965,estimates,5yearly,65,45297.1932686108
902,1965,estimates,5yearly,70,35654.7028910826
902,1965,estimates,5yearly,75,24870.8238792798
902,1965,estimates,5yearly,80,14490.0398044178
902,1965,estimates,5yearly,85,6545.52235375925
902,1965,estimates,5yearly,90,2097.40994832998
902,1965,estimates,5yearly,95,434.656115131382
902,1965,estimates,5yearly,100plus,53.9762746669795
902,1970,estimates,5yearly,"Region, subregion, country or area *",Less developed regions
902,1970,estimates,5yearly,0,100000
902,1970,estimates,5yearly,1,89385.7437965747
902,1970,estimates,5yearly,5,84359.1022090494
902,1970,estimates,5yearly,10,82762.630690287
902,1970,estimates,5yearly,15,81903.7215951976
902,1970,estimates,5yearly,20,80906.20188000699
902,1970,estimates,5yearly,25,79641.9165248942
902,1970,estimates,5yearly,30,78160.8747855509
902,1970,estimates,5yearly,35,76487.3884979551
902,1970,estimates,5yearly,40,74533.0866341456
902,1970,estimates,5yearly,45,72113.6772519248
902,1970,estimates,5yearly,50,68944.0919974874
902,1970,estimates,5yearly,55,64674.8459371799
902,1970,estimates,5yearly,60,58798.7145659498
902,1970,estimates,5yearly,65,50823.9588456104
902,1970,estimates,5yearly,70,40761.0420102686
902,1970,estimates,5yearly,75,29065.106474244
902,1970,estimates,5yearly,80,17351.4903250693
902,1970,estimates,5yearly,85,8024.11507786537
902,1970,estimates,5yearly,90,2615.33322478162
902,1970,estimates,5yearly,95,544.012021685799
902,1970,estimates,5yearly,100plus,66.5364819738342
902,1975,estimates,5yearly,"Region, subregion, country or area *",Less developed regions
902,1975,estimates,5yearly,0,100000
902,1975,estimates,5yearly,1,90485.8158780076
902,1975,estimates,5yearly,5,86042.2604344448
902,1975,estimates,5yearly,10,84769.5097489839
902,1975,estimates,5yearly,15,84035.6949055286
902,1975,estimates,5yearly,20,83092.3898781151
902,1975,estimates,5yearly,25,81918.7600596177
