variant,continent,year,infantmortality
estimates,909,1950,21.37
estimates,909,1951,21.405
estimates,909,1952,21.467
estimates,909,1953,21.515
estimates,909,1954,21.548
estimates,909,1955,21.566
estimates,909,1956,21.569
estimates,909,1957,21.555
estimates,909,1958,21.523
estimates,909,1959,21.469
estimates,909,1960,21.391
estimates,909,1961,21.285
estimates,909,1962,21.151
estimates,909,1963,20.99
estimates,909,1964,20.807
estimates,909,1965,20.616
estimates,909,1966,20.434
estimates,909,1967,20.268
estimates,909,1968,20.122
estimates,909,1969,19.99
estimates,909,1970,19.857
estimates,909,1971,19.7
estimates,909,1972,19.499
estimates,909,1973,19.243
estimates,909,1974,18.929
estimates,909,1975,18.56
estimates,909,1976,18.141
estimates,909,1977,17.695
estimates,909,1978,17.245
estimates,909,1979,16.812
estimates,909,1980,16.42
estimates,909,1981,16.094
estimates,909,1982,15.841
estimates,909,1983,15.659
estimates,909,1984,15.545
estimates,909,1985,15.479
estimates,909,1986,15.435
estimates,909,1987,15.385
estimates,909,1988,15.312
estimates,909,1989,15.21
estimates,909,1990,15.085
estimates,909,1991,14.957
estimates,909,1992,14.847
estimates,909,1993,14.77
estimates,909,1994,14.73
estimates,909,1995,14.721
estimates,909,1996,14.732
estimates,909,1997,14.747
estimates,909,1998,14.752
estimates,909,1999,14.742
estimates,909,2000,14.715
estimates,909,2001,14.673
estimates,909,2002,14.622
estimates,909,2003,14.568
estimates,909,2004,14.511
estimates,909,2005,14.448
estimates,909,2006,14.378
estimates,909,2007,14.298
estimates,909,2008,14.205
estimates,909,2009,14.098
estimates,909,2010,13.976
estimates,909,2011,13.838
estimates,909,2012,13.685
estimates,909,2013,13.521
estimates,909,2014,13.348
estimates,909,2015,13.171
medium_variant,909,2015,13.171
medium_variant,909,2016,12.995
medium_variant,909,2017,12.823
medium_variant,909,2018,12.658
medium_variant,909,2019,12.502
medium_variant,909,2020,12.356
medium_variant,909,2021,12.219
medium_variant,909,2022,12.088
medium_variant,909,2023,11.96
medium_variant,909,2024,11.833
medium_variant,909,2025,11.706
medium_variant,909,2026,11.575
medium_variant,909,2027,11.441
medium_variant,909,2028,11.303
medium_variant,909,2029,11.162
medium_variant,909,2030,11.018
medium_variant,909,2031,10.873
medium_variant,909,2032,10.729
medium_variant,909,2033,10.586
medium_variant,909,2034,10.445
medium_variant,909,2035,10.306
medium_variant,909,2036,10.169
medium_variant,909,2037,10.031
medium_variant,909,2038,9.893
medium_variant,909,2039,9.755
medium_variant,909,2040,9.616
medium_variant,909,2041,9.476
medium_variant,909,2042,9.337
medium_variant,909,2043,9.199
medium_variant,909,2044,9.063
medium_variant,909,2045,8.928
medium_variant,909,2046,8.795
medium_variant,909,2047,8.664
medium_variant,909,2048,8.535
medium_variant,909,2049,8.408
medium_variant,909,2050,8.283
medium_variant,909,2051,8.159
medium_variant,909,2052,8.037
medium_variant,909,2053,7.916
medium_variant,909,2054,7.796
medium_variant,909,2055,7.675
medium_variant,909,2056,7.555
medium_variant,909,2057,7.433
medium_variant,909,2058,7.31
medium_variant,909,2059,7.187
medium_variant,909,2060,7.062
medium_variant,909,2061,6.939
medium_variant,909,2062,6.815
medium_variant,909,2063,6.694
medium_variant,909,2064,6.574
medium_variant,909,2065,6.456
medium_variant,909,2066,6.339
medium_variant,909,2067,6.224
medium_variant,909,2068,6.11
medium_variant,909,2069,5.997
medium_variant,909,2070,5.884
medium_variant,909,2071,5.771
medium_variant,909,2072,5.658
medium_variant,909,2073,5.545
medium_variant,909,2074,5.433
medium_variant,909,2075,5.323
medium_variant,909,2076,5.216
medium_variant,909,2077,5.112
medium_variant,909,2078,5.012
medium_variant,909,2079,4.917
medium_variant,909,2080,4.825
medium_variant,909,2081,4.737
medium_variant,909,2082,4.651
medium_variant,909,2083,4.566
medium_variant,909,2084,4.481
medium_variant,909,2085,4.397
medium_variant,909,2086,4.314
medium_variant,909,2087,4.231
medium_variant,909,2088,4.15
medium_variant,909,2089,4.069
medium_variant,909,2090,3.99
medium_variant,909,2091,3.911
medium_variant,909,2092,3.833
medium_variant,909,2093,3.755
medium_variant,909,2094,3.678
medium_variant,909,2095,3.602
medium_variant,909,2096,3.526
medium_variant,909,2097,3.451
medium_variant,909,2098,3.376
medium_variant,909,2099,3.302
