variant,continent,year,infantmortality
estimates,904,1950,990.574
estimates,904,1951,989.464
estimates,904,1952,987.505
estimates,904,1953,986.069
estimates,904,1954,985.154
estimates,904,1955,984.748
estimates,904,1956,984.792
estimates,904,1957,985.193
estimates,904,1958,985.777
estimates,904,1959,986.251
estimates,904,1960,986.263
estimates,904,1961,985.429
estimates,904,1962,983.345
estimates,904,1963,979.69
estimates,904,1964,974.295
estimates,904,1965,967.06
estimates,904,1966,958.03
estimates,904,1967,947.543
estimates,904,1968,935.959
estimates,904,1969,923.521
estimates,904,1970,910.556
estimates,904,1971,897.379
estimates,904,1972,884.112
estimates,904,1973,870.784
estimates,904,1974,857.369
estimates,904,1975,843.757
estimates,904,1976,829.754
estimates,904,1977,815.025
estimates,904,1978,799.251
estimates,904,1979,782.215
estimates,904,1980,763.564
estimates,904,1981,742.974
estimates,904,1982,720.497
estimates,904,1983,696.363
estimates,904,1984,670.877
estimates,904,1985,644.45
estimates,904,1986,617.557
estimates,904,1987,590.747
estimates,904,1988,564.55
estimates,904,1989,539.378
estimates,904,1990,515.61
estimates,904,1991,493.464
estimates,904,1992,472.767
estimates,904,1993,453.297
estimates,904,1994,434.923
estimates,904,1995,417.331
estimates,904,1996,400.122
estimates,904,1997,383.004
estimates,904,1998,365.826
estimates,904,1999,348.608
estimates,904,2000,331.534
estimates,904,2001,314.93
estimates,904,2002,299.207
estimates,904,2003,284.69
estimates,904,2004,271.521
estimates,904,2005,259.813
estimates,904,2006,249.583
estimates,904,2007,240.6
estimates,904,2008,232.597
estimates,904,2009,225.375
estimates,904,2010,218.695
estimates,904,2011,212.327
estimates,904,2012,206.114
estimates,904,2013,199.926
estimates,904,2014,193.66
estimates,904,2015,187.287
medium_variant,904,2015,187.287
medium_variant,904,2016,180.861
medium_variant,904,2017,174.529
medium_variant,904,2018,168.409
medium_variant,904,2019,162.532
medium_variant,904,2020,156.908
medium_variant,904,2021,151.529
medium_variant,904,2022,146.358
medium_variant,904,2023,141.367
medium_variant,904,2024,136.549
medium_variant,904,2025,131.905
medium_variant,904,2026,127.443
medium_variant,904,2027,123.168
medium_variant,904,2028,119.082
medium_variant,904,2029,115.177
medium_variant,904,2030,111.445
medium_variant,904,2031,107.877
medium_variant,904,2032,104.461
medium_variant,904,2033,101.184
medium_variant,904,2034,98.034
medium_variant,904,2035,95.006
medium_variant,904,2036,92.1
medium_variant,904,2037,89.314
medium_variant,904,2038,86.649
medium_variant,904,2039,84.095
medium_variant,904,2040,81.647
medium_variant,904,2041,79.301
medium_variant,904,2042,77.051
medium_variant,904,2043,74.891
medium_variant,904,2044,72.813
medium_variant,904,2045,70.809
medium_variant,904,2046,68.876
medium_variant,904,2047,67.011
medium_variant,904,2048,65.211
medium_variant,904,2049,63.47
medium_variant,904,2050,61.787
medium_variant,904,2051,60.16
medium_variant,904,2052,58.589
medium_variant,904,2053,57.073
medium_variant,904,2054,55.608
medium_variant,904,2055,54.191
medium_variant,904,2056,52.818
medium_variant,904,2057,51.488
medium_variant,904,2058,50.198
medium_variant,904,2059,48.946
medium_variant,904,2060,47.728
medium_variant,904,2061,46.546
medium_variant,904,2062,45.4
medium_variant,904,2063,44.29
medium_variant,904,2064,43.214
medium_variant,904,2065,42.173
medium_variant,904,2066,41.164
medium_variant,904,2067,40.188
medium_variant,904,2068,39.243
medium_variant,904,2069,38.328
medium_variant,904,2070,37.44
medium_variant,904,2071,36.579
medium_variant,904,2072,35.744
medium_variant,904,2073,34.934
medium_variant,904,2074,34.146
medium_variant,904,2075,33.382
medium_variant,904,2076,32.639
medium_variant,904,2077,31.92
medium_variant,904,2078,31.222
medium_variant,904,2079,30.545
medium_variant,904,2080,29.886
medium_variant,904,2081,29.245
medium_variant,904,2082,28.62
medium_variant,904,2083,28.01
medium_variant,904,2084,27.413
medium_variant,904,2085,26.83
medium_variant,904,2086,26.258
medium_variant,904,2087,25.699
medium_variant,904,2088,25.153
medium_variant,904,2089,24.619
medium_variant,904,2090,24.097
medium_variant,904,2091,23.587
medium_variant,904,2092,23.088
medium_variant,904,2093,22.6
medium_variant,904,2094,22.123
medium_variant,904,2095,21.658
medium_variant,904,2096,21.204
medium_variant,904,2097,20.761
medium_variant,904,2098,20.329
medium_variant,904,2099,19.908
