continent,year,variant,agebroad,feminityratio_femaleper100male
905,1950,estimates,"Region, subregion, country or area *",NORTHERN AMERICA
905,1950,estimates,total,100.165143022441
905,1950,estimates,0_1,95.6903429440663
905,1950,estimates,0_4,95.6287241887829
905,1950,estimates,0_14,95.9152215799615
905,1950,estimates,0_17,96.1154426160648
905,1950,estimates,0_19,96.3328584329058
905,1950,estimates,0_24,97.1242876369961
905,1950,estimates,3_4,95.5714462601812
905,1950,estimates,3_5,95.5762612161094
905,1950,estimates,3_6,95.5893198323954
905,1950,estimates,4_5,95.5771534741431
905,1950,estimates,4_6,95.5946924540002
905,1950,estimates,5_10,95.7902737185156
905,1950,estimates,5_11,95.8636335754917
905,1950,estimates,5_14,96.1101949499587
905,1950,estimates,6_9,95.7699356451182
905,1950,estimates,6_10,95.8365457292753
905,1950,estimates,6_11,95.9170615972428
905,1950,estimates,6_12,96.0047886577769
905,1950,estimates,7_10,95.8932209845053
905,1950,estimates,7_12,96.0761443958273
905,1950,estimates,11_16,96.8686197723029
905,1950,estimates,11_17,96.9850549500506
905,1950,estimates,11_18,97.1517243521113
905,1950,estimates,12_14,96.7883206660548
905,1950,estimates,12_16,96.9738683258653
905,1950,estimates,12_17,97.0934456132622
905,1950,estimates,12_18,97.2697787812825
905,1950,estimates,13_17,97.1949153335038
905,1950,estimates,13_18,97.3845722981034
905,1950,estimates,13_19,97.6330163380662
905,1950,estimates,15plus,101.788624859843
905,1950,estimates,15_17,97.4053367959115
905,1950,estimates,15_24,99.36272085146
905,1950,estimates,15_49,100.253663184124
905,1950,estimates,15_59,100.392381033156
905,1950,estimates,15_64,100.46371141465
905,1950,estimates,16plus,101.881842251145
905,1950,estimates,17plus,101.975013693634
905,1950,estimates,18plus,102.064917280147
905,1950,estimates,18_23,99.986573618082
905,1950,estimates,20plus,102.214961629964
905,1950,estimates,20_64,100.780851358546
905,1950,estimates,20_69,101.186325692901
905,1950,estimates,21plus,102.271920425226
905,1950,estimates,25plus,102.419304305982
905,1950,estimates,25_49,100.628146334935
905,1950,estimates,25_64,100.794107433482
905,1950,estimates,25_69,101.25779994725
905,1950,estimates,50plus,105.323409035641
905,1950,estimates,60plus,108.944454653687
905,1950,estimates,65plus,112.952475537402
905,1950,estimates,70plus,116.456672897512
905,1950,estimates,75plus,122.362278674487
905,1950,estimates,80plus,131.753303964758
905,1950,estimates,85plus,159.160857769643
905,1950,estimates,90plus,203.337650323774
905,1955,estimates,"Region, subregion, country or area *",NORTHERN AMERICA
905,1955,estimates,total,100.963037176477
905,1955,estimates,0_1,95.6968853136488
905,1955,estimates,0_4,95.832567192757
905,1955,estimates,0_14,95.6118621163178
905,1955,estimates,0_17,95.9102839768141
905,1955,estimates,0_19,96.257789640292
905,1955,estimates,0_24,97.3399381575508
905,1955,estimates,3_4,95.929671352839
905,1955,estimates,3_5,95.8959385960261
905,1955,estimates,3_6,95.8495854139132
905,1955,estimates,4_5,95.8697191973405
905,1955,estimates,4_6,95.8157373573508
905,1955,estimates,5_10,95.499274332345
905,1955,estimates,5_11,95.4317813674934
905,1955,estimates,5_14,95.4753966080983
905,1955,estimates,6_9,95.4929935904668
905,1955,estimates,6_10,95.4269812727878
905,1955,estimates,6_11,95.3576102407851
905,1955,estimates,6_12,95.3170681275807
905,1955,estimates,7_10,95.351330691506
905,1955,estimates,7_12,95.2435159951003
905,1955,estimates,11_16,96.0869014177369
905,1955,estimates,11_17,96.4620470814227
905,1955,estimates,11_18,96.8774722161939
905,1955,estimates,12_14,95.602371377904
905,1955,estimates,12_16,96.3456347021601
905,1955,estimates,12_17,96.7558833920533
905,1955,estimates,12_18,97.2053767623116
905,1955,estimates,13_17,97.151934014492
905,1955,estimates,13_18,97.629401563932
905,1955,estimates,13_19,98.1359793880751
905,1955,estimates,15plus,103.300973859744
905,1955,estimates,15_17,98.0822676558001
905,1955,estimates,15_24,101.355856043584
905,1955,estimates,15_49,100.891611504045
