continent,year,variant,agebroad,feminityratio_femaleper100male
903,1950,estimates,"Region, subregion, country or area *",AFRICA
903,1950,estimates,total,101.319682309151
903,1950,estimates,0_1,98.2228080933228
903,1950,estimates,0_4,98.5878347416779
903,1950,estimates,0_14,99.2087401016116
903,1950,estimates,0_17,99.1966121988065
903,1950,estimates,0_19,99.1855181042302
903,1950,estimates,0_24,99.2275678247475
903,1950,estimates,3_4,99.0068746089127
903,1950,estimates,3_5,99.1104213347076
903,1950,estimates,3_6,99.202593745222
903,1950,estimates,4_5,99.2288787608689
903,1950,estimates,4_6,99.3177169329599
903,1950,estimates,5_10,99.6283224763384
903,1950,estimates,5_11,99.6513949199519
903,1950,estimates,5_14,99.6415656772884
903,1950,estimates,6_9,99.6670326437177
903,1950,estimates,6_10,99.6941737148235
903,1950,estimates,6_11,99.711373352855
903,1950,estimates,6_12,99.7160051526972
903,1950,estimates,7_10,99.7447500560266
903,1950,estimates,7_12,99.7546010494829
903,1950,estimates,11_16,99.5129586443793
903,1950,estimates,11_17,99.4394414459143
903,1950,estimates,11_18,99.3872669308761
903,1950,estimates,12_14,99.6154445385001
903,1950,estimates,12_16,99.4507919250425
903,1950,estimates,12_17,99.3739069970752
903,1950,estimates,12_18,99.3223733317065
903,1950,estimates,13_17,99.2943835777142
903,1950,estimates,13_18,99.2461116481886
903,1950,estimates,13_19,99.2287797901744
903,1950,estimates,15plus,102.834185531808
903,1950,estimates,15_17,99.1163362704162
903,1950,estimates,15_24,99.2684090918442
903,1950,estimates,15_49,100.270530145842
903,1950,estimates,15_59,101.250165697625
903,1950,estimates,15_64,101.734939245
903,1950,estimates,16plus,102.96970145385
903,1950,estimates,17plus,103.121141579049
903,1950,estimates,18plus,103.286157692657
903,1950,estimates,18_23,99.2917017338728
903,1950,estimates,20plus,103.636420288515
903,1950,estimates,20_64,102.338372921494
903,1950,estimates,20_69,102.819915535929
903,1950,estimates,21plus,103.818209444269
903,1950,estimates,25plus,104.596382820689
903,1950,estimates,25_49,100.950399669998
903,1950,estimates,25_64,103.052769865625
903,1950,estimates,25_69,103.623842153321
903,1950,estimates,50plus,114.37657133097
903,1950,estimates,60plus,120.302976844341
903,1950,estimates,65plus,123.625815904634
903,1950,estimates,70plus,127.944236500516
903,1950,estimates,75plus,133.471468989414
903,1950,estimates,80plus,138.500833919
903,1950,estimates,85plus,153.62211931205
903,1950,estimates,90plus,184.069329314243
903,1955,estimates,"Region, subregion, country or area *",AFRICA
903,1955,estimates,total,101.320954972548
903,1955,estimates,0_1,98.7889891354967
903,1955,estimates,0_4,98.6533569919084
903,1955,estimates,0_14,98.9287635052025
903,1955,estimates,0_17,99.0290198628577
903,1955,estimates,0_19,99.0767292335739
903,1955,estimates,0_24,99.1646932680716
903,1955,estimates,3_4,98.520706736839
903,1955,estimates,3_5,98.5263774383164
903,1955,estimates,3_6,98.5461339391775
903,1955,estimates,4_5,98.5242966585167
903,1955,estimates,4_6,98.5520486097776
903,1955,estimates,5_10,98.8248739997577
903,1955,estimates,5_11,98.910124289957
903,1955,estimates,5_14,99.1240839748837
903,1955,estimates,6_9,98.8076876585038
903,1955,estimates,6_10,98.890042848768
903,1955,estimates,6_11,98.9817996375003
903,1955,estimates,6_12,99.0709460105855
903,1955,estimates,7_10,98.9670247458516
903,1955,estimates,7_12,99.1583613250731
903,1955,estimates,11_16,99.6791817705866
903,1955,estimates,11_17,99.6838754117943
903,1955,estimates,11_18,99.6848196606384
903,1955,estimates,12_14,99.7138046152709
903,1955,estimates,12_16,99.7199545666317
903,1955,estimates,12_17,99.7191311557104
903,1955,estimates,12_18,99.7155561623155
903,1955,estimates,13_17,99.7294094571474
903,1955,estimates,13_18,99.7235710984813
903,1955,estimates,13_19,99.7162322195701
903,1955,estimates,15plus,103.096519205362
903,1955,estimates,15_17,99.7248897311967
903,1955,estimates,15_24,99.6985986164006
903,1955,estimates,15_49,100.635074669715
903,1955,estimates,15_59,101.532632440211
903,1955,estimates,15_64,101.987766616833
903,1955,estimates,16plus,103.224021525056
903,1955,estimates,17plus,103.358241858332
903,1955,estimates,18plus,103.50024049255
903,1955,estimates,18_23,99.6463474053773
903,1955,estimates,20plus,103.810665725657
903,1955,estimates,20_64,102.498054459785
903,1955,estimates,20_69,102.996305442633
903,1955,estimates,21plus,103.981062384143
903,1955,estimates,25plus,104.754943206111
903,1955,estimates,25_49,101.260441118544
903,1955,estimates,25_64,103.191421864797
903,1955,estimates,25_69,103.78355999401
903,1955,estimates,50plus,114.245230347652
903,1955,estimates,60plus,120.763949420535
903,1955,estimates,65plus,124.97808076244
903,1955,estimates,70plus,129.692206676108
903,1955,estimates,75plus,136.65591833469
903,1955,estimates,80plus,146.171381044428
903,1955,estimates,85plus,157.295804369414
903,1955,estimates,90plus,191.962815919434
903,1960,estimates,"Region, subregion, country or area *",AFRICA
903,1960,estimates,total,101.215401338183
903,1960,estimates,0_1,98.1966070680034
903,1960,estimates,0_4,98.4480282379775
903,1960,estimates,0_14,98.6589460723959
903,1960,estimates,0_17,98.7543931576973
903,1960,estimates,0_19,98.8339985079844
903,1960,estimates,0_24,99.0332353128094
903,1960,estimates,3_4,98.713633664359
903,1960,estimates,3_5,98.7547412715775
903,1960,estimates,3_6,98.7835844767283
903,1960,estimates,4_5,98.8063146186566
903,1960,estimates,4_6,98.8293987764556
903,1960,estimates,5_10,98.8416018809311
903,1960,estimates,5_11,98.8167189980736
903,1960,estimates,5_14,98.806601904787
903,1960,estimates,6_9,98.8612271442717
903,1960,estimates,6_10,98.8411878040175
903,1960,estimates,6_11,98.8115746467893
903,1960,estimates,6_12,98.7872182142849
903,1960,estimates,7_10,98.8307253784288
903,1960,estimates,7_12,98.7696954989311
903,1960,estimates,11_16,98.9248052958341
903,1960,estimates,11_17,99.021336674821
903,1960,estimates,11_18,99.1115431355939
903,1960,estimates,12_14,98.7782224008578
903,1960,estimates,12_16,98.9866083679168
903,1960,estimates,12_17,99.0918336371665
903,1960,estimates,12_18,99.187701173449
903,1960,estimates,13_17,99.1963433622985
903,1960,estimates,13_18,99.2942151063164
903,1960,estimates,13_19,99.3789949589481
903,1960,estimates,15plus,103.191771350244
903,1960,estimates,15_17,99.4401394697836
903,1960,estimates,15_24,99.9243492321195
903,1960,estimates,15_49,100.793236965725
903,1960,estimates,15_59,101.564336482598
903,1960,estimates,15_64,102.064106020228
903,1960,estimates,16plus,103.345148877033
903,1960,estimates,17plus,103.495601119353
903,1960,estimates,18plus,103.644139428729
903,1960,estimates,18_23,100.123413338848
903,1960,estimates,20plus,103.945687204386
903,1960,estimates,20_64,102.612662704555
903,1960,estimates,20_69,103.090409711288
903,1960,estimates,21plus,104.100516789483
903,1960,estimates,25plus,104.762941397769
903,1960,estimates,25_49,101.365757980928
903,1960,estimates,25_64,103.172430258223
903,1960,estimates,25_69,103.740856884117
903,1960,estimates,50plus,113.93753607541
903,1960,estimates,60plus,121.421366697103
903,1960,estimates,65plus,125.3732794695
903,1960,estimates,70plus,131.293974028413
903,1960,estimates,75plus,138.826808496784
903,1960,estimates,80plus,150.73644113268
903,1960,estimates,85plus,168.964590153564
903,1960,estimates,90plus,193.298024037482
903,1965,estimates,"Region, subregion, country or area *",AFRICA
903,1965,estimates,total,101.15553076955
903,1965,estimates,0_1,98.095772391128
903,1965,estimates,0_4,98.2258596050245
903,1965,estimates,0_14,98.5273516575307
903,1965,estimates,0_17,98.5534195733889
903,1965,estimates,0_19,98.5974146292346
903,1965,estimates,0_24,98.8510739755578
903,1965,estimates,3_4,98.3726408611938
903,1965,estimates,3_5,98.4131898852565
903,1965,estimates,3_6,98.4513425615139
903,1965,estimates,4_5,98.4580646795168
903,1965,estimates,4_6,98.4959215928952
903,1965,estimates,5_10,98.6601126326713
903,1965,estimates,5_11,98.6874374486466
903,1965,estimates,5_14,98.7353732292162
903,1965,estimates,6_9,98.6696141883929
903,1965,estimates,6_10,98.6960995783857
903,1965,estimates,6_11,98.7231386843163
903,1965,estimates,6_12,98.7460820495782
903,1965,estimates,7_10,98.7288571923764
903,1965,estimates,7_12,98.7780863195539
903,1965,estimates,11_16,98.8293537294006
903,1965,estimates,11_17,98.8186820016951
903,1965,estimates,11_18,98.8379241624276
903,1965,estimates,12_14,98.8688149742234
903,1965,estimates,12_16,98.8196402182316
903,1965,estimates,12_17,98.8084189742506
903,1965,estimates,12_18,98.8321395384597
903,1965,estimates,13_17,98.7876621589276
903,1965,estimates,13_18,98.8190318849115
903,1965,estimates,13_19,98.8921753113159
903,1965,estimates,15plus,103.259929838903
903,1965,estimates,15_17,98.7405991426372
903,1965,estimates,15_24,99.6412149801708
903,1965,estimates,15_49,100.988994832773
903,1965,estimates,15_59,101.660982455189
903,1965,estimates,15_64,102.079754330384
903,1965,estimates,16plus,103.439968993632
903,1965,estimates,17plus,103.630482543319
903,1965,estimates,18plus,103.827139329343
903,1965,estimates,18_23,99.9536655840021
903,1965,estimates,20plus,104.208802835263
903,1965,estimates,20_64,102.815445882853
903,1965,estimates,20_69,103.328893381306
903,1965,estimates,21plus,104.38730409302
903,1965,estimates,25plus,105.02661493544
903,1965,estimates,25_49,101.894461045285
903,1965,estimates,25_64,103.364790365743
903,1965,estimates,25_69,103.976357510919
903,1965,estimates,50plus,113.354700920047
903,1965,estimates,60plus,120.863936986715
903,1965,estimates,65plus,125.957481139912
903,1965,estimates,70plus,131.498335377606
903,1965,estimates,75plus,140.631116082936
