continent,year,variant,agebroad,feminityratio_femaleper100male
908,1950,estimates,total,114.188770158165
908,1950,estimates,0_1,95.949564115248
908,1950,estimates,0_4,96.2513043935626
908,1950,estimates,0_14,97.3099977668914
908,1950,estimates,0_17,97.7392854448363
908,1950,estimates,0_19,98.1254400069861
908,1950,estimates,0_24,99.6254315379555
908,1950,estimates,3_4,96.6593779035595
908,1950,estimates,3_5,96.7808028992145
908,1950,estimates,3_6,96.8964840605348
908,1950,estimates,4_5,96.9155267532463
908,1950,estimates,4_6,97.0294309262547
908,1950,estimates,5_10,97.5192656904201
908,1950,estimates,5_11,97.6033695628425
908,1950,estimates,5_14,97.9042594873956
908,1950,estimates,6_9,97.5285651818254
908,1950,estimates,6_10,97.6087898845791
908,1950,estimates,6_11,97.6885853856381
908,1950,estimates,6_12,97.7736951599574
908,1950,estimates,7_10,97.6881044056574
908,1950,estimates,7_12,97.8473313940367
908,1950,estimates,11_16,98.7785828240997
908,1950,estimates,11_17,99.0266336020002
908,1950,estimates,11_18,99.3013733981186
908,1950,estimates,12_14,98.5012605025992
908,1950,estimates,12_16,98.9324304888896
908,1950,estimates,12_17,99.2002468651565
908,1950,estimates,12_18,99.4933296135673
908,1950,estimates,13_17,99.4197474978337
908,1950,estimates,13_18,99.7326589278171
908,1950,estimates,13_19,100.066318631643
908,1950,estimates,15plus,120.942055828421
908,1950,estimates,15_17,99.9850971394573
908,1950,estimates,15_24,103.217829845678
908,1950,estimates,15_49,114.757684731974
908,1950,estimates,15_59,117.105827265969
908,1950,estimates,15_64,118.23046465244
908,1950,estimates,16plus,121.531250363439
908,1950,estimates,17plus,122.106892362773
908,1950,estimates,18plus,122.677583018823
908,1950,estimates,18_23,103.610935379595
908,1950,estimates,20plus,123.886868114507
908,1950,estimates,20_64,121.099648967011
908,1950,estimates,20_69,121.982762695445
908,1950,estimates,21plus,124.538428275662
908,1950,estimates,25plus,127.101150008423
908,1950,estimates,25_49,121.11959046124
908,1950,estimates,25_64,124.231599174772
908,1950,estimates,25_69,125.10380389544
908,1950,estimates,50plus,137.300062905101
908,1950,estimates,60plus,143.412055120661
908,1950,estimates,65plus,146.188004937211
908,1950,estimates,70plus,150.795675997468
908,1950,estimates,75plus,160.229737175418
908,1950,estimates,80plus,176.261148224264
908,1950,estimates,85plus,200.313352316721
908,1950,estimates,90plus,234.721185745635
908,1955,estimates,total,112.825642287127
908,1955,estimates,0_1,95.3985329574427
908,1955,estimates,0_4,95.6799980010125
908,1955,estimates,0_14,96.5291832302044
908,1955,estimates,0_17,96.9179540153383
908,1955,estimates,0_19,97.1613108227846
908,1955,estimates,0_24,97.8199297102348
908,1955,estimates,3_4,95.9387952986835
908,1955,estimates,3_5,96.0110380603409
908,1955,estimates,3_6,96.0832072219563
908,1955,estimates,4_5,96.0860629339657
908,1955,estimates,4_6,96.1590378205884
908,1955,estimates,5_10,96.5772097211054
908,1955,estimates,5_11,96.6767500272411
908,1955,estimates,5_14,97.0434843661068
908,1955,estimates,6_9,96.5726954197388
908,1955,estimates,6_10,96.6720275704085
908,1955,estimates,6_11,96.7774155539807
908,1955,estimates,6_12,96.8939511106821
908,1955,estimates,7_10,96.7732377947285
908,1955,estimates,7_12,97.0091629493725
908,1955,estimates,11_16,98.1997593670674
908,1955,estimates,11_17,98.344953958379
908,1955,estimates,11_18,98.469762344076
908,1955,estimates,12_14,98.0460288772752
908,1955,estimates,12_16,98.3442189363312
908,1955,estimates,12_17,98.4832640447615
908,1955,estimates,12_18,98.601645100954
908,1955,estimates,13_17,98.6078625250741
908,1955,estimates,13_18,98.7199583403903
908,1955,estimates,13_19,98.819677868227
908,1955,estimates,15plus,119.094293941175
908,1955,estimates,15_17,98.8447265145061
908,1955,estimates,15_24,99.8290812553366
908,1955,estimates,15_49,111.549031144011
908,1955,estimates,15_59,114.026094817756
908,1955,estimates,15_64,115.43925291288
908,1955,estimates,16plus,119.60673774083
908,1955,estimates,17plus,120.17781789431
908,1955,estimates,18plus,120.79820708976
908,1955,estimates,18_23,99.999376970484
908,1955,estimates,20plus,122.090264527985
