variant,region,year,gender,potentialsupport1664_65
estimates,902,1950,male,17.176
estimates,902,1951,male,17.074
estimates,902,1952,male,17.068
estimates,902,1953,male,17.166
estimates,902,1954,male,17.375
estimates,902,1955,male,17.699
estimates,902,1956,male,17.577
estimates,902,1957,male,17.572
estimates,902,1958,male,17.673
estimates,902,1959,male,17.871
estimates,902,1960,male,18.164
estimates,902,1961,male,17.918
estimates,902,1962,male,17.775
estimates,902,1963,male,17.731
estimates,902,1964,male,17.79
estimates,902,1965,male,17.955
estimates,902,1966,male,17.641
estimates,902,1967,male,17.431
estimates,902,1968,male,17.3
estimates,902,1969,male,17.222
estimates,902,1970,male,17.179
estimates,902,1971,male,16.922
estimates,902,1972,male,16.723
estimates,902,1973,male,16.571
estimates,902,1974,male,16.462
estimates,902,1975,male,16.388
estimates,902,1976,male,16.156
estimates,902,1977,male,15.974
estimates,902,1978,male,15.837
estimates,902,1979,male,15.741
estimates,902,1980,male,15.678
estimates,902,1981,male,15.51
estimates,902,1982,male,15.39
estimates,902,1983,male,15.31
estimates,902,1984,male,15.264
estimates,902,1985,male,15.243
estimates,902,1986,male,15.109
estimates,902,1987,male,15.014
estimates,902,1988,male,14.942
estimates,902,1989,male,14.872
estimates,902,1990,male,14.793
estimates,902,1991,male,14.598
estimates,902,1992,male,14.417
estimates,902,1993,male,14.252
estimates,902,1994,male,14.108
estimates,902,1995,male,13.984
estimates,902,1996,male,13.776
estimates,902,1997,male,13.606
estimates,902,1998,male,13.467
estimates,902,1999,male,13.353
estimates,902,2000,male,13.26
estimates,902,2001,male,13.089
estimates,902,2002,male,12.949
estimates,902,2003,male,12.835
estimates,902,2004,male,12.747
estimates,902,2005,male,12.679
estimates,902,2006,male,12.561
estimates,902,2007,male,12.464
estimates,902,2008,male,12.375
estimates,902,2009,male,12.286
estimates,902,2010,male,12.185
estimates,902,2011,male,12.021
estimates,902,2012,male,11.863
estimates,902,2013,male,11.691
estimates,902,2014,male,11.482
estimates,902,2015,male,11.228
medium_variant,902,2015,male,11.228
medium_variant,902,2016,male,10.898
medium_variant,902,2017,male,10.554
medium_variant,902,2018,male,10.216
medium_variant,902,2019,male,9.909
medium_variant,902,2020,male,9.639
medium_variant,902,2021,male,9.374
medium_variant,902,2022,male,9.145
medium_variant,902,2023,male,8.935
medium_variant,902,2024,male,8.728
medium_variant,902,2025,male,8.514
medium_variant,902,2026,male,8.283
medium_variant,902,2027,male,8.062
