variant,region,year,gender,potentialsupport1664_65
estimates,954,1950,male,23.78
estimates,954,1951,male,23.465
estimates,954,1952,male,23.102
estimates,954,1953,male,22.886
estimates,954,1954,male,22.598
estimates,954,1955,male,22.652
estimates,954,1956,male,22.115
estimates,954,1957,male,21.774
estimates,954,1958,male,21.405
estimates,954,1959,male,21.143
estimates,954,1960,male,21.083
estimates,954,1961,male,21.023
estimates,954,1962,male,21.168
estimates,954,1963,male,21.36
estimates,954,1964,male,21.585
estimates,954,1965,male,21.918
estimates,954,1966,male,21.886
estimates,954,1967,male,22.08
estimates,954,1968,male,22.205
estimates,954,1969,male,22.309
estimates,954,1970,male,22.47
estimates,954,1971,male,21.752
estimates,954,1972,male,20.981
estimates,954,1973,male,20.203
estimates,954,1974,male,19.439
estimates,954,1975,male,18.697
estimates,954,1976,male,18.761
estimates,954,1977,male,18.789
estimates,954,1978,male,18.832
estimates,954,1979,male,18.907
estimates,954,1980,male,18.949
estimates,954,1981,male,19
estimates,954,1982,male,19.051
estimates,954,1983,male,19.019
estimates,954,1984,male,18.963
estimates,954,1985,male,18.892
estimates,954,1986,male,18.946
estimates,954,1987,male,19.001
estimates,954,1988,male,19.084
estimates,954,1989,male,19.135
estimates,954,1990,male,19.113
estimates,954,1991,male,18.664
estimates,954,1992,male,18.345
estimates,954,1993,male,18.131
estimates,954,1994,male,17.979
estimates,954,1995,male,17.906
estimates,954,1996,male,17.645
estimates,954,1997,male,17.48
estimates,954,1998,male,17.368
estimates,954,1999,male,17.406
estimates,954,2000,male,17.506
estimates,954,2001,male,17.035
estimates,954,2002,male,16.633
estimates,954,2003,male,16.279
estimates,954,2004,male,16.019
estimates,954,2005,male,15.823
estimates,954,2006,male,15.575
estimates,954,2007,male,15.378
estimates,954,2008,male,15.173
estimates,954,2009,male,14.939
estimates,954,2010,male,14.615
estimates,954,2011,male,14.04
estimates,954,2012,male,13.462
estimates,954,2013,male,12.861
estimates,954,2014,male,12.274
estimates,954,2015,male,11.696
medium_variant,954,2015,male,11.696
medium_variant,954,2016,male,11.126
medium_variant,954,2017,male,10.561
medium_variant,954,2018,male,10.039
medium_variant,954,2019,male,9.559
medium_variant,954,2020,male,9.12
medium_variant,954,2021,male,8.717
medium_variant,954,2022,male,8.353
medium_variant,954,2023,male,8.02
medium_variant,954,2024,male,7.694
medium_variant,954,2025,male,7.375
medium_variant,954,2026,male,7.074
medium_variant,954,2027,male,6.79
medium_variant,954,2028,male,6.525
medium_variant,954,2029,male,6.291
medium_variant,954,2030,male,6.088
medium_variant,954,2031,male,5.913
medium_variant,954,2032,male,5.763
medium_variant,954,2033,male,5.639
medium_variant,954,2034,male,5.542
medium_variant,954,2035,male,5.468
medium_variant,954,2036,male,5.42
medium_variant,954,2037,male,5.393
medium_variant,954,2038,male,5.385
medium_variant,954,2039,male,5.394
medium_variant,954,2040,male,5.422
medium_variant,954,2041,male,5.456
medium_variant,954,2042,male,5.507
medium_variant,954,2043,male,5.569
medium_variant,954,2044,male,5.623
medium_variant,954,2045,male,5.663
medium_variant,954,2046,male,5.678
medium_variant,954,2047,male,5.682
medium_variant,954,2048,male,5.675
medium_variant,954,2049,male,5.653
medium_variant,954,2050,male,5.614
medium_variant,954,2051,male,5.546
medium_variant,954,2052,male,5.466
medium_variant,954,2053,male,5.379
medium_variant,954,2054,male,5.288
medium_variant,954,2055,male,5.198
medium_variant,954,2056,male,5.096
medium_variant,954,2057,male,5
medium_variant,954,2058,male,4.901
medium_variant,954,2059,male,4.794
medium_variant,954,2060,male,4.674
medium_variant,954,2061,male,4.539
medium_variant,954,2062,male,4.4
medium_variant,954,2063,male,4.264
medium_variant,954,2064,male,4.136
medium_variant,954,2065,male,4.02
medium_variant,954,2066,male,3.915
medium_variant,954,2067,male,3.821
medium_variant,954,2068,male,3.737
medium_variant,954,2069,male,3.658
medium_variant,954,2070,male,3.583
medium_variant,954,2071,male,3.517
medium_variant,954,2072,male,3.456
medium_variant,954,2073,male,3.402
medium_variant,954,2074,male,3.352
medium_variant,954,2075,male,3.306
medium_variant,954,2076,male,3.266
medium_variant,954,2077,male,3.232
medium_variant,954,2078,male,3.202
medium_variant,954,2079,male,3.173
medium_variant,954,2080,male,3.147
medium_variant,954,2081,male,3.123
medium_variant,954,2082,male,3.104
medium_variant,954,2083,male,3.086
medium_variant,954,2084,male,3.067
medium_variant,954,2085,male,3.049
medium_variant,954,2086,male,3.031
medium_variant,954,2087,male,3.015
medium_variant,954,2088,male,2.998
medium_variant,954,2089,male,2.981
medium_variant,954,2090,male,2.962
medium_variant,954,2091,male,2.942
medium_variant,954,2092,male,2.923
medium_variant,954,2093,male,2.904
medium_variant,954,2094,male,2.884
medium_variant,954,2095,male,2.862
medium_variant,954,2096,male,2.839
medium_variant,954,2097,male,2.818
medium_variant,954,2098,male,2.796
medium_variant,954,2099,male,2.774
medium_variant,954,2100,male,2.749
estimates,954,1950,female,13.046
estimates,954,1951,female,13.237
estimates,954,1952,female,13.382
estimates,954,1953,female,13.522
estimates,954,1954,female,13.724
estimates,954,1955,female,13.895
estimates,954,1956,female,13.962
estimates,954,1957,female,13.999
estimates,954,1958,female,14.051
estimates,954,1959,female,14.126
estimates,954,1960,female,14.216
estimates,954,1961,female,14.321
estimates,954,1962,female,14.466
estimates,954,1963,female,14.667
estimates,954,1964,female,14.829
estimates,954,1965,female,15.074
estimates,954,1966,female,15.232
estimates,954,1967,female,15.409
estimates,954,1968,female,15.569
estimates,954,1969,female,15.791
estimates,954,1970,female,16.055
estimates,954,1971,female,15.868
estimates,954,1972,female,15.717
estimates,954,1973,female,15.491
estimates,954,1974,female,15.267
estimates,954,1975,female,14.953
estimates,954,1976,female,15.112
estimates,954,1977,female,15.26
estimates,954,1978,female,15.399
estimates,954,1979,female,15.518
estimates,954,1980,female,15.59
estimates,954,1981,female,15.523
estimates,954,1982,female,15.515
estimates,954,1983,female,15.445
estimates,954,1984,female,15.345
estimates,954,1985,female,15.22
estimates,954,1986,female,15.154
estimates,954,1987,female,15.122
estimates,954,1988,female,15.11
estimates,954,1989,female,15.092
estimates,954,1990,female,15.056
estimates,954,1991,female,14.936
estimates,954,1992,female,14.844
estimates,954,1993,female,14.796
estimates,954,1994,female,14.808
estimates,954,1995,female,14.846
estimates,954,1996,female,14.856
estimates,954,1997,female,14.887
estimates,954,1998,female,14.924
estimates,954,1999,female,14.95
estimates,954,2000,female,14.988
estimates,954,2001,female,14.503
estimates,954,2002,female,14.019
estimates,954,2003,female,13.582
estimates,954,2004,female,13.213
estimates,954,2005,female,12.904
estimates,954,2006,female,12.655
estimates,954,2007,female,12.424
estimates,954,2008,female,12.193
estimates,954,2009,female,11.929
estimates,954,2010,female,11.633
estimates,954,2011,female,11.292
estimates,954,2012,female,10.943
estimates,954,2013,female,10.586
estimates,954,2014,female,10.218
estimates,954,2015,female,9.841
medium_variant,954,2015,female,9.841
medium_variant,954,2016,female,9.492
medium_variant,954,2017,female,9.131
medium_variant,954,2018,female,8.768
medium_variant,954,2019,female,8.419
medium_variant,954,2020,female,8.072
medium_variant,954,2021,female,7.755
medium_variant,954,2022,female,7.453
medium_variant,954,2023,female,7.155
medium_variant,954,2024,female,6.858
medium_variant,954,2025,female,6.561
medium_variant,954,2026,female,6.289
medium_variant,954,2027,female,6.023
medium_variant,954,2028,female,5.767
medium_variant,954,2029,female,5.521
medium_variant,954,2030,female,5.289
medium_variant,954,2031,female,5.079
medium_variant,954,2032,female,4.883
medium_variant,954,2033,female,4.705
medium_variant,954,2034,female,4.548
medium_variant,954,2035,female,4.414
medium_variant,954,2036,female,4.314
medium_variant,954,2037,female,4.23
medium_variant,954,2038,female,4.163
medium_variant,954,2039,female,4.113
medium_variant,954,2040,female,4.078
medium_variant,954,2041,female,4.07
medium_variant,954,2042,female,4.078
medium_variant,954,2043,female,4.096
medium_variant,954,2044,female,4.114
medium_variant,954,2045,female,4.126
medium_variant,954,2046,female,4.139
medium_variant,954,2047,female,4.148
medium_variant,954,2048,female,4.15
medium_variant,954,2049,female,4.147
medium_variant,954,2050,female,4.137
medium_variant,954,2051,female,4.127
medium_variant,954,2052,female,4.11
medium_variant,954,2053,female,4.086
medium_variant,954,2054,female,4.055
medium_variant,954,2055,female,4.018
medium_variant,954,2056,female,3.979
medium_variant,954,2057,female,3.938
medium_variant,954,2058,female,3.892
medium_variant,954,2059,female,3.835
medium_variant,954,2060,female,3.767
medium_variant,954,2061,female,3.694
medium_variant,954,2062,female,3.615
medium_variant,954,2063,female,3.534
medium_variant,954,2064,female,3.454
medium_variant,954,2065,female,3.378
medium_variant,954,2066,female,3.312
medium_variant,954,2067,female,3.253
medium_variant,954,2068,female,3.198
medium_variant,954,2069,female,3.142
medium_variant,954,2070,female,3.085
medium_variant,954,2071,female,3.037
medium_variant,954,2072,female,2.989
medium_variant,954,2073,female,2.943
medium_variant,954,2074,female,2.898
medium_variant,954,2075,female,2.855
medium_variant,954,2076,female,2.82
medium_variant,954,2077,female,2.79
medium_variant,954,2078,female,2.759
medium_variant,954,2079,female,2.728
medium_variant,954,2080,female,2.697
medium_variant,954,2081,female,2.674
medium_variant,954,2082,female,2.651
medium_variant,954,2083,female,2.628
medium_variant,954,2084,female,2.604
medium_variant,954,2085,female,2.579
medium_variant,954,2086,female,2.559
medium_variant,954,2087,female,2.54
medium_variant,954,2088,female,2.519
medium_variant,954,2089,female,2.497
medium_variant,954,2090,female,2.473
medium_variant,954,2091,female,2.454
medium_variant,954,2092,female,2.434
medium_variant,954,2093,female,2.414
medium_variant,954,2094,female,2.393
medium_variant,954,2095,female,2.368
medium_variant,954,2096,female,2.35
medium_variant,954,2097,female,2.332
medium_variant,954,2098,female,2.312
medium_variant,954,2099,female,2.292
medium_variant,954,2100,female,2.269
