variant,continent,year,gender,dependencyratio2064
estimates,905,1950,male,73.988
estimates,905,1951,male,75.364
estimates,905,1952,male,76.766
estimates,905,1953,male,78.431
estimates,905,1954,male,80.376
estimates,905,1955,male,82.497
estimates,905,1956,male,84.382
estimates,905,1957,male,86.279
estimates,905,1958,male,88.044
estimates,905,1959,male,89.516
estimates,905,1960,male,90.615
estimates,905,1961,male,92.127
estimates,905,1962,male,93.114
estimates,905,1963,male,93.663
estimates,905,1964,male,93.869
estimates,905,1965,male,93.757
estimates,905,1966,male,93.302
estimates,905,1967,male,92.62
estimates,905,1968,male,91.846
estimates,905,1969,male,91.003
estimates,905,1970,male,90.021
estimates,905,1971,male,88.545
estimates,905,1972,male,86.925
estimates,905,1973,male,85.179
estimates,905,1974,male,83.283
estimates,905,1975,male,81.239
estimates,905,1976,male,80.402
estimates,905,1977,male,79.38
estimates,905,1978,male,78.268
estimates,905,1979,male,77.151
estimates,905,1980,male,76.045
estimates,905,1981,male,74.516
estimates,905,1982,male,72.971
estimates,905,1983,male,71.532
estimates,905,1984,male,70.288
estimates,905,1985,male,69.266
estimates,905,1986,male,68.696
estimates,905,1987,male,68.275
estimates,905,1988,male,67.98
estimates,905,1989,male,67.762
estimates,905,1990,male,67.579
estimates,905,1991,male,67.665
estimates,905,1992,male,67.785
estimates,905,1993,male,67.902
estimates,905,1994,male,67.952
estimates,905,1995,male,67.887
estimates,905,1996,male,67.882
estimates,905,1997,male,67.67
estimates,905,1998,male,67.344
estimates,905,1999,male,67.005
estimates,905,2000,male,66.687
estimates,905,2001,male,66.407
estimates,905,2002,male,66.224
estimates,905,2003,male,66.049
estimates,905,2004,male,65.786
estimates,905,2005,male,65.414
estimates,905,2006,male,65.38
estimates,905,2007,male,65.242
estimates,905,2008,male,65.075
estimates,905,2009,male,64.975
estimates,905,2010,male,64.977
estimates,905,2011,male,65.061
estimates,905,2012,male,65.088
estimates,905,2013,male,65.12
estimates,905,2014,male,65.232
estimates,905,2015,male,65.471
medium_variant,905,2015,male,65.471
medium_variant,905,2016,male,65.854
medium_variant,905,2017,male,66.435
medium_variant,905,2018,male,67.145
medium_variant,905,2019,male,67.888
medium_variant,905,2020,male,68.625
medium_variant,905,2021,male,69.675
medium_variant,905,2022,male,70.658
medium_variant,905,2023,male,71.588
medium_variant,905,2024,male,72.499
medium_variant,905,2025,male,73.397
medium_variant,905,2026,male,74.334
medium_variant,905,2027,male,75.208
medium_variant,905,2028,male,76.02
medium_variant,905,2029,male,76.765
medium_variant,905,2030,male,77.45
medium_variant,905,2031,male,78.163
medium_variant,905,2032,male,78.807
medium_variant,905,2033,male,79.36
medium_variant,905,2034,male,79.798
medium_variant,905,2035,male,80.118
medium_variant,905,2036,male,80.408
medium_variant,905,2037,male,80.571
medium_variant,905,2038,male,80.626
medium_variant,905,2039,male,80.606
medium_variant,905,2040,male,80.544
medium_variant,905,2041,male,80.524
medium_variant,905,2042,male,80.442
medium_variant,905,2043,male,80.322
medium_variant,905,2044,male,80.201
medium_variant,905,2045,male,80.117
medium_variant,905,2046,male,80.145
medium_variant,905,2047,male,80.186
medium_variant,905,2048,male,80.251
medium_variant,905,2049,male,80.354
medium_variant,905,2050,male,80.514
medium_variant,905,2051,male,80.796
medium_variant,905,2052,male,81.098
medium_variant,905,2053,male,81.431
medium_variant,905,2054,male,81.815
medium_variant,905,2055,male,82.273
medium_variant,905,2056,male,82.851
medium_variant,905,2057,male,83.457
medium_variant,905,2058,male,84.069
medium_variant,905,2059,male,84.659
medium_variant,905,2060,male,85.217
medium_variant,905,2061,male,85.739
medium_variant,905,2062,male,86.185
medium_variant,905,2063,male,86.582
medium_variant,905,2064,male,86.966
medium_variant,905,2065,male,87.367
medium_variant,905,2066,male,87.722
medium_variant,905,2067,male,88.048
medium_variant,905,2068,male,88.363
medium_variant,905,2069,male,88.691
medium_variant,905,2070,male,89.057
medium_variant,905,2071,male,89.362
medium_variant,905,2072,male,89.674
medium_variant,905,2073,male,89.981
medium_variant,905,2074,male,90.26
medium_variant,905,2075,male,90.513
medium_variant,905,2076,male,90.617
medium_variant,905,2077,male,90.656
medium_variant,905,2078,male,90.67
medium_variant,905,2079,male,90.718
medium_variant,905,2080,male,90.851
medium_variant,905,2081,male,90.915
medium_variant,905,2082,male,91.006
medium_variant,905,2083,male,91.14
medium_variant,905,2084,male,91.333
medium_variant,905,2085,male,91.605
medium_variant,905,2086,male,91.789
medium_variant,905,2087,male,91.992
medium_variant,905,2088,male,92.229
medium_variant,905,2089,male,92.516
medium_variant,905,2090,male,92.883
medium_variant,905,2091,male,93.125
medium_variant,905,2092,male,93.373
medium_variant,905,2093,male,93.652
medium_variant,905,2094,male,93.983
medium_variant,905,2095,male,94.389
medium_variant,905,2096,male,94.609
medium_variant,905,2097,male,94.834
medium_variant,905,2098,male,95.082
medium_variant,905,2099,male,95.373
medium_variant,905,2100,male,95.734
estimates,905,1950,female,72.925
estimates,905,1951,female,74.321
estimates,905,1952,female,75.703
estimates,905,1953,female,77.279
estimates,905,1954,female,79.082
estimates,905,1955,female,81.045
estimates,905,1956,female,82.802
estimates,905,1957,female,84.649
estimates,905,1958,female,86.416
estimates,905,1959,female,87.955
estimates,905,1960,female,89.211
estimates,905,1961,female,90.887
estimates,905,1962,female,92.127
estimates,905,1963,female,92.951
estimates,905,1964,female,93.428
estimates,905,1965,female,93.596
estimates,905,1966,female,93.528
estimates,905,1967,female,93.17
estimates,905,1968,female,92.582
estimates,905,1969,female,91.823
estimates,905,1970,female,90.932
estimates,905,1971,female,89.794
estimates,905,1972,female,88.666
estimates,905,1973,female,87.495
