variant,continent,year,gender,dependencyratio2064
estimates,904,1950,male,117.26
estimates,904,1951,male,118.239
estimates,904,1952,male,119.332
estimates,904,1953,male,120.377
estimates,904,1954,male,121.23
estimates,904,1955,male,121.867
estimates,904,1956,male,123.266
estimates,904,1957,male,124.274
estimates,904,1958,male,125.099
estimates,904,1959,male,125.956
estimates,904,1960,male,126.935
estimates,904,1961,male,128.07
estimates,904,1962,male,129.325
estimates,904,1963,male,130.554
estimates,904,1964,male,131.535
estimates,904,1965,male,132.166
estimates,904,1966,male,133.235
estimates,904,1967,male,133.816
estimates,904,1968,male,133.989
estimates,904,1969,male,133.867
estimates,904,1970,male,133.494
estimates,904,1971,male,133.007
estimates,904,1972,male,132.28
estimates,904,1973,male,131.364
estimates,904,1974,male,130.295
estimates,904,1975,male,129.117
estimates,904,1976,male,128.221
estimates,904,1977,male,127.245
estimates,904,1978,male,126.164
estimates,904,1979,male,124.929
estimates,904,1980,male,123.515
estimates,904,1981,male,122.146
estimates,904,1982,male,120.581
estimates,904,1983,male,118.923
estimates,904,1984,male,117.266
estimates,904,1985,male,115.643
estimates,904,1986,male,114.115
estimates,904,1987,male,112.577
estimates,904,1988,male,111.047
estimates,904,1989,male,109.529
estimates,904,1990,male,108.016
estimates,904,1991,male,106.606
estimates,904,1992,male,105.189
estimates,904,1993,male,103.748
estimates,904,1994,male,102.254
estimates,904,1995,male,100.696
estimates,904,1996,male,99.198
estimates,904,1997,male,97.677
estimates,904,1998,male,96.144
estimates,904,1999,male,94.603
estimates,904,2000,male,93.054
estimates,904,2001,male,91.543
estimates,904,2002,male,90.004
estimates,904,2003,male,88.468
estimates,904,2004,male,86.963
estimates,904,2005,male,85.499
estimates,904,2006,male,83.991
estimates,904,2007,male,82.514
estimates,904,2008,male,81.081
estimates,904,2009,male,79.706
estimates,904,2010,male,78.401
estimates,904,2011,male,77.184
estimates,904,2012,male,76.055
estimates,904,2013,male,75.002
estimates,904,2014,male,74.009
estimates,904,2015,male,73.066
medium_variant,904,2015,male,73.066
medium_variant,904,2016,male,72.284
medium_variant,904,2017,male,71.508
medium_variant,904,2018,male,70.766
medium_variant,904,2019,male,70.088
medium_variant,904,2020,male,69.483
medium_variant,904,2021,male,68.922
medium_variant,904,2022,male,68.42
medium_variant,904,2023,male,67.984
medium_variant,904,2024,male,67.617
medium_variant,904,2025,male,67.322
medium_variant,904,2026,male,67.112
medium_variant,904,2027,male,66.962
medium_variant,904,2028,male,66.856
medium_variant,904,2029,male,66.767
medium_variant,904,2030,male,66.681
medium_variant,904,2031,male,66.603
medium_variant,904,2032,male,66.517
medium_variant,904,2033,male,66.44
medium_variant,904,2034,male,66.389
medium_variant,904,2035,male,66.379
medium_variant,904,2036,male,66.4
medium_variant,904,2037,male,66.444
medium_variant,904,2038,male,66.523
medium_variant,904,2039,male,66.646
medium_variant,904,2040,male,66.82
medium_variant,904,2041,male,67.028
medium_variant,904,2042,male,67.271
medium_variant,904,2043,male,67.557
medium_variant,904,2044,male,67.892
medium_variant,904,2045,male,68.281
medium_variant,904,2046,male,68.699
medium_variant,904,2047,male,69.15
medium_variant,904,2048,male,69.638
medium_variant,904,2049,male,70.164
medium_variant,904,2050,male,70.731
medium_variant,904,2051,male,71.298
medium_variant,904,2052,male,71.883
medium_variant,904,2053,male,72.492
medium_variant,904,2054,male,73.13
medium_variant,904,2055,male,73.801
medium_variant,904,2056,male,74.444
medium_variant,904,2057,male,75.09
medium_variant,904,2058,male,75.75
medium_variant,904,2059,male,76.437
medium_variant,904,2060,male,77.161
medium_variant,904,2061,male,77.834
medium_variant,904,2062,male,78.513
medium_variant,904,2063,male,79.202
medium_variant,904,2064,male,79.903
medium_variant,904,2065,male,80.619
medium_variant,904,2066,male,81.247
medium_variant,904,2067,male,81.855
medium_variant,904,2068,male,82.454
medium_variant,904,2069,male,83.053
medium_variant,904,2070,male,83.667
medium_variant,904,2071,male,84.167
medium_variant,904,2072,male,84.639
medium_variant,904,2073,male,85.11
medium_variant,904,2074,male,85.615
medium_variant,904,2075,male,86.18
medium_variant,904,2076,male,86.667
medium_variant,904,2077,male,87.169
medium_variant,904,2078,male,87.696
medium_variant,904,2079,male,88.256
medium_variant,904,2080,male,88.858
medium_variant,904,2081,male,89.346
medium_variant,904,2082,male,89.828
medium_variant,904,2083,male,90.319
medium_variant,904,2084,male,90.838
medium_variant,904,2085,male,91.402
medium_variant,904,2086,male,91.834
medium_variant,904,2087,male,92.254
medium_variant,904,2088,male,92.682
medium_variant,904,2089,male,93.139
medium_variant,904,2090,male,93.643
medium_variant,904,2091,male,94
medium_variant,904,2092,male,94.344
medium_variant,904,2093,male,94.698
medium_variant,904,2094,male,95.084
medium_variant,904,2095,male,95.526
medium_variant,904,2096,male,95.809
