country,variant,gender,freq,year,mortality15to60per1000aliveat15
368,estimates,female,5yearly,1950,446.729995797074
368,estimates,male,5yearly,1950,481.839263015418
368,estimates,female,5yearly,1955,408.160001613735
368,estimates,male,5yearly,1955,389.429929798458
368,estimates,female,5yearly,1960,360.530002409678
368,estimates,male,5yearly,1960,320.979990904294
368,estimates,female,5yearly,1965,308.560636328512
368,estimates,male,5yearly,1965,279.770002008332
368,estimates,female,5yearly,1970,271.529874650471
368,estimates,male,5yearly,1970,261.219994391497
368,estimates,female,5yearly,1975,249.270069880621
368,estimates,male,5yearly,1975,255.48999012749
368,estimates,female,5yearly,1980,198.050001981109
368,estimates,male,5yearly,1980,455.212878257131
368,estimates,female,5yearly,1985,164.82983085626
368,estimates,male,5yearly,1985,290.240217305806
368,estimates,female,5yearly,1990,135.98957672131
368,estimates,male,5yearly,1990,229.941956611485
368,estimates,female,5yearly,1995,118.936853321193
368,estimates,male,5yearly,1995,194.628230358321
368,estimates,female,5yearly,2000,135.989580374474
368,estimates,male,5yearly,2000,200.28782264316
368,estimates,female,5yearly,2005,135.989586296905
368,estimates,male,5yearly,2005,239.230618106216
368,estimates,female,5yearly,2010,135.989581745125
368,estimates,male,5yearly,2010,200.321223086931
368,medium_variant,female,5yearly,2015,125.666370774466
368,medium_variant,male,5yearly,2015,193.183629535206
368,medium_variant,female,5yearly,2020,116.36967699285
368,medium_variant,male,5yearly,2020,186.353771361924
368,medium_variant,female,5yearly,2025,107.792825096713
368,medium_variant,male,5yearly,2025,179.672852411693
368,medium_variant,female,5yearly,2030,101.79505483017
368,medium_variant,male,5yearly,2030,173.128532259255
368,medium_variant,female,5yearly,2035,96.1133853321339
368,medium_variant,male,5yearly,2035,166.481291154262
368,medium_variant,female,5yearly,2040,90.667172146372
368,medium_variant,male,5yearly,2040,159.122556783285
368,medium_variant,female,5yearly,2045,85.3413400282137
368,medium_variant,male,5yearly,2045,151.979843042681
368,medium_variant,female,5yearly,2050,80.4092485163446
368,medium_variant,male,5yearly,2050,144.263222656791
368,medium_variant,female,5yearly,2055,75.8013275926086
368,medium_variant,male,5yearly,2055,136.49385412297
368,medium_variant,female,5yearly,2060,71.2969526550041
368,medium_variant,male,5yearly,2060,128.371400161419
368,medium_variant,female,5yearly,2065,67.074998697679
368,medium_variant,male,5yearly,2065,120.092576465951
368,medium_variant,female,5yearly,2070,63.2711965747954
368,medium_variant,male,5yearly,2070,111.199106913271
368,medium_variant,female,5yearly,2075,59.5119123336302
368,medium_variant,male,5yearly,2075,102.398734025857
368,medium_variant,female,5yearly,2080,56.0604940404856
368,medium_variant,male,5yearly,2080,93.7377916278487
368,medium_variant,female,5yearly,2085,52.4837022891009
368,medium_variant,male,5yearly,2085,85.2432070902313
368,medium_variant,female,5yearly,2090,49.1759242153128
368,medium_variant,male,5yearly,2090,77.068342005054
368,medium_variant,female,5yearly,2095,45.6319009324966
368,medium_variant,male,5yearly,2095,69.0280326695986
368,estimates,female,5yearly,Regi,Iraq
368,estimates,male,5yearly,Regi,Iraq
368,medium_variant,female,5yearly,Regi,Iraq
368,medium_variant,male,5yearly,Regi,Iraq
