country,variant,gender,freq,year,mortality15to60per1000aliveat15
404,estimates,female,5yearly,1950,395.281809380093
404,estimates,male,5yearly,1950,461.216685986291
404,estimates,female,5yearly,1955,370.133666961859
404,estimates,male,5yearly,1955,433.521042229112
404,estimates,female,5yearly,1960,335.379752838979
404,estimates,male,5yearly,1960,401.856751845839
404,estimates,female,5yearly,1965,310.12534395427
404,estimates,male,5yearly,1965,375.808481278039
404,estimates,female,5yearly,1970,282.822674187251
404,estimates,male,5yearly,1970,346.870409479602
404,estimates,female,5yearly,1975,259.217943579503
404,estimates,male,5yearly,1975,319.516939936559
404,estimates,female,5yearly,1980,237.047024170781
404,estimates,male,5yearly,1980,297.366707678086
404,estimates,female,5yearly,1985,244.292905866088
404,estimates,male,5yearly,1985,320.414533158823
404,estimates,female,5yearly,1990,309.396842097857
404,estimates,male,5yearly,1990,407.937595195396
404,estimates,female,5yearly,1995,422.439766157555
404,estimates,male,5yearly,1995,514.859570835132
404,estimates,female,5yearly,2000,452.880141317169
404,estimates,male,5yearly,2000,523.46144571789
404,estimates,female,5yearly,2005,318.938544805633
404,estimates,male,5yearly,2005,372.233619901277
404,estimates,female,5yearly,2010,196.249786555653
404,estimates,male,5yearly,2010,281.894250324883
404,medium_variant,female,5yearly,2015,174.375877554336
404,medium_variant,male,5yearly,2015,252.222343823873
404,medium_variant,female,5yearly,2020,165.145168590826
404,medium_variant,male,5yearly,2020,236.415098354416
404,medium_variant,female,5yearly,2025,151.673359443336
404,medium_variant,male,5yearly,2025,211.429132704407
404,medium_variant,female,5yearly,2030,136.521057425483
404,medium_variant,male,5yearly,2030,188.447635994195
404,medium_variant,female,5yearly,2035,123.183284451848
404,medium_variant,male,5yearly,2035,170.84943922692
404,medium_variant,female,5yearly,2040,112.734305558402
404,medium_variant,male,5yearly,2040,156.509764400647
404,medium_variant,female,5yearly,2045,102.632642244451
404,medium_variant,male,5yearly,2045,143.923536055228
404,medium_variant,female,5yearly,2050,93.6104215014274
404,medium_variant,male,5yearly,2050,132.667382810376
404,medium_variant,female,5yearly,2055,86.2002104363565
404,medium_variant,male,5yearly,2055,123.081183336747
404,medium_variant,female,5yearly,2060,79.4727856299074
404,medium_variant,male,5yearly,2060,114.976054133532
404,medium_variant,female,5yearly,2065,73.6495502754568
404,medium_variant,male,5yearly,2065,109.228991106853
404,medium_variant,female,5yearly,2070,69.1644723039808
404,medium_variant,male,5yearly,2070,103.663208417403
404,medium_variant,female,5yearly,2075,65.2230161133712
404,medium_variant,male,5yearly,2075,98.4852743268675
404,medium_variant,female,5yearly,2080,61.3096109602949
404,medium_variant,male,5yearly,2080,93.3714300464896
404,medium_variant,female,5yearly,2085,57.9495355155638
404,medium_variant,male,5yearly,2085,88.6568732564935
404,medium_variant,female,5yearly,2090,54.3221183962755
404,medium_variant,male,5yearly,2090,83.8447713788302
404,medium_variant,female,5yearly,2095,50.8163900951399
404,medium_variant,male,5yearly,2095,79.1896822162591
404,estimates,female,5yearly,Regi,Kenya
404,estimates,male,5yearly,Regi,Kenya
404,medium_variant,female,5yearly,Regi,Kenya
404,medium_variant,male,5yearly,Regi,Kenya
