country,variant,gender,freq,year,mortality15to60per1000aliveat15
710,estimates,female,5yearly,1950,349.514021136794
710,estimates,male,5yearly,1950,427.971842709211
710,estimates,female,5yearly,1955,323.913622952843
710,estimates,male,5yearly,1955,396.587776125909
710,estimates,female,5yearly,1960,306.237365902846
710,estimates,male,5yearly,1960,376.680398711047
710,estimates,female,5yearly,1965,287.651169467708
710,estimates,male,5yearly,1965,355.804094403646
710,estimates,female,5yearly,1970,278.551642275148
710,estimates,male,5yearly,1970,385.653602137936
710,estimates,female,5yearly,1975,278.551644217509
710,estimates,male,5yearly,1975,401.354766606493
710,estimates,female,5yearly,1980,278.55154720664
710,estimates,male,5yearly,1980,401.354714519322
710,estimates,female,5yearly,1985,237.55577785569
710,estimates,male,5yearly,1985,363.051374154522
710,estimates,female,5yearly,1990,220.528049736933
710,estimates,male,5yearly,1990,345.780680748802
710,estimates,female,5yearly,1995,290.710437401287
710,estimates,male,5yearly,1995,418.137362595825
710,estimates,female,5yearly,2000,430.890678878712
710,estimates,male,5yearly,2000,543.665302070645
710,estimates,female,5yearly,2005,470.047911197207
710,estimates,male,5yearly,2005,575.60904055477
710,estimates,female,5yearly,2010,334.872634209599
710,estimates,male,5yearly,2010,466.01653049919
710,medium_variant,female,5yearly,2015,258.470586331032
710,medium_variant,male,5yearly,2015,378.911906377719
710,medium_variant,female,5yearly,2020,252.012636654376
710,medium_variant,male,5yearly,2020,362.106542665363
710,medium_variant,female,5yearly,2025,242.626750495389
710,medium_variant,male,5yearly,2025,340.279618526048
710,medium_variant,female,5yearly,2030,229.596124875262
710,medium_variant,male,5yearly,2030,313.821498422204
710,medium_variant,female,5yearly,2035,211.443516280648
710,medium_variant,male,5yearly,2035,285.306662913796
710,medium_variant,female,5yearly,2040,191.332801695827
710,medium_variant,male,5yearly,2040,259.715075361701
710,medium_variant,female,5yearly,2045,172.567047351939
710,medium_variant,male,5yearly,2045,236.697859139188
710,medium_variant,female,5yearly,2050,155.477332531364
710,medium_variant,male,5yearly,2050,215.067883637855
710,medium_variant,female,5yearly,2055,140.432199483577
710,medium_variant,male,5yearly,2055,195.432697883041
710,medium_variant,female,5yearly,2060,126.823423939182
710,medium_variant,male,5yearly,2060,176.963125251329
710,medium_variant,female,5yearly,2065,115.665409192342
710,medium_variant,male,5yearly,2065,159.787608046707
710,medium_variant,female,5yearly,2070,105.908408818841
710,medium_variant,male,5yearly,2070,146.202281291433
710,medium_variant,female,5yearly,2075,97.0853939753641
710,medium_variant,male,5yearly,2075,134.522689278997
710,medium_variant,female,5yearly,2080,88.9759795076398
710,medium_variant,male,5yearly,2080,123.764848008188
710,medium_variant,female,5yearly,2085,81.5251173449083
710,medium_variant,male,5yearly,2085,113.753495884317
710,medium_variant,female,5yearly,2090,74.6160299685489
710,medium_variant,male,5yearly,2090,104.460338994163
710,medium_variant,female,5yearly,2095,68.2320739057266
710,medium_variant,male,5yearly,2095,95.8612305215479
710,estimates,female,5yearly,Regi,South Africa
710,estimates,male,5yearly,Regi,South Africa
710,medium_variant,female,5yearly,Regi,South Africa
710,medium_variant,male,5yearly,Regi,South Africa
