country,variant,gender,freq,year,mortality15to60per1000aliveat15
64,estimates,female,5yearly,1950,577.912434017872
64,estimates,male,5yearly,1950,602.885087206254
64,estimates,female,5yearly,1955,564.279794610508
64,estimates,male,5yearly,1955,587.373046575515
64,estimates,female,5yearly,1960,552.052321024683
64,estimates,male,5yearly,1960,570.285097495098
64,estimates,female,5yearly,1965,526.347641981465
64,estimates,male,5yearly,1965,539.575584734246
64,estimates,female,5yearly,1970,499.478095080493
64,estimates,male,5yearly,1970,508.062146370804
64,estimates,female,5yearly,1975,475.696679238766
64,estimates,male,5yearly,1975,478.121999592702
64,estimates,female,5yearly,1980,438.553729128463
64,estimates,male,5yearly,1980,437.650733591815
64,estimates,female,5yearly,1985,401.658602951405
64,estimates,male,5yearly,1985,398.059250443745
64,estimates,female,5yearly,1990,360.4354129389
64,estimates,male,5yearly,1990,355.274591216224
64,estimates,female,5yearly,1995,318.731897631415
64,estimates,male,5yearly,1995,312.833794036276
64,estimates,female,5yearly,2000,278.931826617807
64,estimates,male,5yearly,2000,272.995763780815
64,estimates,female,5yearly,2005,240.84395889112
64,estimates,male,5yearly,2005,235.423407895545
64,estimates,female,5yearly,2010,224.689643839062
64,estimates,male,5yearly,2010,215.607834933112
64,medium_variant,female,5yearly,2015,199.128742055539
64,medium_variant,male,5yearly,2015,200.68308494207
64,medium_variant,female,5yearly,2020,178.786848983964
64,medium_variant,male,5yearly,2020,189.019963175773
64,medium_variant,female,5yearly,2025,161.885283078568
64,medium_variant,male,5yearly,2025,179.64345447688
64,medium_variant,female,5yearly,2030,151.20871401625
64,medium_variant,male,5yearly,2030,171.841214700209
64,medium_variant,female,5yearly,2035,141.837831208677
64,medium_variant,male,5yearly,2035,164.236105956865
64,medium_variant,female,5yearly,2040,133.72772966884
64,medium_variant,male,5yearly,2040,155.674795595766
64,medium_variant,female,5yearly,2045,126.424821796287
64,medium_variant,male,5yearly,2045,147.630821157361
64,medium_variant,female,5yearly,2050,119.815450509411
64,medium_variant,male,5yearly,2050,139.611957682918
64,medium_variant,female,5yearly,2055,114.169222815338
64,medium_variant,male,5yearly,2055,131.945026541289
64,medium_variant,female,5yearly,2060,108.907427206532
64,medium_variant,male,5yearly,2060,124.303676551998
64,medium_variant,female,5yearly,2065,104.079917289543
64,medium_variant,male,5yearly,2065,116.990870359791
64,medium_variant,female,5yearly,2070,99.6150326228058
64,medium_variant,male,5yearly,2070,109.768652549608
64,medium_variant,female,5yearly,2075,95.2950678855995
64,medium_variant,male,5yearly,2075,102.804691217486
64,medium_variant,female,5yearly,2080,91.2660172808685
64,medium_variant,male,5yearly,2080,96.105962061435
64,medium_variant,female,5yearly,2085,87.2915399678619
64,medium_variant,male,5yearly,2085,89.8994374673568
64,medium_variant,female,5yearly,2090,83.512126124328
64,medium_variant,male,5yearly,2090,84.3168109894455
64,medium_variant,female,5yearly,2095,80.3100709178984
64,medium_variant,male,5yearly,2095,78.8957660707377
64,estimates,female,5yearly,Regi,Bhutan
64,estimates,male,5yearly,Regi,Bhutan
64,medium_variant,female,5yearly,Regi,Bhutan
64,medium_variant,male,5yearly,Regi,Bhutan
