global,year,variant,agebroad,sexratio_maleper100female
900,2020,momentum,15plus,100.08192034322
900,2020,no_change,15plus,100.120045679665
900,2020,zero_migration,15plus,100.100032094209
900,2020,medium_variant,15_17,107.06274280889
900,2020,constant_fertility,15_24,106.836746531853
900,2020,constant_mortality,15_24,106.843239737979
900,2020,high_variant,15_24,106.836746531853
900,2020,instant_replacement,15_24,106.836942314766
900,2020,low_variant,15_24,106.836746531853
900,2020,medium_variant,15_24,106.836746531853
900,2020,momentum,15_24,106.765838904423
900,2020,no_change,15_24,106.843239591628
900,2020,zero_migration,15_24,106.759282049684
900,2020,constant_fertility,15_49,104.415135210495
900,2020,constant_mortality,15_49,104.405609629142
900,2020,high_variant,15_49,104.415135210495
900,2020,instant_replacement,15_49,104.415294903218
900,2020,low_variant,15_49,104.415135210495
900,2020,medium_variant,15_49,104.415135210495
900,2020,momentum,15_49,104.333867226727
900,2020,no_change,15_49,104.40560941611
900,2020,zero_migration,15_49,104.343379074645
900,2020,constant_fertility,15_59,103.464042757078
900,2020,constant_mortality,15_59,103.444608765001
900,2020,high_variant,15_59,103.464042757078
900,2020,instant_replacement,15_59,103.464158918891
900,2020,low_variant,15_59,103.464042757078
900,2020,medium_variant,15_59,103.464042757078
900,2020,momentum,15_59,103.393503887142
900,2020,no_change,15_59,103.444608496343
900,2020,zero_migration,15_59,103.412943581668
900,2020,constant_fertility,15_64,102.928053965673
900,2020,constant_mortality,15_64,102.90457815191
900,2020,high_variant,15_64,102.928053965673
900,2020,instant_replacement,15_64,102.928149112618
900,2020,low_variant,15_64,102.928053965673
900,2020,medium_variant,15_64,102.928053965673
900,2020,momentum,15_64,102.859543920727
900,2020,no_change,15_64,102.904577916317
900,2020,zero_migration,15_64,102.883043179498
900,2020,medium_variant,16plus,99.9918671550461
900,2020,medium_variant,17plus,99.8408563959097
900,2020,medium_variant,18plus,99.685170574354
900,2020,medium_variant,18_23,106.782516942787
900,2020,constant_fertility,20plus,99.3607367025484
900,2020,constant_mortality,20plus,99.3382601794666
900,2020,high_variant,20plus,99.3607367025484
900,2020,instant_replacement,20plus,99.3607860979226
900,2020,low_variant,20plus,99.3607367025484
900,2020,medium_variant,20plus,99.3607367025484
900,2020,momentum,20plus,99.2959341628111
900,2020,no_change,20plus,99.3382599591681
900,2020,zero_migration,20plus,99.3185288087303
900,2020,constant_fertility,20_64,102.381885441328
900,2020,constant_mortality,20_64,102.353941923804
900,2020,high_variant,20_64,102.381885441328
900,2020,instant_replacement,20_64,102.381981901993
900,2020,low_variant,20_64,102.381885441328
900,2020,medium_variant,20_64,102.381885441328
900,2020,momentum,20_64,102.30327981989
900,2020,no_change,20_64,102.353941644761
900,2020,zero_migration,20_64,102.331262238288
900,2020,constant_fertility,20_69,101.758399803224
900,2020,constant_mortality,20_69,101.727050132291
900,2020,high_variant,20_69,101.758399803224
900,2020,instant_replacement,20_69,101.758481152171
900,2020,low_variant,20_69,101.758399803224
900,2020,medium_variant,20_69,101.758399803224
900,2020,momentum,20_69,101.680113408342
900,2020,no_change,20_69,101.727049839585
900,2020,zero_migration,20_69,101.711524565467
900,2020,medium_variant,21plus,99.1921463414978
900,2020,constant_fertility,25plus,98.4660158374345
900,2020,constant_mortality,25plus,98.4380937888463
900,2020,high_variant,25plus,98.4660158374345
900,2020,instant_replacement,25plus,98.4660567100126
900,2020,low_variant,25plus,98.4660158374345
900,2020,medium_variant,25plus,98.4660158374345
900,2020,momentum,25plus,98.4087788349701
900,2020,no_change,25plus,98.438093549932
900,2020,zero_migration,25plus,98.436802823309
900,2020,constant_fertility,25_49,103.367204657628
900,2020,constant_mortality,25_49,103.350260214124
900,2020,high_variant,25_49,103.367204657628
900,2020,instant_replacement,25_49,103.367364585996
900,2020,low_variant,25_49,103.367204657628
900,2020,medium_variant,25_49,103.367204657628
900,2020,momentum,25_49,103.280094406895
900,2020,no_change,25_49,103.350259956948
900,2020,zero_migration,25_49,103.297042844947
900,2020,constant_fertility,25_64,101.749806744986
900,2020,constant_mortality,25_64,101.716406703318
900,2020,high_variant,25_64,101.749806744986
900,2020,instant_replacement,25_64,101.749891964359
900,2020,low_variant,25_64,101.749806744986
900,2020,medium_variant,25_64,101.749806744986
900,2020,momentum,25_64,101.680352810857
900,2020,no_change,25_64,101.716406408932
900,2020,zero_migration,25_64,101.713790182812
900,2020,constant_fertility,25_69,101.083063133029
900,2020,constant_mortality,25_69,101.045943407001
900,2020,high_variant,25_69,101.083063133029
900,2020,instant_replacement,25_69,101.083133476474
900,2020,low_variant,25_69,101.083063133029
900,2020,medium_variant,25_69,101.083063133029
900,2020,momentum,25_69,101.013124679797
900,2020,no_change,25_69,101.045943095886
900,2020,zero_migration,25_69,101.05030306781
900,2020,constant_fertility,50plus,91.7857540630966
900,2020,constant_mortality,50plus,91.7143970827515
900,2020,high_variant,50plus,91.7857540630967
900,2020,instant_replacement,50plus,91.7856900833497
900,2020,low_variant,50plus,91.7857540630966
900,2020,medium_variant,50plus,91.7857540630967
900,2020,momentum,50plus,91.7445050041015
900,2020,no_change,50plus,91.7143965632958
900,2020,zero_migration,50plus,91.8157942958779
900,2020,constant_fertility,60plus,86.3496234328709
900,2020,constant_mortality,60plus,86.2408367491824
900,2020,high_variant,60plus,86.3496234328709
900,2020,instant_replacement,60plus,86.3495535073245
900,2020,low_variant,60plus,86.3496234328709
900,2020,medium_variant,60plus,86.3496234328709
900,2020,momentum,60plus,86.2605156362408
900,2020,no_change,60plus,86.2408363490097
900,2020,zero_migration,60plus,86.3692456934361
900,2020,constant_fertility,65plus,82.6530587228216
900,2020,constant_mortality,65plus,82.5121804528986
900,2020,high_variant,65plus,82.6530587228216
900,2020,instant_replacement,65plus,82.6530189155888
900,2020,low_variant,65plus,82.6530587228216
900,2020,medium_variant,65plus,82.6530587228216
900,2020,momentum,65plus,82.5209972754243
900,2020,no_change,65plus,82.5121798459021
900,2020,zero_migration,65plus,82.6618534226618
900,2020,constant_fertility,70plus,77.61623533958
900,2020,constant_mortality,70plus,77.4212237491405
900,2020,high_variant,70plus,77.61623533958
900,2020,instant_replacement,70plus,77.6162185852455
900,2020,low_variant,70plus,77.61623533958
900,2020,medium_variant,70plus,77.61623533958
900,2020,momentum,70plus,77.4235249391474
900,2020,no_change,70plus,77.421222954022
900,2020,zero_migration,70plus,77.6185080074755
900,2020,constant_fertility,75plus,71.6973791965106
900,2020,constant_mortality,75plus,71.4385053350874
900,2020,high_variant,75plus,71.6973791965106
900,2020,instant_replacement,75plus,71.6973656931206
900,2020,low_variant,75plus,71.6973791965106
900,2020,medium_variant,75plus,71.6973791965106
900,2020,momentum,75plus,71.4395199530508
900,2020,no_change,75plus,71.4385066235621
900,2020,zero_migration,75plus,71.698379169778
900,2020,constant_fertility,80plus,64.6760379594768
900,2020,constant_mortality,80plus,64.3641075690555
900,2020,high_variant,80plus,64.6760379594768
900,2020,instant_replacement,80plus,64.6760130560188
900,2020,low_variant,80plus,64.6760379594768
900,2020,medium_variant,80plus,64.6760379594769
900,2020,momentum,80plus,64.3642617577479
900,2020,no_change,80plus,64.3641116532204
900,2020,zero_migration,80plus,64.6761624629634
900,2020,constant_fertility,85plus,56.3896735504299
900,2020,constant_mortality,85plus,56.0477160551845
900,2020,high_variant,85plus,56.3896735504299
900,2020,instant_replacement,85plus,56.3896513256217
900,2020,low_variant,85plus,56.3896735504299
900,2020,medium_variant,85plus,56.3896735504299
900,2020,momentum,85plus,56.0485485638392
900,2020,no_change,85plus,56.0477227154731
900,2020,zero_migration,85plus,56.3904274989087
900,2020,constant_fertility,90plus,46.5450243633352
900,2020,constant_mortality,90plus,46.2547940501308
900,2020,high_variant,90plus,46.5450243633352
900,2020,instant_replacement,90plus,46.5450107928595
900,2020,low_variant,90plus,46.5450243633352
900,2020,medium_variant,90plus,46.5450243633352
900,2020,momentum,90plus,46.254911661377
900,2020,no_change,90plus,46.2547940501308
900,2020,zero_migration,90plus,46.5451436574772
900,2025,constant_fertility,"Region, subregion, country or area *",WORLD
900,2025,constant_mortality,"Region, subregion, country or area *",WORLD
900,2025,high_variant,"Region, subregion, country or area *",WORLD
900,2025,instant_replacement,"Region, subregion, country or area *",WORLD
900,2025,low_variant,"Region, subregion, country or area *",WORLD
900,2025,medium_variant,"Region, subregion, country or area *",WORLD
900,2025,momentum,"Region, subregion, country or area *",WORLD
900,2025,no_change,"Region, subregion, country or area *",WORLD
900,2025,zero_migration,"Region, subregion, country or area *",WORLD
900,2025,constant_fertility,total,101.803297243726
900,2025,constant_mortality,total,101.686491290167
900,2025,high_variant,total,101.844507514484
900,2025,instant_replacement,total,101.776144053652
900,2025,low_variant,total,101.604053814722
900,2025,medium_variant,total,101.726899693407
900,2025,momentum,total,101.732963554351
900,2025,no_change,total,101.762644651242
900,2025,zero_migration,total,101.715552989044
900,2025,medium_variant,0_1,106.290412336225
900,2025,constant_fertility,0_4,106.516606282232
900,2025,constant_mortality,0_4,106.319293092201
900,2025,high_variant,0_4,106.451532152708
900,2025,instant_replacement,0_4,107.126888461541
900,2025,low_variant,0_4,106.186416005303
900,2025,medium_variant,0_4,106.340871698879
900,2025,momentum,0_4,107.092816067908
900,2025,no_change,0_4,106.495143572232
900,2025,zero_migration,0_4,106.348486617075
900,2025,constant_fertility,0_14,106.696825493549
900,2025,constant_mortality,0_14,106.618236504597
900,2025,high_variant,0_14,106.665463342508
900,2025,instant_replacement,0_14,107.179966635823
900,2025,low_variant,0_14,106.543845686469
900,2025,medium_variant,0_14,106.610065284952
900,2025,momentum,0_14,107.179703577079
900,2025,no_change,0_14,106.704429048251
900,2025,zero_migration,0_14,106.614108800488
900,2025,medium_variant,0_17,106.658930604525
900,2025,constant_fertility,0_19,106.749758511439
900,2025,constant_mortality,0_19,106.696333200107
900,2025,high_variant,0_19,106.723835604238
900,2025,instant_replacement,0_19,107.115505722965
900,2025,low_variant,0_19,106.642122162342
900,2025,medium_variant,0_19,106.685724569928
900,2025,momentum,0_19,107.11750182599
900,2025,no_change,0_19,106.759757896987
900,2025,zero_migration,0_19,106.686811986325
900,2025,constant_fertility,0_24,106.786221444053
900,2025,constant_mortality,0_24,106.745166316295
900,2025,high_variant,0_24,106.763940875507
900,2025,instant_replacement,0_24,107.083855479288
900,2025,low_variant,0_24,106.703010434005
900,2025,medium_variant,0_24,106.735132634847
900,2025,momentum,0_24,107.058928868899
900,2025,no_change,0_24,106.795735775951
900,2025,zero_migration,0_24,106.709363564125
900,2025,medium_variant,3_4,106.397095081202
900,2025,medium_variant,3_5,106.424655837465
900,2025,medium_variant,3_6,106.453940016627
900,2025,medium_variant,4_5,106.45115056472
900,2025,medium_variant,4_6,106.481412471232
900,2025,medium_variant,5_10,106.639308204155
900,2025,medium_variant,5_11,106.671698293089
900,2025,constant_fertility,5_14,106.794884448966
900,2025,constant_mortality,5_14,106.769326983573
900,2025,high_variant,5_14,106.786120884175
900,2025,instant_replacement,5_14,107.205650673685
900,2025,low_variant,5_14,106.7038820551
900,2025,medium_variant,5_14,106.747046826804
900,2025,momentum,5_14,107.222068126342
900,2025,no_change,5_14,106.817487969752
900,2025,zero_migration,5_14,106.749323184524
900,2025,medium_variant,6_9,106.639223197504
900,2025,medium_variant,6_10,106.671375473896
900,2025,medium_variant,6_11,106.703893562774
900,2025,medium_variant,6_12,106.73380374343
900,2025,medium_variant,7_10,106.703869411363
900,2025,medium_variant,7_12,106.766023127986
900,2025,medium_variant,11_16,106.913567163874
900,2025,medium_variant,11_17,106.912603740683
900,2025,medium_variant,11_18,106.914295843593
900,2025,medium_variant,12_14,106.926233905718
900,2025,medium_variant,12_16,106.922904106978
900,2025,medium_variant,12_17,106.92025288459
900,2025,medium_variant,12_18,106.921130482619
900,2025,medium_variant,13_17,106.921276093706
900,2025,medium_variant,13_18,106.92213746904
900,2025,medium_variant,13_19,106.927133257146
900,2025,constant_fertility,15plus,100.179890372558
900,2025,constant_mortality,15plus,100.127232467555
900,2025,high_variant,15plus,100.179890795244
900,2025,instant_replacement,15plus,100.179898981018
900,2025,low_variant,15plus,100.179890892248
900,2025,medium_variant,15plus,100.179890502305
900,2025,momentum,15plus,100.110235202203
900,2025,no_change,15plus,100.127230004635
900,2025,zero_migration,15plus,100.163111634375
900,2025,medium_variant,15_17,106.914124823881
900,2025,constant_fertility,15_24,106.938265337486
900,2025,constant_mortality,15_24,106.949901252528
900,2025,high_variant,15_24,106.938267661926
900,2025,instant_replacement,15_24,106.938303081399
900,2025,low_variant,15_24,106.938268091782
900,2025,medium_variant,15_24,106.93826599143
900,2025,momentum,15_24,106.87553193172
900,2025,no_change,15_24,106.949890692517
900,2025,zero_migration,15_24,106.863987965044
900,2025,constant_fertility,15_49,104.776689294423
900,2025,constant_mortality,15_49,104.743056722022
900,2025,high_variant,15_49,104.776689985419
900,2025,instant_replacement,15_49,104.776710463047
900,2025,low_variant,15_49,104.77669012259
900,2025,medium_variant,15_49,104.776689494221
900,2025,momentum,15_49,104.67116726862
900,2025,no_change,15_49,104.743051514284
900,2025,zero_migration,15_49,104.705174342822
900,2025,constant_fertility,15_59,103.759236162076
900,2025,constant_mortality,15_59,103.697217961132
900,2025,high_variant,15_59,103.759236719182
900,2025,instant_replacement,15_59,103.759253624463
900,2025,low_variant,15_59,103.759236833453
900,2025,medium_variant,15_59,103.759236325275
900,2025,momentum,15_59,103.66703617299
900,2025,no_change,15_59,103.697213753633
900,2025,zero_migration,15_59,103.729298773035
900,2025,constant_fertility,15_64,103.193367065091
900,2025,constant_mortality,15_64,103.120122425888
900,2025,high_variant,15_64,103.193367579072
900,2025,instant_replacement,15_64,103.193383140257
900,2025,low_variant,15_64,103.193367686417
900,2025,medium_variant,15_64,103.193367216761
900,2025,momentum,15_64,103.097486485375
900,2025,no_change,15_64,103.120118468119
900,2025,zero_migration,15_64,103.170963654879
900,2025,medium_variant,16plus,100.039445694289
900,2025,medium_variant,17plus,99.894579803707
900,2025,medium_variant,18plus,99.7449919278894
900,2025,medium_variant,18_23,106.95904318198
900,2025,constant_fertility,20plus,99.4297095253425
900,2025,constant_mortality,20plus,99.3650979371941
900,2025,high_variant,20plus,99.4297095253425
900,2025,instant_replacement,20plus,99.4297173577699
900,2025,low_variant,20plus,99.4297095253425
900,2025,medium_variant,20plus,99.4297095253425
900,2025,momentum,20plus,99.3463092828993
900,2025,no_change,20plus,99.3650963894125
900,2025,zero_migration,20plus,99.4111946779911
900,2025,constant_fertility,20_64,102.694656793963
900,2025,constant_mortality,20_64,102.60851129445
900,2025,high_variant,20_64,102.694656793963
900,2025,instant_replacement,20_64,102.694671351113
900,2025,low_variant,20_64,102.694656793963
900,2025,medium_variant,20_64,102.694656793963
900,2025,momentum,20_64,102.583351379039
900,2025,no_change,20_64,102.608508530248
900,2025,zero_migration,20_64,102.669790489139
900,2025,constant_fertility,20_69,102.028088374629
900,2025,constant_mortality,20_69,101.93296898314
900,2025,high_variant,20_69,102.028088374629
900,2025,instant_replacement,20_69,102.028102265622
900,2025,low_variant,20_69,102.028088374629
900,2025,medium_variant,20_69,102.028088374629
900,2025,momentum,20_69,101.91181646278
900,2025,no_change,20_69,101.932966588149
900,2025,zero_migration,20_69,102.007241762903
900,2025,medium_variant,21plus,99.2636617658062
900,2025,constant_fertility,25plus,98.5422086300013
900,2025,constant_mortality,25plus,98.4638367218368
900,2025,high_variant,25plus,98.5422086300013
900,2025,instant_replacement,25plus,98.5422158829211
900,2025,low_variant,25plus,98.5422086300012
900,2025,medium_variant,25plus,98.5422086300013
900,2025,momentum,25plus,98.4589180116613
900,2025,no_change,25plus,98.463835133984
900,2025,zero_migration,25plus,98.5374959246631
900,2025,constant_fertility,25_49,103.833196867803
900,2025,constant_mortality,25_49,103.778736917228
900,2025,high_variant,25_49,103.833196867803
900,2025,instant_replacement,25_49,103.833213191081
900,2025,low_variant,25_49,103.833196867803
900,2025,medium_variant,25_49,103.833196867803
900,2025,momentum,25_49,103.706296655908
900,2025,no_change,25_49,103.778733581379
900,2025,zero_migration,25_49,103.761296433398
900,2025,constant_fertility,25_64,102.076392183013
900,2025,constant_mortality,25_64,101.975710167808
900,2025,high_variant,25_64,102.076392183013
900,2025,instant_replacement,25_64,102.076405283758
900,2025,low_variant,25_64,102.076392183013
900,2025,medium_variant,25_64,102.076392183013
900,2025,momentum,25_64,101.967052871127
900,2025,no_change,25_64,101.975707503216
900,2025,zero_migration,25_64,102.06802358865
900,2025,constant_fertility,25_69,101.363782238839
900,2025,constant_mortality,25_69,101.253385374093
900,2025,high_variant,25_69,101.363782238839
900,2025,instant_replacement,25_69,101.363795017696
900,2025,low_variant,25_69,101.363782238839
900,2025,medium_variant,25_69,101.363782238839
900,2025,momentum,25_69,101.24805374517
900,2025,no_change,25_69,101.253383057
900,2025,zero_migration,25_69,101.358744300483
900,2025,constant_fertility,50plus,91.9390195765244
900,2025,constant_mortality,50plus,91.7555523527136
900,2025,high_variant,50plus,91.9390195765244
900,2025,instant_replacement,50plus,91.9390296217119
900,2025,low_variant,50plus,91.9390195765244
900,2025,medium_variant,50plus,91.9390195765244
900,2025,momentum,50plus,91.843919818183
900,2025,no_change,50plus,91.7555502917276
900,2025,zero_migration,50plus,92.026036918929
900,2025,constant_fertility,60plus,86.8829063582923
900,2025,constant_mortality,60plus,86.621990754125
900,2025,high_variant,60plus,86.8829063582923
900,2025,instant_replacement,60plus,86.882918207712
900,2025,low_variant,60plus,86.8829063582923
900,2025,medium_variant,60plus,86.8829063582923
900,2025,momentum,60plus,86.6627616459175
900,2025,no_change,60plus,86.6219878549086
900,2025,zero_migration,60plus,86.9227004149256
900,2025,constant_fertility,65plus,83.2348440727038
900,2025,constant_mortality,65plus,82.9006734989887
900,2025,high_variant,65plus,83.2348440727038
900,2025,instant_replacement,65plus,83.2348553775699
900,2025,low_variant,65plus,83.2348440727038
900,2025,medium_variant,65plus,83.2348440727038
900,2025,momentum,65plus,82.9252863617778
900,2025,no_change,65plus,82.900671036987
900,2025,zero_migration,65plus,83.2585902490092
900,2025,constant_fertility,70plus,78.8805939662347
900,2025,constant_mortality,70plus,78.4422800154726
900,2025,high_variant,70plus,78.8805939662347
900,2025,instant_replacement,70plus,78.8806004419181
900,2025,low_variant,70plus,78.8805939662347
900,2025,medium_variant,70plus,78.8805939662347
900,2025,momentum,70plus,78.4522064557033
900,2025,no_change,70plus,78.44227654586
900,2025,zero_migration,70plus,78.8896893111649
900,2025,constant_fertility,75plus,73.0545642121973
900,2025,constant_mortality,75plus,72.4749801721546
900,2025,high_variant,75plus,73.0545642121973
900,2025,instant_replacement,75plus,73.0545660866217
900,2025,low_variant,75plus,73.0545642121973
900,2025,medium_variant,75plus,73.0545642121973
900,2025,momentum,75plus,72.4766820076961
900,2025,no_change,75plus,72.4749732382157
900,2025,zero_migration,75plus,73.0554560881754
900,2025,constant_fertility,80plus,66.3672527537932
900,2025,constant_mortality,80plus,65.6866958615961
900,2025,high_variant,80plus,66.3672527537932
900,2025,instant_replacement,80plus,66.3672456270205
900,2025,low_variant,80plus,66.3672527537932
900,2025,medium_variant,80plus,66.3672527537932
900,2025,momentum,80plus,65.6863793470401
900,2025,no_change,80plus,65.6866857529211
900,2025,zero_migration,80plus,66.3660338223099
900,2025,constant_fertility,85plus,58.4408463837493
900,2025,constant_mortality,85plus,57.7259884986562
900,2025,high_variant,85plus,58.4408463837493
900,2025,instant_replacement,85plus,58.4408433227166
900,2025,low_variant,85plus,58.4408463837493
900,2025,medium_variant,85plus,58.4408463837493
900,2025,momentum,85plus,57.7249874294725
900,2025,no_change,85plus,57.7259849920999
900,2025,zero_migration,85plus,58.4389681611849
900,2025,constant_fertility,90plus,49.0070885723338
900,2025,constant_mortality,90plus,48.3924169951333
900,2025,high_variant,90plus,49.0070885723338
900,2025,instant_replacement,90plus,49.0071105859896
900,2025,low_variant,90plus,49.0070885723338
900,2025,medium_variant,90plus,49.0070885723338
900,2025,momentum,90plus,48.3929618094832
900,2025,no_change,90plus,48.3924110198336
900,2025,zero_migration,90plus,49.0073593771816
900,2030,constant_fertility,"Region, subregion, country or area *",WORLD
900,2030,constant_mortality,"Region, subregion, country or area *",WORLD
900,2030,high_variant,"Region, subregion, country or area *",WORLD
900,2030,instant_replacement,"Region, subregion, country or area *",WORLD
900,2030,low_variant,"Region, subregion, country or area *",WORLD
900,2030,medium_variant,"Region, subregion, country or area *",WORLD
900,2030,momentum,"Region, subregion, country or area *",WORLD
900,2030,no_change,"Region, subregion, country or area *",WORLD
900,2030,zero_migration,"Region, subregion, country or area *",WORLD
900,2030,constant_fertility,total,101.733368501886
900,2030,constant_mortality,total,101.505221023679
900,2030,high_variant,total,101.778003725987
900,2030,instant_replacement,total,101.654244174122
900,2030,low_variant,total,101.377913720183
900,2030,medium_variant,total,101.585370877465
900,2030,momentum,total,101.591419439004
900,2030,no_change,total,101.653619891278
900,2030,zero_migration,total,101.587099808938
900,2030,medium_variant,0_1,105.950062861078
900,2030,constant_fertility,0_4,106.299456646235
900,2030,constant_mortality,0_4,105.971062242977
900,2030,high_variant,0_4,106.12281958089
900,2030,instant_replacement,0_4,106.693988076616
900,2030,low_variant,0_4,105.819949918972
900,2030,medium_variant,0_4,106.003128687318
900,2030,momentum,0_4,106.641841248483
900,2030,no_change,0_4,106.267976647227
900,2030,zero_migration,0_4,106.013647272041
900,2030,constant_fertility,0_14,106.448411997244
900,2030,constant_mortality,0_14,106.26931290489
900,2030,high_variant,0_14,106.365002957017
900,2030,instant_replacement,0_14,107.087234220232
900,2030,low_variant,0_14,106.12607875233
900,2030,medium_variant,0_14,106.264541125741
900,2030,momentum,0_14,107.069602175988
900,2030,no_change,0_14,106.453646304024
900,2030,zero_migration,0_14,106.272697381314
900,2030,medium_variant,0_17,106.348519034178
900,2030,constant_fertility,0_19,106.528540567301
900,2030,constant_mortality,0_19,106.409791689276
900,2030,high_variant,0_19,106.460026027119
900,2030,instant_replacement,0_19,107.010692461874
900,2030,low_variant,0_19,106.313833269611
900,2030,medium_variant,0_19,106.395676627158
900,2030,momentum,0_19,107.007489931937
900,2030,no_change,0_19,106.542066637203
900,2030,zero_migration,0_19,106.401217345858
900,2030,constant_fertility,0_24,106.58131561743
900,2030,constant_mortality,0_24,106.491656730964
900,2030,high_variant,0_24,106.522869313829
900,2030,instant_replacement,0_24,106.972317208876
900,2030,low_variant,0_24,106.421154578923
900,2030,medium_variant,0_24,106.476920846208
900,2030,momentum,0_24,106.949297563232
900,2030,no_change,0_24,106.595382478712
900,2030,zero_migration,0_24,106.459264225668
900,2030,medium_variant,3_4,106.059921712391
900,2030,medium_variant,3_5,106.084446502864
900,2030,medium_variant,3_6,106.110345068571
900,2030,medium_variant,4_5,106.108253428753
900,2030,medium_variant,4_6,106.134894938002
900,2030,medium_variant,5_10,106.277754192389
900,2030,medium_variant,5_11,106.307492149142
900,2030,constant_fertility,5_14,106.529429247382
900,2030,constant_mortality,5_14,106.419535685542
900,2030,high_variant,5_14,106.495829229998
900,2030,instant_replacement,5_14,107.288130831571
900,2030,low_variant,5_14,106.267579456891
900,2030,medium_variant,5_14,106.396929137408
900,2030,momentum,5_14,107.289727976978
900,2030,no_change,5_14,106.554017203333
900,2030,zero_migration,5_14,106.403921080766
900,2030,medium_variant,6_9,106.276554185414
900,2030,medium_variant,6_10,106.306669942304
900,2030,medium_variant,6_11,106.336574101946
900,2030,medium_variant,6_12,106.366444921998
900,2030,medium_variant,7_10,106.336332181267
900,2030,medium_variant,7_12,106.396234669545
900,2030,medium_variant,11_16,106.635232903711
900,2030,medium_variant,11_17,106.661576919635
900,2030,medium_variant,11_18,106.682930929876
900,2030,medium_variant,12_14,106.606921917505
900,2030,medium_variant,12_16,106.665161243305
900,2030,medium_variant,12_17,106.690984692861
900,2030,medium_variant,12_18,106.711273093732
900,2030,medium_variant,13_17,106.720142254643
900,2030,medium_variant,13_18,106.739042586394
900,2030,medium_variant,13_19,106.751907181525
900,2030,constant_fertility,15plus,100.176132561511
900,2030,constant_mortality,15plus,100.075899077845
900,2030,high_variant,15plus,100.176132347389
900,2030,instant_replacement,15plus,100.176156431878
900,2030,low_variant,15plus,100.176132808197
900,2030,medium_variant,15plus,100.176131824692
900,2030,momentum,15plus,100.075183876946
900,2030,no_change,15plus,100.075893803886
900,2030,zero_migration,15plus,100.175269792349
900,2030,medium_variant,15_17,106.775787869091
900,2030,constant_fertility,15_24,106.809634614155
900,2030,constant_mortality,15_24,106.83563497846
900,2030,high_variant,15_24,106.809633616802
900,2030,instant_replacement,15_24,106.80969394631
900,2030,low_variant,15_24,106.809635469664
900,2030,medium_variant,15_24,106.809630484099
900,2030,momentum,15_24,106.777752557271
900,2030,no_change,15_24,106.835610802002
900,2030,zero_migration,15_24,106.751413831088
900,2030,constant_fertility,15_49,105.189651831664
900,2030,constant_mortality,15_49,105.129350993889
900,2030,high_variant,15_49,105.189651517166
900,2030,instant_replacement,15_49,105.189717596957
900,2030,low_variant,15_49,105.189652232477
900,2030,medium_variant,15_49,105.189650627176
900,2030,momentum,15_49,105.031580213824
900,2030,no_change,15_49,105.129333578405
900,2030,zero_migration,15_49,105.092213116644
900,2030,constant_fertility,15_59,104.080298642326
900,2030,constant_mortality,15_59,103.963674442219
900,2030,high_variant,15_59,104.080298381194
900,2030,instant_replacement,15_59,104.080352792759
900,2030,low_variant,15_59,104.080298958757
900,2030,medium_variant,15_59,104.080297666158
900,2030,momentum,15_59,103.943233826441
900,2030,no_change,15_59,103.963660409014
900,2030,zero_migration,15_59,104.059849569773
900,2030,constant_fertility,15_64,103.460476555635
900,2030,constant_mortality,15_64,103.322023776156
900,2030,high_variant,15_64,103.460476312053
900,2030,instant_replacement,15_64,103.460525251316
900,2030,low_variant,15_64,103.460476842514
900,2030,medium_variant,15_64,103.460475657188
900,2030,momentum,15_64,103.314428710796
900,2030,no_change,15_64,103.322011734107
900,2030,zero_migration,15_64,103.452854245755
900,2030,medium_variant,16plus,100.043833236842
900,2030,medium_variant,17plus,99.9053416169415
900,2030,medium_variant,18plus,99.7608900793386
900,2030,medium_variant,18_23,106.817507897448
900,2030,constant_fertility,20plus,99.4560326650475
900,2030,constant_mortality,20plus,99.3340016439469
900,2030,high_variant,20plus,99.4560320887409
900,2030,instant_replacement,20plus,99.4560537790402
900,2030,low_variant,20plus,99.4560329352712
900,2030,medium_variant,20plus,99.4560320896659
900,2030,momentum,20plus,99.3327172071758
900,2030,no_change,20plus,99.3339983034728
900,2030,zero_migration,20plus,99.4546739087718
900,2030,constant_fertility,20_64,103.01537556599
900,2030,constant_mortality,20_64,102.85256633211
900,2030,high_variant,20_64,103.015374844419
900,2030,instant_replacement,20_64,103.01542718847
900,2030,low_variant,20_64,103.015375869247
900,2030,medium_variant,20_64,103.015374838131
900,2030,momentum,20_64,102.843703048504
900,2030,no_change,20_64,102.852555907662
900,2030,zero_migration,20_64,103.006584752614
900,2030,constant_fertility,20_69,102.313769700488
900,2030,constant_mortality,20_69,102.132403003318
900,2030,high_variant,20_69,102.313769031178
900,2030,instant_replacement,20_69,102.313815351937
900,2030,low_variant,20_69,102.313769980473
900,2030,medium_variant,20_69,102.313769026685
900,2030,momentum,20_69,102.129550224244
900,2030,no_change,20_69,102.132393889434
900,2030,zero_migration,20_69,102.311006870166
900,2030,medium_variant,21plus,99.2958363597384
900,2030,constant_fertility,25plus,98.5973268210915
900,2030,constant_mortality,25plus,98.4495986894335
900,2030,high_variant,25plus,98.5973268210915
900,2030,instant_replacement,25plus,98.597344589399
900,2030,low_variant,25plus,98.5973269708579
900,2030,medium_variant,25plus,98.5973268585331
900,2030,momentum,25plus,98.4608379327426
900,2030,no_change,25plus,98.4495958798043
900,2030,zero_migration,25plus,98.6084051314334
900,2030,constant_fertility,25_49,104.473368771848
900,2030,constant_mortality,25_49,104.373909354213
