country,year,variant,freq,age5yearinterval,noofbirthbymother
688,1950,estimates,5yearly,15_19,72.554
688,1950,estimates,5yearly,20_24,349.278
688,1950,estimates,5yearly,25_29,291.33
688,1950,estimates,5yearly,30_34,138.05
688,1950,estimates,5yearly,35_39,58.071
688,1950,estimates,5yearly,40_44,30.261
688,1950,estimates,5yearly,45_49,7.581
688,1955,estimates,5yearly,15_19,89.302
688,1955,estimates,5yearly,20_24,294.982
688,1955,estimates,5yearly,25_29,236.192
688,1955,estimates,5yearly,30_34,111.624
688,1955,estimates,5yearly,35_39,39.143
688,1955,estimates,5yearly,40_44,19.885
688,1955,estimates,5yearly,45_49,5.121
688,1960,estimates,5yearly,15_19,101.191
688,1960,estimates,5yearly,20_24,253.302
688,1960,estimates,5yearly,25_29,213.73
688,1960,estimates,5yearly,30_34,114.281
688,1960,estimates,5yearly,35_39,45.32
688,1960,estimates,5yearly,40_44,18.835
688,1960,estimates,5yearly,45_49,5.575
688,1965,estimates,5yearly,15_19,127.902
688,1965,estimates,5yearly,20_24,265.884
688,1965,estimates,5yearly,25_29,177.96
688,1965,estimates,5yearly,30_34,108.363
688,1965,estimates,5yearly,35_39,50.408
688,1965,estimates,5yearly,40_44,14.331
688,1965,estimates,5yearly,45_49,1.731
688,1970,estimates,5yearly,15_19,118.473
688,1970,estimates,5yearly,20_24,317.865
688,1970,estimates,5yearly,25_29,190.386
688,1970,estimates,5yearly,30_34,90.251
688,1970,estimates,5yearly,35_39,46.096
688,1970,estimates,5yearly,40_44,15.094
688,1970,estimates,5yearly,45_49,1.902
688,1975,estimates,5yearly,15_19,100.65
688,1975,estimates,5yearly,20_24,312.605
688,1975,estimates,5yearly,25_29,234.879
688,1975,estimates,5yearly,30_34,105.799
688,1975,estimates,5yearly,35_39,41.929
688,1975,estimates,5yearly,40_44,14.684
688,1975,estimates,5yearly,45_49,2.259
688,1980,estimates,5yearly,15_19,87.886
688,1980,estimates,5yearly,20_24,286.304
688,1980,estimates,5yearly,25_29,240.707
688,1980,estimates,5yearly,30_34,119.495
688,1980,estimates,5yearly,35_39,44.829
688,1980,estimates,5yearly,40_44,10.824
688,1980,estimates,5yearly,45_49,1.609
688,1985,estimates,5yearly,15_19,79.977
688,1985,estimates,5yearly,20_24,268.839
688,1985,estimates,5yearly,25_29,227.607
688,1985,estimates,5yearly,30_34,116.797
688,1985,estimates,5yearly,35_39,45.727
