country,year,variant,freq,age5yearinterval,noofbirthbymother
792,1950,estimates,5yearly,15_19,703.362
792,1950,estimates,5yearly,20_24,1938.636
792,1950,estimates,5yearly,25_29,1430.814
792,1950,estimates,5yearly,30_34,737.241
792,1950,estimates,5yearly,35_39,523.362
792,1950,estimates,5yearly,40_44,242.181
792,1950,estimates,5yearly,45_49,58.464
792,1955,estimates,5yearly,15_19,720.6
792,1955,estimates,5yearly,20_24,1974.439
792,1955,estimates,5yearly,25_29,1672.414
792,1955,estimates,5yearly,30_34,907.041
792,1955,estimates,5yearly,35_39,541.96
792,1955,estimates,5yearly,40_44,210.677
792,1955,estimates,5yearly,45_49,52.928
792,1960,estimates,5yearly,15_19,791.827
792,1960,estimates,5yearly,20_24,1993.611
792,1960,estimates,5yearly,25_29,1681.971
792,1960,estimates,5yearly,30_34,1040.979
792,1960,estimates,5yearly,35_39,632.853
792,1960,estimates,5yearly,40_44,204.842
792,1960,estimates,5yearly,45_49,38.863
792,1965,estimates,5yearly,15_19,936.389
792,1965,estimates,5yearly,20_24,2162.125
792,1965,estimates,5yearly,25_29,1658.474
792,1965,estimates,5yearly,30_34,1031.581
792,1965,estimates,5yearly,35_39,668.732
792,1965,estimates,5yearly,40_44,222.961
792,1965,estimates,5yearly,45_49,36.58
792,1970,estimates,5yearly,15_19,1041.913
792,1970,estimates,5yearly,20_24,2519.247
792,1970,estimates,5yearly,25_29,1794.479
792,1970,estimates,5yearly,30_34,1019.504
792,1970,estimates,5yearly,35_39,609.362
792,1970,estimates,5yearly,40_44,234.048
792,1970,estimates,5yearly,45_49,37.676
792,1975,estimates,5yearly,15_19,1049.768
792,1975,estimates,5yearly,20_24,2709.367
792,1975,estimates,5yearly,25_29,2011.686
792,1975,estimates,5yearly,30_34,1015.118
792,1975,estimates,5yearly,35_39,459.015
792,1975,estimates,5yearly,40_44,200.709
792,1975,estimates,5yearly,45_49,39.464
792,1980,estimates,5yearly,15_19,1024.348
792,1980,estimates,5yearly,20_24,2700.814
792,1980,estimates,5yearly,25_29,2168.594
792,1980,estimates,5yearly,30_34,1097.466
792,1980,estimates,5yearly,35_39,422.937
792,1980,estimates,5yearly,40_44,185.454
792,1980,estimates,5yearly,45_49,35.098
792,1985,estimates,5yearly,15_19,954.832
792,1985,estimates,5yearly,20_24,2523.62
792,1985,estimates,5yearly,25_29,1949.002
792,1985,estimates,5yearly,30_34,1101.15
792,1985,estimates,5yearly,35_39,427.217
792,1985,estimates,5yearly,40_44,168.45
792,1985,estimates,5yearly,45_49,32.316
792,1990,estimates,5yearly,15_19,881.101
792,1990,estimates,5yearly,20_24,2475.084
792,1990,estimates,5yearly,25_29,1868.663
792,1990,estimates,5yearly,30_34,1028.727
792,1990,estimates,5yearly,35_39,423.07
792,1990,estimates,5yearly,40_44,165.661
792,1990,estimates,5yearly,45_49,30.293
792,1995,estimates,5yearly,15_19,847.681
792,1995,estimates,5yearly,20_24,2441.965
