country,year,variant,freq,age5yearinterval,noofbirthbymother
760,1950,estimates,5yearly,15_19,99.888
760,1950,estimates,5yearly,20_24,275.945
760,1950,estimates,5yearly,25_29,250.394
760,1950,estimates,5yearly,30_34,174.226
760,1950,estimates,5yearly,35_39,93.439
760,1950,estimates,5yearly,40_44,33.638
760,1950,estimates,5yearly,45_49,3.529
760,1955,estimates,5yearly,15_19,105.476
760,1955,estimates,5yearly,20_24,294.421
760,1955,estimates,5yearly,25_29,292.504
760,1955,estimates,5yearly,30_34,203.253
760,1955,estimates,5yearly,35_39,107.805
760,1955,estimates,5yearly,40_44,38.371
760,1955,estimates,5yearly,45_49,3.986
760,1960,estimates,5yearly,15_19,126.354
760,1960,estimates,5yearly,20_24,316.438
760,1960,estimates,5yearly,25_29,319.308
760,1960,estimates,5yearly,30_34,243.33
760,1960,estimates,5yearly,35_39,128.532
760,1960,estimates,5yearly,40_44,45.065
760,1960,estimates,5yearly,45_49,4.617
760,1965,estimates,5yearly,15_19,173.65
760,1965,estimates,5yearly,20_24,365.6
760,1965,estimates,5yearly,25_29,331.159
760,1965,estimates,5yearly,30_34,259.22
760,1965,estimates,5yearly,35_39,156.985
760,1965,estimates,5yearly,40_44,58.021
760,1965,estimates,5yearly,45_49,7.546
760,1970,estimates,5yearly,15_19,226.06
760,1970,estimates,5yearly,20_24,476.364
760,1970,estimates,5yearly,25_29,369.835
760,1970,estimates,5yearly,30_34,264.605
760,1970,estimates,5yearly,35_39,176.477
760,1970,estimates,5yearly,40_44,78.199
760,1970,estimates,5yearly,45_49,14.843
760,1975,estimates,5yearly,15_19,255.654
760,1975,estimates,5yearly,20_24,565.653
760,1975,estimates,5yearly,25_29,476.236
760,1975,estimates,5yearly,30_34,289.729
760,1975,estimates,5yearly,35_39,182.06
760,1975,estimates,5yearly,40_44,86.691
760,1975,estimates,5yearly,45_49,21.962
760,1980,estimates,5yearly,15_19,265.333
760,1980,estimates,5yearly,20_24,587.118
760,1980,estimates,5yearly,25_29,573.401
760,1980,estimates,5yearly,30_34,372.413
760,1980,estimates,5yearly,35_39,198.257
760,1980,estimates,5yearly,40_44,87.771
760,1980,estimates,5yearly,45_49,22.705
760,1985,estimates,5yearly,15_19,260.908
760,1985,estimates,5yearly,20_24,589.426
760,1985,estimates,5yearly,25_29,591.253
760,1985,estimates,5yearly,30_34,434.329
760,1985,estimates,5yearly,35_39,244.443
760,1985,estimates,5yearly,40_44,90.223
760,1985,estimates,5yearly,45_49,19.025
760,1990,estimates,5yearly,15_19,261.912
