country,year,variant,freq,age5yearinterval,noofbirthbymother
508,1950,estimates,5yearly,15_19,227.068
508,1950,estimates,5yearly,20_24,440.469
508,1950,estimates,5yearly,25_29,354.008
508,1950,estimates,5yearly,30_34,265.675
508,1950,estimates,5yearly,35_39,189.919
508,1950,estimates,5yearly,40_44,115.332
508,1950,estimates,5yearly,45_49,49.432
508,1955,estimates,5yearly,15_19,247.464
508,1955,estimates,5yearly,20_24,478.317
508,1955,estimates,5yearly,25_29,383.651
508,1955,estimates,5yearly,30_34,287.519
508,1955,estimates,5yearly,35_39,205.665
508,1955,estimates,5yearly,40_44,124.984
508,1955,estimates,5yearly,45_49,53.613
508,1960,estimates,5yearly,15_19,266.218
508,1960,estimates,5yearly,20_24,515.995
508,1960,estimates,5yearly,25_29,412.656
508,1960,estimates,5yearly,30_34,308.89
508,1960,estimates,5yearly,35_39,220.843
508,1960,estimates,5yearly,40_44,134.359
508,1960,estimates,5yearly,45_49,57.683
508,1965,estimates,5yearly,15_19,297.366
508,1965,estimates,5yearly,20_24,561.021
508,1965,estimates,5yearly,25_29,450.168
508,1965,estimates,5yearly,30_34,336.206
508,1965,estimates,5yearly,35_39,240.27
508,1965,estimates,5yearly,40_44,146.163
508,1965,estimates,5yearly,45_49,62.826
508,1970,estimates,5yearly,15_19,393.616
508,1970,estimates,5yearly,20_24,629.856
508,1970,estimates,5yearly,25_29,499.132
508,1970,estimates,5yearly,30_34,381.205
508,1970,estimates,5yearly,35_39,268.138
508,1970,estimates,5yearly,40_44,136.934
508,1970,estimates,5yearly,45_49,51.153
508,1975,estimates,5yearly,15_19,469.835
508,1975,estimates,5yearly,20_24,716.967
508,1975,estimates,5yearly,25_29,566.46
508,1975,estimates,5yearly,30_34,423.828
508,1975,estimates,5yearly,35_39,290.387
508,1975,estimates,5yearly,40_44,130.717
508,1975,estimates,5yearly,45_49,38.841
508,1980,estimates,5yearly,15_19,573.334
508,1980,estimates,5yearly,20_24,784.061
508,1980,estimates,5yearly,25_29,612.41
508,1980,estimates,5yearly,30_34,460.229
508,1980,estimates,5yearly,35_39,305.204
508,1980,estimates,5yearly,40_44,130.963
508,1980,estimates,5yearly,45_49,41.383
508,1985,estimates,5yearly,15_19,637.982
508,1985,estimates,5yearly,20_24,804.556
508,1985,estimates,5yearly,25_29,602.52
508,1985,estimates,5yearly,30_34,448.115
508,1985,estimates,5yearly,35_39,309.407
508,1985,estimates,5yearly,40_44,133.551
508,1985,estimates,5yearly,45_49,43.092
508,1990,estimates,5yearly,15_19,763.979
508,1990,estimates,5yearly,20_24,914.414
508,1990,estimates,5yearly,25_29,684.63
508,1990,estimates,5yearly,30_34,480.235
508,1990,estimates,5yearly,35_39,293.764
508,1990,estimates,5yearly,40_44,149.086
508,1990,estimates,5yearly,45_49,45.974
508,1995,estimates,5yearly,15_19,868.212
508,1995,estimates,5yearly,20_24,1034.352
508,1995,estimates,5yearly,25_29,822.715
508,1995,estimates,5yearly,30_34,554.366
508,1995,estimates,5yearly,35_39,337.291
508,1995,estimates,5yearly,40_44,168.948
508,1995,estimates,5yearly,45_49,54.705
508,2000,estimates,5yearly,15_19,965.828
508,2000,estimates,5yearly,20_24,1156.439
508,2000,estimates,5yearly,25_29,932.968
508,2000,estimates,5yearly,30_34,641.246
508,2000,estimates,5yearly,35_39,384.927
508,2000,estimates,5yearly,40_44,188.224
508,2000,estimates,5yearly,45_49,61.085
508,2005,estimates,5yearly,15_19,1026.482
508,2005,estimates,5yearly,20_24,1286.81
508,2005,estimates,5yearly,25_29,1041.408
508,2005,estimates,5yearly,30_34,743.618
508,2005,estimates,5yearly,35_39,443.495
508,2005,estimates,5yearly,40_44,191.606
508,2005,estimates,5yearly,45_49,66.87
508,2010,estimates,5yearly,15_19,1074.561
508,2010,estimates,5yearly,20_24,1411.775
508,2010,estimates,5yearly,25_29,1135.025
508,2010,estimates,5yearly,30_34,822.227
508,2010,estimates,5yearly,35_39,538.447
508,2010,estimates,5yearly,40_44,220.043
508,2010,estimates,5yearly,45_49,75.674
508,2015,constant_fertility,5yearly,15_19,1271.847
508,2015,constant_mortality,5yearly,15_19,1117.87
508,2015,high_variant,5yearly,15_19,1173.215
508,2015,instant_replacement,5yearly,15_19,519.981
508,2015,low_variant,5yearly,15_19,1064.44
508,2015,medium_variant,5yearly,15_19,1118.823
508,2015,momentum,5yearly,15_19,535.851
508,2015,no_change,5yearly,15_19,1270.763
508,2015,zero_migration,5yearly,15_19,1118.938
508,2015,constant_fertility,5yearly,20_24,1673.824
508,2015,constant_mortality,5yearly,20_24,1577.626
508,2015,high_variant,5yearly,20_24,1656.551
508,2015,instant_replacement,5yearly,20_24,734.208
508,2015,low_variant,5yearly,20_24,1502.968
508,2015,medium_variant,5yearly,20_24,1579.76
508,2015,momentum,5yearly,20_24,756.4
508,2015,no_change,5yearly,20_24,1671.564
508,2015,zero_migration,5yearly,20_24,1580.26
508,2015,constant_fertility,5yearly,25_29,1313.13
508,2015,constant_mortality,5yearly,25_29,1242.902
508,2015,high_variant,5yearly,25_29,1307.8
508,2015,instant_replacement,5yearly,25_29,579.639
508,2015,low_variant,5yearly,25_29,1186.545
508,2015,medium_variant,5yearly,25_29,1247.175
508,2015,momentum,5yearly,25_29,596.031
508,2015,no_change,5yearly,25_29,1308.632
508,2015,zero_migration,5yearly,25_29,1247.814
508,2015,constant_fertility,5yearly,30_34,938.663
508,2015,constant_mortality,5yearly,30_34,900.513
508,2015,high_variant,5yearly,30_34,950.118
508,2015,instant_replacement,5yearly,30_34,421.107
508,2015,low_variant,5yearly,30_34,862.029
508,2015,medium_variant,5yearly,30_34,906.073
508,2015,momentum,5yearly,30_34,431.826
508,2015,no_change,5yearly,30_34,932.903
508,2015,zero_migration,5yearly,30_34,906.516
508,2015,constant_fertility,5yearly,35_39,620.634
508,2015,constant_mortality,5yearly,35_39,609.051
508,2015,high_variant,5yearly,35_39,644.086
508,2015,instant_replacement,5yearly,35_39,285.469
508,2015,low_variant,5yearly,35_39,584.37
