country,year,variant,freq,age5yearinterval,noofbirthbymother
266,1950,estimates,5yearly,15_19,16.396
266,1950,estimates,5yearly,20_24,17.548
266,1950,estimates,5yearly,25_29,15.281
266,1950,estimates,5yearly,30_34,10.624
266,1950,estimates,5yearly,35_39,7.696
266,1950,estimates,5yearly,40_44,3.15
266,1950,estimates,5yearly,45_49,1.836
266,1955,estimates,5yearly,15_19,17.408
266,1955,estimates,5yearly,20_24,18.731
266,1955,estimates,5yearly,25_29,16.381
266,1955,estimates,5yearly,30_34,11.397
266,1955,estimates,5yearly,35_39,8.235
266,1955,estimates,5yearly,40_44,3.359
266,1955,estimates,5yearly,45_49,1.952
266,1960,estimates,5yearly,15_19,19.428
266,1960,estimates,5yearly,20_24,21.133
266,1960,estimates,5yearly,25_29,18.885
266,1960,estimates,5yearly,30_34,13.85
266,1960,estimates,5yearly,35_39,9.472
266,1960,estimates,5yearly,40_44,3.78
266,1960,estimates,5yearly,45_49,2.003
266,1965,estimates,5yearly,15_19,22.065
266,1965,estimates,5yearly,20_24,23.776
266,1965,estimates,5yearly,25_29,21.746
266,1965,estimates,5yearly,30_34,16.937
266,1965,estimates,5yearly,35_39,11.54
266,1965,estimates,5yearly,40_44,4.686
266,1965,estimates,5yearly,45_49,2.172
266,1970,estimates,5yearly,15_19,24.962
266,1970,estimates,5yearly,20_24,26.674
266,1970,estimates,5yearly,25_29,23.361
266,1970,estimates,5yearly,30_34,19.252
266,1970,estimates,5yearly,35_39,13.02
266,1970,estimates,5yearly,40_44,5.674
266,1970,estimates,5yearly,45_49,2.389
266,1975,estimates,5yearly,15_19,29.959
266,1975,estimates,5yearly,20_24,31.237
266,1975,estimates,5yearly,25_29,25.789
266,1975,estimates,5yearly,30_34,21.131
266,1975,estimates,5yearly,35_39,13.691
266,1975,estimates,5yearly,40_44,6.141
266,1975,estimates,5yearly,45_49,2.467
266,1980,estimates,5yearly,15_19,36.514
266,1980,estimates,5yearly,20_24,37.148
266,1980,estimates,5yearly,25_29,29.342
266,1980,estimates,5yearly,30_34,23.502
266,1980,estimates,5yearly,35_39,14.069
266,1980,estimates,5yearly,40_44,6.335
266,1980,estimates,5yearly,45_49,2.287
266,1985,estimates,5yearly,15_19,41.897
266,1985,estimates,5yearly,20_24,44.058
266,1985,estimates,5yearly,25_29,33.215
266,1985,estimates,5yearly,30_34,26.354
266,1985,estimates,5yearly,35_39,14.393
266,1985,estimates,5yearly,40_44,6.274
266,1985,estimates,5yearly,45_49,1.96
266,1990,estimates,5yearly,15_19,45.211
266,1990,estimates,5yearly,20_24,49.682
266,1990,estimates,5yearly,25_29,37.779
266,1990,estimates,5yearly,30_34,29.551
266,1990,estimates,5yearly,35_39,14.942
266,1990,estimates,5yearly,40_44,6.22
266,1990,estimates,5yearly,45_49,1.591
266,1995,estimates,5yearly,15_19,47.468
266,1995,estimates,5yearly,20_24,53.403
266,1995,estimates,5yearly,25_29,41.336
266,1995,estimates,5yearly,30_34,33.793
266,1995,estimates,5yearly,35_39,15.871
266,1995,estimates,5yearly,40_44,6.357
266,1995,estimates,5yearly,45_49,1.278
266,2000,estimates,5yearly,15_19,47.62
266,2000,estimates,5yearly,20_24,56.415
266,2000,estimates,5yearly,25_29,46.4
266,2000,estimates,5yearly,30_34,37.23
266,2000,estimates,5yearly,35_39,18.777
266,2000,estimates,5yearly,40_44,7.265
266,2000,estimates,5yearly,45_49,1.189
266,2005,estimates,5yearly,15_19,48.358
266,2005,estimates,5yearly,20_24,62.3
266,2005,estimates,5yearly,25_29,56.018
266,2005,estimates,5yearly,30_34,43.453
266,2005,estimates,5yearly,35_39,23.346
266,2005,estimates,5yearly,40_44,9.164
266,2005,estimates,5yearly,45_49,1.222
266,2010,estimates,5yearly,15_19,47.984
266,2010,estimates,5yearly,20_24,67.383
266,2010,estimates,5yearly,25_29,68.04
266,2010,estimates,5yearly,30_34,52.992
266,2010,estimates,5yearly,35_39,30.057
266,2010,estimates,5yearly,40_44,11.87
266,2010,estimates,5yearly,45_49,1.351
266,2015,constant_fertility,5yearly,15_19,51.967
266,2015,constant_mortality,5yearly,15_19,44.516
266,2015,high_variant,5yearly,15_19,47.556
266,2015,instant_replacement,5yearly,15_19,26.762
266,2015,low_variant,5yearly,15_19,41.506
266,2015,medium_variant,5yearly,15_19,44.531
266,2015,momentum,5yearly,15_19,27.305
266,2015,no_change,5yearly,15_19,51.95
266,2015,zero_migration,5yearly,15_19,44.502
266,2015,constant_fertility,5yearly,20_24,73.067
266,2015,constant_mortality,5yearly,20_24,65.069
266,2015,high_variant,5yearly,20_24,69.525
266,2015,instant_replacement,5yearly,20_24,39.125
266,2015,low_variant,5yearly,20_24,60.68
266,2015,medium_variant,5yearly,20_24,65.102
266,2015,momentum,5yearly,20_24,39.875
266,2015,no_change,5yearly,20_24,73.03
266,2015,zero_migration,5yearly,20_24,65.002
266,2015,constant_fertility,5yearly,25_29,76.458
266,2015,constant_mortality,5yearly,25_29,72.08
266,2015,high_variant,5yearly,25_29,77.085
266,2015,instant_replacement,5yearly,25_29,43.38
266,2015,low_variant,5yearly,25_29,67.279
266,2015,medium_variant,5yearly,25_29,72.182
266,2015,momentum,5yearly,25_29,44.153
266,2015,no_change,5yearly,25_29,76.35
266,2015,zero_migration,5yearly,25_29,72.039
266,2015,constant_fertility,5yearly,30_34,63.044
266,2015,constant_mortality,5yearly,30_34,57.721
266,2015,high_variant,5yearly,30_34,61.846
266,2015,instant_replacement,5yearly,30_34,34.804
266,2015,low_variant,5yearly,30_34,53.978
266,2015,medium_variant,5yearly,30_34,57.912
266,2015,momentum,5yearly,30_34,35.364
266,2015,no_change,5yearly,30_34,62.837
