country,year,variant,freq,age5yearinterval,noofbirthbymother
706,1950,estimates,5yearly,15_19,32.24
706,1950,estimates,5yearly,20_24,124.016
706,1950,estimates,5yearly,25_29,143.496
706,1950,estimates,5yearly,30_34,115.941
706,1950,estimates,5yearly,35_39,94.32
706,1950,estimates,5yearly,40_44,44.257
706,1950,estimates,5yearly,45_49,26.897
706,1955,estimates,5yearly,15_19,35.695
706,1955,estimates,5yearly,20_24,139.246
706,1955,estimates,5yearly,25_29,153
706,1955,estimates,5yearly,30_34,123.664
706,1955,estimates,5yearly,35_39,101.041
706,1955,estimates,5yearly,40_44,47.641
706,1955,estimates,5yearly,45_49,29.129
706,1960,estimates,5yearly,15_19,39.474
706,1960,estimates,5yearly,20_24,154.539
706,1960,estimates,5yearly,25_29,172.276
706,1960,estimates,5yearly,30_34,132.3
706,1960,estimates,5yearly,35_39,108.222
706,1960,estimates,5yearly,40_44,51.277
706,1960,estimates,5yearly,45_49,31.51
706,1965,estimates,5yearly,15_19,45.569
706,1965,estimates,5yearly,20_24,171.547
706,1965,estimates,5yearly,25_29,192.05
706,1965,estimates,5yearly,30_34,149.739
706,1965,estimates,5yearly,35_39,116.417
706,1965,estimates,5yearly,40_44,55.228
706,1965,estimates,5yearly,45_49,34.1
706,1970,estimates,5yearly,15_19,50.751
706,1970,estimates,5yearly,20_24,194.48
706,1970,estimates,5yearly,25_29,209.497
706,1970,estimates,5yearly,30_34,164.108
706,1970,estimates,5yearly,35_39,129.624
706,1970,estimates,5yearly,40_44,58.458
706,1970,estimates,5yearly,45_49,36.136
706,1975,estimates,5yearly,15_19,68.661
706,1975,estimates,5yearly,20_24,262.111
706,1975,estimates,5yearly,25_29,287.387
706,1975,estimates,5yearly,30_34,217.027
706,1975,estimates,5yearly,35_39,171.496
706,1975,estimates,5yearly,40_44,78.09
706,1975,estimates,5yearly,45_49,45.691
706,1980,estimates,5yearly,15_19,90.532
706,1980,estimates,5yearly,20_24,338.61
706,1980,estimates,5yearly,25_29,370.157
706,1980,estimates,5yearly,30_34,283.922
706,1980,estimates,5yearly,35_39,217.603
706,1980,estimates,5yearly,40_44,99.192
706,1980,estimates,5yearly,45_49,58.214
706,1985,estimates,5yearly,15_19,142.761
706,1985,estimates,5yearly,20_24,395.562
706,1985,estimates,5yearly,25_29,404.409
706,1985,estimates,5yearly,30_34,313.535
706,1985,estimates,5yearly,35_39,234.145
706,1985,estimates,5yearly,40_44,113.054
706,1985,estimates,5yearly,45_49,62.293
706,1990,estimates,5yearly,15_19,195.959
706,1990,estimates,5yearly,20_24,450.347
706,1990,estimates,5yearly,25_29,443.388
706,1990,estimates,5yearly,30_34,340.556
706,1990,estimates,5yearly,35_39,243.737
706,1990,estimates,5yearly,40_44,130.196
706,1990,estimates,5yearly,45_49,65.398
706,1995,estimates,5yearly,15_19,256.759
706,1995,estimates,5yearly,20_24,493.263
706,1995,estimates,5yearly,25_29,484.577
706,1995,estimates,5yearly,30_34,381.489
706,1995,estimates,5yearly,35_39,256.246
706,1995,estimates,5yearly,40_44,149.834
706,1995,estimates,5yearly,45_49,71.737
706,2000,estimates,5yearly,15_19,301.65
706,2000,estimates,5yearly,20_24,552.026
706,2000,estimates,5yearly,25_29,511.96
706,2000,estimates,5yearly,30_34,408.989
706,2000,estimates,5yearly,35_39,285.131
706,2000,estimates,5yearly,40_44,165.961
706,2000,estimates,5yearly,45_49,79.66
706,2005,estimates,5yearly,15_19,366.965
706,2005,estimates,5yearly,20_24,671.404
706,2005,estimates,5yearly,25_29,608.665
706,2005,estimates,5yearly,30_34,436.272
706,2005,estimates,5yearly,35_39,296.291
706,2005,estimates,5yearly,40_44,146.129
706,2005,estimates,5yearly,45_49,66.683
706,2010,estimates,5yearly,15_19,387.251
706,2010,estimates,5yearly,20_24,776.454
706,2010,estimates,5yearly,25_29,744.604
706,2010,estimates,5yearly,30_34,478.45
706,2010,estimates,5yearly,35_39,292.778
706,2010,estimates,5yearly,40_44,138.422
706,2010,estimates,5yearly,45_49,62.107
706,2015,constant_fertility,5yearly,15_19,451.879
706,2015,constant_mortality,5yearly,15_19,409.562
706,2015,high_variant,5yearly,15_19,426.733
706,2015,instant_replacement,5yearly,15_19,166.872
706,2015,low_variant,5yearly,15_19,393.255
706,2015,medium_variant,5yearly,15_19,409.996
706,2015,momentum,5yearly,15_19,173.26
706,2015,no_change,5yearly,15_19,451.401
706,2015,zero_migration,5yearly,15_19,412.962
706,2015,constant_fertility,5yearly,20_24,935.957
706,2015,constant_mortality,5yearly,20_24,895.856
706,2015,high_variant,5yearly,20_24,933.462
706,2015,instant_replacement,5yearly,20_24,365.027
706,2015,low_variant,5yearly,20_24,860.231
706,2015,medium_variant,5yearly,20_24,896.847
706,2015,momentum,5yearly,20_24,378.994
706,2015,no_change,5yearly,20_24,934.922
706,2015,zero_migration,5yearly,20_24,903.379
706,2015,constant_fertility,5yearly,25_29,899.672
706,2015,constant_mortality,5yearly,25_29,904.795
706,2015,high_variant,5yearly,25_29,942.965
706,2015,instant_replacement,5yearly,25_29,368.744
706,2015,low_variant,5yearly,25_29,868.989
706,2015,medium_variant,5yearly,25_29,905.975
706,2015,momentum,5yearly,25_29,382.781
706,2015,no_change,5yearly,25_29,898.5
706,2015,zero_migration,5yearly,25_29,912.577
706,2015,constant_fertility,5yearly,30_34,573.392
706,2015,constant_mortality,5yearly,30_34,537.92
706,2015,high_variant,5yearly,30_34,560.746
706,2015,instant_replacement,5yearly,30_34,219.278
706,2015,low_variant,5yearly,30_34,516.755
706,2015,medium_variant,5yearly,30_34,538.75
706,2015,momentum,5yearly,30_34,227.552
706,2015,no_change,5yearly,30_34,572.51
706,2015,zero_migration,5yearly,30_34,542.632
706,2015,constant_fertility,5yearly,35_39,336.213
706,2015,constant_mortality,5yearly,35_39,293.669
706,2015,high_variant,5yearly,35_39,306.185
706,2015,instant_replacement,5yearly,35_39,119.734
706,2015,low_variant,5yearly,35_39,282.167
706,2015,medium_variant,5yearly,35_39,294.176
706,2015,momentum,5yearly,35_39,124.233
706,2015,no_change,5yearly,35_39,335.633
706,2015,zero_migration,5yearly,35_39,296.305
706,2015,constant_fertility,5yearly,40_44,156.122
706,2015,constant_mortality,5yearly,40_44,120.657
706,2015,high_variant,5yearly,40_44,125.803
706,2015,instant_replacement,5yearly,40_44,49.196
706,2015,low_variant,5yearly,40_44,115.934
706,2015,medium_variant,5yearly,40_44,120.869
706,2015,momentum,5yearly,40_44,51.038
706,2015,no_change,5yearly,40_44,155.848
706,2015,zero_migration,5yearly,40_44,121.733
706,2015,constant_fertility,5yearly,45_49,71.945
706,2015,constant_mortality,5yearly,45_49,53.984
706,2015,high_variant,5yearly,45_49,56.283
706,2015,instant_replacement,5yearly,45_49,22.009
706,2015,low_variant,5yearly,45_49,51.868
706,2015,medium_variant,5yearly,45_49,54.075
706,2015,momentum,5yearly,45_49,22.832
706,2015,no_change,5yearly,45_49,71.823
706,2015,zero_migration,5yearly,45_49,54.457
706,2020,constant_fertility,5yearly,15_19,519.251
706,2020,constant_mortality,5yearly,15_19,421.886
706,2020,high_variant,5yearly,15_19,453.76
706,2020,instant_replacement,5yearly,15_19,181.025
706,2020,low_variant,5yearly,15_19,393.871
706,2020,medium_variant,5yearly,15_19,423.816
706,2020,momentum,5yearly,15_19,194.688
706,2020,no_change,5yearly,15_19,516.888
706,2020,zero_migration,5yearly,15_19,431.553
706,2020,constant_fertility,5yearly,20_24,1094.765
706,2020,constant_mortality,5yearly,20_24,990.438
706,2020,high_variant,5yearly,20_24,1064.742
706,2020,instant_replacement,5yearly,20_24,424.768
706,2020,low_variant,5yearly,20_24,924.216
706,2020,medium_variant,5yearly,20_24,994.477
706,2020,momentum,5yearly,20_24,457.05
706,2020,no_change,5yearly,20_24,1090.319
706,2020,zero_migration,5yearly,20_24,1012.615
706,2020,constant_fertility,5yearly,25_29,1078.483
706,2020,constant_mortality,5yearly,25_29,1072.453
706,2020,high_variant,5yearly,25_29,1153.727
706,2020,instant_replacement,5yearly,25_29,460.269
706,2020,low_variant,5yearly,25_29,1001.46
706,2020,medium_variant,5yearly,25_29,1077.595
706,2020,momentum,5yearly,25_29,494.865
706,2020,no_change,5yearly,25_29,1073.337
706,2020,zero_migration,5yearly,25_29,1097.177
706,2020,constant_fertility,5yearly,30_34,688.513
706,2020,constant_mortality,5yearly,30_34,601.162
706,2020,high_variant,5yearly,30_34,647.345
706,2020,instant_replacement,5yearly,30_34,258.251
706,2020,low_variant,5yearly,30_34,561.909
706,2020,medium_variant,5yearly,30_34,604.627
706,2020,momentum,5yearly,30_34,277.379
706,2020,no_change,5yearly,30_34,684.568
706,2020,zero_migration,5yearly,30_34,615.571
706,2020,constant_fertility,5yearly,35_39,404.186
706,2020,constant_mortality,5yearly,35_39,306.808
706,2020,high_variant,5yearly,35_39,330.724
706,2020,instant_replacement,5yearly,35_39,131.938
706,2020,low_variant,5yearly,35_39,287.074
706,2020,medium_variant,5yearly,35_39,308.898
706,2020,momentum,5yearly,35_39,141.547
706,2020,no_change,5yearly,35_39,401.451
706,2020,zero_migration,5yearly,35_39,314.455
706,2020,constant_fertility,5yearly,40_44,181.421
706,2020,constant_mortality,5yearly,40_44,108.289
706,2020,high_variant,5yearly,40_44,116.782
