country,year,variant,freq,age5yearinterval,noofbirthbymother
426,1950,estimates,5yearly,15_19,16.088
426,1950,estimates,5yearly,20_24,44.713
426,1950,estimates,5yearly,25_29,38.536
426,1950,estimates,5yearly,30_34,28.411
426,1950,estimates,5yearly,35_39,20.05
426,1950,estimates,5yearly,40_44,9.57
426,1950,estimates,5yearly,45_49,2.951
426,1955,estimates,5yearly,15_19,18.067
426,1955,estimates,5yearly,20_24,49.474
426,1955,estimates,5yearly,25_29,41.302
426,1955,estimates,5yearly,30_34,29.625
426,1955,estimates,5yearly,35_39,21.316
426,1955,estimates,5yearly,40_44,10.223
426,1955,estimates,5yearly,45_49,3.15
426,1960,estimates,5yearly,15_19,20.402
426,1960,estimates,5yearly,20_24,54.591
426,1960,estimates,5yearly,25_29,44.844
426,1960,estimates,5yearly,30_34,31.871
426,1960,estimates,5yearly,35_39,22.586
426,1960,estimates,5yearly,40_44,11.094
426,1960,estimates,5yearly,45_49,3.426
426,1965,estimates,5yearly,15_19,22.516
426,1965,estimates,5yearly,20_24,62.157
426,1965,estimates,5yearly,25_29,49.57
426,1965,estimates,5yearly,30_34,34.765
426,1965,estimates,5yearly,35_39,24.559
426,1965,estimates,5yearly,40_44,11.87
426,1965,estimates,5yearly,45_49,3.772
426,1970,estimates,5yearly,15_19,24.683
426,1970,estimates,5yearly,20_24,69.765
426,1970,estimates,5yearly,25_29,57.715
426,1970,estimates,5yearly,30_34,38.437
426,1970,estimates,5yearly,35_39,26.425
426,1970,estimates,5yearly,40_44,12.662
426,1970,estimates,5yearly,45_49,3.984
426,1975,estimates,5yearly,15_19,27.279
426,1975,estimates,5yearly,20_24,76.177
426,1975,estimates,5yearly,25_29,64.693
426,1975,estimates,5yearly,30_34,44.433
426,1975,estimates,5yearly,35_39,28.717
426,1975,estimates,5yearly,40_44,13.307
426,1975,estimates,5yearly,45_49,4.163
426,1980,estimates,5yearly,15_19,29.77
426,1980,estimates,5yearly,20_24,83.536
426,1980,estimates,5yearly,25_29,69.832
426,1980,estimates,5yearly,30_34,48.202
426,1980,estimates,5yearly,35_39,30.024
426,1980,estimates,5yearly,40_44,12.295
426,1980,estimates,5yearly,45_49,4.344
426,1985,estimates,5yearly,15_19,32.759
426,1985,estimates,5yearly,20_24,85.548
426,1985,estimates,5yearly,25_29,69.047
426,1985,estimates,5yearly,30_34,48.065
426,1985,estimates,5yearly,35_39,31.531
426,1985,estimates,5yearly,40_44,12.762
426,1985,estimates,5yearly,45_49,3.691
426,1990,estimates,5yearly,15_19,39.398
426,1990,estimates,5yearly,20_24,87.286
426,1990,estimates,5yearly,25_29,66.674
426,1990,estimates,5yearly,30_34,47.02
426,1990,estimates,5yearly,35_39,30.945
426,1990,estimates,5yearly,40_44,14.354
426,1990,estimates,5yearly,45_49,2.803
426,1995,estimates,5yearly,15_19,47.969
426,1995,estimates,5yearly,20_24,93.57
426,1995,estimates,5yearly,25_29,67.223
426,1995,estimates,5yearly,30_34,47.432
426,1995,estimates,5yearly,35_39,29.277
426,1995,estimates,5yearly,40_44,14.179
426,1995,estimates,5yearly,45_49,2.318
426,2000,estimates,5yearly,15_19,49.968
426,2000,estimates,5yearly,20_24,93.732
426,2000,estimates,5yearly,25_29,64.586
426,2000,estimates,5yearly,30_34,39.411
426,2000,estimates,5yearly,35_39,26.042
426,2000,estimates,5yearly,40_44,11.306
426,2000,estimates,5yearly,45_49,2.185
426,2005,estimates,5yearly,15_19,54.734
426,2005,estimates,5yearly,20_24,96.01
426,2005,estimates,5yearly,25_29,65.382
426,2005,estimates,5yearly,30_34,36.785
426,2005,estimates,5yearly,35_39,19.754
426,2005,estimates,5yearly,40_44,9.798
426,2005,estimates,5yearly,45_49,1.263
426,2010,estimates,5yearly,15_19,55.066
426,2010,estimates,5yearly,20_24,98.68
426,2010,estimates,5yearly,25_29,72.452
426,2010,estimates,5yearly,30_34,43.506
426,2010,estimates,5yearly,35_39,21.596
426,2010,estimates,5yearly,40_44,9.587
426,2010,estimates,5yearly,45_49,1.184
426,2015,constant_fertility,5yearly,15_19,55.332
426,2015,constant_mortality,5yearly,15_19,54.708
426,2015,high_variant,5yearly,15_19,59.277
426,2015,instant_replacement,5yearly,15_19,42.334
426,2015,low_variant,5yearly,15_19,50.195
426,2015,medium_variant,5yearly,15_19,54.737
426,2015,momentum,5yearly,15_19,43.702
426,2015,no_change,5yearly,15_19,55.303
426,2015,zero_migration,5yearly,15_19,54.871
426,2015,constant_fertility,5yearly,20_24,103.904
426,2015,constant_mortality,5yearly,20_24,97.479
426,2015,high_variant,5yearly,20_24,105.654
426,2015,instant_replacement,5yearly,20_24,75.454
426,2015,low_variant,5yearly,20_24,89.466
426,2015,medium_variant,5yearly,20_24,97.56
426,2015,momentum,5yearly,20_24,78.132
426,2015,no_change,5yearly,20_24,103.818
426,2015,zero_migration,5yearly,20_24,98.131
426,2015,constant_fertility,5yearly,25_29,78.949
426,2015,constant_mortality,5yearly,25_29,72.575
426,2015,high_variant,5yearly,25_29,78.787
426,2015,instant_replacement,5yearly,25_29,56.267
426,2015,low_variant,5yearly,25_29,66.717
426,2015,medium_variant,5yearly,25_29,72.752
426,2015,momentum,5yearly,25_29,58.284
426,2015,no_change,5yearly,25_29,78.757
426,2015,zero_migration,5yearly,25_29,73.319
426,2015,constant_fertility,5yearly,30_34,52.114
426,2015,constant_mortality,5yearly,30_34,47.443
426,2015,high_variant,5yearly,30_34,51.595
