country,year,variant,freq,age1yearinterval,survivorage
392,1950,estimates,5yearly,"Region, subregion, country or area *",Japan
392,1950,estimates,5yearly,0,100000
392,1950,estimates,5yearly,1,95232.472
392,1950,estimates,5yearly,5,92779.773
392,1950,estimates,5yearly,10,92030.098
392,1950,estimates,5yearly,15,91629.079
392,1950,estimates,5yearly,20,90871.328
392,1950,estimates,5yearly,25,89507.736
392,1950,estimates,5yearly,30,87957.257
392,1950,estimates,5yearly,35,86372.692
392,1950,estimates,5yearly,40,84619.029
392,1950,estimates,5yearly,45,82457.331
392,1950,estimates,5yearly,50,79540.902
392,1950,estimates,5yearly,55,75438.076
392,1950,estimates,5yearly,60,69620.653
392,1950,estimates,5yearly,65,61541.098
392,1950,estimates,5yearly,70,50387.448
392,1950,estimates,5yearly,75,36758.659
392,1950,estimates,5yearly,80,22525.081
392,1950,estimates,5yearly,85,10461.551
392,1950,estimates,5yearly,90,3206.8982
392,1950,estimates,5yearly,95,546.79362
392,1950,estimates,5yearly,100plus,49.185034
392,1955,estimates,5yearly,"Region, subregion, country or area *",Japan
392,1955,estimates,5yearly,0,100000
392,1955,estimates,5yearly,1,96387.194
392,1955,estimates,5yearly,5,95122.257
392,1955,estimates,5yearly,10,94597.714
392,1955,estimates,5yearly,15,94311.868
392,1955,estimates,5yearly,20,93763.746
392,1955,estimates,5yearly,25,92804.772
392,1955,estimates,5yearly,30,91769.693
392,1955,estimates,5yearly,35,90645.191
392,1955,estimates,5yearly,40,89310.15
392,1955,estimates,5yearly,45,87583.104
392,1955,estimates,5yearly,50,85037.661
392,1955,estimates,5yearly,55,81232.743
392,1955,estimates,5yearly,60,75618.984
392,1955,estimates,5yearly,65,67593.922
392,1955,estimates,5yearly,70,56389.049
392,1955,estimates,5yearly,75,41715.538
392,1955,estimates,5yearly,80,25778.695
392,1955,estimates,5yearly,85,12037.547
392,1955,estimates,5yearly,90,3756.1377
392,1955,estimates,5yearly,95,651.01425
392,1955,estimates,5yearly,100plus,59.903177
392,1960,estimates,5yearly,"Region, subregion, country or area *",Japan
392,1960,estimates,5yearly,0,100000
392,1960,estimates,5yearly,1,97528.722
392,1960,estimates,5yearly,5,96826.987
392,1960,estimates,5yearly,10,96482.399
392,1960,estimates,5yearly,15,96265.809
392,1960,estimates,5yearly,20,95853.388
392,1960,estimates,5yearly,25,95174.265
392,1960,estimates,5yearly,30,94409.427
392,1960,estimates,5yearly,35,93539.81
392,1960,estimates,5yearly,40,92436.481
392,1960,estimates,5yearly,45,90943.243
392,1960,estimates,5yearly,50,88730.2
392,1960,estimates,5yearly,55,85337.557
392,1960,estimates,5yearly,60,80148.946
392,1960,estimates,5yearly,65,72466.057
392,1960,estimates,5yearly,70,61383.687
392,1960,estimates,5yearly,75,46500.667
392,1960,estimates,5yearly,80,29091.099
392,1960,estimates,5yearly,85,13651.301
392,1960,estimates,5yearly,90,4248.0796
392,1960,estimates,5yearly,95,748.16621
392,1960,estimates,5yearly,100plus,66.939266
392,1965,estimates,5yearly,"Region, subregion, country or area *",Japan
392,1965,estimates,5yearly,0,100000
392,1965,estimates,5yearly,1,98407.341
392,1965,estimates,5yearly,5,97946.094
392,1965,estimates,5yearly,10,97692.304
392,1965,estimates,5yearly,15,97516.216
392,1965,estimates,5yearly,20,97169.719
392,1965,estimates,5yearly,25,96654.025
392,1965,estimates,5yearly,30,96057.91
392,1965,estimates,5yearly,35,95345.41
392,1965,estimates,5yearly,40,94366.64
392,1965,estimates,5yearly,45,93026.69
392,1965,estimates,5yearly,50,91078.637
392,1965,estimates,5yearly,55,88121.722
392,1965,estimates,5yearly,60,83493.129
392,1965,estimates,5yearly,65,76369.919
392,1965,estimates,5yearly,70,65817.055
392,1965,estimates,5yearly,75,51185.853
392,1965,estimates,5yearly,80,33550.051
392,1965,estimates,5yearly,85,16750.789
392,1965,estimates,5yearly,90,5579.2513
392,1965,estimates,5yearly,95,1085.1649
392,1965,estimates,5yearly,100plus,103.93054
392,1970,estimates,5yearly,"Region, subregion, country or area *",Japan
392,1970,estimates,5yearly,0,100000
