country,year,variant,freq,age1yearinterval,survivorage
316,1950,estimates,5yearly,"Region, subregion, country or area *",Guam
316,1950,estimates,5yearly,0,100000
316,1950,estimates,5yearly,1,91753.489
316,1950,estimates,5yearly,5,88371.09
316,1950,estimates,5yearly,10,87303.841
316,1950,estimates,5yearly,15,86497.079
316,1950,estimates,5yearly,20,85262.591
316,1950,estimates,5yearly,25,83536.758
316,1950,estimates,5yearly,30,81738.447
316,1950,estimates,5yearly,35,79734.556
316,1950,estimates,5yearly,40,77381.815
316,1950,estimates,5yearly,45,74523.975
316,1950,estimates,5yearly,50,70939.43
316,1950,estimates,5yearly,55,66255.094
316,1950,estimates,5yearly,60,60252.163
316,1950,estimates,5yearly,65,52420.799
316,1950,estimates,5yearly,70,42655.136
316,1950,estimates,5yearly,75,30957.397
316,1950,estimates,5yearly,80,18656.984
316,1950,estimates,5yearly,85,8405.5719
316,1950,estimates,5yearly,90,2515.812
316,1950,estimates,5yearly,95,443.04525
316,1950,estimates,5yearly,100plus,42.841148
316,1955,estimates,5yearly,"Region, subregion, country or area *",Guam
316,1955,estimates,5yearly,0,100000
316,1955,estimates,5yearly,1,92888.565
316,1955,estimates,5yearly,5,90181.313
316,1955,estimates,5yearly,10,89283.829
316,1955,estimates,5yearly,15,88598.373
316,1955,estimates,5yearly,20,87530.125
316,1955,estimates,5yearly,25,86034.466
316,1955,estimates,5yearly,30,84470.202
316,1955,estimates,5yearly,35,82708.128
316,1955,estimates,5yearly,40,80614.346
316,1955,estimates,5yearly,45,78017.38
316,1955,estimates,5yearly,50,74666.713
316,1955,estimates,5yearly,55,70199.493
316,1955,estimates,5yearly,60,64323.365
316,1955,estimates,5yearly,65,56442.141
316,1955,estimates,5yearly,70,46419.447
316,1955,estimates,5yearly,75,34153.829
316,1955,estimates,5yearly,80,20956.576
316,1955,estimates,5yearly,85,9597.2591
316,1955,estimates,5yearly,90,2931.1526
316,1955,estimates,5yearly,95,528.78854
316,1955,estimates,5yearly,100plus,52.587017
316,1960,estimates,5yearly,"Region, subregion, country or area *",Guam
316,1960,estimates,5yearly,0,100000
316,1960,estimates,5yearly,1,94001.48
316,1960,estimates,5yearly,5,91935.133
316,1960,estimates,5yearly,10,91203.26
316,1960,estimates,5yearly,15,90637.612
316,1960,estimates,5yearly,20,89739.37
316,1960,estimates,5yearly,25,88470.527
316,1960,estimates,5yearly,30,87139.166
316,1960,estimates,5yearly,35,85627.734
316,1960,estimates,5yearly,40,83803.211
316,1960,estimates,5yearly,45,81476.415
316,1960,estimates,5yearly,50,78375.401
316,1960,estimates,5yearly,55,74145.081
316,1960,estimates,5yearly,60,68398.612
316,1960,estimates,5yearly,65,60538.696
316,1960,estimates,5yearly,70,50327.086
316,1960,estimates,5yearly,75,37537.705
316,1960,estimates,5yearly,80,23444.002
316,1960,estimates,5yearly,85,10992.64
316,1960,estimates,5yearly,90,3398.8016
316,1960,estimates,5yearly,95,620.13364
316,1960,estimates,5yearly,100plus,62.17275
316,1965,estimates,5yearly,"Region, subregion, country or area *",Guam
316,1965,estimates,5yearly,0,100000
316,1965,estimates,5yearly,1,95005.775
316,1965,estimates,5yearly,5,93499.343
316,1965,estimates,5yearly,10,92915.094
316,1965,estimates,5yearly,15,92457.767
316,1965,estimates,5yearly,20,91713.747
316,1965,estimates,5yearly,25,90636.75
316,1965,estimates,5yearly,30,89518.934
316,1965,estimates,5yearly,35,88248.12
316,1965,estimates,5yearly,40,86680.308
316,1965,estimates,5yearly,45,84610.051
316,1965,estimates,5yearly,50,81753.338
316,1965,estimates,5yearly,55,77761.913
316,1965,estimates,5yearly,60,72142.646
316,1965,estimates,5yearly,65,64366.079
316,1965,estimates,5yearly,70,54050.344
316,1965,estimates,5yearly,75,40816.999
316,1965,estimates,5yearly,80,25932.638
316,1965,estimates,5yearly,85,12459.664
316,1965,estimates,5yearly,90,3928.1568
316,1965,estimates,5yearly,95,718.75244
316,1965,estimates,5yearly,100plus,70.425477
316,1970,estimates,5yearly,"Region, subregion, country or area *",Guam
316,1970,estimates,5yearly,0,100000
316,1970,estimates,5yearly,1,95871.258
316,1970,estimates,5yearly,5,94813.892
316,1970,estimates,5yearly,10,94352.914
316,1970,estimates,5yearly,15,93986.951
316,1970,estimates,5yearly,20,93375.385
316,1970,estimates,5yearly,25,92478.834
316,1970,estimates,5yearly,30,91555.771
316,1970,estimates,5yearly,35,90502.33
316,1970,estimates,5yearly,40,89168.275
316,1970,estimates,5yearly,45,87349.987
316,1970,estimates,5yearly,50,84747.156
316,1970,estimates,5yearly,55,80990.13
316,1970,estimates,5yearly,60,75548.092
316,1970,estimates,5yearly,65,67908.196
316,1970,estimates,5yearly,70,57495.431
316,1970,estimates,5yearly,75,43900.899
316,1970,estimates,5yearly,80,28380.53
316,1970,estimates,5yearly,85,13897.05
316,1970,estimates,5yearly,90,4486.6818
316,1970,estimates,5yearly,95,839.07994
316,1970,estimates,5yearly,100plus,83.555233
316,1975,estimates,5yearly,"Region, subregion, country or area *",Guam
316,1975,estimates,5yearly,0,100000
316,1975,estimates,5yearly,1,96576.809
316,1975,estimates,5yearly,5,95798.136
316,1975,estimates,5yearly,10,95429.766
316,1975,estimates,5yearly,15,95133.538
316,1975,estimates,5yearly,20,94622.166
316,1975,estimates,5yearly,25,93890.12
316,1975,estimates,5yearly,30,93126.691
316,1975,estimates,5yearly,35,92244.171
316,1975,estimates,5yearly,40,91110.081
316,1975,estimates,5yearly,45,89532.305
316,1975,estimates,5yearly,50,87192.936
316,1975,estimates,5yearly,55,83687.134
316,1975,estimates,5yearly,60,78496.107
316,1975,estimates,5yearly,65,71091.866
316,1975,estimates,5yearly,70,60689.707
316,1975,estimates,5yearly,75,46900.848
316,1975,estimates,5yearly,80,30915.452
316,1975,estimates,5yearly,85,15468.227
316,1975,estimates,5yearly,90,5115.1973
316,1975,estimates,5yearly,95,985.57781
316,1975,estimates,5yearly,100plus,101.39873
316,1980,estimates,5yearly,"Region, subregion, country or area *",Guam
316,1980,estimates,5yearly,0,100000
316,1980,estimates,5yearly,1,97137.067
316,1980,estimates,5yearly,5,96547.604
316,1980,estimates,5yearly,10,96249.556
316,1980,estimates,5yearly,15,96006.907
316,1980,estimates,5yearly,20,95576.309
316,1980,estimates,5yearly,25,94967.415
316,1980,estimates,5yearly,30,94327.499
316,1980,estimates,5yearly,35,93581.292
316,1980,estimates,5yearly,40,92612.508
316,1980,estimates,5yearly,45,91233.225
316,1980,estimates,5yearly,50,89116.101
316,1980,estimates,5yearly,55,85872.968
316,1980,estimates,5yearly,60,80969.648
316,1980,estimates,5yearly,65,73820.711
316,1980,estimates,5yearly,70,63545.991
316,1980,estimates,5yearly,75,49746.417
316,1980,estimates,5yearly,80,33348.27
316,1980,estimates,5yearly,85,17054.698
316,1980,estimates,5yearly,90,5793.0006
316,1980,estimates,5yearly,95,1133.7994
316,1980,estimates,5yearly,100plus,115.85622
316,1985,estimates,5yearly,"Region, subregion, country or area *",Guam
316,1985,estimates,5yearly,0,100000
316,1985,estimates,5yearly,1,97568.031
316,1985,estimates,5yearly,5,97104.103
316,1985,estimates,5yearly,10,96856.808
316,1985,estimates,5yearly,15,96653.386
316,1985,estimates,5yearly,20,96284.92
316,1985,estimates,5yearly,25,95758.69
316,1985,estimates,5yearly,30,95209.481
316,1985,estimates,5yearly,35,94570.714
316,1985,estimates,5yearly,40,93735.437
316,1985,estimates,5yearly,45,92518.999
316,1985,estimates,5yearly,50,90596.561
316,1985,estimates,5yearly,55,87636.593
316,1985,estimates,5yearly,60,83069.807
316,1985,estimates,5yearly,65,76222.29
316,1985,estimates,5yearly,70,66206.013
316,1985,estimates,5yearly,75,52631.714
316,1985,estimates,5yearly,80,35940.827
316,1985,estimates,5yearly,85,18939.368
316,1985,estimates,5yearly,90,6704.1141
316,1985,estimates,5yearly,95,1385.1411
316,1985,estimates,5yearly,100plus,150.12149
316,1990,estimates,5yearly,"Region, subregion, country or area *",Guam
316,1990,estimates,5yearly,0,100000
316,1990,estimates,5yearly,1,97919.28
316,1990,estimates,5yearly,5,97549.734
316,1990,estimates,5yearly,10,97343.059
316,1990,estimates,5yearly,15,97171.663
316,1990,estimates,5yearly,20,96857.279
316,1990,estimates,5yearly,25,96410.046
316,1990,estimates,5yearly,30,95936.922
316,1990,estimates,5yearly,35,95389.808
316,1990,estimates,5yearly,40,94668.527
316,1990,estimates,5yearly,45,93598.614
316,1990,estimates,5yearly,50,91866.444
316,1990,estimates,5yearly,55,89152.335
316,1990,estimates,5yearly,60,84909.559
316,1990,estimates,5yearly,65,78460.34
316,1990,estimates,5yearly,70,68755.992
316,1990,estimates,5yearly,75,55236.232
316,1990,estimates,5yearly,80,38451.455
316,1990,estimates,5yearly,85,20778.142
316,1990,estimates,5yearly,90,7641.3517
316,1990,estimates,5yearly,95,1669.1196
316,1990,estimates,5yearly,100plus,193.26545
316,1995,estimates,5yearly,"Region, subregion, country or area *",Guam
316,1995,estimates,5yearly,0,100000
316,1995,estimates,5yearly,1,98293.313
316,1995,estimates,5yearly,5,98009.383
316,1995,estimates,5yearly,10,97843.109
316,1995,estimates,5yearly,15,97704.333
316,1995,estimates,5yearly,20,97447.022
316,1995,estimates,5yearly,25,97086.07
316,1995,estimates,5yearly,30,96700.268
316,1995,estimates,5yearly,35,96251.638
316,1995,estimates,5yearly,40,95655.734
316,1995,estimates,5yearly,45,94758.522
316,1995,estimates,5yearly,50,93270.79
316,1995,estimates,5yearly,55,90884.711
316,1995,estimates,5yearly,60,87055.426
316,1995,estimates,5yearly,65,81221.395
316,1995,estimates,5yearly,70,72193.036
316,1995,estimates,5yearly,75,58988.841
316,1995,estimates,5yearly,80,42153.652
316,1995,estimates,5yearly,85,23742.984
316,1995,estimates,5yearly,90,9290.8081
316,1995,estimates,5yearly,95,2220.2375
316,1995,estimates,5yearly,100plus,296.20097
316,2000,estimates,5yearly,"Region, subregion, country or area *",Guam
316,2000,estimates,5yearly,0,100000
316,2000,estimates,5yearly,1,98646.014
316,2000,estimates,5yearly,5,98429.922
316,2000,estimates,5yearly,10,98298.82
316,2000,estimates,5yearly,15,98188.933
316,2000,estimates,5yearly,20,97982.84
316,2000,estimates,5yearly,25,97695.159
316,2000,estimates,5yearly,30,97390.135
316,2000,estimates,5yearly,35,97033.232
316,2000,estimates,5yearly,40,96555.863
316,2000,estimates,5yearly,45,95827.444
316,2000,estimates,5yearly,50,94593.763
316,2000,estimates,5yearly,55,92581.171
316,2000,estimates,5yearly,60,89255.844
316,2000,estimates,5yearly,65,84102.209
316,2000,estimates,5yearly,70,76022.477
316,2000,estimates,5yearly,75,63817.478
316,2000,estimates,5yearly,80,47230.73
316,2000,estimates,5yearly,85,28192.447
316,2000,estimates,5yearly,90,12007.649
316,2000,estimates,5yearly,95,3239.5236
316,2000,estimates,5yearly,100plus,493.11531
316,2005,estimates,5yearly,"Region, subregion, country or area *",Guam
316,2005,estimates,5yearly,0,100000
316,2005,estimates,5yearly,1,98859.63
316,2005,estimates,5yearly,5,98680.267
316,2005,estimates,5yearly,10,98569.903
316,2005,estimates,5yearly,15,98477.002
316,2005,estimates,5yearly,20,98301.559
316,2005,estimates,5yearly,25,98057.696
316,2005,estimates,5yearly,30,97800.61
316,2005,estimates,5yearly,35,97501.008
316,2005,estimates,5yearly,40,97099.47
316,2005,estimates,5yearly,45,96480.994
316,2005,estimates,5yearly,50,95417.8
316,2005,estimates,5yearly,55,93664.385
316,2005,estimates,5yearly,60,90726.052
316,2005,estimates,5yearly,65,86097.868
316,2005,estimates,5yearly,70,78704.929
316,2005,estimates,5yearly,75,67475.806
316,2005,estimates,5yearly,80,51713.653
316,2005,estimates,5yearly,85,32416.223
316,2005,estimates,5yearly,90,14931.965
316,2005,estimates,5yearly,95,4529.9647
316,2005,estimates,5yearly,100plus,806.91689
316,2010,estimates,5yearly,"Region, subregion, country or area *",Guam
316,2010,estimates,5yearly,0,100000
316,2010,estimates,5yearly,1,99044.355
316,2010,estimates,5yearly,5,98894.411
316,2010,estimates,5yearly,10,98802.447
316,2010,estimates,5yearly,15,98725.191
316,2010,estimates,5yearly,20,98578.635
316,2010,estimates,5yearly,25,98375.143
316,2010,estimates,5yearly,30,98160.923
316,2010,estimates,5yearly,35,97911.083
316,2010,estimates,5yearly,40,97575.744
316,2010,estimates,5yearly,45,97058.845
316,2010,estimates,5yearly,50,96160.655
316,2010,estimates,5yearly,55,94664.858
316,2010,estimates,5yearly,60,92128.912
316,2010,estimates,5yearly,65,88102.118
316,2010,estimates,5yearly,70,81478.116
316,2010,estimates,5yearly,75,71121.426
316,2010,estimates,5yearly,80,56312.556
316,2010,estimates,5yearly,85,37234.434
316,2010,estimates,5yearly,90,18395.52
316,2010,estimates,5yearly,95,6136.3336
316,2010,estimates,5yearly,100plus,1224.3583
316,2015,medium_variant,5yearly,"Region, subregion, country or area *",Guam
316,2015,medium_variant,5yearly,0,100000
316,2015,medium_variant,5yearly,1,99153.612
316,2015,medium_variant,5yearly,5,99020.391
316,2015,medium_variant,5yearly,10,98938.935
316,2015,medium_variant,5yearly,15,98870.817
316,2015,medium_variant,5yearly,20,98741.656
316,2015,medium_variant,5yearly,25,98561.345
316,2015,medium_variant,5yearly,30,98371.899
316,2015,medium_variant,5yearly,35,98151.196
316,2015,medium_variant,5yearly,40,97854.57
316,2015,medium_variant,5yearly,45,97397.745
316,2015,medium_variant,5yearly,50,96602.444
316,2015,medium_variant,5yearly,55,95266.785
316,2015,medium_variant,5yearly,60,92978.709
316,2015,medium_variant,5yearly,65,89328.361
316,2015,medium_variant,5yearly,70,83248.73
316,2015,medium_variant,5yearly,75,73513.228
316,2015,medium_variant,5yearly,80,59255.874
316,2015,medium_variant,5yearly,85,40533.422
316,2015,medium_variant,5yearly,90,21127.213
316,2015,medium_variant,5yearly,95,7488.6516
316,2015,medium_variant,5yearly,100plus,1614.4914
316,2020,medium_variant,5yearly,"Region, subregion, country or area *",Guam
316,2020,medium_variant,5yearly,0,100000
316,2020,medium_variant,5yearly,1,99235.327
316,2020,medium_variant,5yearly,5,99113.995
316,2020,medium_variant,5yearly,10,99040.416
316,2020,medium_variant,5yearly,15,98979.207
316,2020,medium_variant,5yearly,20,98864.081
316,2020,medium_variant,5yearly,25,98702.856
316,2020,medium_variant,5yearly,30,98532.866
316,2020,medium_variant,5yearly,35,98334.998
316,2020,medium_variant,5yearly,40,98069.166
316,2020,medium_variant,5yearly,45,97660.455
