country,year,variant,freq,age1yearinterval,survivorage
710,1950,estimates,5yearly,0,100000
710,1950,estimates,5yearly,1,87044.28
710,1950,estimates,5yearly,5,80819.708
710,1950,estimates,5yearly,10,79130.91
710,1950,estimates,5yearly,15,77882.004
710,1950,estimates,5yearly,20,76147.381
710,1950,estimates,5yearly,25,73845.052
710,1950,estimates,5yearly,30,71372.521
710,1950,estimates,5yearly,35,68654.399
710,1950,estimates,5yearly,40,65617.846
710,1950,estimates,5yearly,45,62169.54
710,1950,estimates,5yearly,50,58243.432
710,1950,estimates,5yearly,55,53380.95
710,1950,estimates,5yearly,60,47503.356
710,1950,estimates,5yearly,65,40063.289
710,1950,estimates,5yearly,70,31355.305
710,1950,estimates,5yearly,75,21573.095
710,1950,estimates,5yearly,80,12094.373
710,1950,estimates,5yearly,85,5012.7604
710,1950,estimates,5yearly,90,1363.1364
710,1950,estimates,5yearly,95,221.08307
710,1950,estimates,5yearly,100plus,20.615156
710,1955,estimates,5yearly,0,100000
710,1955,estimates,5yearly,1,88558.858
710,1955,estimates,5yearly,5,83319.127
710,1955,estimates,5yearly,10,81824.793
710,1955,estimates,5yearly,15,80718.701
710,1955,estimates,5yearly,20,79135.552
710,1955,estimates,5yearly,25,77017.12
710,1955,estimates,5yearly,30,74730.482
710,1955,estimates,5yearly,35,72208.46
710,1955,estimates,5yearly,40,69367.724
710,1955,estimates,5yearly,45,66097.402
710,1955,estimates,5yearly,50,62284.689
710,1955,estimates,5yearly,55,57476.132
710,1955,estimates,5yearly,60,51541.685
710,1955,estimates,5yearly,65,43910.281
710,1955,estimates,5yearly,70,34772.137
710,1955,estimates,5yearly,75,24352.34
710,1955,estimates,5yearly,80,13996.967
710,1955,estimates,5yearly,85,5958.4948
710,1955,estimates,5yearly,90,1668.8653
710,1955,estimates,5yearly,95,278.74491
710,1955,estimates,5yearly,100plus,26.543408
710,1960,estimates,5yearly,0,100000
710,1960,estimates,5yearly,1,89490.81
710,1960,estimates,5yearly,5,84812.814
710,1960,estimates,5yearly,10,83441.293
710,1960,estimates,5yearly,15,82420.008
710,1960,estimates,5yearly,20,80944.637
710,1960,estimates,5yearly,25,78965.033
710,1960,estimates,5yearly,30,76825.117
710,1960,estimates,5yearly,35,74454.645
710,1960,estimates,5yearly,40,71759.702
710,1960,estimates,5yearly,45,68620.897
710,1960,estimates,5yearly,50,64897.749
710,1960,estimates,5yearly,55,60140.716
710,1960,estimates,5yearly,60,54178.036
710,1960,estimates,5yearly,65,46438.293
710,1960,estimates,5yearly,70,37038.317
710,1960,estimates,5yearly,75,26172.517
710,1960,estimates,5yearly,80,15266.817
710,1960,estimates,5yearly,85,6623.845
710,1960,estimates,5yearly,90,1888.4771
710,1960,estimates,5yearly,95,320.76208
710,1960,estimates,5yearly,100plus,30.924392
710,1965,estimates,5yearly,0,100000
710,1965,estimates,5yearly,1,90436.642
710,1965,estimates,5yearly,5,86313.414
710,1965,estimates,5yearly,10,85068.593
710,1965,estimates,5yearly,15,84135.837
