country,year,variant,freq,age1yearinterval,survivorage
474,1950,estimates,5yearly,"Region, subregion, country or area *",Martinique
474,1950,estimates,5yearly,0,100000
474,1950,estimates,5yearly,1,91920.967
474,1950,estimates,5yearly,5,88618.436
474,1950,estimates,5yearly,10,87542.001
474,1950,estimates,5yearly,15,87309.008
474,1950,estimates,5yearly,20,86728.942
474,1950,estimates,5yearly,25,85780.526
474,1950,estimates,5yearly,30,84573.224
474,1950,estimates,5yearly,35,82899.563
474,1950,estimates,5yearly,40,80074.939
474,1950,estimates,5yearly,45,75635.555
474,1950,estimates,5yearly,50,69493.204
474,1950,estimates,5yearly,55,61946.064
474,1950,estimates,5yearly,60,53446.093
474,1950,estimates,5yearly,65,44170.403
474,1950,estimates,5yearly,70,34272.48
474,1950,estimates,5yearly,75,23553.642
474,1950,estimates,5yearly,80,12820.874
474,1950,estimates,5yearly,85,5037.512
474,1950,estimates,5yearly,90,1285.6394
474,1950,estimates,5yearly,95,188.62933
474,1950,estimates,5yearly,100plus,14.854258
474,1955,estimates,5yearly,"Region, subregion, country or area *",Martinique
474,1955,estimates,5yearly,0,100000
474,1955,estimates,5yearly,1,93362.657
474,1955,estimates,5yearly,5,90835.083
474,1955,estimates,5yearly,10,89971.365
474,1955,estimates,5yearly,15,89734.898
474,1955,estimates,5yearly,20,89199.564
474,1955,estimates,5yearly,25,88331.598
474,1955,estimates,5yearly,30,87235.142
474,1955,estimates,5yearly,35,85737.878
474,1955,estimates,5yearly,40,83256.247
474,1955,estimates,5yearly,45,79382.8
474,1955,estimates,5yearly,50,74015.733
474,1955,estimates,5yearly,55,67296.349
474,1955,estimates,5yearly,60,59388.26
474,1955,estimates,5yearly,65,50406.502
474,1955,estimates,5yearly,70,40359.902
474,1955,estimates,5yearly,75,28980.307
474,1955,estimates,5yearly,80,16838.306
474,1955,estimates,5yearly,85,7096.7268
474,1955,estimates,5yearly,90,1959.0538
474,1955,estimates,5yearly,95,315.78463
474,1955,estimates,5yearly,100plus,27.08455
474,1960,estimates,5yearly,"Region, subregion, country or area *",Martinique
474,1960,estimates,5yearly,0,100000
474,1960,estimates,5yearly,1,94548.062
474,1960,estimates,5yearly,5,92623.25
474,1960,estimates,5yearly,10,91930.389
474,1960,estimates,5yearly,15,91697.577
474,1960,estimates,5yearly,20,91210.435
474,1960,estimates,5yearly,25,90426.788
474,1960,estimates,5yearly,30,89438.486
474,1960,estimates,5yearly,35,88106.392
474,1960,estimates,5yearly,40,85940.081
474,1960,estimates,5yearly,45,82587.162
474,1960,estimates,5yearly,50,77924.452
474,1960,estimates,5yearly,55,71983.307
474,1960,estimates,5yearly,60,64760.235
474,1960,estimates,5yearly,65,56215.671
474,1960,estimates,5yearly,70,46257.84
474,1960,estimates,5yearly,75,34392.626
474,1960,estimates,5yearly,80,21243.935
474,1960,estimates,5yearly,85,9622.5691
474,1960,estimates,5yearly,90,2889.0138
474,1960,estimates,5yearly,95,506.782
474,1960,estimates,5yearly,100plus,47.500596
474,1965,estimates,5yearly,"Region, subregion, country or area *",Martinique
474,1965,estimates,5yearly,0,100000
474,1965,estimates,5yearly,1,95532.264
474,1965,estimates,5yearly,5,94076.964
474,1965,estimates,5yearly,10,93522.593
474,1965,estimates,5yearly,15,93298.624
474,1965,estimates,5yearly,20,92857.928
474,1965,estimates,5yearly,25,92154.112
474,1965,estimates,5yearly,30,91263.347
474,1965,estimates,5yearly,35,90080.196
474,1965,estimates,5yearly,40,88196.943
474,1965,estimates,5yearly,45,85311.505
474,1965,estimates,5yearly,50,81304.385
474,1965,estimates,5yearly,55,76105.662
474,1965,estimates,5yearly,60,69630.394
474,1965,estimates,5yearly,65,61641.731
474,1965,estimates,5yearly,70,51936.606
474,1965,estimates,5yearly,75,39872.316
474,1965,estimates,5yearly,80,25874.592
474,1965,estimates,5yearly,85,12538.542
474,1965,estimates,5yearly,90,4112.2378
474,1965,estimates,5yearly,95,795.88303
474,1965,estimates,5yearly,100plus,82.261392
474,1970,estimates,5yearly,"Region, subregion, country or area *",Martinique
474,1970,estimates,5yearly,0,100000
474,1970,estimates,5yearly,1,96463.897
474,1970,estimates,5yearly,5,95410.491
474,1970,estimates,5yearly,10,94976.294
474,1970,estimates,5yearly,15,94759.223
474,1970,estimates,5yearly,20,94348.679
474,1970,estimates,5yearly,25,93693.556
474,1970,estimates,5yearly,30,92866.411
