country,year,variant,freq,age1yearinterval,survivorage
196,1950,estimates,5yearly,0,100000
196,1950,estimates,5yearly,1,93506.884
196,1950,estimates,5yearly,5,92157.808
196,1950,estimates,5yearly,10,91497.561
196,1950,estimates,5yearly,15,91255.149
196,1950,estimates,5yearly,20,90891.984
196,1950,estimates,5yearly,25,90399.06
196,1950,estimates,5yearly,30,89791.599
196,1950,estimates,5yearly,35,89030.348
196,1950,estimates,5yearly,40,87981.767
196,1950,estimates,5yearly,45,86527.445
196,1950,estimates,5yearly,50,84512.568
196,1950,estimates,5yearly,55,81651.514
196,1950,estimates,5yearly,60,77461.174
196,1950,estimates,5yearly,65,71219.638
196,1950,estimates,5yearly,70,62116.706
196,1950,estimates,5yearly,75,48948.703
196,1950,estimates,5yearly,80,31912.755
196,1950,estimates,5yearly,85,15127.54
196,1950,estimates,5yearly,90,4373.5247
196,1950,estimates,5yearly,95,648.97372
196,1950,estimates,5yearly,100plus,45.922034
196,1955,estimates,5yearly,0,100000
196,1955,estimates,5yearly,1,94889.136
196,1955,estimates,5yearly,5,93850.706
196,1955,estimates,5yearly,10,93342.892
196,1955,estimates,5yearly,15,93133.554
196,1955,estimates,5yearly,20,92822.287
196,1955,estimates,5yearly,25,92385.389
196,1955,estimates,5yearly,30,91835.821
196,1955,estimates,5yearly,35,91142.501
196,1955,estimates,5yearly,40,90178.072
196,1955,estimates,5yearly,45,88843.125
196,1955,estimates,5yearly,50,86943.782
196,1955,estimates,5yearly,55,84238.334
196,1955,estimates,5yearly,60,80156.219
196,1955,estimates,5yearly,65,74101.201
196,1955,estimates,5yearly,70,64993.094
196,1955,estimates,5yearly,75,51756.636
196,1955,estimates,5yearly,80,34364.74
196,1955,estimates,5yearly,85,16789.519
196,1955,estimates,5yearly,90,5076.8278
196,1955,estimates,5yearly,95,795.99144
196,1955,estimates,5yearly,100plus,59.225926
196,1960,estimates,5yearly,0,100000
196,1960,estimates,5yearly,1,95985.649
196,1960,estimates,5yearly,5,95185.391
196,1960,estimates,5yearly,10,94794.432
196,1960,estimates,5yearly,15,94615.77
196,1960,estimates,5yearly,20,94349.602
196,1960,estimates,5yearly,25,93962.667
196,1960,estimates,5yearly,30,93464.646
196,1960,estimates,5yearly,35,92833.192
196,1960,estimates,5yearly,40,91956.439
196,1960,estimates,5yearly,45,90728.57
196,1960,estimates,5yearly,50,88954.325
