country,year,variant,freq,age1yearinterval,survivorage
854,1950,estimates,5yearly,0,100000
854,1950,estimates,5yearly,1,77186.813
854,1950,estimates,5yearly,5,62376.155
854,1950,estimates,5yearly,10,58434.977
854,1950,estimates,5yearly,15,56528.467
854,1950,estimates,5yearly,20,53855.571
854,1950,estimates,5yearly,25,50343.512
854,1950,estimates,5yearly,30,46948.907
854,1950,estimates,5yearly,35,43741.99
854,1950,estimates,5yearly,40,40503.282
854,1950,estimates,5yearly,45,37163.431
854,1950,estimates,5yearly,50,33705.562
854,1950,estimates,5yearly,55,29691.784
854,1950,estimates,5yearly,60,25000.527
854,1950,estimates,5yearly,65,19104.862
854,1950,estimates,5yearly,70,12674.107
854,1950,estimates,5yearly,75,6537.7515
854,1950,estimates,5yearly,80,2267.7072
854,1950,estimates,5yearly,85,441.45674
854,1950,estimates,5yearly,90,44.39345
854,1950,estimates,5yearly,95,2.4026559
854,1950,estimates,5yearly,100plus,0.053380069
854,1955,estimates,5yearly,0,100000
854,1955,estimates,5yearly,1,79097.108
854,1955,estimates,5yearly,5,64901.543
854,1955,estimates,5yearly,10,61206.697
854,1955,estimates,5yearly,15,59399.378
854,1955,estimates,5yearly,20,56854.552
854,1955,estimates,5yearly,25,53494.847
854,1955,estimates,5yearly,30,50225.332
854,1955,estimates,5yearly,35,47105.591
854,1955,estimates,5yearly,40,43926.772
854,1955,estimates,5yearly,45,40616.65
854,1955,estimates,5yearly,50,37151.601
854,1955,estimates,5yearly,55,33076.378
854,1955,estimates,5yearly,60,28242.93
854,1955,estimates,5yearly,65,22060.333
854,1955,estimates,5yearly,70,15126.856
854,1955,estimates,5yearly,75,8228.949
854,1955,estimates,5yearly,80,3111.3677
854,1955,estimates,5yearly,85,684.23055
854,1955,estimates,5yearly,90,78.394069
854,1955,estimates,5yearly,95,4.5943798
854,1955,estimates,5yearly,100plus,0.12101377
854,1960,estimates,5yearly,0,100000
854,1960,estimates,5yearly,1,80782.617
854,1960,estimates,5yearly,5,67256.219
854,1960,estimates,5yearly,10,63805.655
854,1960,estimates,5yearly,15,62099.143
854,1960,estimates,5yearly,20,59686.09
854,1960,estimates,5yearly,25,56484.879
854,1960,estimates,5yearly,30,53350.3
854,1960,estimates,5yearly,35,50332.685
854,1960,estimates,5yearly,40,47232.966
854,1960,estimates,5yearly,45,43974.078
854,1960,estimates,5yearly,50,40524.01
854,1960,estimates,5yearly,55,36416.514
854,1960,estimates,5yearly,60,31480.146
854,1960,estimates,5yearly,65,25066.335
854,1960,estimates,5yearly,70,17691.852
854,1960,estimates,5yearly,75,10074.375
854,1960,estimates,5yearly,80,4089.9739
854,1960,estimates,5yearly,85,996.87381
854,1960,estimates,5yearly,90,128.80036
854,1960,estimates,5yearly,95,8.2028312
854,1960,estimates,5yearly,100plus,0.24913337
854,1965,estimates,5yearly,0,100000
854,1965,estimates,5yearly,1,82791.116
854,1965,estimates,5yearly,5,69869.357
854,1965,estimates,5yearly,10,66636.712
854,1965,estimates,5yearly,15,65020
854,1965,estimates,5yearly,20,62723.348
854,1965,estimates,5yearly,25,59662.476
854,1965,estimates,5yearly,30,56648.057
854,1965,estimates,5yearly,35,53721.416
854,1965,estimates,5yearly,40,50693.228
854,1965,estimates,5yearly,45,47483.056
854,1965,estimates,5yearly,50,44046.119
854,1965,estimates,5yearly,55,39904.218
854,1965,estimates,5yearly,60,34865.426
854,1965,estimates,5yearly,65,28228.573
854,1965,estimates,5yearly,70,20425.124
854,1965,estimates,5yearly,75,12091.195
854,1965,estimates,5yearly,80,5208.3606
854,1965,estimates,5yearly,85,1381.305
854,1965,estimates,5yearly,90,197.64583
854,1965,estimates,5yearly,95,14.027038
854,1965,estimates,5yearly,100plus,0.48593754
854,1970,estimates,5yearly,0,100000
854,1970,estimates,5yearly,1,84649.896
854,1970,estimates,5yearly,5,71725.075
854,1970,estimates,5yearly,10,68778.446
854,1970,estimates,5yearly,15,67285.465
854,1970,estimates,5yearly,20,65154.901
854,1970,estimates,5yearly,25,62301.753
854,1970,estimates,5yearly,30,59473.044
854,1970,estimates,5yearly,35,56701.328
854,1970,estimates,5yearly,40,53808.64
854,1970,estimates,5yearly,45,50712.797
854,1970,estimates,5yearly,50,47359.445
854,1970,estimates,5yearly,55,43261.532
854,1970,estimates,5yearly,60,38207.502
854,1970,estimates,5yearly,65,31458.5
854,1970,estimates,5yearly,70,23337.545
854,1970,estimates,5yearly,75,14358.555
854,1970,estimates,5yearly,80,6554.3247
854,1970,estimates,5yearly,85,1887.0626
854,1970,estimates,5yearly,90,298.1747
854,1970,estimates,5yearly,95,23.549528
854,1970,estimates,5yearly,100plus,0.94664177
854,1975,estimates,5yearly,0,100000
854,1975,estimates,5yearly,1,86700.217
854,1975,estimates,5yearly,5,74158.236
854,1975,estimates,5yearly,10,71643.396
854,1975,estimates,5yearly,15,70327.074
854,1975,estimates,5yearly,20,68428.038
854,1975,estimates,5yearly,25,65870.035
854,1975,estimates,5yearly,30,63312.292
854,1975,estimates,5yearly,35,60769.879
854,1975,estimates,5yearly,40,58086.686
854,1975,estimates,5yearly,45,55169.276
854,1975,estimates,5yearly,50,51956.554
854,1975,estimates,5yearly,55,47964.08
854,1975,estimates,5yearly,60,42938.778
854,1975,estimates,5yearly,65,36110.454
854,1975,estimates,5yearly,70,27629.868
854,1975,estimates,5yearly,75,17814.375
854,1975,estimates,5yearly,80,8713.295
854,1975,estimates,5yearly,85,2761.5408
854,1975,estimates,5yearly,90,489.85579
854,1975,estimates,5yearly,95,43.652616
854,1975,estimates,5yearly,100plus,2.0118239
854,1980,estimates,5yearly,0,100000
854,1980,estimates,5yearly,1,88072.449
854,1980,estimates,5yearly,5,77105.077
854,1980,estimates,5yearly,10,75373.978
854,1980,estimates,5yearly,15,74408.193
854,1980,estimates,5yearly,20,73005.548
854,1980,estimates,5yearly,25,71087.119
854,1980,estimates,5yearly,30,69128.632
854,1980,estimates,5yearly,35,67096.131
854,1980,estimates,5yearly,40,64892.936
854,1980,estimates,5yearly,45,62386.329
854,1980,estimates,5yearly,50,59506.62
854,1980,estimates,5yearly,55,55795.289
854,1980,estimates,5yearly,60,50965.442
854,1980,estimates,5yearly,65,44203.262
854,1980,estimates,5yearly,70,35368.246
854,1980,estimates,5yearly,75,24373.248
854,1980,estimates,5yearly,80,13101.55
854,1980,estimates,5yearly,85,4716.4333
854,1980,estimates,5yearly,90,971.32809
854,1980,estimates,5yearly,95,100.60049
854,1980,estimates,5yearly,100plus,5.3973514
854,1985,estimates,5yearly,0,100000
854,1985,estimates,5yearly,1,89029.604
854,1985,estimates,5yearly,5,78765.912
