region,variant,gender,freq,year,mortality15to60per1000aliveat15
911,estimates,female,5yearly,1950,457.119193231323
911,estimates,male,5yearly,1950,520.886190570265
911,estimates,female,5yearly,1955,439.429547331675
911,estimates,male,5yearly,1955,501.876751126032
911,estimates,female,5yearly,1960,422.597487848629
911,estimates,male,5yearly,1960,483.009370507308
911,estimates,female,5yearly,1965,403.542633960849
911,estimates,male,5yearly,1965,461.78504787641
911,estimates,female,5yearly,1970,380.31773397479
911,estimates,male,5yearly,1970,437.563633527328
911,estimates,female,5yearly,1975,364.251786620922
911,estimates,male,5yearly,1975,420.054864474186
911,estimates,female,5yearly,1980,348.657031150944
911,estimates,male,5yearly,1980,405.380147891335
911,estimates,female,5yearly,1985,342.175953740588
911,estimates,male,5yearly,1985,399.206597576696
911,estimates,female,5yearly,1990,344.674858117201
911,estimates,male,5yearly,1990,400.456909561909
911,estimates,female,5yearly,1995,359.935331639762
911,estimates,male,5yearly,1995,410.769373494583
911,estimates,female,5yearly,2000,345.099022551754
911,estimates,male,5yearly,2000,390.862171868926
911,estimates,female,5yearly,2005,306.451884293218
911,estimates,male,5yearly,2005,351.280039994263
911,estimates,female,5yearly,2010,273.675440802142
911,estimates,male,5yearly,2010,323.27489864354
911,medium_variant,female,5yearly,2015,251.104914984725
911,medium_variant,male,5yearly,2015,299.137603415493
911,medium_variant,female,5yearly,2020,227.736212246869
911,medium_variant,male,5yearly,2020,277.692652081219
911,medium_variant,female,5yearly,2025,206.811942732306
911,medium_variant,male,5yearly,2025,258.106378263435
911,medium_variant,female,5yearly,2030,187.822878898921
911,medium_variant,male,5yearly,2030,240.341234069602
911,medium_variant,female,5yearly,2035,170.811811880797
911,medium_variant,male,5yearly,2035,224.923093382468
911,medium_variant,female,5yearly,2040,155.465935100092
911,medium_variant,male,5yearly,2040,211.355689931788
911,medium_variant,female,5yearly,2045,141.741996751966
911,medium_variant,male,5yearly,2045,199.30080894641
911,medium_variant,female,5yearly,2050,129.680220090773
911,medium_variant,male,5yearly,2050,188.633079785093
911,medium_variant,female,5yearly,2055,119.216244977656
911,medium_variant,male,5yearly,2055,178.442372939361
911,medium_variant,female,5yearly,2060,110.056382361514
911,medium_variant,male,5yearly,2060,169.228498378816
911,medium_variant,female,5yearly,2065,102.067039525866
911,medium_variant,male,5yearly,2065,160.763682557233
911,medium_variant,female,5yearly,2070,95.064357759846
911,medium_variant,male,5yearly,2070,152.64504645039
911,medium_variant,female,5yearly,2075,88.7183877466146
911,medium_variant,male,5yearly,2075,144.723126950252
911,medium_variant,female,5yearly,2080,82.9103169272734
911,medium_variant,male,5yearly,2080,137.30796044041
911,medium_variant,female,5yearly,2085,77.5824777161193
911,medium_variant,male,5yearly,2085,129.826466390611
911,medium_variant,female,5yearly,2090,72.7229647737419
911,medium_variant,male,5yearly,2090,122.767934350348
911,medium_variant,female,5yearly,2095,68.3785167494337
911,medium_variant,male,5yearly,2095,115.698116415373
911,estimates,female,5yearly,Regi,Middle Africa
911,estimates,male,5yearly,Regi,Middle Africa
911,medium_variant,female,5yearly,Regi,Middle Africa
911,medium_variant,male,5yearly,Regi,Middle Africa
