region,variant,gender,freq,year,mortality15to60per1000aliveat15
926,estimates,female,5yearly,1950,139.999974514315
926,estimates,male,5yearly,1950,211.777566627821
926,estimates,female,5yearly,1955,119.496171879865
926,estimates,male,5yearly,1955,204.271711641467
926,estimates,female,5yearly,1960,109.897678858456
926,estimates,male,5yearly,1960,197.874237390689
926,estimates,female,5yearly,1965,106.102846142431
926,estimates,male,5yearly,1965,195.580791864509
926,estimates,female,5yearly,1970,100.832544054657
926,estimates,male,5yearly,1970,191.615262410248
926,estimates,female,5yearly,1975,92.762480170511
926,estimates,male,5yearly,1975,186.058674302956
926,estimates,female,5yearly,1980,84.0186740278915
926,estimates,male,5yearly,1980,175.352658382978
926,estimates,female,5yearly,1985,75.6085783002003
926,estimates,male,5yearly,1985,159.834798172735
926,estimates,female,5yearly,1990,70.8760464955989
926,estimates,male,5yearly,1990,150.589524486552
926,estimates,female,5yearly,1995,65.5475793049385
926,estimates,male,5yearly,1995,134.078927160107
926,estimates,female,5yearly,2000,60.6170804702628
926,estimates,male,5yearly,2000,120.682430772464
926,estimates,female,5yearly,2005,55.3507453546861
926,estimates,male,5yearly,2005,107.384807558652
926,estimates,female,5yearly,2010,51.4634793900443
926,estimates,male,5yearly,2010,96.1183810072283
926,medium_variant,female,5yearly,2015,46.7799237657637
926,medium_variant,male,5yearly,2015,89.1542567961568
926,medium_variant,female,5yearly,2020,43.2286600489794
926,medium_variant,male,5yearly,2020,81.6567123339831
926,medium_variant,female,5yearly,2025,39.9209038156232
926,medium_variant,male,5yearly,2025,75.0206188657899
926,medium_variant,female,5yearly,2030,36.9244857839574
926,medium_variant,male,5yearly,2030,69.1961854508406
926,medium_variant,female,5yearly,2035,34.065149804098
926,medium_variant,male,5yearly,2035,64.027238999527
926,medium_variant,female,5yearly,2040,31.1016202843433
926,medium_variant,male,5yearly,2040,59.4362180411001
926,medium_variant,female,5yearly,2045,28.4413798080959
926,medium_variant,male,5yearly,2045,55.5486485786517
926,medium_variant,female,5yearly,2050,25.9360877035604
926,medium_variant,male,5yearly,2050,52.0257833072622
926,medium_variant,female,5yearly,2055,23.6819176244782
926,medium_variant,male,5yearly,2055,48.645418089142
926,medium_variant,female,5yearly,2060,21.4561478781601
926,medium_variant,male,5yearly,2060,45.3280778675015
926,medium_variant,female,5yearly,2065,19.2867162683499
926,medium_variant,male,5yearly,2065,42.0024857541085
926,medium_variant,female,5yearly,2070,17.1851861315515
926,medium_variant,male,5yearly,2070,38.8516535791893
926,medium_variant,female,5yearly,2075,15.3146413445474
926,medium_variant,male,5yearly,2075,35.8253347964276
926,medium_variant,female,5yearly,2080,13.6710915646049
926,medium_variant,male,5yearly,2080,33.0450118249898
926,medium_variant,female,5yearly,2085,11.9944586607992
926,medium_variant,male,5yearly,2085,30.3957896490173
926,medium_variant,female,5yearly,2090,10.5465668672204
926,medium_variant,male,5yearly,2090,27.8716482568065
926,medium_variant,female,5yearly,2095,9.13005911712628
926,medium_variant,male,5yearly,2095,25.4064188488868
926,estimates,female,5yearly,Regi,Western Europe
926,estimates,male,5yearly,Regi,Western Europe
926,medium_variant,female,5yearly,Regi,Western Europe
926,medium_variant,male,5yearly,Regi,Western Europe
