region,variant,gender,freq,year,mortality15to60per1000aliveat15
1503,estimates,female,5yearly,1950,162.796709902252
1503,estimates,male,5yearly,1950,239.624735520476
1503,estimates,female,5yearly,1955,138.942247504995
1503,estimates,male,5yearly,1955,222.437099368505
1503,estimates,female,5yearly,1960,125.97304921614
1503,estimates,male,5yearly,1960,213.420555611298
1503,estimates,female,5yearly,1965,119.080805315023
1503,estimates,male,5yearly,1965,209.778655737462
1503,estimates,female,5yearly,1970,110.647984916087
1503,estimates,male,5yearly,1970,202.578532090892
1503,estimates,female,5yearly,1975,98.7732573586287
1503,estimates,male,5yearly,1975,190.046297120746
1503,estimates,female,5yearly,1980,89.0351667119339
1503,estimates,male,5yearly,1980,177.017428637778
1503,estimates,female,5yearly,1985,81.5469286405904
1503,estimates,male,5yearly,1985,164.472038337512
1503,estimates,female,5yearly,1990,75.8850536660556
1503,estimates,male,5yearly,1990,156.094054427132
1503,estimates,female,5yearly,1995,70.4425676311559
1503,estimates,male,5yearly,1995,140.453815431674
1503,estimates,female,5yearly,2000,65.9524338637217
1503,estimates,male,5yearly,2000,127.834846742678
1503,estimates,female,5yearly,2005,61.9567140748652
1503,estimates,male,5yearly,2005,118.285975729873
1503,estimates,female,5yearly,2010,58.2718238552393
1503,estimates,male,5yearly,2010,106.931445561194
1503,medium_variant,female,5yearly,2015,53.8996439578715
1503,medium_variant,male,5yearly,2015,98.3037466374511
1503,medium_variant,female,5yearly,2020,50.2028382680411
1503,medium_variant,male,5yearly,2020,90.4685200828163
1503,medium_variant,female,5yearly,2025,47.1579068235021
1503,medium_variant,male,5yearly,2025,83.7308619584989
1503,medium_variant,female,5yearly,2030,44.5443394396381
1503,medium_variant,male,5yearly,2030,77.7095789202249
1503,medium_variant,female,5yearly,2035,41.9664197068078
1503,medium_variant,male,5yearly,2035,71.7150908343291
1503,medium_variant,female,5yearly,2040,39.3000011942529
1503,medium_variant,male,5yearly,2040,66.0881268416899
1503,medium_variant,female,5yearly,2045,36.7318184438589
1503,medium_variant,male,5yearly,2045,60.8847281821225
1503,medium_variant,female,5yearly,2050,34.0555028666339
1503,medium_variant,male,5yearly,2050,56.2343121523107
1503,medium_variant,female,5yearly,2055,31.6256891869451
1503,medium_variant,male,5yearly,2055,52.1248493598268
1503,medium_variant,female,5yearly,2060,29.2626253948459
1503,medium_variant,male,5yearly,2060,48.3298553221296
1503,medium_variant,female,5yearly,2065,26.8489655625391
1503,medium_variant,male,5yearly,2065,44.7948656332497
1503,medium_variant,female,5yearly,2070,24.6501124486943
1503,medium_variant,male,5yearly,2070,41.5918453198355
1503,medium_variant,female,5yearly,2075,22.5378582356222
1503,medium_variant,male,5yearly,2075,38.4081157313396
1503,medium_variant,female,5yearly,2080,20.5512154887851
1503,medium_variant,male,5yearly,2080,35.5401067396878
1503,medium_variant,female,5yearly,2085,18.6982432163988
1503,medium_variant,male,5yearly,2085,32.8214044421155
1503,medium_variant,female,5yearly,2090,16.9352293976757
1503,medium_variant,male,5yearly,2090,30.1032256958242
1503,medium_variant,female,5yearly,2095,15.2200408366867
1503,medium_variant,male,5yearly,2095,27.5816538663426
