region,variant,gender,freq,year,mortality15to60per1000aliveat15
915,estimates,female,5yearly,1950,290.880563306456
915,estimates,male,5yearly,1950,336.720570230013
915,estimates,female,5yearly,1955,256.654912317676
915,estimates,male,5yearly,1955,301.829456093155
915,estimates,female,5yearly,1960,230.828510208988
915,estimates,male,5yearly,1960,275.469201695415
915,estimates,female,5yearly,1965,207.608037945267
915,estimates,male,5yearly,1965,250.589052947262
915,estimates,female,5yearly,1970,192.482812880218
915,estimates,male,5yearly,1970,238.549180808112
915,estimates,female,5yearly,1975,179.252286286399
915,estimates,male,5yearly,1975,230.379672910982
915,estimates,female,5yearly,1980,168.541838899689
915,estimates,male,5yearly,1980,223.192116080255
915,estimates,female,5yearly,1985,159.969812319349
915,estimates,male,5yearly,1985,221.064327886541
915,estimates,female,5yearly,1990,153.54509594006
915,estimates,male,5yearly,1990,222.980259661625
915,estimates,female,5yearly,1995,143.627302876579
915,estimates,male,5yearly,1995,217.200954076341
915,estimates,female,5yearly,2000,137.85234522933
915,estimates,male,5yearly,2000,209.421749188046
915,estimates,female,5yearly,2005,127.953867735284
915,estimates,male,5yearly,2005,194.994968460237
915,estimates,female,5yearly,2010,120.299116186859
915,estimates,male,5yearly,2010,184.640191847401
915,medium_variant,female,5yearly,2015,114.902203541852
915,medium_variant,male,5yearly,2015,176.054003843978
915,medium_variant,female,5yearly,2020,109.277093013386
915,medium_variant,male,5yearly,2020,167.226250284058
915,medium_variant,female,5yearly,2025,105.144629450786
915,medium_variant,male,5yearly,2025,160.680336920193
915,medium_variant,female,5yearly,2030,101.205438715642
915,medium_variant,male,5yearly,2030,154.968316457854
915,medium_variant,female,5yearly,2035,97.332811149951
915,medium_variant,male,5yearly,2035,149.586014990882
915,medium_variant,female,5yearly,2040,92.3263981845186
915,medium_variant,male,5yearly,2040,141.664821985075
915,medium_variant,female,5yearly,2045,87.6227692312683
915,medium_variant,male,5yearly,2045,134.54568455753
915,medium_variant,female,5yearly,2050,83.7749909206985
915,medium_variant,male,5yearly,2050,128.792353034286
915,medium_variant,female,5yearly,2055,79.6229095429153
915,medium_variant,male,5yearly,2055,123.00802508792
915,medium_variant,female,5yearly,2060,75.089705921293
915,medium_variant,male,5yearly,2060,116.790316224255
915,medium_variant,female,5yearly,2065,70.8278997106597
915,medium_variant,male,5yearly,2065,110.375720415943
915,medium_variant,female,5yearly,2070,66.9652970264288
915,medium_variant,male,5yearly,2070,104.362330811515
915,medium_variant,female,5yearly,2075,63.4775905958831
915,medium_variant,male,5yearly,2075,98.9781125589309
915,medium_variant,female,5yearly,2080,59.8459252675716
915,medium_variant,male,5yearly,2080,93.635349900566
915,medium_variant,female,5yearly,2085,56.4205782076407
915,medium_variant,male,5yearly,2085,88.5411927835829
915,medium_variant,female,5yearly,2090,52.9499460031448
915,medium_variant,male,5yearly,2090,83.3926211969845
915,medium_variant,female,5yearly,2095,49.5865342262118
915,medium_variant,male,5yearly,2095,78.273952956914
