region,variant,gender,freq,year,mortality15to60per1000aliveat15
948,estimates,female,5yearly,1950,446.623165414107
948,estimates,male,5yearly,1950,477.225243730768
948,estimates,female,5yearly,1955,408.167661477525
948,estimates,male,5yearly,1955,434.982320228931
948,estimates,female,5yearly,1960,369.677345838263
948,estimates,male,5yearly,1960,398.379421395867
948,estimates,female,5yearly,1965,328.255475214833
948,estimates,male,5yearly,1965,363.285710672841
948,estimates,female,5yearly,1970,290.585335844771
948,estimates,male,5yearly,1970,336.497164371936
948,estimates,female,5yearly,1975,259.808453065054
948,estimates,male,5yearly,1975,315.090896547699
948,estimates,female,5yearly,1980,235.348494493929
948,estimates,male,5yearly,1980,302.427714145757
948,estimates,female,5yearly,1985,220.505958190134
948,estimates,male,5yearly,1985,285.962077838736
948,estimates,female,5yearly,1990,207.04336239886
948,estimates,male,5yearly,1990,274.794100018591
948,estimates,female,5yearly,1995,199.990590407256
948,estimates,male,5yearly,1995,268.286495439803
948,estimates,female,5yearly,2000,192.947449231944
948,estimates,male,5yearly,2000,257.957344965462
948,estimates,female,5yearly,2005,174.236970267262
948,estimates,male,5yearly,2005,238.684627062639
948,estimates,female,5yearly,2010,151.632990238474
948,estimates,male,5yearly,2010,220.513656579906
948,medium_variant,female,5yearly,2015,138.91030339324
948,medium_variant,male,5yearly,2015,206.380473506389
948,medium_variant,female,5yearly,2020,129.968649078335
948,medium_variant,male,5yearly,2020,195.075070747792
948,medium_variant,female,5yearly,2025,121.577113905685
948,medium_variant,male,5yearly,2025,184.98258217662
948,medium_variant,female,5yearly,2030,113.775796097421
948,medium_variant,male,5yearly,2030,175.691737267835
948,medium_variant,female,5yearly,2035,106.575824740332
948,medium_variant,male,5yearly,2035,166.974596738545
948,medium_variant,female,5yearly,2040,100.561091460736
948,medium_variant,male,5yearly,2040,158.673841592864
948,medium_variant,female,5yearly,2045,95.1416146637977
948,medium_variant,male,5yearly,2045,150.847228137039
948,medium_variant,female,5yearly,2050,89.9316149916969
948,medium_variant,male,5yearly,2050,143.651588247412
948,medium_variant,female,5yearly,2055,85.0064314455006
948,medium_variant,male,5yearly,2055,136.92015205034
948,medium_variant,female,5yearly,2060,80.2608948895067
948,medium_variant,male,5yearly,2060,130.163596309503
948,medium_variant,female,5yearly,2065,75.8148448821749
948,medium_variant,male,5yearly,2065,123.636956616966
948,medium_variant,female,5yearly,2070,71.7890148237072
948,medium_variant,male,5yearly,2070,117.274388719431
948,medium_variant,female,5yearly,2075,68.0303616671635
948,medium_variant,male,5yearly,2075,111.27567527202
948,medium_variant,female,5yearly,2080,64.4918739054912
948,medium_variant,male,5yearly,2080,105.457993465309
948,medium_variant,female,5yearly,2085,61.0230010470012
948,medium_variant,male,5yearly,2085,99.6478986295718
948,medium_variant,female,5yearly,2090,57.6573973669319
948,medium_variant,male,5yearly,2090,93.9401750492685
948,medium_variant,female,5yearly,2095,54.4296792468617
948,medium_variant,male,5yearly,2095,88.2318387514959
948,estimates,female,5yearly,Regi,"Less developed regions, excluding China"
948,estimates,male,5yearly,Regi,"Less developed regions, excluding China"
948,medium_variant,female,5yearly,Regi,"Less developed regions, excluding China"
948,medium_variant,male,5yearly,Regi,"Less developed regions, excluding China"
