variant,country,year,gender,potentialsupport2069_65
estimates,740,1950,male,12.523
estimates,740,1951,male,12.972
estimates,740,1952,male,13.859
estimates,740,1953,male,15.126
estimates,740,1954,male,16.819
estimates,740,1955,male,19.001
estimates,740,1956,male,18.503
estimates,740,1957,male,17.65
estimates,740,1958,male,16.56
estimates,740,1959,male,15.541
estimates,740,1960,male,14.735
estimates,740,1961,male,15.223
estimates,740,1962,male,15.889
estimates,740,1963,male,16.614
estimates,740,1964,male,17.224
estimates,740,1965,male,17.698
estimates,740,1966,male,17.394
estimates,740,1967,male,17.15
estimates,740,1968,male,16.985
estimates,740,1969,male,16.967
estimates,740,1970,male,17.084
estimates,740,1971,male,16.886
estimates,740,1972,male,16.707
estimates,740,1973,male,16.488
estimates,740,1974,male,16.303
estimates,740,1975,male,16.156
estimates,740,1976,male,16.178
estimates,740,1977,male,16.323
estimates,740,1978,male,16.536
estimates,740,1979,male,16.755
estimates,740,1980,male,16.975
estimates,740,1981,male,17.211
estimates,740,1982,male,17.498
estimates,740,1983,male,17.834
estimates,740,1984,male,18.274
estimates,740,1985,male,18.786
estimates,740,1986,male,19.211
estimates,740,1987,male,19.758
estimates,740,1988,male,20.337
estimates,740,1989,male,20.878
estimates,740,1990,male,21.33
estimates,740,1991,male,21.219
estimates,740,1992,male,21.103
estimates,740,1993,male,20.992
estimates,740,1994,male,20.894
estimates,740,1995,male,20.809
estimates,740,1996,male,20.203
estimates,740,1997,male,19.595
estimates,740,1998,male,18.997
estimates,740,1999,male,18.444
estimates,740,2000,male,17.937
estimates,740,2001,male,17.547
estimates,740,2002,male,17.284
estimates,740,2003,male,17.13
estimates,740,2004,male,17.039
estimates,740,2005,male,17.023
estimates,740,2006,male,16.798
estimates,740,2007,male,16.642
estimates,740,2008,male,16.575
estimates,740,2009,male,16.609
estimates,740,2010,male,16.756
estimates,740,2011,male,16.761
estimates,740,2012,male,16.868
estimates,740,2013,male,17.034
estimates,740,2014,male,17.211
estimates,740,2015,male,17.358
medium_variant,740,2015,male,17.358
medium_variant,740,2016,male,17.193
medium_variant,740,2017,male,17.016
medium_variant,740,2018,male,16.859
medium_variant,740,2019,male,16.739
medium_variant,740,2020,male,16.656
medium_variant,740,2021,male,16.328
medium_variant,740,2022,male,16.043
medium_variant,740,2023,male,15.781
medium_variant,740,2024,male,15.514
medium_variant,740,2025,male,15.226
medium_variant,740,2026,male,14.718
medium_variant,740,2027,male,14.269
medium_variant,740,2028,male,13.817
medium_variant,740,2029,male,13.335
medium_variant,740,2030,male,12.803
medium_variant,740,2031,male,12.103
medium_variant,740,2032,male,11.439
medium_variant,740,2033,male,10.853
medium_variant,740,2034,male,10.38
medium_variant,740,2035,male,10.021
medium_variant,740,2036,male,9.657
medium_variant,740,2037,male,9.384
medium_variant,740,2038,male,9.169
medium_variant,740,2039,male,8.977
medium_variant,740,2040,male,8.792
medium_variant,740,2041,male,8.541
medium_variant,740,2042,male,8.313
medium_variant,740,2043,male,8.122
medium_variant,740,2044,male,7.988
medium_variant,740,2045,male,7.911
medium_variant,740,2046,male,7.806
medium_variant,740,2047,male,7.751
medium_variant,740,2048,male,7.73
medium_variant,740,2049,male,7.72
medium_variant,740,2050,male,7.706
medium_variant,740,2051,male,7.603
medium_variant,740,2052,male,7.51
medium_variant,740,2053,male,7.426
medium_variant,740,2054,male,7.35
medium_variant,740,2055,male,7.28
medium_variant,740,2056,male,7.129
medium_variant,740,2057,male,6.996
medium_variant,740,2058,male,6.874
medium_variant,740,2059,male,6.763
medium_variant,740,2060,male,6.658
medium_variant,740,2061,male,6.491
medium_variant,740,2062,male,6.342
medium_variant,740,2063,male,6.207
medium_variant,740,2064,male,6.085
medium_variant,740,2065,male,5.972
medium_variant,740,2066,male,5.818
medium_variant,740,2067,male,5.682
medium_variant,740,2068,male,5.562
medium_variant,740,2069,male,5.458
medium_variant,740,2070,male,5.367
medium_variant,740,2071,male,5.25
medium_variant,740,2072,male,5.151
medium_variant,740,2073,male,5.065
medium_variant,740,2074,male,4.989
medium_variant,740,2075,male,4.921
medium_variant,740,2076,male,4.828
medium_variant,740,2077,male,4.747
medium_variant,740,2078,male,4.676
medium_variant,740,2079,male,4.612
medium_variant,740,2080,male,4.549
medium_variant,740,2081,male,4.463
medium_variant,740,2082,male,4.386
medium_variant,740,2083,male,4.316
medium_variant,740,2084,male,4.252
medium_variant,740,2085,male,4.195
medium_variant,740,2086,male,4.119
medium_variant,740,2087,male,4.052
medium_variant,740,2088,male,3.993
medium_variant,740,2089,male,3.941
medium_variant,740,2090,male,3.892
medium_variant,740,2091,male,3.829
medium_variant,740,2092,male,3.773
medium_variant,740,2093,male,3.724
medium_variant,740,2094,male,3.68
medium_variant,740,2095,male,3.639
medium_variant,740,2096,male,3.587
medium_variant,740,2097,male,3.541
medium_variant,740,2098,male,3.501
medium_variant,740,2099,male,3.464
medium_variant,740,2100,male,3.429
estimates,740,1950,female,9.8
estimates,740,1951,female,10.037
estimates,740,1952,female,10.264
estimates,740,1953,female,10.495
estimates,740,1954,female,10.737
estimates,740,1955,female,10.988
estimates,740,1956,female,11.755
estimates,740,1957,female,12.648
estimates,740,1958,female,13.493
estimates,740,1959,female,14.313
estimates,740,1960,female,15.262
estimates,740,1961,female,15.425
estimates,740,1962,female,15.709
estimates,740,1963,female,15.977
estimates,740,1964,female,16.144
estimates,740,1965,female,16.196
estimates,740,1966,female,16.001
estimates,740,1967,female,15.815
estimates,740,1968,female,15.694
estimates,740,1969,female,15.615
estimates,740,1970,female,15.603
estimates,740,1971,female,15.603
estimates,740,1972,female,15.613
estimates,740,1973,female,15.679
estimates,740,1974,female,15.77
estimates,740,1975,female,15.957
estimates,740,1976,female,15.314
estimates,740,1977,female,14.83
estimates,740,1978,female,14.441
estimates,740,1979,female,14.134
estimates,740,1980,female,13.948
estimates,740,1981,female,14.254
estimates,740,1982,female,14.6
estimates,740,1983,female,14.951
estimates,740,1984,female,15.287
estimates,740,1985,female,15.568
estimates,740,1986,female,15.85
estimates,740,1987,female,16.12
estimates,740,1988,female,16.358
estimates,740,1989,female,16.522
estimates,740,1990,female,16.611
estimates,740,1991,female,16.478
estimates,740,1992,female,16.322
estimates,740,1993,female,16.135
estimates,740,1994,female,15.953
estimates,740,1995,female,15.741
estimates,740,1996,female,15.561
estimates,740,1997,female,15.411
