region,year,variant,gender,freq,agebroad,percentagetotaldeaths
1500,1950,estimates,female,5yearly,"Region, subregion, country or area *",Low-income countries
1500,1950,estimates,male,5yearly,"Region, subregion, country or area *",Low-income countries
1500,1950,estimates,female,5yearly,0_4,50.8708951276616
1500,1950,estimates,male,5yearly,0_4,52.8150667832229
1500,1950,estimates,female,5yearly,0_14,59.4922411220209
1500,1950,estimates,male,5yearly,0_14,60.3127956112743
1500,1950,estimates,female,5yearly,0_19,62.55190874635
1500,1950,estimates,male,5yearly,0_19,63.0323894244344
1500,1950,estimates,female,5yearly,0_24,65.8758057279763
1500,1950,estimates,male,5yearly,0_24,66.4819985196505
1500,1950,estimates,female,5yearly,5_14,8.62134599435934
1500,1950,estimates,male,5yearly,5_14,7.49772882805135
1500,1950,estimates,female,5yearly,15plus,40.5077588779791
1500,1950,estimates,male,5yearly,15plus,39.6872043887257
1500,1950,estimates,female,5yearly,15_24,6.38356460595535
1500,1950,estimates,male,5yearly,15_24,6.16920290837626
1500,1950,estimates,female,5yearly,15_49,20.2713055420619
1500,1950,estimates,male,5yearly,15_49,20.9099762474098
1500,1950,estimates,female,5yearly,15_59,25.3772724339767
1500,1950,estimates,male,5yearly,15_59,26.5738982323543
1500,1950,estimates,female,5yearly,15_64,28.4943868525825
1500,1950,estimates,male,5yearly,15_64,29.6164909815132
1500,1950,estimates,female,5yearly,20plus,37.44809125365
1500,1950,estimates,male,5yearly,20plus,36.9676105755656
1500,1950,estimates,female,5yearly,20_64,25.4347192282535
1500,1950,estimates,male,5yearly,20_64,26.8968971683531
1500,1950,estimates,female,5yearly,20_69,28.8397473981156
1500,1950,estimates,male,5yearly,20_69,30.0384723367667
1500,1950,estimates,female,5yearly,25plus,34.1241942720237
1500,1950,estimates,male,5yearly,25plus,33.5180014803495
1500,1950,estimates,female,5yearly,25_69,25.5158504164893
1500,1950,estimates,male,5yearly,25_69,26.5888632415506
1500,1950,estimates,female,5yearly,40plus,25.1052741638546
1500,1950,estimates,male,5yearly,40plus,24.3047003488712
1500,1950,estimates,female,5yearly,50plus,20.2364533359172
1500,1950,estimates,male,5yearly,50plus,18.7772281413159
1500,1950,estimates,female,5yearly,60plus,15.1304864440024
1500,1950,estimates,male,5yearly,60plus,13.1133061563715
1500,1950,estimates,female,5yearly,65plus,12.0133720253966
1500,1950,estimates,male,5yearly,65plus,10.0707134072126
