region,year,variant,gender,freq,agebroad,percentagetotaldeaths
5500,1950,estimates,female,5yearly,"Region, subregion, country or area *",Central Asia
5500,1950,estimates,male,5yearly,"Region, subregion, country or area *",Central Asia
5500,1950,estimates,female,5yearly,0_4,40.1258562213207
5500,1950,estimates,male,5yearly,0_4,35.8466771399334
5500,1950,estimates,female,5yearly,0_14,42.9999334973731
5500,1950,estimates,male,5yearly,0_14,38.4440953355529
5500,1950,estimates,female,5yearly,0_19,44.3948260956308
5500,1950,estimates,male,5yearly,0_19,39.9009843909891
5500,1950,estimates,female,5yearly,0_24,46.1499966748687
5500,1950,estimates,male,5yearly,0_24,41.9387073682794
5500,1950,estimates,female,5yearly,5_14,2.8740772760524
5500,1950,estimates,male,5yearly,5_14,2.59741819561948
5500,1950,estimates,female,5yearly,15plus,57.0000665026269
5500,1950,estimates,male,5yearly,15plus,61.5559046644471
5500,1950,estimates,female,5yearly,15_24,3.15006317749551
5500,1950,estimates,male,5yearly,15_24,3.49461203272656
5500,1950,estimates,female,5yearly,15_49,12.7204562080202
5500,1950,estimates,male,5yearly,15_49,15.0702141254582
5500,1950,estimates,female,5yearly,15_59,20.5075812994613
5500,1950,estimates,male,5yearly,15_59,25.918692859442
5500,1950,estimates,female,5yearly,15_64,25.7473232692691
5500,1950,estimates,male,5yearly,15_64,33.4361443004771
5500,1950,estimates,female,5yearly,20plus,55.6051739043692
5500,1950,estimates,male,5yearly,20plus,60.0990156090108
5500,1950,estimates,female,5yearly,20_64,24.3524306710115
5500,1950,estimates,male,5yearly,20_64,31.9792552450408
5500,1950,estimates,female,5yearly,20_69,31.2090177562014
5500,1950,estimates,male,5yearly,20_69,40.4532330205766
5500,1950,estimates,female,5yearly,25plus,53.8500033251313
5500,1950,estimates,male,5yearly,25plus,58.0612926317205
5500,1950,estimates,female,5yearly,25_69,29.4538471769635
5500,1950,estimates,male,5yearly,25_69,38.4155100432863
5500,1950,estimates,female,5yearly,40plus,49.3235020283301
5500,1950,estimates,male,5yearly,40plus,52.8372704168648
5500,1950,estimates,female,5yearly,50plus,44.2796102946066
5500,1950,estimates,male,5yearly,50plus,46.4856905389889
5500,1950,estimates,female,5yearly,60plus,36.4924852031655
5500,1950,estimates,male,5yearly,60plus,35.6372118050051
5500,1950,estimates,female,5yearly,65plus,31.2527432333577
5500,1950,estimates,male,5yearly,65plus,28.11976036397
5500,1950,estimates,female,5yearly,70plus,24.3961561481679
5500,1950,estimates,male,5yearly,70plus,19.6457825884342
5500,1950,estimates,female,5yearly,80plus,9.54096561814192
5500,1950,estimates,male,5yearly,80plus,5.98345416024098
5500,1950,estimates,female,5yearly,90plus,1.77478885415974
5500,1950,estimates,male,5yearly,90plus,0.78669606868157
5500,1955,estimates,female,5yearly,"Region, subregion, country or area *",Central Asia
5500,1955,estimates,male,5yearly,"Region, subregion, country or area *",Central Asia
5500,1955,estimates,female,5yearly,0_4,43.0381644938455
5500,1955,estimates,male,5yearly,0_4,40.2810234616931
5500,1955,estimates,female,5yearly,0_14,45.7588132101704
5500,1955,estimates,male,5yearly,0_14,42.8116261502238
5500,1955,estimates,female,5yearly,0_19,46.8553417916858
5500,1955,estimates,male,5yearly,0_19,44.0805719864469
5500,1955,estimates,female,5yearly,0_24,48.366489783737
5500,1955,estimates,male,5yearly,0_24,46.0494811568722
5500,1955,estimates,female,5yearly,5_14,2.72064871632491
5500,1955,estimates,male,5yearly,5_14,2.53060268853067
5500,1955,estimates,female,5yearly,15plus,54.2411867898296
5500,1955,estimates,male,5yearly,15plus,57.1883738497762
5500,1955,estimates,female,5yearly,15_24,2.60767657356656
5500,1955,estimates,male,5yearly,15_24,3.23785500664844
5500,1955,estimates,female,5yearly,15_49,10.8147533465814
5500,1955,estimates,male,5yearly,15_49,14.4222486294501
