region,year,variant,gender,freq,agebroad,percentagetotaldeaths
910,1950,estimates,female,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1950,estimates,male,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1950,estimates,female,5yearly,0_4,53.3668643185867
910,1950,estimates,male,5yearly,0_4,55.6946693166188
910,1950,estimates,female,5yearly,0_14,62.5341668578984
910,1950,estimates,male,5yearly,0_14,64.1226402009648
910,1950,estimates,female,5yearly,0_19,65.1741192097452
910,1950,estimates,male,5yearly,0_19,66.7382097363394
910,1950,estimates,female,5yearly,0_24,67.9536237366234
910,1950,estimates,male,5yearly,0_24,69.8299211476201
910,1950,estimates,female,5yearly,5_14,9.16730253931168
910,1950,estimates,male,5yearly,5_14,8.42797088434602
910,1950,estimates,female,5yearly,15plus,37.4658331421016
910,1950,estimates,male,5yearly,15plus,35.8773597990353
910,1950,estimates,female,5yearly,15_24,5.41945687872495
910,1950,estimates,male,5yearly,15_24,5.70728094665532
910,1950,estimates,female,5yearly,15_49,18.122066725634
910,1950,estimates,male,5yearly,15_49,19.0555187506656
910,1950,estimates,female,5yearly,15_59,22.9164452499554
910,1950,estimates,male,5yearly,15_59,24.1157918744868
910,1950,estimates,female,5yearly,15_64,25.8175211074292
910,1950,estimates,male,5yearly,15_64,26.7919133382733
910,1950,estimates,female,5yearly,20plus,34.8258807902549
910,1950,estimates,male,5yearly,20plus,33.2617902636606
910,1950,estimates,female,5yearly,20_64,23.1775687555824
910,1950,estimates,male,5yearly,20_64,24.1763438028986
910,1950,estimates,female,5yearly,20_69,26.4459613808768
910,1950,estimates,male,5yearly,20_69,26.9608266465525
910,1950,estimates,female,5yearly,25plus,32.0463762633766
910,1950,estimates,male,5yearly,25plus,30.1700788523799
910,1950,estimates,female,5yearly,25_69,23.6664568539986
910,1950,estimates,male,5yearly,25_69,23.8691152352718
910,1950,estimates,female,5yearly,40plus,24.0059022284535
910,1950,estimates,male,5yearly,40plus,21.9880397863209
910,1950,estimates,female,5yearly,50plus,19.3437664164676
910,1950,estimates,male,5yearly,50plus,16.8218410483697
910,1950,estimates,female,5yearly,60plus,14.5493878921462
910,1950,estimates,male,5yearly,60plus,11.7615679245484
910,1950,estimates,female,5yearly,65plus,11.6483120346724
910,1950,estimates,male,5yearly,65plus,9.08544646076193
910,1950,estimates,female,5yearly,70plus,8.37991940937806
910,1950,estimates,male,5yearly,70plus,6.3009636171081
910,1950,estimates,female,5yearly,80plus,2.41873807874352
910,1950,estimates,male,5yearly,80plus,1.61811340079801
910,1950,estimates,female,5yearly,90plus,0.200825860835639
910,1950,estimates,male,5yearly,90plus,0.0982962321924891
910,1955,estimates,female,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1955,estimates,male,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1955,estimates,female,5yearly,0_4,53.2408239161117
910,1955,estimates,male,5yearly,0_4,55.514886360531
910,1955,estimates,female,5yearly,0_14,62.4341304153007
910,1955,estimates,male,5yearly,0_14,63.9728076037108
910,1955,estimates,female,5yearly,0_19,65.0485906977515
