region,year,variant,gender,freq,agebroad,percentagetotaldeaths
5501,1950,estimates,female,5yearly,"Region, subregion, country or area *",Southern Asia
5501,1950,estimates,male,5yearly,"Region, subregion, country or area *",Southern Asia
5501,1950,estimates,female,5yearly,0_4,46.7610009378122
5501,1950,estimates,male,5yearly,0_4,46.7406266301527
5501,1950,estimates,female,5yearly,0_14,53.6414891496699
5501,1950,estimates,male,5yearly,0_14,52.6692087607481
5501,1950,estimates,female,5yearly,0_19,56.6421981636691
5501,1950,estimates,male,5yearly,0_19,55.5543319242288
5501,1950,estimates,female,5yearly,0_24,59.9263529028066
5501,1950,estimates,male,5yearly,0_24,58.8675759482456
5501,1950,estimates,female,5yearly,5_14,6.88048821185769
5501,1950,estimates,male,5yearly,5_14,5.92858213059542
5501,1950,estimates,female,5yearly,15plus,46.3585108503301
5501,1950,estimates,male,5yearly,15plus,47.3307912392519
5501,1950,estimates,female,5yearly,15_24,6.28486375313665
5501,1950,estimates,male,5yearly,15_24,6.19836718749755
5501,1950,estimates,female,5yearly,15_49,23.2877199414835
5501,1950,estimates,male,5yearly,15_49,22.5026228508989
5501,1950,estimates,female,5yearly,15_59,30.080262350575
5501,1950,estimates,male,5yearly,15_59,29.9306255189092
5501,1950,estimates,female,5yearly,15_64,33.6442034641616
5501,1950,estimates,male,5yearly,15_64,33.8488117803548
5501,1950,estimates,female,5yearly,20plus,43.3578018363309
5501,1950,estimates,male,5yearly,20plus,44.4456680757712
5501,1950,estimates,female,5yearly,20_64,30.6434944501624
5501,1950,estimates,male,5yearly,20_64,30.9636886168741
5501,1950,estimates,female,5yearly,20_69,34.122814559384
5501,1950,estimates,male,5yearly,20_69,34.7524445147082
5501,1950,estimates,female,5yearly,25plus,40.0736470971934
5501,1950,estimates,male,5yearly,25plus,41.1324240517544
5501,1950,estimates,female,5yearly,25_69,30.8386598202465
5501,1950,estimates,male,5yearly,25_69,31.4392004906914
5501,1950,estimates,female,5yearly,40plus,29.8772868129199
