region,year,variant,gender,freq,agebroad,percentagetotaldeaths
913,1950,estimates,female,5yearly,0_4,42.7452294613344
913,1950,estimates,male,5yearly,0_4,45.5090982592216
913,1950,estimates,female,5yearly,0_14,47.8314170977481
913,1950,estimates,male,5yearly,0_14,50.028248552648
913,1950,estimates,female,5yearly,0_19,50.3699279907883
913,1950,estimates,male,5yearly,0_19,52.3661408026545
913,1950,estimates,female,5yearly,0_24,53.2669095617005
913,1950,estimates,male,5yearly,0_24,55.30052874862
913,1950,estimates,female,5yearly,5_14,5.08618763641363
913,1950,estimates,male,5yearly,5_14,4.51915029342643
913,1950,estimates,female,5yearly,15plus,52.168582902252
913,1950,estimates,male,5yearly,15plus,49.971751447352
913,1950,estimates,female,5yearly,15_24,5.43549246395243
913,1950,estimates,male,5yearly,15_24,5.27228019597202
913,1950,estimates,female,5yearly,15_49,19.7703095193084
913,1950,estimates,male,5yearly,15_49,21.1144641243381
913,1950,estimates,female,5yearly,15_59,26.402518317379
913,1950,estimates,male,5yearly,15_59,28.5846918806118
913,1950,estimates,female,5yearly,15_64,30.7517143004451
913,1950,estimates,male,5yearly,15_64,32.8061506432881
913,1950,estimates,female,5yearly,20plus,49.6300720092117
913,1950,estimates,male,5yearly,20plus,47.6338591973455
913,1950,estimates,female,5yearly,20_64,28.2132034074049
913,1950,estimates,male,5yearly,20_64,30.4682583932817
913,1950,estimates,female,5yearly,20_69,33.2574286352622
913,1950,estimates,male,5yearly,20_69,34.7480686520186
913,1950,estimates,female,5yearly,25plus,46.7330904382995
913,1950,estimates,male,5yearly,25plus,44.69947125138
913,1950,estimates,female,5yearly,25_69,30.36044706435
913,1950,estimates,male,5yearly,25_69,31.8136807060531
913,1950,estimates,female,5yearly,40plus,37.9580776920389
913,1950,estimates,male,5yearly,40plus,35.5923109541335
913,1950,estimates,female,5yearly,50plus,32.3982733829435
913,1950,estimates,male,5yearly,50plus,28.8572873230139
913,1950,estimates,female,5yearly,60plus,25.7660645848729
913,1950,estimates,male,5yearly,60plus,21.3870595667401
913,1950,estimates,female,5yearly,65plus,21.4168686018068
913,1950,estimates,male,5yearly,65plus,17.1656008040638
913,1950,estimates,female,5yearly,70plus,16.3726433739495
913,1950,estimates,male,5yearly,70plus,12.8857905453269
913,1950,estimates,female,5yearly,80plus,6.94728490327164
913,1950,estimates,male,5yearly,80plus,5.06978072447338
913,1950,estimates,female,5yearly,90plus,1.28780197180355
913,1950,estimates,male,5yearly,90plus,0.799242419559619
913,1955,estimates,female,5yearly,0_4,42.1832122795296
913,1955,estimates,male,5yearly,0_4,45.2379639124211
913,1955,estimates,female,5yearly,0_14,47.2349265791715
913,1955,estimates,male,5yearly,0_14,49.8023130749154
913,1955,estimates,female,5yearly,0_19,49.7314641440832
913,1955,estimates,male,5yearly,0_19,52.0979634611383
913,1955,estimates,female,5yearly,0_24,52.5805535881724
913,1955,estimates,male,5yearly,0_24,54.9193582758992
913,1955,estimates,female,5yearly,5_14,5.05171429964186
913,1955,estimates,male,5yearly,5_14,4.56434916249439
913,1955,estimates,female,5yearly,15plus,52.7650734208285
913,1955,estimates,male,5yearly,15plus,50.1976869250846
