region,year,variant,gender,freq,agebroad,percentagetotaldeaths
1502,1950,estimates,female,5yearly,"Region, subregion, country or area *",Upper-middle-income countries
1502,1950,estimates,male,5yearly,"Region, subregion, country or area *",Upper-middle-income countries
1502,1950,estimates,female,5yearly,0_4,39.5817068155747
1502,1950,estimates,male,5yearly,0_4,40.1025374443037
1502,1950,estimates,female,5yearly,0_14,44.5473497391944
1502,1950,estimates,male,5yearly,0_14,45.7507318650811
1502,1950,estimates,female,5yearly,0_19,46.3555916282492
1502,1950,estimates,male,5yearly,0_19,47.9705654739175
1502,1950,estimates,female,5yearly,0_24,48.468569140532
1502,1950,estimates,male,5yearly,0_24,50.3307918803434
1502,1950,estimates,female,5yearly,5_14,4.96564292361968
1502,1950,estimates,male,5yearly,5_14,5.64819442077737
1502,1950,estimates,female,5yearly,15plus,55.4526502608056
1502,1950,estimates,male,5yearly,15plus,54.2492681349189
1502,1950,estimates,female,5yearly,15_24,3.92121940133758
1502,1950,estimates,male,5yearly,15_24,4.58006001526235
1502,1950,estimates,female,5yearly,15_49,18.059664956821
1502,1950,estimates,male,5yearly,15_49,19.1080327798201
1502,1950,estimates,female,5yearly,15_59,25.4890461658334
1502,1950,estimates,male,5yearly,15_59,29.0858244268413
1502,1950,estimates,female,5yearly,15_64,31.238607882605
1502,1950,estimates,male,5yearly,15_64,35.417383072154
1502,1950,estimates,female,5yearly,20plus,53.6444083717507
1502,1950,estimates,male,5yearly,20plus,52.0294345260825
1502,1950,estimates,female,5yearly,20_64,29.4303659935502
1502,1950,estimates,male,5yearly,20_64,33.1975494633176
1502,1950,estimates,female,5yearly,20_69,36.090901023743
1502,1950,estimates,male,5yearly,20_69,39.602418621596
1502,1950,estimates,female,5yearly,25plus,51.531430859468
1502,1950,estimates,male,5yearly,25plus,49.6692081196565
1502,1950,estimates,female,5yearly,25_69,33.9779235114603
1502,1950,estimates,male,5yearly,25_69,37.2421922151701
1502,1950,estimates,female,5yearly,40plus,43.9860203882865
1502,1950,estimates,male,5yearly,40plus,42.6564063601116
1502,1950,estimates,female,5yearly,50plus,37.3929853039846
1502,1950,estimates,male,5yearly,50plus,35.1412353550989
1502,1950,estimates,female,5yearly,60plus,29.9636040949722
1502,1950,estimates,male,5yearly,60plus,25.1634437080776
1502,1950,estimates,female,5yearly,65plus,24.2140423782005
1502,1950,estimates,male,5yearly,65plus,18.8318850627649
1502,1950,estimates,female,5yearly,70plus,17.5535073480077
1502,1950,estimates,male,5yearly,70plus,12.4270159044865
1502,1950,estimates,female,5yearly,80plus,5.55211349912343
1502,1950,estimates,male,5yearly,80plus,2.98142800981547
1502,1950,estimates,female,5yearly,90plus,0.670356903231392
1502,1950,estimates,male,5yearly,90plus,0.291505018857713
1502,1955,estimates,female,5yearly,"Region, subregion, country or area *",Upper-middle-income countries
1502,1955,estimates,male,5yearly,"Region, subregion, country or area *",Upper-middle-income countries
1502,1955,estimates,female,5yearly,0_4,38.20489800033
1502,1955,estimates,male,5yearly,0_4,38.4316459298201
1502,1955,estimates,female,5yearly,0_14,43.5147764140868
1502,1955,estimates,male,5yearly,0_14,43.9657933695196
1502,1955,estimates,female,5yearly,0_19,45.1110422779618
1502,1955,estimates,male,5yearly,0_19,45.9559185330565
1502,1955,estimates,female,5yearly,0_24,47.039653063695
1502,1955,estimates,male,5yearly,0_24,48.2313219165129
1502,1955,estimates,female,5yearly,5_14,5.30987841375683
1502,1955,estimates,male,5yearly,5_14,5.53414743969954
1502,1955,estimates,female,5yearly,15plus,56.4852235859132
1502,1955,estimates,male,5yearly,15plus,56.0342066304804
1502,1955,estimates,female,5yearly,15_24,3.5248766496082
1502,1955,estimates,male,5yearly,15_24,4.26552854699325
1502,1955,estimates,female,5yearly,15_49,16.7789877190269
1502,1955,estimates,male,5yearly,15_49,18.5266400820149
1502,1955,estimates,female,5yearly,15_59,24.7391300227078
1502,1955,estimates,male,5yearly,15_59,29.3341887093566
1502,1955,estimates,female,5yearly,15_64,30.4794090037493
1502,1955,estimates,male,5yearly,15_64,35.9087980216177
1502,1955,estimates,female,5yearly,20plus,54.8889577220382
1502,1955,estimates,male,5yearly,20plus,54.0440814669435
1502,1955,estimates,female,5yearly,20_64,28.8831431398744
1502,1955,estimates,male,5yearly,20_64,33.9186728580808
1502,1955,estimates,female,5yearly,20_69,35.5599265562742
1502,1955,estimates,male,5yearly,20_69,40.5382126610033
1502,1955,estimates,female,5yearly,25plus,52.960346936305
1502,1955,estimates,male,5yearly,25plus,51.7686780834871
1502,1955,estimates,female,5yearly,25_69,33.6313157705409
1502,1955,estimates,male,5yearly,25_69,38.262809277547
1502,1955,estimates,female,5yearly,40plus,45.6498162829841
1502,1955,estimates,male,5yearly,40plus,44.6874806810515
1502,1955,estimates,female,5yearly,50plus,39.7062358668863
1502,1955,estimates,male,5yearly,50plus,37.5075665484655
1502,1955,estimates,female,5yearly,60plus,31.7460935632054
1502,1955,estimates,male,5yearly,60plus,26.7000179211237
1502,1955,estimates,female,5yearly,65plus,26.0058145821639
1502,1955,estimates,male,5yearly,65plus,20.1254086088627
1502,1955,estimates,female,5yearly,70plus,19.3290311657641
1502,1955,estimates,male,5yearly,70plus,13.5058688059402
1502,1955,estimates,female,5yearly,80plus,6.18393328028681
1502,1955,estimates,male,5yearly,80plus,3.16334704084591
1502,1955,estimates,female,5yearly,90plus,0.614147739584953
1502,1955,estimates,male,5yearly,90plus,0.230983160775501
1502,1960,estimates,female,5yearly,"Region, subregion, country or area *",Upper-middle-income countries
