region,year,variant,gender,freq,agebroad,percentagetotaldeaths
1503,1950,estimates,female,5yearly,"Region, subregion, country or area *",High-income countries
1503,1950,estimates,male,5yearly,"Region, subregion, country or area *",High-income countries
1503,1950,estimates,female,5yearly,0_4,13.8935203509038
1503,1950,estimates,male,5yearly,0_4,15.5446623847302
1503,1950,estimates,female,5yearly,0_14,15.4465635475256
1503,1950,estimates,male,5yearly,0_14,17.2764500686092
1503,1950,estimates,female,5yearly,0_19,16.3096603005851
1503,1950,estimates,male,5yearly,0_19,18.4079109848987
1503,1950,estimates,female,5yearly,0_24,17.5074400613788
1503,1950,estimates,male,5yearly,0_24,20.0037089969714
1503,1950,estimates,female,5yearly,5_14,1.55304319662181
1503,1950,estimates,male,5yearly,5_14,1.73178768387905
1503,1950,estimates,female,5yearly,15plus,84.5534364524743
1503,1950,estimates,male,5yearly,15plus,82.7235499313908
1503,1950,estimates,female,5yearly,15_24,2.06087651385324
1503,1950,estimates,male,5yearly,15_24,2.72725892836215
1503,1950,estimates,female,5yearly,15_49,12.2418053710185
1503,1950,estimates,male,5yearly,15_49,14.9040343499379
1503,1950,estimates,female,5yearly,15_59,21.6713350649518
1503,1950,estimates,male,5yearly,15_59,27.3856816815304
1503,1950,estimates,female,5yearly,15_64,28.8237840954959
1503,1950,estimates,male,5yearly,15_64,36.0536396133267
1503,1950,estimates,female,5yearly,20plus,83.6903396994149
1503,1950,estimates,male,5yearly,20plus,81.5920890151012
1503,1950,estimates,female,5yearly,20_64,27.9606873424365
1503,1950,estimates,male,5yearly,20_64,34.9221786970372
1503,1950,estimates,female,5yearly,20_69,37.6193257953331
1503,1950,estimates,male,5yearly,20_69,45.321196349777
1503,1950,estimates,female,5yearly,25plus,82.4925599386211
1503,1950,estimates,male,5yearly,25plus,79.9962910030286
1503,1950,estimates,female,5yearly,25_69,36.4215460345393
1503,1950,estimates,male,5yearly,25_69,43.7253983377044
1503,1950,estimates,female,5yearly,40plus,77.8332110396509
1503,1950,estimates,male,5yearly,40plus,74.7286531064553
1503,1950,estimates,female,5yearly,50plus,72.3116310814559
1503,1950,estimates,male,5yearly,50plus,67.8195155814529
1503,1950,estimates,female,5yearly,60plus,62.8821013875225
1503,1950,estimates,male,5yearly,60plus,55.3378682498604
1503,1950,estimates,female,5yearly,65plus,55.7296523569784
1503,1950,estimates,male,5yearly,65plus,46.669910318064
1503,1950,estimates,female,5yearly,70plus,46.0710139040818
1503,1950,estimates,male,5yearly,70plus,36.2708926653242
1503,1950,estimates,female,5yearly,80plus,20.6178433812108
1503,1950,estimates,male,5yearly,80plus,13.7368516212251
1503,1950,estimates,female,5yearly,90plus,3.55074137442863
1503,1950,estimates,male,5yearly,90plus,1.77613146866058
1503,1955,estimates,female,5yearly,"Region, subregion, country or area *",High-income countries
1503,1955,estimates,male,5yearly,"Region, subregion, country or area *",High-income countries
1503,1955,estimates,female,5yearly,0_4,11.6355244391743
1503,1955,estimates,male,5yearly,0_4,12.9039914320764
1503,1955,estimates,female,5yearly,0_14,12.88431508314
1503,1955,estimates,male,5yearly,0_14,14.3683142689525
1503,1955,estimates,female,5yearly,0_19,13.5306162685421
1503,1955,estimates,male,5yearly,0_19,15.3760265265089
1503,1955,estimates,female,5yearly,0_24,14.4006747538951
1503,1955,estimates,male,5yearly,0_24,16.7475832952685
1503,1955,estimates,female,5yearly,5_14,1.24879064396576
1503,1955,estimates,male,5yearly,5_14,1.46432283687607
1503,1955,estimates,female,5yearly,15plus,87.11568491686
1503,1955,estimates,male,5yearly,15plus,85.6316857310475
1503,1955,estimates,female,5yearly,15_24,1.51635967075505
1503,1955,estimates,male,5yearly,15_24,2.379269026316
1503,1955,estimates,female,5yearly,15_49,10.1204625503303
1503,1955,estimates,male,5yearly,15_49,13.1503511985133
1503,1955,estimates,female,5yearly,15_59,19.2760995674505
1503,1955,estimates,male,5yearly,15_59,26.3249035644362
1503,1955,estimates,female,5yearly,15_64,26.3462242280935
1503,1955,estimates,male,5yearly,15_64,35.5455635683236
1503,1955,estimates,female,5yearly,20plus,86.4693837314579
1503,1955,estimates,male,5yearly,20plus,84.6239734734911
1503,1955,estimates,female,5yearly,20_64,25.6999230426914
1503,1955,estimates,male,5yearly,20_64,34.5378513107672
1503,1955,estimates,female,5yearly,20_69,35.3782706928574
1503,1955,estimates,male,5yearly,20_69,45.4001673178404
1503,1955,estimates,female,5yearly,25plus,85.5993252461049
1503,1955,estimates,male,5yearly,25plus,83.2524167047315
1503,1955,estimates,female,5yearly,25_69,34.5082122075044
1503,1955,estimates,male,5yearly,25_69,44.0286105490809
1503,1955,estimates,female,5yearly,40plus,81.8232086162986
1503,1955,estimates,male,5yearly,40plus,78.5977813161204
1503,1955,estimates,female,5yearly,50plus,76.9952223665297
1503,1955,estimates,male,5yearly,50plus,72.4813345325342
1503,1955,estimates,female,5yearly,60plus,67.8395853494095
1503,1955,estimates,male,5yearly,60plus,59.3067821666113
1503,1955,estimates,female,5yearly,65plus,60.7694606887665
1503,1955,estimates,male,5yearly,65plus,50.0861221627239
1503,1955,estimates,female,5yearly,70plus,51.0911130386005
1503,1955,estimates,male,5yearly,70plus,39.2238061556507
1503,1955,estimates,female,5yearly,80plus,24.0344285318744
1503,1955,estimates,male,5yearly,80plus,15.5508025883377
1503,1955,estimates,female,5yearly,90plus,3.87255225440651
1503,1955,estimates,male,5yearly,90plus,1.88924865928323
1503,1960,estimates,female,5yearly,"Region, subregion, country or area *",High-income countries
