region,year,variant,gender,freq,agebroad,percentagetotaldeaths
921,1950,estimates,female,5yearly,"Region, subregion, country or area *",South-Central Asia
921,1950,estimates,male,5yearly,"Region, subregion, country or area *",South-Central Asia
921,1950,estimates,female,5yearly,0_4,46.6449118394562
921,1950,estimates,male,5yearly,0_4,46.4881097596879
921,1950,estimates,female,5yearly,0_14,53.4553035194289
921,1950,estimates,male,5yearly,0_14,52.3394770020905
921,1950,estimates,female,5yearly,0_19,56.4279170226602
921,1950,estimates,male,5yearly,0_19,55.1914943385635
921,1950,estimates,female,5yearly,0_24,59.6853205151998
921,1950,estimates,male,5yearly,0_24,58.4751723559433
921,1950,estimates,female,5yearly,5_14,6.81039167997267
921,1950,estimates,male,5yearly,5_14,5.85136724240263
921,1950,estimates,female,5yearly,15plus,46.5446964805711
921,1950,estimates,male,5yearly,15plus,47.6605229979095
921,1950,estimates,female,5yearly,15_24,6.2300169957709
921,1950,estimates,male,5yearly,15_24,6.13569535385277
921,1950,estimates,female,5yearly,15_49,23.1028341294441
921,1950,estimates,male,5yearly,15_49,22.3303429451542
921,1950,estimates,female,5yearly,15_59,29.9127778480424
921,1950,estimates,male,5yearly,15_59,29.8376307165565
921,1950,estimates,female,5yearly,15_64,33.5060389265635
921,1950,estimates,male,5yearly,15_64,33.8392463329792
921,1950,estimates,female,5yearly,20plus,43.5720829773398
921,1950,estimates,male,5yearly,20plus,44.8085056614365
921,1950,estimates,female,5yearly,20_64,30.5334254233322
921,1950,estimates,male,5yearly,20_64,30.9872289965063
921,1950,estimates,female,5yearly,20_69,34.071834504219
921,1950,estimates,male,5yearly,20_69,34.8845862392477
921,1950,estimates,female,5yearly,25plus,40.3146794848002
921,1950,estimates,male,5yearly,25plus,41.5248276440567
921,1950,estimates,female,5yearly,25_69,30.8144310116794
921,1950,estimates,male,5yearly,25_69,31.6009082218679
921,1950,estimates,female,5yearly,40plus,30.2175195715488
921,1950,estimates,male,5yearly,40plus,32.0770295353068
921,1950,estimates,female,5yearly,50plus,23.441862351127
921,1950,estimates,male,5yearly,50plus,25.3301800527553
921,1950,estimates,female,5yearly,60plus,16.6319186325287
