region,year,variant,gender,freq,agebroad,percentagetotaldeaths
1501,1950,estimates,female,5yearly,0_4,47.6023084852428
1501,1950,estimates,male,5yearly,0_4,48.6336707431952
1501,1950,estimates,female,5yearly,0_14,54.1252534872677
1501,1950,estimates,male,5yearly,0_14,54.4720753766861
1501,1950,estimates,female,5yearly,0_19,56.8350898172568
1501,1950,estimates,male,5yearly,0_19,57.1333065849814
1501,1950,estimates,female,5yearly,0_24,59.8339185610734
1501,1950,estimates,male,5yearly,0_24,60.2144013923507
1501,1950,estimates,female,5yearly,5_14,6.52294500202492
1501,1950,estimates,male,5yearly,5_14,5.83840463349094
1501,1950,estimates,female,5yearly,15plus,45.8747465127323
1501,1950,estimates,male,5yearly,15plus,45.5279246233139
1501,1950,estimates,female,5yearly,15_24,5.70866507380575
1501,1950,estimates,male,5yearly,15_24,5.74232601566453
1501,1950,estimates,female,5yearly,15_49,20.8943728865448
1501,1950,estimates,male,5yearly,15_49,20.750094430431
1501,1950,estimates,female,5yearly,15_59,27.2188684378483
1501,1950,estimates,male,5yearly,15_59,27.7740379921265
1501,1950,estimates,female,5yearly,15_64,30.8166756183211
1501,1950,estimates,male,5yearly,15_64,31.6344127700301
1501,1950,estimates,female,5yearly,20plus,43.1649101827432
1501,1950,estimates,male,5yearly,20plus,42.8666934150186
1501,1950,estimates,female,5yearly,20_64,28.106839288332
1501,1950,estimates,male,5yearly,20_64,28.9731815617349
1501,1950,estimates,female,5yearly,20_69,31.9137894485144
1501,1950,estimates,male,5yearly,20_69,32.8610398305942
1501,1950,estimates,female,5yearly,25plus,40.1660814389266
1501,1950,estimates,male,5yearly,25plus,39.7855986076494
1501,1950,estimates,female,5yearly,25_69,28.9149607046978
1501,1950,estimates,male,5yearly,25_69,29.7799450232249
1501,1950,estimates,female,5yearly,40plus,31.040873198291
1501,1950,estimates,male,5yearly,40plus,31.0409675787058
1501,1950,estimates,female,5yearly,50plus,24.9803736261875
1501,1950,estimates,male,5yearly,50plus,24.7778301928829
1501,1950,estimates,female,5yearly,60plus,18.655878074884
1501,1950,estimates,male,5yearly,60plus,17.7538866311874
1501,1950,estimates,female,5yearly,65plus,15.0580708944112
1501,1950,estimates,male,5yearly,65plus,13.8935118532838
1501,1950,estimates,female,5yearly,70plus,11.2511207342288
1501,1950,estimates,male,5yearly,70plus,10.0056535844244
1501,1950,estimates,female,5yearly,80plus,4.11078802507811
1501,1950,estimates,male,5yearly,80plus,3.22584341284945
1501,1950,estimates,female,5yearly,90plus,0.588417437849092
1501,1950,estimates,male,5yearly,90plus,0.313159415509663
1501,1955,estimates,female,5yearly,0_4,47.9343891443763
1501,1955,estimates,male,5yearly,0_4,49.3229368934908
1501,1955,estimates,female,5yearly,0_14,54.4015950034791
1501,1955,estimates,male,5yearly,0_14,55.0796780864198
1501,1955,estimates,female,5yearly,0_19,56.8781930101214
1501,1955,estimates,male,5yearly,0_19,57.5172819587677
1501,1955,estimates,female,5yearly,0_24,59.6906959241496
1501,1955,estimates,male,5yearly,0_24,60.3590086365622
1501,1955,estimates,female,5yearly,5_14,6.46720585910277
1501,1955,estimates,male,5yearly,5_14,5.75674119292903
1501,1955,estimates,female,5yearly,15plus,45.5984049965209
1501,1955,estimates,male,5yearly,15plus,44.9203219135802
1501,1955,estimates,female,5yearly,15_24,5.28910092067046
1501,1955,estimates,male,5yearly,15_24,5.27933055014237
1501,1955,estimates,female,5yearly,15_49,20.1372628054898
1501,1955,estimates,male,5yearly,15_49,19.7420814619233
1501,1955,estimates,female,5yearly,15_59,26.6093336412375
1501,1955,estimates,male,5yearly,15_59,26.9600840510369
1501,1955,estimates,female,5yearly,15_64,30.2758171715616
1501,1955,estimates,male,5yearly,15_64,30.9248791253506
1501,1955,estimates,female,5yearly,20plus,43.1218069898786
1501,1955,estimates,male,5yearly,20plus,42.4827180412323
1501,1955,estimates,female,5yearly,20_64,27.7992191649194
1501,1955,estimates,male,5yearly,20_64,28.4872752530027
1501,1955,estimates,female,5yearly,20_69,31.7641498141077
1501,1955,estimates,male,5yearly,20_69,32.5514348041343
1501,1955,estimates,female,5yearly,25plus,40.3093040758504
1501,1955,estimates,male,5yearly,25plus,39.6409913634378
1501,1955,estimates,female,5yearly,25_69,28.9516469000795
1501,1955,estimates,male,5yearly,25_69,29.7097081263399
1501,1955,estimates,female,5yearly,40plus,31.4952005718478
1501,1955,estimates,male,5yearly,40plus,31.326732219456
1501,1955,estimates,female,5yearly,50plus,25.461142191031
1501,1955,estimates,male,5yearly,50plus,25.1782404516569
1501,1955,estimates,female,5yearly,60plus,18.9890713552833
1501,1955,estimates,male,5yearly,60plus,17.9602378625433
1501,1955,estimates,female,5yearly,65plus,15.3225878249592
1501,1955,estimates,male,5yearly,65plus,13.9954427882296
1501,1955,estimates,female,5yearly,70plus,11.3576571757709
1501,1955,estimates,male,5yearly,70plus,9.93128323709798
1501,1955,estimates,female,5yearly,80plus,4.19059932081888
1501,1955,estimates,male,5yearly,80plus,3.20042921383329
1501,1955,estimates,female,5yearly,90plus,0.562776110103915
1501,1955,estimates,male,5yearly,90plus,0.297177933469692
1501,1960,estimates,female,5yearly,0_4,47.8436591819322
1501,1960,estimates,male,5yearly,0_4,49.3017218082261
1501,1960,estimates,female,5yearly,0_14,54.5390008401424
1501,1960,estimates,male,5yearly,0_14,55.2763085683725
1501,1960,estimates,female,5yearly,0_19,56.7361040730369
1501,1960,estimates,male,5yearly,0_19,57.4820635262067
1501,1960,estimates,female,5yearly,0_24,59.1946909647452
1501,1960,estimates,male,5yearly,0_24,59.9622973688847
1501,1960,estimates,female,5yearly,5_14,6.69534165821013
1501,1960,estimates,male,5yearly,5_14,5.97458676014643
