region,year,variant,gender,freq,agebroad,percentagetotaldeaths
925,1950,estimates,female,5yearly,0_4,17.7112540866308
925,1950,estimates,male,5yearly,0_4,20.0845787196066
925,1950,estimates,female,5yearly,0_14,19.1478455234754
925,1950,estimates,male,5yearly,0_14,21.7214129101849
925,1950,estimates,female,5yearly,0_19,20.0309410217997
925,1950,estimates,male,5yearly,0_19,22.8516118698903
925,1950,estimates,female,5yearly,0_24,21.2578028384161
925,1950,estimates,male,5yearly,0_24,24.4427688061923
925,1950,estimates,female,5yearly,5_14,1.43659143684466
925,1950,estimates,male,5yearly,5_14,1.63683419057829
925,1950,estimates,female,5yearly,15plus,80.8521544765246
925,1950,estimates,male,5yearly,15plus,78.2785870898151
925,1950,estimates,female,5yearly,15_24,2.10995731494073
925,1950,estimates,male,5yearly,15_24,2.72135589600746
925,1950,estimates,female,5yearly,15_49,11.2788271292741
925,1950,estimates,male,5yearly,15_49,14.1936629895269
925,1950,estimates,female,5yearly,15_59,19.4478112358136
925,1950,estimates,male,5yearly,15_59,25.0467565689066
925,1950,estimates,female,5yearly,15_64,25.8378747945991
925,1950,estimates,male,5yearly,15_64,32.3926543329292
925,1950,estimates,female,5yearly,20plus,79.9690589782003
925,1950,estimates,male,5yearly,20plus,77.1483881301096
925,1950,estimates,female,5yearly,20_64,24.9547792962748
925,1950,estimates,male,5yearly,20_64,31.2624553732237
925,1950,estimates,female,5yearly,20_69,33.958575576919
925,1950,estimates,male,5yearly,20_69,40.4163287285871
925,1950,estimates,female,5yearly,25plus,78.7421971615838
925,1950,estimates,male,5yearly,25plus,75.5572311938077
925,1950,estimates,female,5yearly,25_69,32.7317137603026
925,1950,estimates,male,5yearly,25_69,38.8251717922852
925,1950,estimates,female,5yearly,40plus,74.4583610223882
925,1950,estimates,male,5yearly,40plus,70.563349507124
925,1950,estimates,female,5yearly,50plus,69.5733273472505
925,1950,estimates,male,5yearly,50plus,64.0849241002883
925,1950,estimates,female,5yearly,60plus,61.404343240711
925,1950,estimates,male,5yearly,60plus,53.2318305209085
925,1950,estimates,female,5yearly,65plus,55.0142796819255
925,1950,estimates,male,5yearly,65plus,45.8859327568859
925,1950,estimates,female,5yearly,70plus,46.0104834012813
925,1950,estimates,male,5yearly,70plus,36.7320594015225
925,1950,estimates,female,5yearly,80plus,21.0787336423557
925,1950,estimates,male,5yearly,80plus,14.751874629449
925,1950,estimates,female,5yearly,90plus,3.39215161579751
925,1950,estimates,male,5yearly,90plus,1.83839413801979
925,1955,estimates,female,5yearly,0_4,14.6288416008185
925,1955,estimates,male,5yearly,0_4,16.5456804656334
925,1955,estimates,female,5yearly,0_14,15.7357548681175
925,1955,estimates,male,5yearly,0_14,17.8714812970257
925,1955,estimates,female,5yearly,0_19,16.3087242815676
925,1955,estimates,male,5yearly,0_19,18.7718936394628
925,1955,estimates,female,5yearly,0_24,17.1394264812322
925,1955,estimates,male,5yearly,0_24,20.0349124422109
925,1955,estimates,female,5yearly,5_14,1.10691326729904
925,1955,estimates,male,5yearly,5_14,1.32580083139236
925,1955,estimates,female,5yearly,15plus,84.2642451318825
925,1955,estimates,male,5yearly,15plus,82.1285187029742
925,1955,estimates,female,5yearly,15_24,1.40367161311473
925,1955,estimates,male,5yearly,15_24,2.16343114518512
925,1955,estimates,female,5yearly,15_49,9.42342411116078
925,1955,estimates,male,5yearly,15_49,12.5321246451323
925,1955,estimates,female,5yearly,15_59,17.7993651033731
925,1955,estimates,male,5yearly,15_59,24.7110333043235
925,1955,estimates,female,5yearly,15_64,24.329796656858
925,1955,estimates,male,5yearly,15_64,32.9327625266413
925,1955,estimates,female,5yearly,20plus,83.6912757184324
925,1955,estimates,male,5yearly,20plus,81.2281063605372
925,1955,estimates,female,5yearly,20_64,23.7568272434078
925,1955,estimates,male,5yearly,20_64,32.0323501842042
925,1955,estimates,female,5yearly,20_69,33.0261110958513
925,1955,estimates,male,5yearly,20_69,41.8040442760867
925,1955,estimates,female,5yearly,25plus,82.8605735187678
925,1955,estimates,male,5yearly,25plus,79.9650875577891
925,1955,estimates,female,5yearly,25_69,32.1954088961867
925,1955,estimates,male,5yearly,25_69,40.5410254733386
925,1955,estimates,female,5yearly,40plus,79.2243117107714
925,1955,estimates,male,5yearly,40plus,75.3933686482244
925,1955,estimates,female,5yearly,50plus,74.8408210207217
925,1955,estimates,male,5yearly,50plus,69.5963940578419
925,1955,estimates,female,5yearly,60plus,66.4648800285093
925,1955,estimates,male,5yearly,60plus,57.4174853986508
925,1955,estimates,female,5yearly,65plus,59.9344484750245
925,1955,estimates,male,5yearly,65plus,49.195756176333
925,1955,estimates,female,5yearly,70plus,50.6651646225811
925,1955,estimates,male,5yearly,70plus,39.4240620844505
925,1955,estimates,female,5yearly,80plus,24.0267243036845
925,1955,estimates,male,5yearly,80plus,16.144505985589
925,1955,estimates,female,5yearly,90plus,3.80270903020771
925,1955,estimates,male,5yearly,90plus,1.93584629134953
925,1960,estimates,female,5yearly,0_4,12.1888573209093
925,1960,estimates,male,5yearly,0_4,13.8490535250759
925,1960,estimates,female,5yearly,0_14,13.0780979408147
925,1960,estimates,male,5yearly,0_14,14.9529218427664
925,1960,estimates,female,5yearly,0_19,13.5438354043853
925,1960,estimates,male,5yearly,0_19,15.7745043681537
925,1960,estimates,female,5yearly,0_24,14.1472965874317
925,1960,estimates,male,5yearly,0_24,16.8313528039601
925,1960,estimates,female,5yearly,5_14,0.889240619905373
925,1960,estimates,male,5yearly,5_14,1.10386831769056
925,1960,estimates,female,5yearly,15plus,86.9219020591853
925,1960,estimates,male,5yearly,15plus,85.0470781572336
925,1960,estimates,female,5yearly,15_24,1.06919864661703
925,1960,estimates,male,5yearly,15_24,1.87843096119361
925,1960,estimates,female,5yearly,15_49,8.07200931257411
925,1960,estimates,male,5yearly,15_49,11.3867701636871
925,1960,estimates,female,5yearly,15_59,16.4292180200194
925,1960,estimates,male,5yearly,15_59,24.0191009945105
925,1960,estimates,female,5yearly,15_64,23.1317119467986
925,1960,estimates,male,5yearly,15_64,33.3953383050531
925,1960,estimates,female,5yearly,20plus,86.4561645956147
925,1960,estimates,male,5yearly,20plus,84.2254956318463
925,1960,estimates,female,5yearly,20_64,22.6659744832279
925,1960,estimates,male,5yearly,20_64,32.5737557796659
925,1960,estimates,female,5yearly,20_69,31.9378731527929
925,1960,estimates,male,5yearly,20_69,43.1317838750443
925,1960,estimates,female,5yearly,25plus,85.8527034125683
925,1960,estimates,male,5yearly,25plus,83.1686471960399
925,1960,estimates,female,5yearly,25_69,31.3344119697465
925,1960,estimates,male,5yearly,25_69,42.074935439238
925,1960,estimates,female,5yearly,40plus,82.70126278766
925,1960,estimates,male,5yearly,40plus,78.7756515600311
925,1960,estimates,female,5yearly,50plus,78.8498927466112
925,1960,estimates,male,5yearly,50plus,73.6603079935464
925,1960,estimates,female,5yearly,60plus,70.4926840391659
925,1960,estimates,male,5yearly,60plus,61.0279771627231
925,1960,estimates,female,5yearly,65plus,63.7901901123868
925,1960,estimates,male,5yearly,65plus,51.6517398521804
925,1960,estimates,female,5yearly,70plus,54.5182914428218
925,1960,estimates,male,5yearly,70plus,41.093711756802
925,1960,estimates,female,5yearly,80plus,26.7438871731328
925,1960,estimates,male,5yearly,80plus,17.3163702116394
925,1960,estimates,female,5yearly,90plus,4.37155894622322
925,1960,estimates,male,5yearly,90plus,2.1337102915932
925,1965,estimates,female,5yearly,0_4,8.97947704156727
925,1965,estimates,male,5yearly,0_4,10.1178724644925
925,1965,estimates,female,5yearly,0_14,9.67078714727828
925,1965,estimates,male,5yearly,0_14,11.0377839079576
925,1965,estimates,female,5yearly,0_19,10.0840055980088
925,1965,estimates,male,5yearly,0_19,11.8247003527523
925,1965,estimates,female,5yearly,0_24,10.5789739868505
925,1965,estimates,male,5yearly,0_24,12.7938881893649
925,1965,estimates,female,5yearly,5_14,0.691310105711004
925,1965,estimates,male,5yearly,5_14,0.919911443465111
925,1965,estimates,female,5yearly,15plus,90.3292128527217
925,1965,estimates,male,5yearly,15plus,88.9622160920424
925,1965,estimates,female,5yearly,15_24,0.908186839572219
925,1965,estimates,male,5yearly,15_24,1.75610428140729
